ID,EmoteSlashCommand,AnimID,EmoteFlags,EmoteSpecProc,EmoteSpecProcParam,EventSoundID,SpellVisualKitID,ClassMask,RaceMasks[0],RaceMasks[1]
753,ONESHOT_WACRIERTALK,1206,0,0,0,0,0,-1,-1,-1
754,STATE_HOLD_CROSSBOW,842,0,2,0,0,0,-1,-1,-1
757,STATE_WASIT02,1196,0,2,0,0,0,-1,-1,-1
761,STATE_WACRANKSTAND,1300,0,2,0,0,0,-1,-1,-1
762,ONESHOT_READ_START,518,0,0,0,0,29521,-1,-1,-1
763,ONESHOT_READ_LOOP,520,16545796,0,0,0,29521,-1,-1,-1
765,ONESHOT_WADRUNKDRINK,1310,0,0,0,0,0,-1,-1,-1
766,STATE_SIT_CHAIR_MED_EAT,61,0,2,0,0,100999,-1,-1,-1
867,STATE_KNEEL_COPY,75,24576,2,0,0,0,-1,-1,-1
868,STATE_WORK_CHOPMEAT_NOSHEATHE (Cleaver),136,24576,2,0,45172,102714,-1,-1,-1
870,ONESHOT_BARPATRON_POINT,798,128,0,0,0,0,-1,-1,-1
871,STATE_STAND_NOSOUND,0,16802304,1,0,0,0,-1,-1,-1
872,STATE_MOUNT_FLIGHT_IDLE_NOSOUND,548,16802304,1,0,0,0,-1,-1,-1
873,STATE_USESTANDING_LOOP (Skinning),63,24576,2,0,0,39610,-1,-1,-1
874,ONESHOT_VEHICLEGRAB,492,0,0,0,0,0,-1,-1,-1
875,STATE_USESTANDING_LOOP (Jewelcrafting),63,24576,2,0,0,56249,-1,-1,-1
876,STATE_BARPATRON_STAND,794,0,2,0,0,0,-1,-1,-1
877,ONESHOT_WABEGGARPOINT,1190,0,0,0,0,0,-1,-1,-1
878,STATE_WACRIERSTAND01,1200,24576,2,0,0,0,-1,-1,-1
879,ONESHOT_WABEGGARBEG,1192,0,0,0,0,0,-1,-1,-1
880,STATE_WABOATWHEELSTAND,1296,0,2,0,0,0,-1,1,0
882,STATE_WASIT03,1198,0,2,0,0,0,-1,-1,-1
883,STATE_BARSWEEP_STAND,788,0,2,0,0,0,-1,-1,-1
884,STATE_WAGUARDSTAND03 (No Interrupt),1244,16384,2,0,0,0,-1,-1,-1
885,STATE_WAGUARDSTAND02 (No Interrupt),1242,16384,2,0,0,0,-1,-1,-1
886,STATE_BARTENDSTAND,590,24576,2,0,0,0,-1,-1,-1
887,STATE_WAHAMMERLOOP (Kul Tiran Hammer & Nail Sound),1220,24576,2,0,45172,87008,-1,-1,-1
890,Stand State: STATE_READYTHROWN (Doesn't work?),108,135168,1,0,0,0,-1,-1,-1
893,STATE_WORK_MINING (Pick Axe) No Combat,136,4464640,2,0,3782,60338,-1,-1,-1
894,ONESHOT_CASTSTRONG,1288,0,0,0,0,0,-1,-1,-1
895,STATE_CUSTOMSPELL07,219,0,2,0,0,0,-1,-1,-1
897,STATE_WALK,4,0,2,0,0,0,-1,-1,-1
898,ONESHOT_CLOSE,146,0,0,0,0,0,-1,-1,-1
899,,0,0,0,0,0,0,-1,0,0
900,STATE_WACRATEHOLD,1208,0,2,0,0,0,-1,-1,-1
901,STATE_FLYCUSTOMSPELL02,443,0,2,0,0,0,-1,-1,-1
902,ONESHOT_SLEEP,71,0,0,0,0,0,-1,0,0
903,STATE_STAND_SETEMOTESTATE,0,25088,2,0,0,0,-1,-1,-1
904,ONESHOT_WAWALKTALK,1480,0,0,0,0,0,-1,-1,-1
905,ONESHOT_TAKE_OFF_FINISH,1474,0,0,0,0,0,-1,-1,-1
906,ONESHOT_ATTACK2H,18,17408,0,0,0,0,-1,-1,-1
908,STATE_WA_BARREL_HOLD,1210,24576,2,0,0,0,-1,-1,-1
909,STATE_WA_BARREL_WALK,1284,24576,2,0,0,0,-1,-1,-1
910,STATE_CUSTOMSPELL04,216,0,2,0,0,0,-1,-1,-1
911,,0,0,0,0,0,0,-1,0,0
912,STATE_FLYWAPERCH01,1279,25088,2,0,0,0,-1,-1,-1
914,,0,0,0,0,0,0,-1,0,0
916,ONESHOT_PALSPELLCAST1HUP,984,0,0,0,0,0,-1,-1,-1
917,ONESHOT_READYSPELLOMNI,52,16777216,0,0,0,0,-1,-1,-1
961,ONESHOT_SPELLCAST_DIRECTED,53,0,0,0,0,0,-1,-1,-1
977,STATE_FLYCUSTOMSPELL07,448,0,2,0,0,0,-1,-1,-1
978,STATE_FLYCHANNELCASTOMNI?,125,0,2,0,0,0,-1,0,0
979,STATE_CLOSED,147,0,2,0,0,0,-1,-1,-1
980,STATE_CUSTOMSPELL10,222,0,2,0,0,0,-1,-1,-1
981,STATE_WAWHEELBARROWSTAND,1214,0,2,0,0,0,-1,-1,-1
982,STATE_CUSTOMSPELL06,218,0,2,0,0,0,-1,-1,-1
983,STATE_CUSTOM1,154,0,2,0,0,0,-1,-1,-1
986,STATE_WASIT04,1494,0,2,0,0,0,-1,-1,-1
987,ONESHOT_BARSWEEP_STAND,788,0,0,0,0,0,-1,-1,-1
989,Torghast Talking Head Maw Cast Sound,0,0,0,0,177475,0,-1,0,0
990,Torghast Talking Head Maw Cast Sound,0,0,0,0,177475,0,-1,0,0
991,ONESHOT_STAND_VAR0,0,129,0,0,0,29285,-1,-1,-1
992,ONESHOT_FLYCUSTOMSPELL01,442,0,0,0,0,0,-1,-1,-1
993,ONESHOT_SPELLEFFECT_DECAY,159,0,0,0,0,0,-1,0,0
994,STATE_CREATURE_SPECIAL,130,25600,2,0,0,0,-1,-1,-1
1000,,0,0,0,0,0,0,-1,0,0
1001,ONESHOT_WAREACT01,1552,128,0,0,0,0,-1,-1,-1
1003,,0,0,0,0,0,0,-1,0,0
1004,ONESHOT_FLYCUSTOMSPELL04,445,0,0,0,0,0,-1,-1,-1
1005,ONESHOT_TALK_SUBDUED,1492,128,0,0,0,0,-1,-1,-1
1006,STATE_EMOTETALK,60,0,2,0,0,0,-1,0,0
1007,STATE_WAINTERACTION,1548,24576,2,0,0,0,-1,-1,-1
1008,STATE_WORK_CHOPWOOD (ACTUALLY SHOW LUMBER AXE),136,8192,2,0,45172,171740,-1,-1,-1
1009,ONESHOT_TAKE_OFF_START,1472,0,0,0,0,0,-1,-1,-1
1010,ONESHOT_BATTLEROAR(No Sound),55,16778240,0,0,0,0,-1,-1,-1
1011,STATE_WAWEAPONSHARPEN,1274,139264,2,0,0,0,-1,-1,-1
1012,ONESHOT_ROLLSTART,664,0,0,0,0,0,-1,-1,-1
1013,ONESHOT_ROLLEND,668,0,0,0,0,0,-1,0,0
1014,ONESHOT_WAREACT02,1554,128,0,0,0,0,-1,-1,-1
1015,ONESHOT_WATHREATEN,1550,128,0,0,0,0,-1,-1,-1
1016,ONESHOT_ARTOFFLOOP,1330,0,0,0,0,0,-1,-1,-1
1017,STATE_READYSPELLOMNI_NOSHEATH,52,131072,2,0,0,0,-1,-1,-1
1019,ONESHOT_ATTACKUNARMED_VAR1,16,17408,0,0,0,186318,-1,-1,-1
1020,,0,0,0,0,0,0,-1,0,0
1021,STATE_SIT_CHAIR_MED_EAT_LOOP,61,0,2,0,0,192200,-1,-1,-1
1022,ONESHOT_TALK_FRUSTRATED,1774,128,0,0,0,0,-1,-1,-1
1023,STATE_WALEAN03,1264,24704,2,0,0,0,-1,-1,-1
1024,STATE_SHOVEL (with shovel),1772,8192,2,0,45172,193074,-1,-1,-1
1027,STATE_HOLD,158,25088,1,0,0,0,-1,-1,-1
1029,STATE_WA2hIdle,1740,24576,2,0,0,0,-1,-1,-1
1031,ONESHOT_FLYATTACKUNARMED_VAR0,245,0,0,0,0,198647,-1,-1,-1
1032,,0,0,0,0,0,0,-1,0,0
1033,STATE_BARTENDEmoteTalk,600,24576,2,0,0,0,-1,-1,-1
1034,STATE_TALK_SUBDUED,1492,24576,2,0,0,0,-1,-1,-1
1035,STATE_READYWEAPON,1098,143360,2,0,0,0,-1,-1,-1
1036,STATE_READYWEAPON_ALLOW_MOVEMENT,1098,139264,2,0,0,0,-1,-1,-1
1040,ONESHOT_FLYCOMBATCRITICAL,239,0,0,0,0,0,-1,-1,-1
1041,ONESHOT_FLYBATTLEROAR,284,1024,0,0,0,0,-1,-1,-1
1043,STATE_WORK (Hammer Sound),136,24576,2,0,1143,0,-1,-1,-1
1044,STATE_WORK_HAMMER,136,24576,2,0,0,207976,-1,-1,-1
1048,STATE_TALK_EXCLAMATION,64,24576,2,0,0,0,-1,-1,-1
1049,STATE_MOUNT_CROUCH,1770,0,1,0,0,0,-1,-1,-1
1050,STATE_WORK_HERBALISM (SYCTHE),136,8192,2,0,3783,211857,-1,-1,-1
1051,STATE_WORK_COOK (FRYING PAN),136,8192,2,0,7035,211860,-1,-1,-1
1052,STATE_WORK_LEATHERWORKING (KNIFE),136,8192,2,0,41428,180337,-1,-1,-1
1054,STATE_STAND_VAR1,0,25088,2,0,0,41465,-1,-1,-1
1055,STATE_STAND_VAR2,0,25088,2,0,0,17525,-1,-1,-1
1056,STATE_STAND_VAR3,0,25088,2,0,0,33193,-1,-1,-1
1057,STATE_STAND_VAR4,0,25088,2,0,0,74657,-1,-1,-1
1058,STATE_BARSERVERSTAND,604,24576,2,0,0,0,-1,-1,-1
1059,ONESHOT_BARSERVER_EMOTETALK,778,128,0,0,0,0,-1,-1,-1
1060,STATE_STAND_VAR4 (ForceVariantTest),-1,8912896,2,0,0,74657,-1,-1,-1
1061,,0,0,0,0,0,0,-1,0,0
1062,WADartTargetStand,1396,139264,2,0,0,0,-1,-1,-1
1068,ONESHOT_THOUSANDFISTS(DNR),716,0,0,0,0,0,-1,-1,-1
1069,ONESHOT_OFFER_START,1782,0,0,0,0,0,-1,-1,-1
1070,ONESHOT_OFFER_END,1786,0,0,0,0,0,-1,-1,-1
1071,STATE_OFFER_LOOP,1784,0,2,0,0,0,-1,-1,-1
1074,,0,0,0,0,0,0,-1,0,0
1075,ONESHOT_DANCE_VAR2,69,16384,0,0,0,226489,-1,-1,-1
1081,STATE_KNEEL_INTERACT_INTERRUPT,75,16545796,2,0,0,231183,-1,-1,-1
1082,STATE_WA2hIdle_UNSHEATH,1740,16384,2,0,0,231185,-1,-1,-1
1083,STATE_SHOVEL,1772,8192,2,0,282887,0,-1,-1,-1
1084,STATE_LEAN,1260,291457,2,1,0,0,-1,-1,-1
1089,STATE_READYSPELLOMNI_INTERRUPTABLE,52,16545796,2,0,0,0,-1,-1,-1
1093,ONESHOT_WALEAN01_VAR1,1260,16512,0,1,0,244038,-1,-1,-1
1094,ONESHOT_WALEAN01_VAR0,1260,16512,0,1,0,244039,-1,-1,-1
1097,STATE_FLYCHANNELCASTOMNI,1449,0,2,0,0,0,-1,-1,-1
1100,STATE_ARTOFFLOOP_HidesWeapon,1330,0,2,0,0,0,-1,-1,-1
1101,STATE_WORK_HERBALISM (Haranir Painting),136,8192,2,0,3783,249312,-1,-1,-1
1103,STATE_SPELL_CHANNEL_OMNI_UP,1448,0,2,0,0,0,-1,-1,-1
1107,,0,0,0,0,0,0,-1,0,0
1110,State_WAArmsCrossed,1818,0,2,0,0,0,-1,-1,-1
1111,ONESHOT_ParryFist1H,512,0,0,0,0,0,-1,0,0
1112,STATE_WAHANG02,1180,0,2,0,0,0,-1,-1,-1
1113,STATE_WORK (Housing Hammer Sound),136,24576,2,0,319523,0,-1,-1,-1
1115,STATE_WACradle,1324,0,2,0,0,0,-1,-1,-1
1116,STATE_WACratehold,1208,0,2,0,0,0,-1,-1,-1
1117,STATE_WORK_HAMMER (Haranir Painting),136,8192,2,0,3783,253417,-1,-1,-1
1118,Housing - STATE_WORK_HERBALISM (SYCTHE),136,8192,2,0,0,253482,-1,-1,-1
1119,Housing - STATE_WORK_MINING,136,24576,2,0,324137,0,-1,-1,-1
1120,ONESHOT_TALK_SUBDUED_NoSheathe,1492,128,0,0,0,0,-1,-1,-1
1121,STATE_WALEAN02 (No Interrupt on Interact),1262,16512,2,0,0,0,-1,-1,-1
1122,STATE_WORK (Blunt Impact),136,24576,2,0,325105,0,-1,-1,-1
1123,,0,0,0,0,0,0,-1,0,0
1125,ONESHOT_ARTDUALLOOP,964,0,0,0,0,0,-1,-1,-1
1126,STATE_ARTDUALLOOP,964,0,2,0,0,0,-1,-1,-1
1128,STATE_WORK (Flavor_Zul'Aman_ChoppingWood),136,24576,2,0,338520,0,-1,-1,-1
1129,STATE_WORK (Flavor_Zul'Aman_Blacksmitting),136,24576,2,0,338525,0,-1,-1,-1
1131,Sound_STATE_WORK (Flavor_Zul'Aman_Hammering),136,24576,2,0,340941,0,-1,-1,-1
1132,Sound_STATE_ATTACK1H_Zone2_Breaking Stuff,17,17408,2,0,0,0,-1,-1,-1
1141,ONESHOT_OFFER_LOOP,1784,0,0,0,0,0,-1,-1,-1
