ID,Quality[0],Quality[1],Quality[2],Quality[3],Quality[4],Quality[5],Quality[6],ItemLevel
350,2188.2922,2309.864,2431.4358,2431.4358,2431.4358,2431.4358,2431.4358,350
351,2199.1,2321.2722,2443.4446,2443.4446,2443.4446,2443.4446,2443.4446,351
352,2210.009,2332.7874,2455.5657,2455.5657,2455.5657,2455.5657,2455.5657,352
353,2221.0203,2344.4102,2467.8003,2467.8003,2467.8003,2467.8003,2467.8003,353
354,2232.1343,2356.1418,2480.1494,2480.1494,2480.1494,2480.1494,2480.1494,354
355,2243.3525,2367.9834,2492.614,2492.614,2492.614,2492.614,2492.614,355
356,2254.6758,2379.9355,2505.1953,2505.1953,2505.1953,2505.1953,2505.1953,356
357,2266.1052,2391.9998,2517.8945,2517.8945,2517.8945,2517.8945,2517.8945,357
358,2277.6414,2404.177,2530.7126,2530.7126,2530.7126,2530.7126,2530.7126,358
359,2289.2856,2416.468,2543.6506,2543.6506,2543.6506,2543.6506,2543.6506,359
360,2301.0388,2428.8743,2556.7097,2556.7097,2556.7097,2556.7097,2556.7097,360
361,2312.902,2441.3967,2569.891,2569.891,2569.891,2569.891,2569.891,361
362,2324.8765,2454.0361,2583.196,2583.196,2583.196,2583.196,2583.196,362
363,2336.963,2466.794,2596.6252,2596.6252,2596.6252,2596.6252,2596.6252,363
364,2349.1624,2479.6714,2610.1804,2610.1804,2610.1804,2610.1804,2610.1804,364
365,2361.476,2492.6692,2623.8623,2623.8623,2623.8623,2623.8623,2623.8623,365
366,2373.905,2505.7888,2637.6724,2637.6724,2637.6724,2637.6724,2637.6724,366
367,2385.834,2518.3804,2650.9268,2650.9268,2650.9268,2650.9268,2650.9268,367
368,2398.4912,2531.7407,2664.99,2664.99,2664.99,2664.99,2664.99,368
369,2411.2666,2545.2258,2679.185,2679.185,2679.185,2679.185,2679.185,369
370,2424.1616,2558.8374,2693.513,2693.513,2693.513,2693.513,2693.513,370
371,2437.1775,2572.5762,2707.975,2707.975,2707.975,2707.975,2707.975,371
372,2450.3152,2586.4438,2722.5725,2722.5725,2722.5725,2722.5725,2722.5725,372
373,2463.5757,2600.4412,2737.3064,2737.3064,2737.3064,2737.3064,2737.3064,373
374,2476.9604,2614.5696,2752.1785,2752.1785,2752.1785,2752.1785,2752.1785,374
375,2490.4707,2628.83,2767.1897,2767.1897,2767.1897,2767.1897,2767.1897,375
376,2504.1072,2643.224,2782.3413,2782.3413,2782.3413,2782.3413,2782.3413,376
377,2517.8713,2657.7532,2797.6348,2797.6348,2797.6348,2797.6348,2797.6348,377
378,2531.7644,2672.418,2813.0715,2813.0715,2813.0715,2813.0715,2813.0715,378
379,2545.7874,2687.22,2828.6528,2828.6528,2828.6528,2828.6528,2828.6528,379
380,2559.942,2702.161,2844.38,2844.38,2844.38,2844.38,2844.38,380
381,2574.2288,2717.2415,2860.2542,2860.2542,2860.2542,2860.2542,2860.2542,381
382,2588.6492,2732.4631,2876.2769,2876.2769,2876.2769,2876.2769,2876.2769,382
383,2603.2048,2747.8274,2892.4497,2892.4497,2892.4497,2892.4497,2892.4497,383
384,2617.8967,2763.3354,2908.7742,2908.7742,2908.7742,2908.7742,2908.7742,384
385,2632.726,2778.9885,2925.2512,2925.2512,2925.2512,2925.2512,2925.2512,385
386,2647.694,2794.7883,2941.8823,2941.8823,2941.8823,2941.8823,2941.8823,386
387,2662.8025,2810.736,2958.6694,2958.6694,2958.6694,2958.6694,2958.6694,387
388,2678.0522,2826.833,2975.6135,2975.6135,2975.6135,2975.6135,2975.6135,388
389,2693.4448,2843.0806,2992.7163,2992.7163,2992.7163,2992.7163,2992.7163,389
390,2708.9812,2859.4802,3009.9792,3009.9792,3009.9792,3009.9792,3009.9792,390
391,2724.6633,2876.0334,3027.4036,3027.4036,3027.4036,3027.4036,3027.4036,391
392,2740.4922,2892.7417,3044.9912,3044.9912,3044.9912,3044.9912,3044.9912,392
393,2756.469,2909.6062,3062.7434,3062.7434,3062.7434,3062.7434,3062.7434,393
394,2772.5957,2926.6287,3080.6619,3080.6619,3080.6619,3080.6619,3080.6619,394
395,2788.873,2943.8105,3098.7478,3098.7478,3098.7478,3098.7478,3098.7478,395
396,2805.303,2961.153,3117.0034,3117.0034,3117.0034,3117.0034,3117.0034,396
397,2821.8867,2978.6582,3135.4297,3135.4297,3135.4297,3135.4297,3135.4297,397
398,2838.6255,2996.327,3154.0283,3154.0283,3154.0283,3154.0283,3154.0283,398
399,2855.5212,3014.1614,3172.8013,3172.8013,3172.8013,3172.8013,3172.8013,399
400,2872.575,3032.1624,3191.75,3191.75,3191.75,3191.75,3191.75,400
401,2889.7883,3050.3323,3210.876,3210.876,3210.876,3210.876,3210.876,401
402,2907.1628,3068.6719,3230.181,3230.181,3230.181,3230.181,3230.181,402
403,2924.7002,3087.1833,3249.6667,3249.6667,3249.6667,3249.6667,3249.6667,403
404,2942.4014,3105.8682,3269.335,3269.335,3269.335,3269.335,3269.335,404
405,2960.2686,3124.7278,3289.1873,3289.1873,3289.1873,3289.1873,3289.1873,405
406,2978.3027,3143.7642,3309.2253,3309.2253,3309.2253,3309.2253,3309.2253,406
407,2996.5059,3162.9785,3329.4512,3329.4512,3329.4512,3329.4512,3329.4512,407
408,3014.8794,3182.3728,3349.8662,3349.8662,3349.8662,3349.8662,3349.8662,408
409,3033.425,3201.9487,3370.4722,3370.4722,3370.4722,3370.4722,3370.4722,409
410,3052.144,3221.7078,3391.2712,3391.2712,3391.2712,3391.2712,3391.2712,410
411,3071.0386,3241.6519,3412.265,3412.265,3412.265,3412.265,3412.265,411
412,3090.1096,3261.7825,3433.4553,3433.4553,3433.4553,3433.4553,3433.4553,412
413,3109.3594,3282.1016,3454.8438,3454.8438,3454.8438,3454.8438,3454.8438,413
414,3128.7893,3302.611,3476.4326,3476.4326,3476.4326,3476.4326,3476.4326,414
415,3148.4014,3323.3125,3498.2236,3498.2236,3498.2236,3498.2236,3498.2236,415
416,3168.1968,3344.2075,3520.2185,3520.2185,3520.2185,3520.2185,3520.2185,416
417,3188.1775,3365.2983,3542.4194,3542.4194,3542.4194,3542.4194,3542.4194,417
418,3208.3452,3386.5867,3564.828,3564.828,3564.828,3564.828,3564.828,418
419,3228.7017,3408.074,3587.4463,3587.4463,3587.4463,3587.4463,3587.4463,419
420,3249.2488,3429.7627,3610.2766,3610.2766,3610.2766,3610.2766,3610.2766,420
421,3269.9883,3451.6543,3633.3203,3633.3203,3633.3203,3633.3203,3633.3203,421
422,3290.9219,3473.751,3656.5798,3656.5798,3656.5798,3656.5798,3656.5798,422
423,3312.0515,3496.0542,3680.0571,3680.0571,3680.0571,3680.0571,3680.0571,423
424,3333.379,3518.5664,3703.7542,3703.7542,3703.7542,3703.7542,3703.7542,424
425,3354.9058,3541.2896,3727.673,3727.673,3727.673,3727.673,3727.673,425
426,3376.6343,3564.225,3751.816,3751.816,3751.816,3751.816,3751.816,426
427,3398.5662,3587.3755,3776.1848,3776.1848,3776.1848,3776.1848,3776.1848,427
428,3420.7034,3610.7424,3800.7815,3800.7815,3800.7815,3800.7815,3800.7815,428
429,3443.0479,3634.3284,3825.609,3825.609,3825.609,3825.609,3825.609,429
430,3465.6016,3658.135,3850.6685,3850.6685,3850.6685,3850.6685,3850.6685,430
431,3488.3662,3682.1643,3875.9624,3875.9624,3875.9624,3875.9624,3875.9624,431
432,3511.344,3706.4187,3901.4934,3901.4934,3901.4934,3901.4934,3901.4934,432
433,3534.537,3730.9001,3927.2634,3927.2634,3927.2634,3927.2634,3927.2634,433
434,3557.947,3755.6108,3953.2744,3953.2744,3953.2744,3953.2744,3953.2744,434
435,3581.5762,3780.5527,3979.529,3979.529,3979.529,3979.529,3979.529,435
436,3605.4265,3805.728,4006.0295,4006.0295,4006.0295,4006.0295,4006.0295,436
437,3629.5002,3831.1392,4032.778,4032.778,4032.778,4032.778,4032.778,437
438,3653.7993,3856.788,4059.7769,4059.7769,4059.7769,4059.7769,4059.7769,438
439,3678.3257,3882.677,4087.0286,4087.0286,4087.0286,4087.0286,4087.0286,439
440,3703.0818,3908.8086,4114.535,4114.535,4114.535,4114.535,4114.535,440
441,3728.0696,3935.1846,4142.2993,4142.2993,4142.2993,4142.2993,4142.2993,441
442,3753.2913,3961.8074,4170.3237,4170.3237,4170.3237,4170.3237,4170.3237,442
443,3778.749,3988.6794,4198.61,4198.61,4198.61,4198.61,4198.61,443
444,3804.445,4015.8032,4227.161,4227.161,4227.161,4227.161,4227.161,444
445,3830.3818,4043.1807,4255.98,4255.98,4255.98,4255.98,4255.98,445
446,3856.5613,4070.8147,4285.068,4285.068,4285.068,4285.068,4285.068,446
447,3882.9858,4098.707,4314.4287,4314.4287,4314.4287,4314.4287,4314.4287,447
448,3909.6577,4126.861,4344.064,4344.064,4344.064,4344.064,4344.064,448
449,3936.579,4155.278,4373.977,4373.977,4373.977,4373.977,4373.977,449
450,3963.7527,4183.9614,4404.17,4404.17,4404.17,4404.17,4404.17,450
451,3991.1807,4212.913,4434.645,4434.645,4434.645,4434.645,4434.645,451
452,4018.8652,4242.1357,4465.406,4465.406,4465.406,4465.406,4465.406,452
453,4046.809,4271.632,4496.4546,4496.4546,4496.4546,4496.4546,4496.4546,453
454,4075.0146,4301.4043,4527.794,4527.794,4527.794,4527.794,4527.794,454
455,4103.484,4331.4556,4559.427,4559.427,4559.427,4559.427,4559.427,455
456,4132.22,4361.7876,4591.3555,4591.3555,4591.3555,4591.3555,4591.3555,456
457,4161.225,4392.4043,4623.5835,4623.5835,4623.5835,4623.5835,4623.5835,457
458,4190.5015,4423.307,4656.113,4656.113,4656.113,4656.113,4656.113,458
459,4220.052,4454.4995,4688.947,4688.947,4688.947,4688.947,4688.947,459
460,4249.879,4485.9834,4722.088,4722.088,4722.088,4722.088,4722.088,460
461,4279.9854,4517.762,4755.5396,4755.5396,4755.5396,4755.5396,4755.5396,461
462,4310.3735,4549.839,4789.304,4789.304,4789.304,4789.304,4789.304,462
463,4341.0464,4582.2153,4823.385,4823.385,4823.385,4823.385,4823.385,463
464,4372.006,4614.8955,4857.7847,4857.7847,4857.7847,4857.7847,4857.7847,464
465,4403.256,4647.881,4892.5063,4892.5063,4892.5063,4892.5063,4892.5063,465
466,4434.798,4681.1753,4927.553,4927.553,4927.553,4927.553,4927.553,466
467,4466.6353,4714.7817,4962.9277,4962.9277,4962.9277,4962.9277,4962.9277,467
468,4498.7705,4748.702,4998.634,4998.634,4998.634,4998.634,4998.634,468
469,4531.207,4782.9404,5034.6743,5034.6743,5034.6743,5034.6743,5034.6743,469
470,4563.947,4817.4995,5071.052,5071.052,5071.052,5071.052,5071.052,470
471,4596.993,4852.3813,5107.77,5107.77,5107.77,5107.77,5107.77,471
472,4630.3486,4887.5903,5144.832,5144.832,5144.832,5144.832,5144.832,472
473,4664.0166,4923.129,5182.2407,5182.2407,5182.2407,5182.2407,5182.2407,473
474,4698,4959,5220,5220,5220,5220,5220,474
475,4732.301,4995.2065,5258.1123,5258.1123,5258.1123,5258.1123,5258.1123,475
476,4766.9233,5031.7524,5296.5815,5296.5815,5296.5815,5296.5815,5296.5815,476
477,4801.8696,5068.64,5335.4106,5335.4106,5335.4106,5335.4106,5335.4106,477
478,4837.143,5105.8735,5374.6035,5374.6035,5374.6035,5374.6035,5374.6035,478
479,4872.747,5143.455,5414.1636,5414.1636,5414.1636,5414.1636,5414.1636,479
480,4908.684,5181.3887,5454.0933,5454.0933,5454.0933,5454.0933,5454.0933,480
481,4944.9575,5219.6772,5494.3975,5494.3975,5494.3975,5494.3975,5494.3975,481
482,4981.5703,5258.324,5535.078,5535.078,5535.078,5535.078,5535.078,482
483,5018.5264,5297.333,5576.14,5576.14,5576.14,5576.14,5576.14,483
484,5055.828,5336.707,5617.5864,5617.5864,5617.5864,5617.5864,5617.5864,484
485,5093.4785,5376.4497,5659.421,5659.421,5659.421,5659.421,5659.421,485
486,5131.482,5416.5645,5701.647,5701.647,5701.647,5701.647,5701.647,486
487,5169.8413,5457.0547,5744.268,5744.268,5744.268,5744.268,5744.268,487
488,5208.559,5497.924,5787.288,5787.288,5787.288,5787.288,5787.288,488
489,5247.6396,5539.1753,5830.711,5830.711,5830.711,5830.711,5830.711,489
490,5287.0864,5580.813,5874.54,5874.54,5874.54,5874.54,5874.54,490
491,5326.902,5622.841,5918.78,5918.78,5918.78,5918.78,5918.78,491
492,5367.0903,5665.2617,5963.4336,5963.4336,5963.4336,5963.4336,5963.4336,492
493,5407.655,5708.08,6008.5054,6008.5054,6008.5054,6008.5054,6008.5054,493
494,5448.599,5751.2993,6053.999,6053.999,6053.999,6053.999,6053.999,494
495,5489.927,5794.923,6099.9185,6099.9185,6099.9185,6099.9185,6099.9185,495
496,5531.641,5838.9546,6146.268,6146.268,6146.268,6146.268,6146.268,496
497,5573.746,5883.399,6193.0513,6193.0513,6193.0513,6193.0513,6193.0513,497
498,5616.245,5928.259,6240.2725,6240.2725,6240.2725,6240.2725,6240.2725,498
499,5659.142,5973.539,6287.9355,6287.9355,6287.9355,6287.9355,6287.9355,499
500,5702.4404,6019.2427,6336.045,6336.045,6336.045,6336.045,6336.045,500
501,5746.1445,6065.3745,6384.605,6384.605,6384.605,6384.605,6384.605,501
502,5790.2573,6111.9385,6433.619,6433.619,6433.619,6433.619,6433.619,502
503,5834.783,6158.938,6483.0923,6483.0923,6483.0923,6483.0923,6483.0923,503
504,5879.726,6206.3774,6533.029,6533.029,6533.029,6533.029,6533.029,504
505,5925.0894,6254.2607,6583.4326,6583.4326,6583.4326,6583.4326,6583.4326,505
506,5970.8774,6302.593,6634.308,6634.308,6634.308,6634.308,6634.308,506
507,6017.0938,6351.377,6685.6597,6685.6597,6685.6597,6685.6597,6685.6597,507
508,6063.743,6400.6177,6737.492,6737.492,6737.492,6737.492,6737.492,508
509,6110.829,6450.3193,6789.81,6789.81,6789.81,6789.81,6789.81,509
510,6158.356,6500.487,6842.6177,6842.6177,6842.6177,6842.6177,6842.6177,510
511,6206.3276,6551.1235,6895.9194,6895.9194,6895.9194,6895.9194,6895.9194,511
512,6254.748,6602.234,6949.72,6949.72,6949.72,6949.72,6949.72,512
513,6303.622,6653.823,7004.0244,7004.0244,7004.0244,7004.0244,7004.0244,513
514,6352.9536,6705.8955,7058.8374,7058.8374,7058.8374,7058.8374,7058.8374,514
515,6402.7466,6758.455,7114.163,7114.163,7114.163,7114.163,7114.163,515
516,6453.0063,6811.5063,7170.007,7170.007,7170.007,7170.007,7170.007,516
517,6503.736,6865.0547,7226.3735,7226.3735,7226.3735,7226.3735,7226.3735,517
518,6554.941,6919.104,7283.2676,7283.2676,7283.2676,7283.2676,7283.2676,518
519,6606.625,6973.6597,7340.6943,7340.6943,7340.6943,7340.6943,7340.6943,519
520,6658.7925,7028.7256,7398.6587,7398.6587,7398.6587,7398.6587,7398.6587,520
521,6711.4487,7084.307,7457.1655,7457.1655,7457.1655,7457.1655,7457.1655,521
522,6764.598,7140.409,7516.22,7516.22,7516.22,7516.22,7516.22,522
523,6818.2446,7197.036,7575.827,7575.827,7575.827,7575.827,7575.827,523
524,6872.3936,7254.1934,7635.9927,7635.9927,7635.9927,7635.9927,7635.9927,524
525,6927.0493,7311.8853,7696.721,7696.721,7696.721,7696.721,7696.721,525
526,6982.217,7370.1177,7758.0186,7758.0186,7758.0186,7758.0186,7758.0186,526
527,7037.9004,7428.895,7819.889,7819.889,7819.889,7819.889,7819.889,527
528,7094.1055,7488.222,7882.3394,7882.3394,7882.3394,7882.3394,7882.3394,528
529,7150.8364,7548.1055,7945.374,7945.374,7945.374,7945.374,7945.374,529
530,7208.0986,7608.549,8008.9985,8008.9985,8008.9985,8008.9985,8008.9985,530
531,7265.897,7669.558,8073.219,8073.219,8073.219,8073.219,8073.219,531
532,7324.2363,7731.1387,8138.0405,8138.0405,8138.0405,8138.0405,8138.0405,532
533,7383.122,7793.2954,8203.469,8203.469,8203.469,8203.469,8203.469,533
534,7442.5586,7856.034,8269.51,8269.51,8269.51,8269.51,8269.51,534
535,7502.552,7919.36,8336.168,8336.168,8336.168,8336.168,8336.168,535
536,7563.1064,7983.279,8403.451,8403.451,8403.451,8403.451,8403.451,536
537,7624.2275,8047.796,8471.364,8471.364,8471.364,8471.364,8471.364,537
538,7685.9214,8112.917,8539.913,8539.913,8539.913,8539.913,8539.913,538
539,7748.1924,8178.6475,8609.103,8609.103,8609.103,8609.103,8609.103,539
540,7811.047,8244.994,8678.94,8678.94,8678.94,8678.94,8678.94,540
541,7874.4893,8311.961,8749.433,8749.433,8749.433,8749.433,8749.433,541
542,7938.5254,8379.555,8820.584,8820.584,8820.584,8820.584,8820.584,542
543,8003.161,8447.781,8892.401,8892.401,8892.401,8892.401,8892.401,543
544,8068.4023,8516.646,8964.892,8964.892,8964.892,8964.892,8964.892,544
545,8134.254,8586.156,9038.06,9038.06,9038.06,9038.06,9038.06,545
546,8200.722,8656.317,9111.913,9111.913,9111.913,9111.913,9111.913,546
547,8267.812,8727.135,9186.458,9186.458,9186.458,9186.458,9186.458,547
548,8335.53,8798.615,9261.7,9261.7,9261.7,9261.7,9261.7,548
549,8403.883,8870.765,9337.647,9337.647,9337.647,9337.647,9337.647,549
550,8472.874,8943.59,9414.305,9414.305,9414.305,9414.305,9414.305,550
551,8542.513,9017.097,9491.681,9491.681,9491.681,9491.681,9491.681,551
552,8612.802,9091.291,9569.78,9569.78,9569.78,9569.78,9569.78,552
553,8683.75,9166.181,9648.61,9648.61,9648.61,9648.61,9648.61,553
554,8755.361,9241.7705,9728.18,9728.18,9728.18,9728.18,9728.18,554
555,8827.644,9318.068,9808.493,9808.493,9808.493,9808.493,9808.493,555
556,8900.603,9395.08,9889.559,9889.559,9889.559,9889.559,9889.559,556
557,8974.244,9472.813,9971.383,9971.383,9971.383,9971.383,9971.383,557
558,9048.575,9551.274,10053.973,10053.973,10053.973,10053.973,10053.973,558
559,9123.603,9630.47,10137.336,10137.336,10137.336,10137.336,10137.336,559
560,9199.332,9710.406,10221.479,10221.479,10221.479,10221.479,10221.479,560
561,9275.7705,9791.091,10306.411,10306.411,10306.411,10306.411,10306.411,561
562,9352.924,9872.53,10392.138,10392.138,10392.138,10392.138,10392.138,562
563,9430.8,9954.733,10478.666,10478.666,10478.666,10478.666,10478.666,563
564,9509.404,10037.705,10566.005,10566.005,10566.005,10566.005,10566.005,564
565,9588.745,10121.454,10654.162,10654.162,10654.162,10654.162,10654.162,565
566,9668.829,10205.986,10743.144,10743.144,10743.144,10743.144,10743.144,566
567,9749.662,10291.311,10832.958,10832.958,10832.958,10832.958,10832.958,567
568,9831.252,10377.433,10923.613,10923.613,10923.613,10923.613,10923.613,568
569,9913.605,10464.361,11015.117,11015.117,11015.117,11015.117,11015.117,569
570,9996.73,10552.104,11107.479,11107.479,11107.479,11107.479,11107.479,570
571,10080.633,10640.668,11200.703,11200.703,11200.703,11200.703,11200.703,571
572,10165.321,10730.062,11294.801,11294.801,11294.801,11294.801,11294.801,572
573,10250.802,10820.291,11389.78,11389.78,11389.78,11389.78,11389.78,573
574,10337.083,10911.365,11485.647,11485.647,11485.647,11485.647,11485.647,574
575,10424.172,11003.292,11582.413,11582.413,11582.413,11582.413,11582.413,575
576,10512.075,11096.08,11680.084,11680.084,11680.084,11680.084,11680.084,576
577,10600.803,11189.736,11778.669,11778.669,11778.669,11778.669,11778.669,577
578,10690.359,11284.269,11878.178,11878.178,11878.178,11878.178,11878.178,578
579,10780.756,11379.687,11978.617,11978.617,11978.617,11978.617,11978.617,579
580,10871.997,11475.997,12079.997,12079.997,12079.997,12079.997,12079.997,580
581,10964.094,11573.21,12182.326,12182.326,12182.326,12182.326,12182.326,581
582,11057.052,11671.332,12285.613,12285.613,12285.613,12285.613,12285.613,582
583,11150.88,11770.373,12389.866,12389.866,12389.866,12389.866,12389.866,583
584,11245.587,11870.342,12495.097,12495.097,12495.097,12495.097,12495.097,584
585,11341.18,11971.245,12601.311,12601.311,12601.311,12601.311,12601.311,585
586,11437.668,12073.094,12708.52,12708.52,12708.52,12708.52,12708.52,586
587,11535.06,12175.896,12816.732,12816.732,12816.732,12816.732,12816.732,587
588,11633.362,12279.66,12925.958,12925.958,12925.958,12925.958,12925.958,588
589,11732.585,12384.396,13036.206,13036.206,13036.206,13036.206,13036.206,589
590,11832.737,12490.111,13147.486,13147.486,13147.486,13147.486,13147.486,590
591,11933.827,12596.817,13259.808,13259.808,13259.808,13259.808,13259.808,591
592,12035.863,12704.521,13373.181,13373.181,13373.181,13373.181,13373.181,592
593,12138.854,12813.234,13487.615,13487.615,13487.615,13487.615,13487.615,593
594,12242.809,12922.965,13603.121,13603.121,13603.121,13603.121,13603.121,594
595,12347.737,13033.723,13719.708,13719.708,13719.708,13719.708,13719.708,595
596,12453.647,13145.517,13837.386,13837.386,13837.386,13837.386,13837.386,596
597,12560.55,13258.357,13956.166,13956.166,13956.166,13956.166,13956.166,597
598,12668.452,13372.255,14076.058,14076.058,14076.058,14076.058,14076.058,598
599,12777.364,13487.219,14197.072,14197.072,14197.072,14197.072,14197.072,599
600,12887.297,13603.258,14319.219,14319.219,14319.219,14319.219,14319.219,600
601,12998.258,13720.384,14442.509,14442.509,14442.509,14442.509,14442.509,601
602,13110.258,13838.605,14566.953,14566.953,14566.953,14566.953,14566.953,602
603,13223.307,13957.935,14692.563,14692.563,14692.563,14692.563,14692.563,603
604,13337.413,14078.381,14819.348,14819.348,14819.348,14819.348,14819.348,604
605,13452.588,14199.954,14947.32,14947.32,14947.32,14947.32,14947.32,605
606,13568.841,14322.666,15076.49,15076.49,15076.49,15076.49,15076.49,606
607,13686.183,14446.525,15206.869,15206.869,15206.869,15206.869,15206.869,607
608,13804.622,14571.545,15338.469,15338.469,15338.469,15338.469,15338.469,608
609,13924.17,14697.735,15471.301,15471.301,15471.301,15471.301,15471.301,609
610,14044.838,14825.106,15605.375,15605.375,15605.375,15605.375,15605.375,610
611,14166.635,14953.67,15740.705,15740.705,15740.705,15740.705,15740.705,611
612,14289.572,15083.438,15877.302,15877.302,15877.302,15877.302,15877.302,612
613,14413.66,15214.419,16015.178,16015.178,16015.178,16015.178,16015.178,613
614,14538.909,15346.627,16154.344,16154.344,16154.344,16154.344,16154.344,614
615,14665.331,15480.072,16294.813,16294.813,16294.813,16294.813,16294.813,615
616,14792.937,15614.767,16436.596,16436.596,16436.596,16436.596,16436.596,616
617,14921.737,15750.723,16579.707,16579.707,16579.707,16579.707,16579.707,617
618,15051.742,15887.95,16724.158,16724.158,16724.158,16724.158,16724.158,618
619,15182.966,16026.464,16869.96,16869.96,16869.96,16869.96,16869.96,619
620,15315.416,16166.272,17017.129,17017.129,17017.129,17017.129,17017.129,620
621,15449.107,16307.391,17165.674,17165.674,17165.674,17165.674,17165.674,621
622,15584.05,16449.83,17315.611,17315.611,17315.611,17315.611,17315.611,622
623,15720.255,16593.604,17466.951,17466.951,17466.951,17466.951,17466.951,623
624,15857.736,16738.72,17619.707,17619.707,17619.707,17619.707,17619.707,624
625,15996.504,16885.197,17773.893,17773.893,17773.893,17773.893,17773.893,625
626,16136.57,17033.047,17929.521,17929.521,17929.521,17929.521,17929.521,626
627,16277.948,17182.277,18086.61,18086.61,18086.61,18086.61,18086.61,627
628,16420.648,17332.908,18245.166,18245.166,18245.166,18245.166,18245.166,628
629,16564.686,17484.947,18405.207,18405.207,18405.207,18405.207,18405.207,629
630,16710.072,17638.408,18566.746,18566.746,18566.746,18566.746,18566.746,630
631,16856.818,17793.307,18729.797,18729.797,18729.797,18729.797,18729.797,631
632,17004.938,17949.656,18894.375,18894.375,18894.375,18894.375,18894.375,632
633,17154.443,18107.469,19060.494,19060.494,19060.494,19060.494,19060.494,633
634,17305.35,18266.758,19228.166,19228.166,19228.166,19228.166,19228.166,634
635,17457.668,18427.54,19397.41,19397.41,19397.41,19397.41,19397.41,635
636,17611.414,18589.826,19568.236,19568.236,19568.236,19568.236,19568.236,636
637,17766.598,18753.63,19740.664,19740.664,19740.664,19740.664,19740.664,637
638,17923.234,18918.969,19914.703,19914.703,19914.703,19914.703,19914.703,638
639,18081.336,19085.855,20090.373,20090.373,20090.373,20090.373,20090.373,639
640,18240.92,19254.303,20267.688,20267.688,20267.688,20267.688,20267.688,640
641,18401.996,19424.328,20446.662,20446.662,20446.662,20446.662,20446.662,641
642,18564.58,19595.945,20627.31,20627.31,20627.31,20627.31,20627.31,642
643,18728.686,19769.17,20809.652,20809.652,20809.652,20809.652,20809.652,643
644,18894.328,19944.014,20993.7,20993.7,20993.7,20993.7,20993.7,644
645,19061.521,20120.496,21179.469,21179.469,21179.469,21179.469,21179.469,645
646,19230.281,20298.629,21366.979,21366.979,21366.979,21366.979,21366.979,646
647,19400.62,20478.43,21556.242,21556.242,21556.242,21556.242,21556.242,647
648,19572.55,20659.914,21747.28,21747.28,21747.28,21747.28,21747.28,648
649,19746.092,20843.098,21940.104,21940.104,21940.104,21940.104,21940.104,649
650,19921.26,21027.996,22134.732,22134.732,22134.732,22134.732,22134.732,650
651,20098.066,21214.625,22331.184,22331.184,22331.184,22331.184,22331.184,651
652,20276.527,21403,22529.475,22529.475,22529.475,22529.475,22529.475,652
653,20456.658,21593.14,22729.621,22729.621,22729.621,22729.621,22729.621,653
654,20638.477,21785.059,22931.64,22931.64,22931.64,22931.64,22931.64,654
655,20821.996,21978.775,23135.553,23135.553,23135.553,23135.553,23135.553,655
656,21007.234,22174.303,23341.373,23341.373,23341.373,23341.373,23341.373,656
657,21194.207,22371.662,23549.12,23549.12,23549.12,23549.12,23549.12,657
658,21382.93,22570.87,23758.81,23758.81,23758.81,23758.81,23758.81,658
659,21573.418,22771.941,23970.465,23970.465,23970.465,23970.465,23970.465,659
660,21765.691,22974.895,24184.1,24184.1,24184.1,24184.1,24184.1,660
661,21959.762,23179.75,24399.736,24399.736,24399.736,24399.736,24399.736,661
662,22155.65,23386.521,24617.39,24617.39,24617.39,24617.39,24617.39,662
663,22353.373,23595.229,24837.082,24837.082,24837.082,24837.082,24837.082,663
664,22552.947,23805.889,25058.83,25058.83,25058.83,25058.83,25058.83,664
665,22754.389,24018.521,25282.654,25282.654,25282.654,25282.654,25282.654,665
666,22957.715,24233.145,25508.572,25508.572,25508.572,25508.572,25508.572,666
667,23162.945,24449.775,25736.607,25736.607,25736.607,25736.607,25736.607,667
668,23370.098,24668.436,25966.775,25966.775,25966.775,25966.775,25966.775,668
669,23579.188,24889.143,26199.098,26199.098,26199.098,26199.098,26199.098,669
670,23790.236,25111.916,26433.596,26433.596,26433.596,26433.596,26433.596,670
671,24003.26,25336.775,26670.29,26670.29,26670.29,26670.29,26670.29,671
672,24218.277,25563.738,26909.197,26909.197,26909.197,26909.197,26909.197,672
673,24435.309,25792.826,27150.344,27150.344,27150.344,27150.344,27150.344,673
674,24654.371,26024.059,27393.746,27393.746,27393.746,27393.746,27393.746,674
675,24875.484,26257.455,27639.426,27639.426,27639.426,27639.426,27639.426,675
676,25098.666,26493.037,27887.408,27887.408,27887.408,27887.408,27887.408,676
677,25323.94,26730.824,28137.709,28137.709,28137.709,28137.709,28137.709,677
678,25551.32,26970.838,28390.355,28390.355,28390.355,28390.355,28390.355,678
679,25780.828,27213.098,28645.365,28645.365,28645.365,28645.365,28645.365,679
680,26012.486,27457.625,28902.764,28902.764,28902.764,28902.764,28902.764,680
681,26246.312,27704.441,29162.57,29162.57,29162.57,29162.57,29162.57,681
682,26482.328,27953.568,29424.809,29424.809,29424.809,29424.809,29424.809,682
683,26720.553,28205.027,29689.502,29689.502,29689.502,29689.502,29689.502,683
684,26961.006,28458.84,29956.674,29956.674,29956.674,29956.674,29956.674,684
685,27203.713,28715.03,30226.348,30226.348,30226.348,30226.348,30226.348,685
