ID,EffectAura,DifficultyID,EffectIndex,Effect,EffectAmplitude,EffectAttributes,EffectAuraPeriod,EffectBonusCoefficient,EffectChainAmplitude,EffectChainTargets,EffectItemType,EffectMechanic,EffectPointsPerResource,EffectPos_facing,EffectRealPointsPerLevel,EffectTriggerSpell,BonusCoefficientFromAP,PvpMultiplier,Coefficient,Variance,ResourceCoefficient,GroupSizeBasePointsCoefficient,EffectBasePointsF,ScalingClass,Node__Field_12_0_0_63534_001,EffectMiscValue[0],EffectMiscValue[1],EffectRadiusIndex[0],EffectRadiusIndex[1],EffectSpellClassMask[0],EffectSpellClassMask[1],EffectSpellClassMask[2],EffectSpellClassMask[3],ImplicitTarget[0],ImplicitTarget[1],SpellID
694395,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0.28318584,0,1,660.7081,0,0,0,0,9,0,0,0,0,0,22,15,17203
694396,0,0,0,24,0,0,0,0,1,0,12347,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16073
694397,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,38,46,16074
694398,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1750,0,0,0,0,0,0,0,0,0,0,6,0,16075
694399,12,0,1,6,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,16075
694400,319,0,0,6,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,50,0,0,0,0,0,0,0,0,0,0,1,0,16076
694401,79,0,1,6,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-20,0,0,1,0,0,0,0,0,0,0,1,0,16076
694402,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0.288,0,1,125,0,0,0,0,0,0,0,0,0,0,6,0,16243
694403,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0.28318584,0,1,660.7081,0,0,0,0,0,9,0,0,0,0,22,15,16250
694405,0,0,0,24,0,0,0,0,1,0,12415,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,16648
694406,0,0,0,24,0,0,0,0,1,0,12425,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,16649
694407,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,17,0,16776
694409,52,0,0,6,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-5,0,0,0,0,0,0,0,0,0,0,6,0,16460
694410,57,0,1,6,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-5,0,0,0,0,0,0,0,0,0,0,6,0,16460
694414,49,0,0,6,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-10,0,0,0,0,0,0,0,0,0,0,6,0,16448
694415,33,0,0,6,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-25,0,0,0,0,0,0,0,0,0,0,25,25,17134
694416,319,0,1,6,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-33,0,0,0,0,0,0,0,0,0,0,25,25,17134
694417,0,0,2,28,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,10943,64,8,0,0,0,0,0,32,0,17134
694418,134,0,0,6,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,50,0,0,0,0,0,0,0,0,0,0,1,0,17106
694420,78,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,7322,0,0,0,0,0,0,0,1,0,16055
694422,108,0,0,6,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-10,0,0,14,0,0,0,997,196672,131072,4194304,1,0,17778
694423,154,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,0,17746
694424,30,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,44,0,0,0,0,0,0,0,1,0,15873
694425,30,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,7,0,0,44,0,0,0,0,0,0,0,1,0,15874
694426,51,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,16253
694427,272,0,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,0,16253
694428,84,0,0,6,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,162,0,0,0,0,0,0,0,0,0,0,1,0,18230
694429,23,0,1,6,0,0,10000,1,1,0,0,0,0,0,0,18192,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,18230
694430,13,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,49,0,0,4,0,0,0,0,0,0,0,1,0,17882
694431,0,0,0,30,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,17769
694432,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,17770
694433,0,0,0,2,0,0,0,0.429,1,0,0,0,0,0,0,0,0,1,0,0.13333334,0,1,526.22766,0,0,0,0,0,0,0,0,0,0,6,0,17147
694434,107,0,0,6,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,7,0,0,0,2,0,0,0,1,0,16821
694435,108,0,1,6,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,1,0,16821
694436,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,0,17237
694437,0,0,0,61,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5209,0,0,0,0,0,0,0,1,0,17241
694438,0,0,0,61,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5210,0,0,0,0,0,0,0,1,0,17242
694441,78,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,10322,0,0,0,0,0,0,0,1,0,16056
694443,51,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,0,16301
694444,272,0,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,25,0,0,0,0,0,0,0,0,0,0,1,0,16301
694446,30,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,15,0,0,44,0,0,0,0,0,0,0,1,0,15882
694450,79,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,1,0,17214
694451,142,0,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,17214
694452,133,0,2,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0,17214
694453,26,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,22,33,16469
694454,0,0,1,64,0,0,0,0,1,0,0,0,0,0,0,11920,0,1,0,0,0,1,1,0,0,0,0,10,0,0,0,0,0,22,33,16469
694455,108,0,0,6,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,10,0,0,5,0,0,0,160,0,0,0,1,0,16757
694456,108,0,1,6,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,10,0,0,6,0,0,0,576,0,0,0,1,0,16757
694457,13,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,30,0,0,16,0,0,0,0,0,0,0,1,0,17893
694458,13,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,34,0,0,16,0,0,0,0,0,0,0,1,0,17896
694459,23,0,0,6,0,0,10000,1,1,0,0,0,0,0,0,16558,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,16557
694460,0,0,0,86,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,15,0,0,0,0,0,0,0,40,0,16558
694461,0,0,1,61,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4777,0,0,0,0,0,0,0,0,0,16558
694462,558,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,60,0,0,32,0,0,12,0,0,0,0,18,31,16874
694463,29,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,40,0,0,4,0,0,12,0,0,0,0,22,30,16875
694464,29,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,31,0,0,3,0,12,0,0,0,0,0,22,30,16876
694465,42,0,0,6,0,0,0,1,1,0,0,0,0,0,0,16886,0,1,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,1,0,16880
694466,3,0,0,6,0,0,1000,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,25,0,0,0,0,0,0,0,0,0,0,6,0,16402
694467,3,0,0,6,0,0,6000,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,17,0,0,0,0,0,0,0,0,0,0,6,0,16403
694469,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0.15,0,1,2338.7898,0,0,0,0,0,0,0,0,0,0,6,0,17287
694470,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16589
694471,51,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0,16300
694472,272,0,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0,1,0,16300
694473,30,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,9,0,0,44,0,0,0,0,0,0,0,1,0,15875
694480,23,0,0,6,0,0,30000,1,1,0,0,0,0,0,0,17236,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,17224
694481,23,0,0,6,0,0,30000,1,1,0,0,0,0,0,0,17241,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,17225
694482,0,0,0,38,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,100,0,0,1,0,0,0,0,0,0,0,1,0,17730
694483,69,0,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,900,0,0,126,0,0,0,0,0,0,0,1,0,17730
694484,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.24933334,0,1,1500,0,0,0,0,0,8,0,0,0,0,18,16,17731
694485,0,0,1,86,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,5,0,0,17,0,0,0,0,18,52,17731
694486,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0.31578946,0,1,19,0,0,0,0,0,0,0,0,0,0,6,0,16830
694487,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0.32,0,1,25,0,0,0,0,0,0,0,0,0,0,6,0,16831
694493,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,38,0,16743
694494,0,0,0,24,0,0,0,0,1,0,12723,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,16781
694495,69,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.14933333,0,1,1500,0,0,127,0,0,0,0,0,0,0,21,0,16431
694496,30,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,12,0,0,44,0,0,0,0,0,0,0,1,0,15879
694497,30,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,13,0,0,44,0,0,0,0,0,0,0,1,0,15880
694502,22,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,400,0,0,1,0,12,0,0,0,0,0,22,30,16887
694503,29,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,40,0,0,3,0,12,0,0,0,0,0,22,30,16888
694504,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16562
694506,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,50,0,0,0,0,0,0,0,0,0,0,6,0,16844
694507,8,0,0,6,0,0,2000,0,1,0,0,0,0,0,1.3,0,0,1,0,0,0,1,386,0,0,0,0,0,0,0,0,0,0,1,0,17854
694508,0,0,0,57,0,0,0,0,1,0,0,0,0,0,0,17850,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17855
694509,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,200,0,0,0,0,8,0,0,0,0,0,18,16,17716
694510,33,0,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-30,0,0,0,0,8,0,0,0,0,0,18,16,17716
694511,23,0,0,6,0,0,5000,0,1,0,0,0,0,0,0,11968,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21,0,18268
694512,290,0,0,6,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,10,0,0,0,0,0,20,0,16939
694513,0,0,0,24,0,0,0,0,1,0,12779,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,16980
694514,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25,0,17009
694515,42,0,0,6,0,0,0,1,1,0,0,0,0,0,0,17011,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,17010
694517,42,0,0,6,0,0,0,1,1,0,0,0,0,0,0,17081,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,17082
694518,49,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,16254
694519,290,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,16255
694520,319,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-25,0,0,0,0,0,0,0,0,0,0,6,0,15850
694521,33,0,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-30,0,0,0,0,0,0,0,0,0,0,6,0,15850
694522,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0.12307692,0,1,65,0,0,0,0,13,0,0,0,0,0,24,0,15851
694524,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.4,0,1,250,0,0,0,0,0,0,0,0,0,0,6,0,17148
694525,65,0,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-60,0,0,0,0,0,0,0,0,0,0,6,0,17148
694526,0,0,0,2,0,0,0,0.429,1,0,0,0,0,0,0,0,0,1,0,0.1,0,1,1052.4553,0,0,0,0,0,0,0,0,0,0,6,0,17149
694527,15,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,1,0,16560
694528,22,0,1,6,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,30,0,0,4,0,0,0,0,0,0,0,1,0,16560
694529,319,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,60,0,0,0,0,0,0,0,0,0,0,21,0,16170
694530,4,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,16256
694533,108,0,0,6,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,75,0,0,22,0,0,0,512,0,0,0,1,0,16918
694535,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0.3,0,1,1500,0,0,0,0,0,10,0,0,0,0,17,16,17094
694536,0,0,1,64,0,0,0,1,1,0,0,0,0,0,0,17095,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17094
694538,0,0,0,28,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,12143,64,16,0,0,0,0,0,17,0,21116
694539,0,0,0,33,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23,0,16996
694540,0,0,1,16,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5088,0,0,0,0,0,0,0,1,0,16996
694541,29,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,200,0,0,0,0,0,0,0,0,0,0,1,0,17152
694542,108,0,0,6,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,7,0,0,3,0,0,0,4194304,0,0,0,1,0,16266
694543,108,0,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,18874368,0,0,0,1,0,16266
694544,108,0,2,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,13,0,0,3,0,0,0,8388608,0,0,0,1,0,16266
694545,0,0,0,24,0,0,0,0,1,0,12417,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,16659
694547,0,0,0,86,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,5,0,0,0,0,0,0,0,40,0,16556
694549,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.26666668,0,1,154,0,0,0,0,0,13,0,0,0,0,22,15,16559
694550,0,0,1,64,0,0,0,1,1,0,0,0,0,0,0,16560,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,16559
694551,0,0,0,58,0,0,0,1,1,0,0,0,0,0,8.4,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,6,0,17284
694552,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17285
694553,12,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,9,0,0,0,0,0,22,15,17286
694554,0,0,0,24,0,0,0,0,1,0,12408,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,16644
694557,3,0,0,6,0,0,3000,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,6,0,16393
694559,0,0,0,24,0,0,0,0,1,0,12628,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,16667
694561,3,0,0,6,0,0,3000,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,56,0,0,0,0,0,0,0,0,0,0,6,0,17153
694562,15,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,17154
694563,22,0,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,50,0,0,8,0,0,0,0,0,0,0,1,0,17154
694564,0,0,0,33,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23,0,17155
694565,13,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,44,0,0,4,0,0,0,0,0,0,0,1,0,17879
694566,108,0,0,6,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,14,0,0,8,0,0,0,262144,0,0,0,1,0,17051
694567,13,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,53,0,0,4,0,0,0,0,0,0,0,1,0,17886
694568,13,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,27,0,0,16,0,0,0,0,0,0,0,1,0,17892
694573,8,0,0,6,0,0,2000,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,16488
694574,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0.19178082,0,1,73,0,0,0,0,0,0,0,0,0,0,6,0,17260
694576,0,0,0,24,0,0,0,0,1,0,12424,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,16647
694580,0,0,0,24,0,0,0,0,1,0,12640,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,16729
694581,0,0,1,98,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.48,0,1,75,0,0,75,0,8,0,0,0,0,0,22,15,16740
694582,13,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,47,0,0,4,0,0,0,0,0,0,0,1,0,17881
694584,108,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,50,0,0,12,0,0,0,524288,0,0,0,1,0,17768
694585,4,0,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0,1,0,17768
694588,0,0,0,57,0,0,0,0,1,0,0,0,0,0,0,17735,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17736
694589,0,0,0,39,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,33,0,0,0,0,0,0,0,0,0,17737
694590,42,0,0,6,0,0,0,0,1,0,0,0,0,0,0,12531,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,18146
694591,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0.2,0,0,1,0,0,0,1,1,0,0,0,0,8,0,0,0,0,0,22,15,18147
694592,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,17,0,16775
694593,99,0,0,6,0,0,0,0,1,0,0,0,0,0,-4,0,0,1,0,0,0,1,-20,0,0,0,0,0,13,0,0,0,0,22,15,16244
694594,54,0,0,6,0,0,0,0,1,0,0,0,0,0,-0.5,0,0,1,0,0,0,1,-10,0,0,0,0,0,13,0,0,0,0,22,15,16867
694595,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0.29333332,0,1,877.04614,0,0,0,0,0,0,0,0,0,0,6,0,16868
694596,0,0,0,28,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,15,0,0,11439,61,0,0,0,0,0,0,18,0,17773
694597,5,0,0,6,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,17774
694598,31,0,1,6,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,1,0,17774
694599,18,0,2,6,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1000,0,0,1,0,0,0,0,0,0,0,1,0,17774
694600,0,0,0,24,0,0,0,0,1,0,12619,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,16744
694602,82,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,12,0,0,0,0,0,22,30,16881
694604,24,0,0,35,0,0,3000,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,197,0,0,0,0,10,10,0,0,0,0,1,0,17355
694607,3,0,0,6,0,0,1000,0.167,1,0,0,0,0,0,0,0,0,1,0,0,0,1,98,0,0,0,0,0,0,0,0,0,0,6,0,17314
694608,33,0,1,6,0,0,0,0,1,0,0,11,0,0,0,0,0,1,0,0,0,1,-50,0,0,0,0,0,0,0,0,0,0,6,0,17314
694609,22,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-100,0,0,1,0,0,0,0,0,0,0,6,0,17315
694611,0,0,0,17,0,0,0,1,1,0,0,0,0,0,3,0,0,1,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,6,0,17156
694616,108,0,0,6,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,8,0,0,8,0,0,0,65536,0,0,0,1,0,16259
694617,108,0,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,8,0,0,8,0,0,0,131072,0,0,0,1,0,16259
694619,3,0,0,6,0,0,1000,0.1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,467.75797,0,0,0,0,0,0,0,0,0,0,6,0,17165
694620,33,0,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-50,0,0,0,0,0,0,0,0,0,0,6,0,17165
694621,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,17,0,16778
694622,78,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,10336,0,0,0,0,0,0,0,1,0,16058
694624,99,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,78,0,0,0,0,0,0,0,0,0,0,1,0,15825
694625,124,0,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,78,0,0,0,0,0,0,0,0,0,0,1,0,15825
694626,99,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,80,0,0,0,0,0,0,0,0,0,0,1,0,15826
694627,124,0,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,80,0,0,0,0,0,0,0,0,0,0,1,0,15826
694629,107,0,0,6,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-500,0,0,10,0,0,0,5,65600,0,0,1,0,17788
694630,107,0,1,6,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-2000,0,0,10,0,0,0,64,0,0,0,1,0,17788
694631,0,0,0,3,0,0,0,0.03,1,0,0,0,0,0,0.3,0,0,1,0,0,0,1,0,0,0,0,0,14,14,0,0,0,0,87,16,16914
694632,0,0,1,179,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-20,0,0,41199,0,0,14,0,0,0,0,87,16,16914
694634,29,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,120,0,0,0,0,0,0,0,0,0,0,1,0,16916
694635,0,0,1,10,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.5,0,1,360,0,0,0,0,0,0,0,0,0,0,1,0,16916
694637,13,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,35,0,0,126,0,12,0,0,0,0,0,22,30,16889
694639,108,0,0,6,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,75,0,0,8,0,0,0,256,0,0,0,1,0,16840
