ID,AvgSegLen,NoiseScale,TexCoordScale,SegDuration,SegDelay,Flags,JointCount,JointOffsetRadius,JointsPerMinorJoint,MinorJointsPerMajorJoint,MinorJointScale,MajorJointScale,JointMoveSpeed,JointSmoothness,MinDurationBetweenJointJumps,MaxDurationBetweenJointJumps,WaveHeight,WaveFreq,WaveSpeed,MinWaveAngle,MaxWaveAngle,MinWaveSpin,MaxWaveSpin,ArcHeight,MinArcAngle,MaxArcAngle,MinArcSpin,MaxArcSpin,DelayBetweenEffects,MinFlickerOnDuration,MaxFlickerOnDuration,MinFlickerOffDuration,MaxFlickerOffDuration,PulseSpeed,PulseOnLength,PulseFadeLength,Alpha,Red,Green,Blue,BlendMode,RenderLayer,WavePhase,TimePerFlipFrame,VariancePerFlipFrame,TextureParticleFileDataID,StartWidth,EndWidth,WidthScaleCurveID,NumFlipFramesU,NumFlipFramesV,SoundKitID,ParticleScaleMultiplier,ParticleEmissionRateMultiplier,Field_1_15_4_56400_054,SpellChainEffectID[0],SpellChainEffectID[1],SpellChainEffectID[2],SpellChainEffectID[3],SpellChainEffectID[4],SpellChainEffectID[5],SpellChainEffectID[6],SpellChainEffectID[7],SpellChainEffectID[8],SpellChainEffectID[9],SpellChainEffectID[10],TextureCoordScaleU[0],TextureCoordScaleU[1],TextureCoordScaleU[2],TextureCoordScaleV[0],TextureCoordScaleV[1],TextureCoordScaleV[2],TextureRepeatLengthU[0],TextureRepeatLengthU[1],TextureRepeatLengthU[2],TextureRepeatLengthV[0],TextureRepeatLengthV[1],TextureRepeatLengthV[2],TextureFileDataID[0],TextureFileDataID[1],TextureFileDataID[2]
583,1,0.0035,-0.85,1000,300,33,16,0.055,3,3,2,4,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23,0.01,4.3,255,255,255,255,3,0,0,0.066,0.01,0,0.35465,0.35465,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.85,1,1,0,0,0,11.5,0,0,0,0,0,186199,0,0
584,0.5875,0,-1.1,1499,300,328,27,0,7,4,10,10,0,0.75,0,0,5.85,0.1571,-1E-06,0,0,0,0,6.6,-0.1885,0.4712,0,0,0,0.48,0.66,0.26,0.55,-30,3.508,5.4,255,2,126,128,6,0,0,0.066,0.01,0,0.429575,0.429575,0,0,0,0,1,1,0,584,584,584,584,0,0,0,0,0,0,0,-1.1,1,1,0,0,0,4.008,0,0,0,0,0,186193,0,0
585,2.089,0,0.15,240,300,96,27,0,7,4,10,10,0,0.75,0,0,1.45,0.1571,0,0,0,0,0,1.9,0.1571,0.8796,0,0,0,0.48,0.66,0.26,0.55,19,20,3.1,255,200,0,200,3,0,0,0.066,0.01,0,0.779225,0.779225,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.15,1,1,0,0,0,2,0,0,0,0,0,396498,0,0
586,1,0,5,1000,300,64,27,0,3,3,2,4,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,1,255,92,202,10,3,0,0,0.066,0.01,0,0.125,0.125,0,0,0,0,1,1,0,494,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,2,0,0,0,0,0,167099,0,0
587,1.66,0.01,1.66,19999,299,66,27,0,4,5,6,6,0,0.75,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,1,255,10,255,250,3,2,0,0.066,0.01,0,0.2048,0.2048,0,0,0,0,1,1,0,126,589,590,0,0,0,0,0,0,0,0,1.66,1,1,0,0,0,1.209,0,0,0,0,0,186219,0,0
588,1.66,0.01,1.66,19999,299,4,0,0,3,3,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0.4,1.257,1.257,0,0,0,0,0,0,0,0,0,0,255,28,213,255,3,2,0,0.066,0.01,0,0.35,0.35,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.66,1,1,0,0,0,2,0,0,0,0,0,186219,0,0
589,1.66,0.01,1.66,19999,299,4,0,0,3,3,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0.4,1.257,1.257,0,0,0,0,0,0,0,0,0,0,255,175,0,0,3,2,0,0.066,0.01,0,0.35,0.35,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.66,1,1,0,0,0,2,0,0,0,0,0,186219,0,0
590,1.66,0.01,1.66,19999,299,76,0,0,3,3,0,0,0,0.75,0,0,0,0.2827,2,0,0,0,0,0,1.257,1.257,0,0,0,0,0,0,0,20,4,1,255,87,253,28,3,2,0,0.066,0.01,0,0.3047,0.3047,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.66,1,1,0,0,0,2,0,0,0,0,0,186219,0,0
591,1,0,1.2,1000,300,96,27,0,3,3,2,4,0,0.75,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,20,4,1,255,182,60,0,3,0,0,0.066,0.01,0,0.55445,0.55445,0,0,0,0,1,1,0,592,0,0,0,0,0,0,0,0,0,0,1.2,1,1,0,0,0,2,0,0,0,0,0,186212,0,0
592,1,0,1.2,1000,300,131196,27,0,3,3,2,4,0,0.75,0.4,1.2,2,1.257,16,0,0,0,0,5.25,-0.8796,0,-2.136,1.508,0,0.11,1.09,0,0.8,20,4,1,255,202,67,0,3,0,0,0.066,0.01,0,0.55445,0.55445,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.2,1,1,0,0,0,2,0,0,0,0,0,186212,0,0
593,0.256,0,1.4,507,300,98,34,0.2775,3,6,1.1,2.55,0,0.1386,0.23,0.35,0.1,0,6.8,0,0,0,0,1,-3.142,3.142,0,0,40,0.2,0.3,0.25,0.5,50,3.508,1.1,255,255,255,255,3,0,0,0.066,0.01,0,0.45455,0.45455,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.4,1,1,0,0,0,2,0,0,0,0,0,186211,0,0
594,0.7045,0,2.75,499,300,0,20,0,3,3,2,4,0,0.698,0.66,1.42,0,0,-1E-06,0,0,11.18,0,0,0.01745,-0.01745,0,0,0,0,0,0,0,50,12,1,126,255,255,255,3,0,0,0.066,0.01,0,1,1,0,0,0,0,1,1,0,595,0,0,0,0,0,0,0,0,0,0,2.75,1,1,0,0,0,2,0,0,0,0,0,167099,0,0
595,0.7045,0,2.75,499,300,0,20,0,3,3,2,4,0,0.698,0.66,1.42,0,0,-1E-06,0,0,11.18,0,0,0.01745,-0.01745,0,0,0,0,0,0,0,50,12,0.5,255,211,68,61,3,1,0,0.066,0.01,0,0.5,0.5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.75,1,1,0,0,0,2,0,0,0,0,0,167099,0,0
596,1,0,2,1000,300,64,27,0,3,3,2,4,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,1,255,255,255,255,3,0,0,0.066,0.01,0,1.5,1.5,0,0,0,0,1,1,0,597,597,597,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,186217,0,0
597,1,0.07,2,1000,300,70,27,0,3,5,2,6,0,0.75,0,0.05,1.5,0,0,0,0,-12.57,12.57,0,0,0,0,0,0,0,0,0,0,20,4,1,127,60,60,248,3,0,0,0.066,0.01,0,0.5,0.5,0,0,0,0,1,1,0,596,597,597,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,186201,0,0
598,2.78,0.03,1,1000,200,4,0,0,3,3,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,183,83,44,3,0,0,0.066,0.01,0,0.5,0.5,0,0,0,0,1,1,0,557,557,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0,0,0,0,0,186186,0,0
599,0.4315,0,2.75,1000,599,0,0,0,3,3,0,0,0,0.99,0,0,0,0.6283,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,36,255,3,1,0,0.066,0.01,0,0.6,0.6,0,0,0,0,1,1,0,600,0,0,0,0,0,0,0,0,0,0,2.75,1,1,0,0,0,2,0,0,0,0,0,167101,0,0
600,0.4315,0,2.75,1000,599,0,0,0,3,3,0,0,0,0.99,0,0,0,0.6283,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,214,240,240,3,0,0,0.066,0.01,0,0.45,0.45,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.75,1,1,0,0,0,2,0,0,0,0,0,167101,0,0
601,1,0,5,1000,300,320,27,0,3,3,2,4,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,1,255,255,255,255,3,0,0,0.066,0.01,0,0.3,0.3,0,0,0,0,1,1,0,602,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,10,0,0,0,0,0,186193,0,0
602,0.3,0,5,1000,300,328,27,0,3,3,2,4,0,0.75,0,0,0.3,3.77,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,1,255,186,0,255,5,0,0,0.066,0.01,0,0.15,0.15,0,0,0,0,1,1,0,601,601,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,10,0,0,0,0,0,186219,0,0
603,0.4315,0,-2.75,999,0,0,0,0,3,3,0,0,0,0.99,0,0,0,0.6283,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,172,0,255,3,1,0,0.066,0.01,0,0.75,0.75,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-2.75,1,1,0,0,0,2,0,0,0,0,0,167101,0,0
604,0.919,0,-0.5,999,0,200,27,0,3,3,2,4,0,0.99,0,0,1,0.6283,-16.8,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.1,13,5.107,1.7,255,225,0,255,2,0,0,0.066,0.01,0,0.25,0.25,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,1,1,0,0,0,2,0,0,0,0,0,186190,0,0
605,2.78,0.01,-2,999,0,4,0,0,3,3,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,3,0,0,0.066,0.01,0,0.375,0.375,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,0,0,0,2,0,0,0,0,0,186196,0,0
606,3.1225,0,1.2,1000,300,331,51,0,6,4,0,0,0,0.75,1.6,1.2,0.55,0.6283,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10.9,11.5,255,255,255,255,2,0,0,0.066,0.01,0,0.579425,0.579425,0,0,0,0,1,1,0,505,505,505,0,0,0,0,0,0,0,0,1.2,1,1,0,0,0,5.907,0,0,0,0,0,241099,0,0
607,1,0.0245,1,164,0,131089,18,0.1075,3,3,0,0,0.48,0.75,0.15,0.11,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0.34,0.58,0.06,0.12,0,0,0,255,31,74,217,3,0,0,0.066,0.01,0,0.579425,0.579425,0,0,0,0,1,1,0,608,608,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0,0,0,0,0,186199,0,0
608,1,0.03075,1,317,0,131197,8,0.13,3,3,0,0,0.48,0.75,0.35,0.34,0.85,3.393,-1E-06,0,0,0,0,0.75,0,0,0,0,0,0.42,0.55,0.45,0.62,50,5.207,0.5,255,212,210,31,3,0,0,0.066,0.01,0,0.35465,0.35465,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0,0,0,0,0,186199,0,0
609,0.5875,0,-1.1,1499,0,104,27,0,7,4,10,10,0,0.75,0,0,1.7,0.2827,-1E-06,0,0,0,0,0,0,0,0.6283,0,0,0.48,0.66,0.26,0.55,-15.5,3.508,5.4,88,0,255,0,3,0,0,0.066,0.01,0,0.55445,0.55445,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.1,1,1,0,0,0,2,0,0,0,0,0,180047,0,0
610,0.5875,0,1.5,499,0,360,27,0,7,4,10,10,0,0.75,0,0,0.45,0.2827,-1E-06,0,0,0,0,0,0,0,0.6283,0,100,0.48,0.66,0.26,0.55,40,2.309,10,241,0,192,0,4,0,0,0.066,0.01,0,0.2,0.2,0,0,0,0,1,1,0,610,0,0,0,0,0,0,0,0,0,0,1.5,1,1,0,0,0,10,0,0,0,0,0,180047,0,0
611,0.646,0.0035,0,999,200,131190,0,0.0575,3,3,2.45,4.45,0.69,0.0891,0.4,0.49,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.77,1.28,0.2,0.32,100,200,0,255,253,107,107,3,0,0,0.066,0.01,0,0.15,0.15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,186186,0,0
612,0.646,0.0035,0,999,200,131190,0,0.0575,3,3,2.45,4.45,0.69,0.0891,0.4,0.49,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.77,1.28,0.2,0.32,100,200,0,255,151,0,253,3,0,0,0.066,0.01,0,0.275,0.275,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,186206,0,0
613,1,0,1.2,1000,300,68,8,0.1,6,4,8,6,0.225,0.75,0.8,1.2,0,-0.5027,11.6,0,0,0,0,0,-0.6283,0,0,0,0,0,0,0,0,20,9.105,1,255,255,255,255,3,0,0,0.066,0.01,0,0.55445,0.55445,0,0,0,0,1,1,0,614,615,616,0,0,0,0,0,0,0,0,1.2,1,1,0,0,0,2,0,0,0,0,0,167099,0,0
614,1,0,0.9,1000,300,364,8,0.1,6,4,8,6,0,0.75,0.8,1.2,0.7,-0.5027,8,0,0,0,0,0,-0.6283,0,0,0,0,0,0,0,0,16,9.105,0.2,255,255,255,255,3,1,0,0.066,0.01,0,0.129875,0.129875,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1,1,0,0,0,2.309,0,0,0,0,0,167098,0,0
615,1,0,-2.15,1000,300,324,8,0.1,6,4,8,6,0,0.75,0.8,1.2,0,-0.5027,8,0,0,0,0,0,-0.6283,0,0,0,0,0,0,0,0,36,9.105,0.2,255,0,102,11,3,1,0,0.066,0.01,0,0.35465,0.35465,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-2.15,1,1,0,0,0,8.606,0,0,0,0,0,396498,0,0
616,1,0,0.9,1000,300,364,8,0.1,6,4,8,6,0,0.75,0.8,1.2,0.7,-0.5027,8,0,0,0,0,0,-0.6283,0,0,0,0,0,0,0,0,5.5,9.105,0.2,255,255,255,255,3,1,0,0.066,0.01,0,0.129875,0.129875,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1,1,0,0,0,2.309,0,0,0,0,0,167098,0,0
617,0.1,0,-2.1,240,300,72,27,0,7,4,10,10,0,0.99,0,0,0.9,0.5655,-1E-06,0,0,0,0,0,0,0,0,0,0,0.48,0.66,0.26,0.55,-24.5,4.308,8.2,255,243,97,27,2,4,0,0.066,0.01,0,0.3047,0.3047,0,0,0,0,1,1,0,615,618,619,0,0,0,0,0,0,0,0,-2.1,1,1,0,0,0,2,0,0,0,0,0,396498,0,0
618,0.1,0,-2.1,240,300,72,27,0,7,4,10,10,0,0.99,0,0,0.9,1.131,-1E-06,0,0,0,0,0,0,0,0,0,0,0.48,0.66,0.26,0.55,-24.5,4.308,8.2,255,243,97,27,2,2,0,0.066,0.01,0,0.3047,0.3047,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-2.1,1,1,0,0,0,2,0,0,0,0,0,396498,0,0
619,0.1,0,-2.1,240,300,72,27,0,7,4,10,10,0,0.99,0,0,0.7,0.754,-1E-06,0,0,0,0,0,0,0,0,0,0,0.48,0.66,0.26,0.55,-24.5,4.308,8.2,255,243,97,27,2,3,0,0.066,0.01,0,0.3047,0.3047,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-2.1,1,1,0,0,0,2,0,0,0,0,0,396498,0,0
620,0.1,0,0.1,2000,200,840,27,0,3,3,2,4,0,0.698,0.66,1.42,0.55,-0.3142,-1.2,0,0,0,0,0,1.257,-1.257,5.027,-5.027,0,0,0,0,0,20,100,1,124,122,0,132,2,0,0,0.066,0.01,0,0.129875,0.129875,105,0,0,0,1,1,0,620,620,620,0,0,0,0,0,0,0,0,0.1,1,1,0,0,0,1.809,0,0,0,0,0,167097,0,0
621,0.1975,0.002,0.1,202,300,328,27,0,3,3,2,4,0,0.75,0,0,0.4,-0.6912,-6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20,4,1.8,124,106,24,145,2,0,0,0.066,0.01,0,0.2048,0.2048,0,0,0,0,1,1,0,621,621,620,0,0,0,0,0,0,0,0,0.1,1,1,0,0,0,1.709,0,0,0,0,0,167097,0,0
622,4,0.00925,0.9,2999,0,38,20,0,1,3,2.55,2.75,0.6,0.99,0.17,0.25,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,120,120,5,118,253,253,255,3,0,0,0.066,0.01,0,1.5,1.5,0,0,0,0,1,1,0,622,622,622,0,0,0,0,0,0,0,0,0.9,1,1,0,0,0,2,0,0,0,0,0,167104,0,0
623,0.1975,0.002,1.2,202,300,72,27,0.13,3,3,2,4,0,0.75,0,0,0.4,1.131,-8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20,4,1.8,255,255,255,255,3,0,0,0.066,0.01,0,0.2048,0.2048,0,0,0,0,1,1,0,620,623,623,0,0,0,0,0,0,0,0,1.2,1,1,0,0,0,2,0,0,0,0,0,186194,0,0
624,2.78,0.01,-4.7,1000,200,79,11,0.195,3,3,2,4,0.33,0.594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33,15.2,15.7,255,73,253,251,3,2,0,0.066,0.01,0,0.2048,0.2048,0,0,0,0,1,1,0,624,624,0,0,0,0,0,0,0,0,0,-4.7,1,1,0,0,0,2,0,0,0,0,0,186190,0,0
625,0.1,0,0,4086,200,353,27,0,3,3,2,4,0,0.698,0.66,1.42,0,0,2,0,0,0,0,0.4,-3.142,-3.142,0,0,0,0,0,0,0,100,300,1,255,255,255,255,2,0,0,0.066,0.01,0,0.229775,0.229775,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2.809,0,0,0,0,0,167097,0,0
626,0.1,0,0,2000,200,448,27,0,3,3,2,4,0,0.698,0.66,1.42,0.1,1.257,-6,0,0,0,0,0,0,-0.03142,0,0,0,0,0,0,0,20,100,1,255,255,255,255,2,0,0,0.066,0.01,0,0.229775,0.229775,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1.509,0,0,0,0,0,167097,0,0
627,0.4315,0,1.3,1000,599,0,0,0,3,3,0,0,0,0.99,0,0,0,0.6283,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,36,255,3,0,0,0.066,0.01,0,0.7043,0.7043,0,0,0,0,1,1,0,628,629,0,0,0,0,0,0,0,0,0,1.3,1,1,0,0,0,1.209,0,0,0,0,0,167104,0,0
628,0.1,0,0.75,1000,599,72,27,0,3,3,0,0,0,0.99,0.8,0,0.1,1.257,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.01,0.2,153,214,240,240,3,0,0,0.066,0.01,0,0.2048,0.2048,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.75,1,1,0,0,0,2,0,0,0,0,0,167180,0,0
629,0.4315,0,2.75,1000,599,96,27,0,3,3,0,0,0,0.99,0,0,0.4,0.6283,6,0,0,0,0,0,0,0,0,0,0,0.11,0.18,0,0,20,4,1,51,214,240,240,3,0,0,0.066,0.01,0,0.129875,0.129875,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.75,1,1,0,0,0,1.709,0,0,0,0,0,167101,0,0
630,1,0,-3.75,1000,300,460,3,0.0625,3,7,2,0.9,0.09,0.5495,1.02,0.8,0,0.1571,0,0,0,0,0,0.9,-1.979,1.257,0,5.027,400,0.4,0.8,0.4,1.2,-17,4,1,255,0,2,127,3,0,0,0.066,0.01,0,0.15485,0.15485,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-3.75,1,1,0,0,0,2.009,0,0,0,0,0,167101,0,0
631,0.997,0,0.1,3970,100,224,2,0,3,3,2,4,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,-14,1.209,0,255,27,56,215,3,0,0,0.066,0.01,0,0.579425,0.579425,0,0,0,0,1,1,0,299,632,0,0,0,0,0,0,0,0,0,0.1,1,1,0,0,0,2,0,0,0,0,0,186190,0,0
632,0.997,0,0.1,3970,600,224,2,0,3,3,2,4,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,-11,0.01,0.3,255,27,56,215,3,0,0,0.066,0.01,0,0.579425,0.579425,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1,1,0,0,0,2,0,0,0,0,0,186190,0,0
633,0.997,0,0.1,3970,800,224,2,0,3,3,2,4,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,-14,0.01,0.6,255,27,56,215,3,0,0,0.066,0.01,0,0.579425,0.579425,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1,1,0,0,0,2,0,0,0,0,0,186190,0,0
634,0.1,0,0,2000,200,321,27,0,3,3,2,4,0,0.698,0.66,1.42,0,0,2,0,0,0,0,9.15,-3.142,-3.142,0,0,0,0,0,0,0,20,100,1,255,55,40,12,2,0,0,0.066,0.01,0,0.929075,0.929075,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,11.8,0,0,0,0,0,167097,0,0
635,3,0,5,2030,0,430,27,0,3,3,0.02,10,0.51,0.495,0,0,1.9,0.377,10,0,0,0,0,1,-0.8727,0.8727,-0.6283,0.6283,0,0,0,0,0,100,100,0,255,255,255,255,2,0,0,0.066,0.01,0,0.3,0.3,0,0,0,0,1,1,0,635,635,635,0,0,0,0,0,0,0,0,5,1,1,0,0,0,7.506,0,0,0,0,0,167097,0,0
636,0.1,0,1.4,1000,300,108,2,0,3,3,2,4,0,0.75,0,0,0.45,6.283,20.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,1,255,240,208,79,3,0,0,0.066,0.01,0,0.279725,0.279725,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.4,1,1,0,0,0,2,0,0,0,0,0,186205,0,0
637,0.1,0,1.4,1000,300,76,2,0,3,3,2,4,0,0.75,0,0,0,6.283,20.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,1,255,2,50,0,3,0,0,0.066,0.01,0,0.15485,0.15485,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.4,1,1,0,0,0,2,0,0,0,0,0,186214,0,0
638,0.1,0,1.4,1000,300,76,2,0,3,3,2,4,0,0.75,0,0,0,6.283,20.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10.01,1,255,92,0,142,3,0,0,0.066,0.01,0,0.15485,0.15485,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.4,1,1,0,0,0,2,0,0,0,0,0,186186,0,0
639,0.1,0,1.4,1000,300,76,2,0,3,3,2,4,0,0.75,0,0,0.25,5.404,20.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,1,255,223,229,27,2,0,0,0.066,0.01,0,0.05495,0.05495,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.4,1,1,0,0,0,2,0,0,0,0,0,186205,0,0
640,0.1,0,1.4,1000,300,76,2,0,3,3,2,4,0,0.75,0,0,0.1,6.283,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10.01,4,255,102,0,137,3,0,0,0.066,0.01,0,0.05495,0.05495,0,0,0,0,1,1,0,637,0,0,0,0,0,0,0,0,0,0,1.4,1,1,0,0,0,2,0,0,0,0,0,186205,0,0
641,0.4315,0.02,-5,1000,200,4,0,0,3,3,0,0,0,0.99,0,0,0.45,0.6283,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,214,240,240,3,0,0,0.066,0.01,0,0.125,0.125,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-5,1,1,0,0,0,2,0,0,0,0,0,167101,0,0
642,0.4315,0,-2.25,1000,200,0,0,0,3,3,0,0,0,0.99,0,0,0,0.6283,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,36,255,3,0,0,0.066,0.01,0,0.5,0.5,0,0,0,0,1,1,0,641,641,641,0,0,0,0,0,0,0,0,-2.25,1,1,0,0,0,2,0,0,0,0,0,167101,0,0
643,0.15,0,-1.5,1000,300,72,27,0,3,3,2,4,0,0.75,0,0,5,31.42,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,1,255,178,0,137,3,0,0,0.066,0.01,0,0.5,0.5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.5,1,1,0,0,0,2,0,0,0,0,0,186214,0,0
644,0.5875,0,-0.85,240,300,72,27,0,7,4,10,10,0,0.75,0,0,1,0.1571,0,0,0,0,0,0,0,0,0,0,0,0.48,0.66,0.26,0.55,4,1.109,4,255,0,86,128,3,0,0,0.066,0.01,0,0.1,0.1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.85,1,1,0,0,0,2,0,0,0,0,0,396498,0,0
646,1,0,4.3,1000,300,320,36,0,2,5,2,4,0.09,0.8069,0.35,0.08,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,36,8.006,5.4,255,177,175,250,3,0,0,0.066,0.01,0,0.779225,0.779225,0,0,0,0,1,1,0,647,647,647,0,0,0,0,0,0,0,0,4.3,1,1,0,0,0,2.809,0,0,0,0,0,186215,0,0
647,1,0,3,1000,300,64,27,0,3,3,2,4,0,0.75,0,0,0.55,1.257,-3.6,0,0,5.027,10.05,1,0,0,0,0,0,0,0,0,0,20,4,1,255,128,255,255,6,0,0,0.066,0.01,0,0.15485,0.15485,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,2,0,0,0,0,0,186185,0,0
648,0.4315,0.01,1.2,1000,300,104,27,0,3,3,2,4,0,0.75,0,0,2,-0.3142,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,19,3.108,1,255,203,34,202,3,0,0,0.066,0.01,0,0.279725,0.279725,0,0,0,0,1,1,0,649,649,649,648,648,0,0,0,0,0,0,1.2,1,1,0,0,0,2,0,0,0,0,0,186198,0,0
649,1,0,1.2,1000,300,104,27,0,3,3,2,4,0,0.75,0,0,0.4,-0.1257,0,0,0,0,0,0.25,-1.319,0.9111,-6.409,5.027,0,0,0,0,0,11.5,6.607,7.2,69,69,150,250,3,0,0,0.066,0.01,0,0.429575,0.429575,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.2,1,1,0,0,0,2,0,0,0,0,0,186202,0,0
650,0.997,0,2.4,1000,300,104,27,0,3,3,2,4,0.03,0.9356,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1.109,3.1,153,70,130,10,3,0,0,0.066,0.01,0,0.2048,0.2048,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.4,1,1,0,0,0,12,0,0,0,0,0,186205,0,0
