ID,FirstStateID,Flags,StartLife,StartLifePercent
1784,2079,0,0,0
1785,2080,2,0,0
1786,2081,0,0,0
1787,2082,0,0,0
1788,2083,1,0,0
1790,2085,0,0,0
1791,2086,0,0,0
1792,2087,0,0,0
1793,2088,0,0,0
1794,2089,0,0,0
1795,2090,0,0,0
1796,2091,0,0,0
1797,2092,0,0,0
1798,2093,0,0,0
1799,2094,0,0,0
1800,2095,2,1,0
1801,2096,2,0,0
1802,2097,0,0,0
1804,2099,0,0,0
1805,2100,0,0,0
1806,2101,0,0,0
1807,2102,0,0,0
1808,2103,0,0,0
1809,2104,0,0,0
1810,2105,0,0,0
1811,2106,0,0,0
1812,2107,0,0,0
1813,2108,0,0,0
1814,2109,0,0,0
1815,2110,0,0,0
1816,2111,0,0,0
1817,2112,0,0,0
1818,2113,0,0,0
1819,2114,0,0,0
1820,2115,0,0,0
1821,2116,0,0,0
1822,2117,2,0,0
1823,2118,0,0,0
1824,2119,0,0,0
1825,2120,0,0,0
1827,2122,0,0,0
1828,2123,2,0,0
1829,2124,2,4,0
1830,2125,2,0,0
1831,2126,0,0,0
1832,2127,2,0,0
1833,2130,0,0,0
1834,2131,0,0,0
1835,2132,0,0,0
1836,2133,0,0,0
1837,2134,0,0,0
1838,2135,0,0,0
1839,2136,0,0,0
1840,2137,0,0,0
1841,2138,0,0,0
1842,2139,0,0,0
1843,2140,0,0,0
1844,2141,0,0,0
1845,2142,0,0,0
1846,2143,0,0,0
1847,2144,0,0,0
1848,2145,0,0,0
1849,2146,0,0,0
1850,2147,0,0,0
1851,2148,0,0,0
1852,2149,0,0,0
1853,2150,0,0,0
1854,2151,0,0,0
1855,2152,0,0,0
1856,2153,0,0,0
1857,2154,0,0,0
1858,2155,0,0,0
1859,2156,0,0,0
1860,2157,0,0,0
1861,2158,2,0,0
1863,2162,1,0,0
1864,2163,1,0,0
1865,2164,1,0,0
1868,2167,2,0,0
1869,2168,0,0,0
1870,2169,0,0,0
1871,2170,0,0,0
1872,2171,0,0,0
1873,2172,0,0,0
1875,2174,0,0,0
1876,2175,0,0,0
1877,2176,0,0,0
1878,2177,2,0,0
1880,2184,0,0,0
1881,2185,0,0,0
1882,2186,0,0,0
1883,2187,2,0,0
1884,2188,0,0,0
1886,2190,0,0,0
1887,2191,0,0,0
1888,2192,0,0,0
1889,2194,0,0,0
1890,2195,2,0,0
1891,2196,0,0,0
1892,2197,2,0,0
1893,2198,0,0,0
1894,2199,0,0,0
1895,2200,0,0,0
1896,2201,2,0,0
1897,2202,0,0,0
1899,2204,2,0,0
1900,2205,2,0,0
1901,2206,2,0,0
1902,2207,1,0,0
1903,2208,1,0,0
1904,2209,0,0,0
1905,2210,0,0,0
1906,2211,0,0,0
1907,2212,2,0,0
1908,2215,1,0,0
1909,2216,1,0,0
1910,2217,0,0,0
1913,2220,2,0,0
1914,2223,1,0,0
1915,2224,0,0,0
1916,2225,0,0,0
1917,2226,0,0,0
1918,2227,0,0,0
1919,2228,0,0,0
1920,2229,0,0,0
1921,2230,0,0,0
1922,2231,0,0,0
1923,2232,0,0,0
1924,2233,0,0,0
1925,2234,0,0,0
1926,2235,0,0,0
1927,2236,0,0,0
1928,2237,0,0,0
1929,2238,0,0,0
1930,2239,0,0,0
1931,2240,2,0,0
1932,2241,0,0,0
1933,2242,0,0,0
1935,2244,0,0,0
1936,2245,2,0,0
1937,2249,0,0,0
1938,2250,0,0,0
1939,2251,2,0,0
1940,2252,2,0,0
1942,2255,0,0,0
1943,2256,0,0,0
1944,2257,0,0,0
1946,2259,0,0,0
1947,2260,0,0,0
1948,2261,0,0,0
1949,2262,0,0,0
1950,2263,0,0,0
1951,2264,0,0,0
1952,2265,1,0,0
1953,2266,1,0,0
1954,2267,0,0,0
1955,2268,0,0,0
1956,2269,0,0,0
1958,2271,2,0,0
1959,2274,2,0,0
1960,2277,2,0,0
1962,2283,2,0,0
1963,2284,0,0,0
1964,2285,0,0,0
1965,2286,2,0,0
1966,2290,2,0,0
1967,2289,0,0,0
1969,2292,2,0,0
1970,2295,0,0,0
1971,2296,2,0,0
1972,2297,0,0,0
1973,2298,0,0,0
1974,2299,0,0,0
1975,2300,0,0,0
1976,2301,0,0,0
1977,2302,0,0,0
1978,2303,0,0,0
1981,2306,2,0,0
1982,2307,2,0,0
1989,2317,2,0,0
1991,2319,0,0,0
1992,2320,2,0,0
1993,2322,0,0,0
1994,2323,0,0,0
1995,2324,0,0,0
1998,2327,1,0,0
1999,2328,0,0,0
2000,2329,0,0,0
2001,2330,2,0,0
2002,2331,2,0,0
2003,2332,2,0,0
2004,2334,2,0,0
2005,2335,2,0,0
2006,2336,2,0,0
2007,2337,2,0,0
2008,2338,0,0,0
2009,2339,0,0,0
2010,2340,2,0,0
2011,2341,0,100,0
2012,2344,0,100,0
2013,2345,2,0,0
2014,2347,0,0,0
2015,2348,2,0,0
2016,2350,0,0,0
2017,2351,2,0,0
2018,2352,1,0,0
2019,2353,1,0,0
2022,2356,0,0,0
2023,2357,0,0,0
2024,2358,2,0,0
2025,2359,0,0,0
2026,2360,0,0,0
2027,2361,0,0,0
2028,2363,0,0,0
2029,2365,0,0,0
2031,2368,2,0,0
2032,2369,0,0,0
2033,2370,0,0,0
2034,2371,2,0,0
2035,2372,1,0,0
2036,2373,0,0,0
2037,2374,0,0,0
2038,2375,0,0,0
2039,2376,0,0,0
2040,2377,0,0,0
2041,2378,0,0,0
2042,2379,0,0,0
2043,2380,0,0,0
2044,2381,0,0,0
2045,2382,2,0,0
2046,2384,2,0,0
2047,2385,0,100,0
2048,2386,0,0,0
2060,2398,2,0,0
2061,2399,2,0,0
2062,2400,2,0,0
2063,2401,2,0,0
2064,2402,0,0,0
2065,2403,2,0,0
2066,2404,2,0,0
2067,2405,0,0,0
2068,2406,0,0,0
2069,2407,0,0,0
2070,2408,0,0,0
2071,2409,0,0,0
2072,2410,0,0,0
2073,2411,0,0,0
2074,2412,0,0,0
2075,2413,0,0,0
2076,2414,0,0,0
2077,2415,0,0,0
2078,2416,0,0,0
2079,2417,2,0,0
2080,2420,0,0,0
2081,2421,2,0,0
2083,2423,2,0,0
2084,2424,0,0,0
2085,2425,0,0,0
2086,2426,0,0,0
2087,2427,0,0,0
2088,2428,0,0,0
2089,2429,0,0,0
2093,2433,1,0,0
2094,2434,1,0,0
2095,2435,2,0,0
2096,2437,0,0,0
2097,2438,0,0,0
2098,2439,0,0,0
2099,2444,2,0,0
2100,2443,0,0,0
2101,2446,0,0,0
2102,2447,0,0,0
2103,2448,0,0,0
2104,2449,0,0,0
2105,2450,0,0,0
2106,2451,0,0,0
2107,2452,2,0,0
2108,2456,0,0,0
2109,2457,0,0,0
2110,2458,0,0,0
2111,2459,0,0,0
2112,2464,0,0,0
2113,2465,0,0,0
2114,2466,0,0,0
2115,2467,0,0,0
2118,2470,0,100,0
2119,2471,2,0,0
2121,2474,0,0,0
2122,2475,0,0,0
2123,2476,0,0,0
2124,2477,0,0,0
2125,2478,2,0,0
2130,2485,0,0,0
2131,2486,2,0,0
2134,2489,0,0,0
2135,2490,0,0,0
2136,2491,0,0,0
2137,2492,0,0,0
2139,2494,0,0,0
2140,2495,1,0,0
2141,2496,0,0,0
2143,2499,0,0,0
2144,2500,0,0,0
2145,2501,0,0,0
2146,2502,0,0,0
2147,2503,0,0,0
2148,2504,0,0,0
2149,2505,0,0,0
2150,2506,0,0,0
2151,2507,0,0,0
2153,2509,0,0,0
2156,2512,0,0,0
2157,2514,2,0,0
2158,2516,2,0,0
2159,2517,2,0,0
2160,2518,2,0,0
2161,2519,1,0,0
2162,2520,0,0,0
2163,2521,0,0,0
2168,2538,0,0,0
2169,2539,0,0,0
2170,2540,0,0,0
2171,2541,0,0,0
2173,2543,2,0,0
2174,2544,0,0,0
2175,2545,2,0,0
2176,2546,2,0,0
2177,2547,2,0,0
2178,2548,0,0,0
2179,2549,0,0,0
2180,2550,0,0,0
2181,2551,0,0,0
2182,2552,0,0,0
2183,2553,0,0,0
2184,2554,0,0,0
2185,2555,0,0,0
2186,2556,0,0,0
2187,2557,0,0,0
2188,2558,0,0,0
2189,2559,0,0,0
2190,2560,0,0,0
2191,2561,0,0,0
2192,2562,0,0,0
2193,2563,0,0,0
2194,2564,0,0,0
2195,2565,0,0,0
2196,2566,0,0,0
2197,2567,0,0,0
2198,2568,2,0,0
2199,2569,0,0,0
2200,2570,2,0,0
2201,2571,0,100,0
2202,2572,2,0,0
2203,2573,0,0,0
2204,2574,2,0,0
2205,2575,2,0,0
2206,2576,2,0,0
2207,2577,2,0,0
2208,2579,2,0,0
2209,2580,0,100,0
2210,2581,0,0,0
2211,2582,0,0,0
2212,2583,0,0,0
2213,2584,0,0,0
2214,2585,2,0,0
2215,2587,0,0,0
2218,2590,0,0,0
2219,2591,0,0,0
2220,2592,0,0,0
2221,2593,2,0,0
2222,2594,2,0,0
2224,2596,2,0,0
2225,2597,2,0,0
2226,2599,0,0,0
2227,2600,0,0,0
2228,2601,0,0,0
2229,2602,2,0,0
2230,2603,2,0,0
2231,2605,2,0,0
2232,2606,0,100,0
2234,2608,0,0,0
2235,2609,2,0,0
2236,2610,0,100,0
2238,2612,2,0,0
2240,2614,2,0,0
2241,2615,0,0,0
2245,2619,0,0,0
2246,2620,0,0,0
2247,2621,0,0,0
2248,2622,1,0,0
2249,2623,0,0,0
2250,2624,0,0,0
2251,2625,1,0,0
2252,2626,1,0,0
2257,2664,0,0,0
2258,2666,2,3,0
2259,2667,0,0,0
2260,2668,0,0,0
2261,2669,2,0,0
2262,2670,0,100,0
2263,2671,0,0,0
2264,2672,0,0,0
2265,2673,0,0,0
2266,2674,2,0,0
2278,2686,0,0,0
2279,2687,0,100,0
2280,2688,0,100,0
2281,2689,2,0,0
2282,2690,2,0,0
2283,2691,2,0,0
2284,2692,0,0,0
2285,2693,2,0,0
2286,2694,2,0,0
2287,2695,0,0,0
2288,2696,0,0,0
2292,2701,0,0,0
2293,2702,0,0,0
2294,2703,2,0,0
2295,2704,0,0,0
2296,2705,2,0,0
2298,2709,0,0,0
2299,2710,0,0,0
2300,2711,2,0,0
2301,2712,2,0,0
2302,2713,2,0,0
2303,2716,2,0,0
2304,2717,0,0,0
2305,2718,0,0,0
2306,2719,0,0,0
2307,2720,0,0,0
2308,2721,0,0,0
2309,2722,0,0,0
2310,2723,0,0,0
2311,2724,2,0,0
2312,2725,2,0,0
2313,2729,1,0,0
2314,2730,0,0,0
2315,2731,0,0,0
2316,2732,0,0,0
2317,2733,2,0,0
2318,2735,0,0,0
2319,2736,0,0,0
2321,2738,0,0,0
2322,2739,2,0,0
2323,2740,2,0,0
2324,2741,2,0,0
2325,2742,0,0,0
2326,2743,2,0,0
2327,2744,2,0,0
2328,2745,2,0,0
2329,2746,2,0,0
2330,2747,2,0,0
2331,2748,2,0,0
2336,2753,2,0,0
2337,2754,2,0,0
2338,2755,2,0,0
2339,2756,2,0,0
2340,2757,2,0,0
2341,2758,2,0,0
2342,2759,2,0,0
2343,2760,2,0,0
2344,2761,2,0,0
2345,2762,2,0,0
2346,2763,2,0,0
2347,2764,2,0,0
2348,2765,2,0,0
2349,2766,2,0,0
2350,2767,2,0,0
2351,2768,2,0,0
2352,2769,2,0,0
2353,2770,2,0,0
2354,2771,2,0,0
2355,2772,2,0,0
2356,2773,2,0,0
2357,2774,2,0,0
2358,2775,2,0,0
2359,2776,2,0,0
2360,2777,2,0,0
2361,2778,2,0,0
2362,2779,2,0,0
2363,2780,2,0,0
2365,2782,2,0,0
2366,2783,2,0,0
2367,2784,2,0,0
2368,2785,2,0,0
2369,2786,2,0,0
2370,2787,2,0,0
2371,2788,2,0,0
2372,2789,2,0,0
2373,2790,2,0,0
2374,2791,2,0,0
2375,2792,2,0,0
2376,2793,2,0,0
2377,2794,2,0,0
2378,2795,2,0,0
2379,2796,2,0,0
2380,2797,2,0,0
2381,2798,2,0,0
2382,2799,2,0,0
2383,2800,2,0,0
2384,2801,2,0,0
2385,2802,2,0,0
2386,2803,2,0,0
2387,2804,2,0,0
2388,2805,2,0,0
2389,2806,2,0,0
2390,2807,2,0,0
2391,2808,2,0,0
2392,2809,2,0,0
2393,2810,2,0,0
2394,2811,2,0,0
2395,2812,2,0,0
2396,2813,2,0,0
2397,2814,2,0,0
2398,2815,2,0,0
2399,2816,2,0,0
2400,2817,2,0,0
2401,2818,2,0,0
2402,2819,2,0,0
2403,2820,2,0,0
2405,2822,0,0,0
2406,2823,0,0,0
2407,2824,0,0,0
2409,2826,0,0,0
2410,2827,0,0,0
2411,2828,2,0,0
2412,2829,2,0,0
2413,2831,0,100,0
2414,2832,0,0,0
2415,2833,0,0,0
2416,2834,0,0,0
2417,2835,0,0,0
2418,2836,0,0,0
2419,2837,0,0,0
2420,2838,0,0,0
2422,2840,0,0,0
2423,2841,0,0,0
2424,2842,0,0,0
2425,2843,0,0,0
2426,2844,2,0,0
2427,2845,2,0,0
2428,2846,2,0,0
2429,2847,2,0,0
2430,2849,2,0,0
2431,2852,2,0,0
2432,2853,0,100,0
2433,2854,1,0,0
2435,2856,0,0,0
2436,2857,0,0,0
2440,2861,2,0,0
2441,2862,0,0,0
2442,2863,0,0,0
2443,2864,0,0,0
2444,2865,2,0,0
2445,2866,0,0,0
2447,2868,0,0,0
2449,2870,0,0,0
2450,2871,0,0,0
2451,2872,0,0,0
2462,2883,2,1,0
2463,2884,0,0,0
2464,2885,0,0,0
2465,2886,0,0,0
2466,2887,0,0,0
2468,2889,0,0,0
2470,2891,2,0,0
2472,2893,2,0,0
2473,2894,0,0,0
2474,2895,0,0,0
2475,2896,0,0,0
2476,2897,0,0,0
2477,2898,0,0,0
2478,2899,0,0,0
2479,2900,0,0,0
2480,2901,0,0,0
2482,2903,2,0,0
2483,2904,0,0,0
2484,2905,0,0,0
2486,2907,0,0,0
2490,2911,0,0,0
2491,2912,0,0,0
2492,2913,0,0,0
2493,2914,0,0,0
2518,2940,0,0,0
2519,2941,0,0,0
2520,2942,0,0,0
2521,2943,2,0,0
2522,2944,2,0,0
2523,2945,0,0,0
2524,2946,0,0,0
2528,2953,0,0,0
2538,2964,0,0,0
2539,2965,0,0,0
2541,2967,0,0,0
2544,2971,0,0,0
2545,2972,0,0,0
2552,2979,1,0,0
2553,2980,0,0,0
2554,2981,0,0,0
2555,2982,0,0,0
2556,2983,0,0,0
2557,2984,1,0,0
2558,2985,1,0,0
2559,2986,0,0,0
2560,2987,0,0,0
2561,2988,2,0,0
2562,2989,0,0,0
2563,2990,0,0,0
2564,2991,0,0,0
2565,2992,0,0,0
2566,2993,0,0,0
2567,2994,2,0,0
2568,2995,2,0,0
2569,2996,0,100,0
2570,2997,0,100,0
2573,3000,0,100,0
2574,3001,0,100,0
2575,3002,0,0,0
2576,3003,2,0,0
2578,3005,0,0,0
2579,3006,2,0,0
2580,3007,0,0,0
2581,3008,0,0,0
2582,3009,0,0,0
2583,3010,0,0,0
2584,3011,0,0,0
2585,3012,0,0,0
2586,3013,0,0,0
2587,3014,0,0,0
2588,3015,0,0,0
2589,3016,0,0,0
2590,3017,0,0,0
2591,3018,0,0,0
2592,3019,0,0,0
2593,3020,0,0,0
2594,3021,0,0,0
2595,3022,0,0,0
2596,3023,2,0,0
2597,3024,2,0,0
2598,3025,2,0,0
2599,3026,2,0,0
2600,3027,2,0,0
2601,3028,0,0,0
2605,3032,0,0,0
2606,3033,2,0,0
2607,3034,2,0,0
2608,3035,2,0,0
2609,3036,0,0,0
2610,3037,2,0,0
2611,3038,0,0,0
2612,3039,0,0,0
2613,3040,2,0,0
2615,3042,2,0,0
2616,3043,0,0,0
2638,3064,2,0,0
2639,3065,2,0,0
2640,3066,1,0,0
2642,3071,0,0,0
2643,3072,0,0,0
2644,3073,0,0,0
2645,3074,2,0,0
2646,3075,2,0,0
2647,3076,0,0,0
2648,3077,0,0,0
2649,3078,0,0,0
2650,3079,0,0,0
2651,3080,0,0,0
2652,3081,2,0,0
2653,3082,0,0,0
2654,3083,2,0,0
2655,3085,0,0,0
2656,3086,2,0,0
2657,3087,2,0,0
2661,3094,0,0,0
2662,3095,0,0,0
2663,3096,0,0,0
2664,3097,0,0,0
2665,3098,0,0,0
2666,3099,2,0,0
2667,3100,0,0,0
2668,3101,0,0,0
2670,3103,0,0,0
2671,3104,2,0,0
2673,3106,0,0,0
2674,3107,0,0,0
2675,3108,0,0,0
2678,3111,0,0,0
2679,3112,0,0,0
2680,3113,0,0,0
2681,3114,2,0,0
2682,3115,0,0,0
2683,3116,2,0,0
2684,3117,0,0,0
2685,3118,0,0,0
2686,3119,0,0,0
2687,3120,2,0,0
2688,3121,0,0,0
2689,3122,0,0,0
2691,3124,0,100,0
2692,3125,0,100,0
2697,3131,2,0,0
2698,3132,0,0,0
2699,3133,0,0,0
2700,3134,0,0,0
2701,3135,0,0,0
2702,3136,0,0,0
2703,3137,1,0,0
2706,3140,1,0,0
2707,3141,0,0,0
2708,3142,0,0,0
2709,3143,0,0,0
2711,3145,2,0,0
2712,3146,2,0,0
2713,3147,2,0,0
2714,3148,2,0,0
2715,3149,0,0,0
2716,3150,0,0,0
2717,3151,0,0,0
2718,3152,0,0,0
2719,3153,0,0,0
2720,3154,2,0,0
2722,3156,0,0,0
2725,3159,2,0,0
2726,3160,0,0,0
2727,3161,0,0,0
2728,3162,0,0,0
2729,3163,0,0,0
2730,3164,0,0,0
2731,3165,2,0,0
2732,3169,0,0,0
2733,3170,0,0,0
2734,3171,0,0,0
2736,3173,0,0,0
2739,3176,0,0,0
2740,3177,0,0,0
2741,3178,0,0,0
2742,3180,0,0,0
2743,3181,2,0,0
2744,3182,2,0,0
2745,3183,2,0,0
2746,3184,2,0,0
2747,3185,2,0,0
2748,3186,2,0,0
2749,3187,2,60,0
2750,3188,2,0,0
2751,3189,2,0,0
2752,3190,2,0,0
2753,3191,2,0,0
2754,3192,2,0,0
2759,3197,0,0,0
2766,3204,0,0,0
2794,3235,0,0,0
