ID,RowIndex,ColIndex,LayerIndex,FileDataID,UiMapArtID
44203,0,0,0,270454,1204
44204,0,1,0,270451,1204
44205,0,2,0,270455,1204
44206,0,3,0,270452,1204
44207,1,0,0,270456,1204
44208,1,1,0,270458,1204
44209,1,2,0,270459,1204
44210,1,3,0,270453,1204
44211,2,0,0,270460,1204
44212,2,1,0,270461,1204
44213,2,2,0,270450,1204
44214,2,3,0,270457,1204
44215,0,0,0,270286,1205
44216,0,1,0,270270,1205
44217,0,2,0,270281,1205
44218,0,3,0,270282,1205
44219,1,0,0,270298,1205
44220,1,1,0,270283,1205
44221,1,2,0,270303,1205
44222,1,3,0,270291,1205
44223,2,0,0,270299,1205
44224,2,1,0,270313,1205
44225,2,2,0,270307,1205
44226,2,3,0,270311,1205
44227,0,0,0,270337,1206
44228,0,1,0,270355,1206
44229,0,2,0,270338,1206
44230,0,3,0,270334,1206
44231,1,0,0,270345,1206
44232,1,1,0,270340,1206
44233,1,2,0,270356,1206
44234,1,3,0,270335,1206
44235,2,0,0,270341,1206
44236,2,1,0,270344,1206
44237,2,2,0,270339,1206
44238,2,3,0,270354,1206
44239,0,0,0,270544,1207
44240,0,1,0,270519,1207
44241,0,2,0,270523,1207
44242,0,3,0,270537,1207
44243,1,0,0,270538,1207
44244,1,1,0,270539,1207
44245,1,2,0,270545,1207
44246,1,3,0,270526,1207
44247,2,0,0,270516,1207
44248,2,1,0,270548,1207
44249,2,2,0,270518,1207
44250,2,3,0,270549,1207
44251,0,0,0,648889,1208
44252,0,1,0,648893,1208
44253,0,2,0,648894,1208
44254,0,3,0,648895,1208
44255,1,0,0,648896,1208
44256,1,1,0,648897,1208
44257,1,2,0,648898,1208
44258,1,3,0,648899,1208
44259,2,0,0,648900,1208
44260,2,1,0,648890,1208
44261,2,2,0,648891,1208
44262,2,3,0,648892,1208
44263,0,0,0,137098,1209
44264,0,1,0,137102,1209
44265,0,2,0,137103,1209
44266,0,3,0,137104,1209
44267,1,0,0,137105,1209
44268,1,1,0,137106,1209
44269,1,2,0,137107,1209
44270,1,3,0,137108,1209
44271,2,0,0,137109,1209
44272,2,1,0,137099,1209
44273,2,2,0,137100,1209
44274,2,3,0,137101,1209
44275,0,0,0,273011,1210
44276,0,1,0,272998,1210
44277,0,2,0,273022,1210
44278,0,3,0,273023,1210
44279,1,0,0,273012,1210
44280,1,1,0,273008,1210
44281,1,2,0,273018,1210
44282,1,3,0,273013,1210
44283,2,0,0,273014,1210
44284,2,1,0,273007,1210
44285,2,2,0,273021,1210
44286,2,3,0,272997,1210
44287,0,0,0,272594,1211
44288,0,1,0,272602,1211
44289,0,2,0,272619,1211
44290,0,3,0,272603,1211
44291,1,0,0,272604,1211
44292,1,1,0,272605,1211
44293,1,2,0,272597,1211
44294,1,3,0,272596,1211
44295,2,0,0,272606,1211
44296,2,1,0,272595,1211
44297,2,2,0,272618,1211
44298,2,3,0,272601,1211
44299,0,0,0,273109,1212
44300,0,1,0,273105,1212
44301,0,2,0,273097,1212
44302,0,3,0,273098,1212
44303,1,0,0,273116,1212
44304,1,1,0,273117,1212
44305,1,2,0,273106,1212
44306,1,3,0,273110,1212
44307,2,0,0,273118,1212
44308,2,1,0,273123,1212
44309,2,2,0,273104,1212
44310,2,3,0,273091,1212
44311,0,0,0,271516,1213
44312,0,1,0,271555,1213
44313,0,2,0,271517,1213
44314,0,3,0,271525,1213
44315,1,0,0,271510,1213
44316,1,1,0,271519,1213
44317,1,2,0,271549,1213
44318,1,3,0,271531,1213
44319,2,0,0,271541,1213
44320,2,1,0,271545,1213
44321,2,2,0,271524,1213
44322,2,3,0,271540,1213
44323,0,0,0,271887,1214
44324,0,1,0,271875,1214
44325,0,2,0,271902,1214
44326,0,3,0,271878,1214
44327,1,0,0,271880,1214
44328,1,1,0,271889,1214
44329,1,2,0,271874,1214
44330,1,3,0,271903,1214
44331,2,0,0,271907,1214
44332,2,1,0,271900,1214
44333,2,2,0,271901,1214
44334,2,3,0,271888,1214
44335,0,0,0,271918,1215
44336,0,1,0,271930,1215
44337,0,2,0,271913,1215
44338,0,3,0,271923,1215
44339,1,0,0,271914,1215
44340,1,1,0,271924,1215
44341,1,2,0,271925,1215
44342,1,3,0,271931,1215
44343,2,0,0,271926,1215
44344,2,1,0,271939,1215
44345,2,2,0,271911,1215
44346,2,3,0,271919,1215
44347,0,0,0,271407,1216
44348,0,1,0,271390,1216
44349,0,2,0,271415,1216
44350,0,3,0,271402,1216
44351,1,0,0,271394,1216
44352,1,1,0,271397,1216
44353,1,2,0,271403,1216
44354,1,3,0,271391,1216
44355,2,0,0,271395,1216
44356,2,1,0,271413,1216
44357,2,2,0,271414,1216
44358,2,3,0,271412,1216
44359,0,0,0,592029,1217
44360,0,1,0,592033,1217
44361,0,2,0,592034,1217
44362,0,3,0,592035,1217
44363,1,0,0,592036,1217
44364,1,1,0,592037,1217
44365,1,2,0,592038,1217
44366,1,3,0,592039,1217
44367,2,0,0,592040,1217
44368,2,1,0,592030,1217
44369,2,2,0,592031,1217
44370,2,3,0,592032,1217
44371,0,0,0,604031,1218
44372,0,1,0,604035,1218
44373,0,2,0,604036,1218
44374,0,3,0,604037,1218
44375,1,0,0,604038,1218
44376,1,1,0,604039,1218
44377,1,2,0,604040,1218
44378,1,3,0,604041,1218
44379,2,0,0,604042,1218
44380,2,1,0,604032,1218
44381,2,2,0,604033,1218
44382,2,3,0,604034,1218
44383,0,0,0,591993,1219
44384,0,1,0,591997,1219
44385,0,2,0,591998,1219
44386,0,3,0,591999,1219
44387,1,0,0,592000,1219
44388,1,1,0,592001,1219
44389,1,2,0,592002,1219
44390,1,3,0,592003,1219
44391,2,0,0,592004,1219
44392,2,1,0,591994,1219
44393,2,2,0,591995,1219
44394,2,3,0,591996,1219
44395,0,0,0,254515,1220
44396,0,1,0,254519,1220
44397,0,2,0,254520,1220
44398,0,3,0,254521,1220
44399,1,0,0,254522,1220
44400,1,1,0,254523,1220
44401,1,2,0,254524,1220
44402,1,3,0,254525,1220
44403,2,0,0,254526,1220
44404,2,1,0,254516,1220
44405,2,2,0,254517,1220
44406,2,3,0,254518,1220
44407,0,0,0,604079,1221
44408,0,1,0,604083,1221
44409,0,2,0,604084,1221
44410,0,3,0,604085,1221
44411,1,0,0,604086,1221
44412,1,1,0,604087,1221
44413,1,2,0,604088,1221
44414,1,3,0,604089,1221
44415,2,0,0,604090,1221
44416,2,1,0,604080,1221
44417,2,2,0,604081,1221
44418,2,3,0,604082,1221
44419,0,0,0,604091,1222
44420,0,1,0,604095,1222
44421,0,2,0,604096,1222
44422,0,3,0,604097,1222
44423,1,0,0,604098,1222
44424,1,1,0,604099,1222
44425,1,2,0,604100,1222
44426,1,3,0,604101,1222
44427,2,0,0,604102,1222
44428,2,1,0,604092,1222
44429,2,2,0,604093,1222
44430,2,3,0,604094,1222
44431,0,0,0,604103,1223
44432,0,1,0,604107,1223
44433,0,2,0,604108,1223
44434,0,3,0,604109,1223
44435,1,0,0,604110,1223
44436,1,1,0,604111,1223
44437,1,2,0,604112,1223
44438,1,3,0,604113,1223
44439,2,0,0,604114,1223
44440,2,1,0,604104,1223
44441,2,2,0,604105,1223
44442,2,3,0,604106,1223
44443,0,0,0,270913,1224
44444,0,1,0,270931,1224
44445,0,2,0,270904,1224
44446,0,3,0,270907,1224
44447,1,0,0,270924,1224
44448,1,1,0,270932,1224
44449,1,2,0,270905,1224
44450,1,3,0,270916,1224
44451,2,0,0,270940,1224
44452,2,1,0,270939,1224
44453,2,2,0,270930,1224
44454,2,3,0,270915,1224
44455,0,0,0,603971,1225
44456,0,1,0,603975,1225
44457,0,2,0,603976,1225
44458,0,3,0,603977,1225
44459,1,0,0,603978,1225
44460,1,1,0,603979,1225
44461,1,2,0,603980,1225
44462,1,3,0,603981,1225
44463,2,0,0,603982,1225
44464,2,1,0,603972,1225
44465,2,2,0,603973,1225
44466,2,3,0,603974,1225
44467,0,0,0,603983,1226
44468,0,1,0,603987,1226
44469,0,2,0,603988,1226
44470,0,3,0,603989,1226
44471,1,0,0,603990,1226
44472,1,1,0,603991,1226
44473,1,2,0,603992,1226
44474,1,3,0,603993,1226
44475,2,0,0,603994,1226
44476,2,1,0,603984,1226
44477,2,2,0,603985,1226
44478,2,3,0,603986,1226
44479,0,0,0,603995,1227
44480,0,1,0,603999,1227
44481,0,2,0,604000,1227
44482,0,3,0,604001,1227
44483,1,0,0,604002,1227
44484,1,1,0,604003,1227
44485,1,2,0,604004,1227
44486,1,3,0,604005,1227
44487,2,0,0,604006,1227
44488,2,1,0,603996,1227
44489,2,2,0,603997,1227
44490,2,3,0,603998,1227
44491,0,0,0,271579,1228
44492,0,1,0,271570,1228
44493,0,2,0,271563,1228
44494,0,3,0,271575,1228
44495,1,0,0,271571,1228
44496,1,1,0,271556,1228
44497,1,2,0,271580,1228
44498,1,3,0,271561,1228
44499,2,0,0,271581,1228
44500,2,1,0,271574,1228
44501,2,2,0,271585,1228
44502,2,3,0,271569,1228
44503,0,0,0,651675,1229
44504,0,1,0,651679,1229
44505,0,2,0,651680,1229
44506,0,3,0,651681,1229
44507,1,0,0,651682,1229
44508,1,1,0,651683,1229
44509,1,2,0,651684,1229
44510,1,3,0,651685,1229
44511,2,0,0,651686,1229
44512,2,1,0,651676,1229
44513,2,2,0,651677,1229
44514,2,3,0,651678,1229
44515,0,0,0,603267,1230
44516,0,1,0,603271,1230
44517,0,2,0,603272,1230
44518,0,3,0,603273,1230
44519,1,0,0,603274,1230
44520,1,1,0,603275,1230
44521,1,2,0,603276,1230
44522,1,3,0,603277,1230
44523,2,0,0,603278,1230
44524,2,1,0,603268,1230
44525,2,2,0,603269,1230
44526,2,3,0,603270,1230
44527,0,0,0,603279,1231
44528,0,1,0,603283,1231
44529,0,2,0,603284,1231
44530,0,3,0,603285,1231
44531,1,0,0,603286,1231
44532,1,1,0,603287,1231
44533,1,2,0,603288,1231
44534,1,3,0,603289,1231
44535,2,0,0,603290,1231
44536,2,1,0,603280,1231
44537,2,2,0,603281,1231
44538,2,3,0,603282,1231
44539,0,0,0,1467130,1232
44540,0,1,0,1467134,1232
44541,0,2,0,1467135,1232
44542,0,3,0,1467136,1232
44543,1,0,0,1467137,1232
44544,1,1,0,1467138,1232
44545,1,2,0,1467139,1232
44546,1,3,0,1467140,1232
44547,2,0,0,1467141,1232
44548,2,1,0,1467131,1232
44549,2,2,0,1467132,1232
44550,2,3,0,1467133,1232
44551,0,0,0,271093,1233
44552,0,1,0,271082,1233
44553,0,2,0,271087,1233
44554,0,3,0,271083,1233
44555,1,0,0,271094,1233
44556,1,1,0,271077,1233
44557,1,2,0,271084,1233
44558,1,3,0,271078,1233
44559,2,0,0,271088,1233
44560,2,1,0,271090,1233
44561,2,2,0,271091,1233
44562,2,3,0,271096,1233
44563,0,0,0,1498875,1234
44564,0,1,0,1498881,1234
44565,0,2,0,1498882,1234
44566,0,3,0,1498883,1234
44567,1,0,0,1498884,1234
44568,1,1,0,1498885,1234
44569,1,2,0,1498886,1234
44570,1,3,0,1498887,1234
44571,2,0,0,1498888,1234
44572,2,1,0,1498878,1234
44573,2,2,0,1498879,1234
44574,2,3,0,1498880,1234
44575,0,0,0,271465,1235
44576,0,1,0,271458,1235
44577,0,2,0,271459,1235
44578,0,3,0,271479,1235
44579,1,0,0,271445,1235
44580,1,1,0,271480,1235
44581,1,2,0,271452,1235
44582,1,3,0,271462,1235
44583,2,0,0,271446,1235
44584,2,1,0,271457,1235
44585,2,2,0,271472,1235
44586,2,3,0,271478,1235
44587,0,0,0,252868,1236
44588,0,1,0,252872,1236
44589,0,2,0,252873,1236
44590,0,3,0,252874,1236
44591,1,0,0,252875,1236
44592,1,1,0,252876,1236
44593,1,2,0,252877,1236
44594,1,3,0,252878,1236
44595,2,0,0,252879,1236
44596,2,1,0,252869,1236
44597,2,2,0,252870,1236
44598,2,3,0,252871,1236
44599,0,0,0,272352,1237
44600,0,1,0,272355,1237
44601,0,2,0,272341,1237
44602,0,3,0,272361,1237
44603,1,0,0,272367,1237
44604,1,1,0,272373,1237
44605,1,2,0,272374,1237
44606,1,3,0,272368,1237
44607,2,0,0,272338,1237
44608,2,1,0,272345,1237
44609,2,2,0,272337,1237
44610,2,3,0,272353,1237
44611,0,0,0,272705,1238
44612,0,1,0,272678,1238
44613,0,2,0,272682,1238
44614,0,3,0,272699,1238
44615,1,0,0,272706,1238
44616,1,1,0,272679,1238
44617,1,2,0,272689,1238
44618,1,3,0,272707,1238
44619,2,0,0,272690,1238
44620,2,1,0,272703,1238
44621,2,2,0,272687,1238
44622,2,3,0,272688,1238
44623,0,0,0,272748,1239
44624,0,1,0,272735,1239
44625,0,2,0,272753,1239
44626,0,3,0,272754,1239
44627,1,0,0,272761,1239
44628,1,1,0,272767,1239
44629,1,2,0,272758,1239
44630,1,3,0,272755,1239
44631,2,0,0,272743,1239
44632,2,1,0,272765,1239
44633,2,2,0,272766,1239
44634,2,3,0,272757,1239
44635,0,0,0,273138,1240
44636,0,1,0,273152,1240
44637,0,2,0,273139,1240
44638,0,3,0,273127,1240
44639,1,0,0,273144,1240
44640,1,1,0,273140,1240
44641,1,2,0,273135,1240
44642,1,3,0,273132,1240
44643,2,0,0,273148,1240
44644,2,1,0,273150,1240
44645,2,2,0,273147,1240
44646,2,3,0,273151,1240
44647,0,0,0,604175,1241
44648,0,1,0,604179,1241
44649,0,2,0,604180,1241
44650,0,3,0,604181,1241
44651,1,0,0,604182,1241
44652,1,1,0,604183,1241
44653,1,2,0,604184,1241
44654,1,3,0,604185,1241
44655,2,0,0,604186,1241
44656,2,1,0,604176,1241
44657,2,2,0,604177,1241
44658,2,3,0,604178,1241
44659,0,0,0,604163,1242
44660,0,1,0,604167,1242
44661,0,2,0,604168,1242
44662,0,3,0,604169,1242
44663,1,0,0,604170,1242
44664,1,1,0,604171,1242
44665,1,2,0,604172,1242
44666,1,3,0,604173,1242
44667,2,0,0,604174,1242
44668,2,1,0,604164,1242
44669,2,2,0,604165,1242
44670,2,3,0,604166,1242
44671,0,0,0,273157,1243
44672,0,1,0,273162,1243
44673,0,2,0,273168,1243
44674,0,3,0,273170,1243
44675,1,0,0,273154,1243
44676,1,1,0,273176,1243
44677,1,2,0,273182,1243
44678,1,3,0,273183,1243
44679,2,0,0,273158,1243
44680,2,1,0,273175,1243
44681,2,2,0,273153,1243
44682,2,3,0,273169,1243
44683,0,0,0,272816,1244
44684,0,1,0,272808,1244
44685,0,2,0,272820,1244
44686,0,3,0,272821,1244
44687,1,0,0,272818,1244
44688,1,1,0,272824,1244
44689,1,2,0,272825,1244
44690,1,3,0,272829,1244
44691,2,0,0,272809,1244
44692,2,1,0,272823,1244
44693,2,2,0,272817,1244
44694,2,3,0,272828,1244
44695,0,0,0,591185,1245
44696,0,1,0,591189,1245
44697,0,2,0,591190,1245
44698,0,3,0,591191,1245
44699,1,0,0,591192,1245
44700,1,1,0,591193,1245
44701,1,2,0,591194,1245
44702,1,3,0,591195,1245
44703,2,0,0,591196,1245
44704,2,1,0,591186,1245
44705,2,2,0,591187,1245
44706,2,3,0,591188,1245
44707,0,0,0,604139,1246
44708,0,1,0,604143,1246
44709,0,2,0,604144,1246
44710,0,3,0,604145,1246
44711,1,0,0,604146,1246
44712,1,1,0,604147,1246
44713,1,2,0,604148,1246
44714,1,3,0,604149,1246
44715,2,0,0,604150,1246
44716,2,1,0,604140,1246
44717,2,2,0,604141,1246
44718,2,3,0,604142,1246
44719,0,0,0,271037,1247
44720,0,1,0,271040,1247
44721,0,2,0,271047,1247
44722,0,3,0,271032,1247
44723,1,0,0,271041,1247
44724,1,1,0,271050,1247
44725,1,2,0,271030,1247
44726,1,3,0,271033,1247
44727,2,0,0,271031,1247
44728,2,1,0,271038,1247
44729,2,2,0,271049,1247
44730,2,3,0,271039,1247
44731,0,0,0,270377,1248
44732,0,1,0,270403,1248
44733,0,2,0,270374,1248
44734,0,3,0,270383,1248
44735,1,0,0,270395,1248
44736,1,1,0,270404,1248
44737,1,2,0,270396,1248
44738,1,3,0,270384,1248
44739,2,0,0,270385,1248
44740,2,1,0,270399,1248
44741,2,2,0,270382,1248
44742,2,3,0,270406,1248
44743,0,0,0,272969,1249
44744,0,1,0,272960,1249
44745,0,2,0,272974,1249
44746,0,3,0,272980,1249
44747,1,0,0,272956,1249
44748,1,1,0,272970,1249
44749,1,2,0,272971,1249
44750,1,3,0,272966,1249
44751,2,0,0,272967,1249
44752,2,1,0,272959,1249
44753,2,2,0,272965,1249
44754,2,3,0,272979,1249
44755,0,0,0,272625,1250
44756,0,1,0,272631,1250
44757,0,2,0,272639,1250
44758,0,3,0,272643,1250
44759,1,0,0,272626,1250
44760,1,1,0,272627,1250
44761,1,2,0,272651,1250
44762,1,3,0,272640,1250
44763,2,0,0,272622,1250
44764,2,1,0,272629,1250
44765,2,2,0,272644,1250
44766,2,3,0,272645,1250
44767,0,0,0,271115,1251
44768,0,1,0,271116,1251
44769,0,2,0,271099,1251
44770,0,3,0,271100,1251
44771,1,0,0,271117,1251
44772,1,1,0,271101,1251
44773,1,2,0,271118,1251
44774,1,3,0,271102,1251
44775,2,0,0,271121,1251
44776,2,1,0,271097,1251
44777,2,2,0,271120,1251
44778,2,3,0,271098,1251
44779,0,0,0,271676,1252
44780,0,1,0,271689,1252
44781,0,2,0,271697,1252
44782,0,3,0,271693,1252
44783,1,0,0,271703,1252
44784,1,1,0,271677,1252
44785,1,2,0,271698,1252
44786,1,3,0,271690,1252
44787,2,0,0,271684,1252
44788,2,1,0,271688,1252
44789,2,2,0,271701,1252
44790,2,3,0,271702,1252
44791,0,0,0,271497,1253
44792,0,1,0,271493,1253
44793,0,2,0,271490,1253
44794,0,3,0,271508,1253
44795,1,0,0,271498,1253
44796,1,1,0,271499,1253
44797,1,2,0,271491,1253
44798,1,3,0,271506,1253
44799,2,0,0,271502,1253
44800,2,1,0,271492,1253
44801,2,2,0,271489,1253
44802,2,3,0,271501,1253
44803,0,0,0,272790,1254
44804,0,1,0,272786,1254
44805,0,2,0,272802,1254
44806,0,3,0,272797,1254
44807,1,0,0,272791,1254
44808,1,1,0,272779,1254
44809,1,2,0,272780,1254
44810,1,3,0,272804,1254
44811,2,0,0,272803,1254
44812,2,1,0,272785,1254
44813,2,2,0,272778,1254
44814,2,3,0,272796,1254
44815,0,0,0,611805,1255
44816,0,1,0,611809,1255
44817,0,2,0,611810,1255
44818,0,3,0,611811,1255
44819,1,0,0,611812,1255
44820,1,1,0,611813,1255
44821,1,2,0,611814,1255
44822,1,3,0,611815,1255
44823,2,0,0,611816,1255
44824,2,1,0,611806,1255
44825,2,2,0,611807,1255
44826,2,3,0,611808,1255
44827,0,0,0,611817,1256
44828,0,1,0,611821,1256
44829,0,2,0,611822,1256
44830,0,3,0,611823,1256
44831,1,0,0,611824,1256
44832,1,1,0,611825,1256
44833,1,2,0,611826,1256
44834,1,3,0,611827,1256
44835,2,0,0,611828,1256
44836,2,1,0,611818,1256
44837,2,2,0,611819,1256
44838,2,3,0,611820,1256
44839,0,0,0,604918,1257
44840,0,1,0,604922,1257
44841,0,2,0,604923,1257
44842,0,3,0,604924,1257
44843,1,0,0,604925,1257
44844,1,1,0,604926,1257
44845,1,2,0,604927,1257
44846,1,3,0,604928,1257
44847,2,0,0,604929,1257
44848,2,1,0,604919,1257
44849,2,2,0,604920,1257
44850,2,3,0,604921,1257
44851,0,0,0,604930,1258
44852,0,1,0,604934,1258
44853,0,2,0,604935,1258
44854,0,3,0,604936,1258
44855,1,0,0,604937,1258
44856,1,1,0,604938,1258
44857,1,2,0,604939,1258
44858,1,3,0,604940,1258
44859,2,0,0,604941,1258
44860,2,1,0,604931,1258
44861,2,2,0,604932,1258
44862,2,3,0,604933,1258
44863,0,0,0,270416,1259
44864,0,1,0,270418,1259
44865,0,2,0,270422,1259
44866,0,3,0,270429,1259
44867,1,0,0,270439,1259
44868,1,1,0,270440,1259
44869,1,2,0,270430,1259
44870,1,3,0,270413,1259
44871,2,0,0,270407,1259
44872,2,1,0,270435,1259
44873,2,2,0,270417,1259
44874,2,3,0,270428,1259
44875,0,0,0,271651,1260
44876,0,1,0,271667,1260
44877,0,2,0,271661,1260
44878,0,3,0,271668,1260
44879,1,0,0,271671,1260
44880,1,1,0,271654,1260
44881,1,2,0,271662,1260
44882,1,3,0,271672,1260
44883,2,0,0,271674,1260
44884,2,1,0,271670,1260
44885,2,2,0,271655,1260
44886,2,3,0,271656,1260
44887,0,0,0,253240,1261
44888,0,1,0,253244,1261
44889,0,2,0,253245,1261
44890,0,3,0,253246,1261
44891,1,0,0,253247,1261
44892,1,1,0,253248,1261
44893,1,2,0,253249,1261
44894,1,3,0,253250,1261
44895,2,0,0,253251,1261
44896,2,1,0,253241,1261
44897,2,2,0,253242,1261
44898,2,3,0,253243,1261
44899,0,0,0,624958,1262
44900,0,1,0,624962,1262
44901,0,2,0,624963,1262
44902,0,3,0,624964,1262
44903,1,0,0,624965,1262
44904,1,1,0,624966,1262
44905,1,2,0,624967,1262
44906,1,3,0,624968,1262
44907,2,0,0,624969,1262
44908,2,1,0,624959,1262
44909,2,2,0,624960,1262
44910,2,3,0,624961,1262
44911,0,0,0,252850,1263
44912,0,1,0,252854,1263
44913,0,2,0,252855,1263
44914,0,3,0,252856,1263
44915,1,0,0,252857,1263
44916,1,1,0,252858,1263
44917,1,2,0,252859,1263
44918,1,3,0,252860,1263
44919,2,0,0,252861,1263
44920,2,1,0,252851,1263
44921,2,2,0,252852,1263
44922,2,3,0,252853,1263
44923,0,0,0,272549,1264
44924,0,1,0,272550,1264
44925,0,2,0,272569,1264
44926,0,3,0,272578,1264
44927,1,0,0,272551,1264
44928,1,1,0,272570,1264
44929,1,2,0,272571,1264
44930,1,3,0,272579,1264
44931,2,0,0,272552,1264
44932,2,1,0,272568,1264
44933,2,2,0,272557,1264
44934,2,3,0,272558,1264
44935,0,0,0,611793,1265
44936,0,1,0,611797,1265
44937,0,2,0,611798,1265
44938,0,3,0,611799,1265
44939,1,0,0,611800,1265
44940,1,1,0,611801,1265
44941,1,2,0,611802,1265
44942,1,3,0,611803,1265
44943,2,0,0,611804,1265
44944,2,1,0,611794,1265
44945,2,2,0,611795,1265
44946,2,3,0,611796,1265
44947,0,0,0,273193,1266
44948,0,1,0,273204,1266
44949,0,2,0,273194,1266
44950,0,3,0,273188,1266
44951,1,0,0,273189,1266
44952,1,1,0,273195,1266
44953,1,2,0,273196,1266
44954,1,3,0,273197,1266
44955,2,0,0,273205,1266
44956,2,1,0,273186,1266
44957,2,2,0,273208,1266
44958,2,3,0,273201,1266
44959,0,0,0,272659,1267
44960,0,1,0,272662,1267
44961,0,2,0,272653,1267
44962,0,3,0,272655,1267
44963,1,0,0,272656,1267
44964,1,1,0,272657,1267
44965,1,2,0,272660,1267
44966,1,3,0,272658,1267
44967,2,0,0,272663,1267
44968,2,1,0,272661,1267
44969,2,2,0,272654,1267
44970,2,3,0,272652,1267
44971,0,0,0,272322,1268
44972,0,1,0,272330,1268
44973,0,2,0,272324,1268
44974,0,3,0,272331,1268
44975,1,0,0,272327,1268
44976,1,1,0,272325,1268
44977,1,2,0,272333,1268
44978,1,3,0,272326,1268
44979,2,0,0,272328,1268
44980,2,1,0,272323,1268
44981,2,2,0,272332,1268
44982,2,3,0,272329,1268
44983,0,0,0,272049,1269
44984,0,1,0,272055,1269
44985,0,2,0,272051,1269
44986,0,3,0,272052,1269
44987,1,0,0,272057,1269
44988,1,1,0,272053,1269
44989,1,2,0,272058,1269
44990,1,3,0,272059,1269
44991,2,0,0,272060,1269
44992,2,1,0,272050,1269
44993,2,2,0,272054,1269
44994,2,3,0,272056,1269
44995,0,0,0,272987,1270
44996,0,1,0,272986,1270
44997,0,2,0,272989,1270
44998,0,3,0,272981,1270
44999,1,0,0,272990,1270
45000,1,1,0,272984,1270
45001,1,2,0,272991,1270
45002,1,3,0,272982,1270
45003,2,0,0,272992,1270
45004,2,1,0,272983,1270
45005,2,2,0,272985,1270
45006,2,3,0,272988,1270
45007,0,0,0,271056,1271
45008,0,1,0,271052,1271
45009,0,2,0,271060,1271
45010,0,3,0,271061,1271
45011,1,0,0,271054,1271
45012,1,1,0,271053,1271
45013,1,2,0,271055,1271
45014,1,3,0,271058,1271
45015,2,0,0,271062,1271
45016,2,1,0,271051,1271
45017,2,2,0,271059,1271
45018,2,3,0,271057,1271
45019,0,0,0,252900,1272
45020,0,1,0,252904,1272
45021,0,2,0,252905,1272
45022,0,3,0,252906,1272
45023,1,0,0,252907,1272
45024,1,1,0,252908,1272
45025,1,2,0,252909,1272
45026,1,3,0,252910,1272
45027,2,0,0,252911,1272
45028,2,1,0,252901,1272
45029,2,2,0,252902,1272
45030,2,3,0,252903,1272
45031,0,0,0,270316,1273
45032,0,1,0,270326,1273
45033,0,2,0,270324,1273
45034,0,3,0,270327,1273
45035,1,0,0,270328,1273
45036,1,1,0,270329,1273
45037,1,2,0,270330,1273
45038,1,3,0,270319,1273
45039,2,0,0,270333,1273
45040,2,1,0,270332,1273
45041,2,2,0,270317,1273
45042,2,3,0,270318,1273
45043,0,0,0,273079,1274
45044,0,1,0,273081,1274
45045,0,2,0,273088,1274
45046,0,3,0,273082,1274
45047,1,0,0,273083,1274
45048,1,1,0,273084,1274
45049,1,2,0,273085,1274
45050,1,3,0,273089,1274
45051,2,0,0,273086,1274
45052,2,1,0,273080,1274
45053,2,2,0,273078,1274
45054,2,3,0,273087,1274
45055,0,0,0,270365,1275
45056,0,1,0,270367,1275
45057,0,2,0,270368,1275
45058,0,3,0,270371,1275
45059,1,0,0,270363,1275
45060,1,1,0,270372,1275
45061,1,2,0,270364,1275
45062,1,3,0,270373,1275
45063,2,0,0,270369,1275
45064,2,1,0,270366,1275
45065,2,2,0,270370,1275
45066,2,3,0,270362,1275
45067,0,0,0,273212,970
45068,0,1,0,273219,970
45069,0,2,0,273216,970
45070,0,3,0,273209,970
45071,1,0,0,273217,970
45072,1,1,0,273210,970
45073,1,2,0,273220,970
45074,1,3,0,273218,970
45075,2,0,0,273211,970
45076,2,1,0,273213,970
45077,2,2,0,273214,970
45078,2,3,0,273215,970
45241,0,0,0,137028,1278
45242,0,0,0,137029,1279
77567,0,1,0,137028,1278
77568,0,2,0,137028,1278
77569,0,3,0,137028,1278
77570,1,0,0,137028,1278
77571,1,1,0,137028,1278
77572,1,2,0,137028,1278
77573,1,3,0,137028,1278
77574,2,0,0,137028,1278
77575,2,1,0,137028,1278
77576,2,2,0,137028,1278
77577,2,3,0,137028,1278
77578,0,1,0,137029,1279
77579,0,2,0,137029,1279
77580,0,3,0,137029,1279
77581,1,0,0,137029,1279
77582,1,1,0,137029,1279
77583,1,2,0,137029,1279
77584,1,3,0,137029,1279
77585,2,0,0,137029,1279
77586,2,1,0,137029,1279
77587,2,2,0,137029,1279
77588,2,3,0,137029,1279
77589,0,0,0,271621,1628
77590,0,1,0,271622,1628
77591,0,2,0,271593,1628
77592,0,3,0,271624,1628
77593,1,0,0,271606,1628
77594,1,1,0,271607,1628
77595,1,2,0,271623,1628
77596,1,3,0,271631,1628
77597,2,0,0,271594,1628
77598,2,1,0,271597,1628
77599,2,2,0,271634,1628
77600,2,3,0,271605,1628
77601,0,0,0,271753,1629
77602,0,1,0,271718,1629
77603,0,2,0,271709,1629
77604,0,3,0,271759,1629
77605,1,0,0,271747,1629
77606,1,1,0,271755,1629
77607,1,2,0,271722,1629
77608,1,3,0,271748,1629
77609,2,0,0,271760,1629
77610,2,1,0,271738,1629
77611,2,2,0,271708,1629
77612,2,3,0,271746,1629
77613,0,0,0,611781,1630
77614,0,1,0,611785,1630
77615,0,2,0,611786,1630
77616,0,3,0,611787,1630
77617,1,0,0,611788,1630
77618,1,1,0,611789,1630
