ID,MinItemLevel,ItemLevelSelectorQualitySetID,AzeriteUnlockMappingSetID
1897,166,0,0
1898,170,0,0
1899,174,0,0
1900,220,0,0
1901,234,0,0
1902,248,0,0
1903,262,0,0
1904,276,0,0
1905,290,0,0
1906,304,0,0
1907,318,0,0
1908,332,0,0
1909,346,0,0
1910,360,0,0
1911,374,0,0
1912,388,0,0
1913,402,0,0
1914,416,0,0
1915,430,0,0
1916,444,0,0
1917,458,0,0
1918,472,0,0
1919,486,0,0
1920,509,133,0
1921,502,134,0
1922,506,134,0
1923,509,134,0
1924,512,134,0
1925,515,134,0
1926,519,134,0
1927,522,134,0
1928,525,134,0
1929,528,134,0
1930,532,134,0
1931,535,134,0
1932,408,0,0
1933,483,0,0
1934,515,0,0
1935,538,0,0
1936,571,0,0
1937,500,0,0
1938,514,0,0
1939,528,0,0
1940,542,0,0
1941,556,0,0
1942,499,134,0
1943,496,134,0
1944,493,134,0
1945,554,132,0
