ID,Body_lang
268,"






The orphans of Northrend need your help. For less than the cost of a cup of Kungaloosh, you can sponsor an unfortunate orphan like little Roo or Kekek. Simply contact Orphan Matron Aria in Dalaran. You can make all the difference in the life of a young oracle or wolvar. Act now!"
269,"Dear $n,$B$BWe miss you a lot. Everybody likes our story about meeting the Great One and now they all want to meet a Great One too. They don't believe some of our stories. They think we made up dragon queen and dragonshrine stories. They just jealous.$B$BLife at orphanage is better these days. Matron takes us out to play in the park and sometimes we even get new toys, but we still lonely. We want to come visit with you. Maybe you take us some more places? You like that?$B$BYour friend,$BRoo"
270,"Dear $n,$B$BKekek not good at writing, but learn how just to write you letter. Orphan-lady found old copy of Green Hills book Hemet talked about. Been reading it, learning how to be great hunter like you and Hemet Nesingwary.  Takes a lot of words to be good hunter, Kekek guess.$B$BKekek want to try out stuff he read about in Green Hills book. Maybe you let Kekek come visit and we can hunt together? Kekek promise not to kill steal.$B$BYour friend,$BKekek"
271,"Your skills, and considerable talents, in the field of jewelcrafting have not gone unnoticed.  It is important we continue our tradition with the pride and attention to detail you have demonstrated.

To recognize said efforts, I've included a special writ.  Return it to me for some well-earned rewards.

Timothy Jones"
272,"Good $n,$B$BI am once more writing to remind you of my services as a riding trainer. Should you wish to learn Journeyman Riding for faster mounts, you need only visit me at Thuron's Livery, found southeast of the Shepherd's Gate leaving Silvermoon City. My fee is a modest fifty gold coins.$B$BIf you'd care to purchase a swift mount, the hawkstrider breeder Winaestra offers a number of noble steeds, each no more than ten gold coins.$B$BSafe travels, Perascamin"
273,"Greetings, $n.$B$BI am writing again to remind you of my services as a riding trainer. Should you wish to learn Journeyman Riding for faster mounts, you need only visit me at the entrance to The Exodar. My fee is a modest fifty gold coins.$B$BIf you desire to purchase a swift elekk, Torallius the Pack Handler offers a number of noble steeds, each no more than ten gold coins.$B$BGo in peace, Aalun"
274,"Hey there, $glad:lass;! Looking to learn Journeyman Riding for faster  mounts? Then come visit me at the Amberstill Ranch, found along the road east out of Ironforge.$B$BMy fee's only fifty gold coins, and if you want a swift ram to ride, Veron Amberstill offers a number of noble steeds for no more than ten gold coins a piece.$B$B- Ultham"
275,"Salutations, $n! Looking to get around even FASTER? Then come visit Milli and me at Steelgrill's Depot, just northeast of Kharanos.$B$BMy Journeyman Riding trainer's fee is only fifty gold coins, and if you want your own swift mechanostrider, Milli builds them for no more than ten gold coins each!$B$BHoping to see you soon, Binjy"
276,"Good $gSir:Lady; $n,$B$BI am writing again to remind you of my services as a riding trainer. Should you wish to learn Journeyman Riding for faster mounts, you need only visit me at the Eastvale Logging Camp, found along the road east out of Stormwind. My fee is a modest fifty gold coins.$B$BIf you'd care to purchase a swift mount, the horse breeder Katie Hunter offers a number of noble steeds, each no more than ten gold coins.$B$BYours, Randal Hunter"
277,"Good fortune to you, $n.$B$BI am writing once more to remind you of my services as a riding trainer. Should you wish to learn Journeyman Riding for faster mounts, you need only visit me at the Cenarion Enclave in Darnassus. My fee is a modest fifty gold coins.$B$BIf you desire to purchase a swift mount, the saber handler Lelanai offers a number of noble beasts, each no more than ten gold coins.$B$BWishing you well, Jartsam"
278,"Strength and Honor, $n.$B$BShould you desire to learn Journeyman Riding for faster mounts, you need only visit me in the Valley of Honor. My fee is a modest fifty gold coins.$B$BIf you wish to purchase a swift wolf, Ogunaro Wolfrunner's kennels house a number of noble beasts, each no more than ten gold coins.$B$B- Kildar"
279,"Hail, brave $n.$B$BI wish to remind you of my services as a riding trainer. Should you desire to learn Journeyman Riding for faster mounts, you need only visit me in Bloodhoof Village. My fee is a modest fifty gold coins.$B$BIf you wish to purchase a swift kodo, Harb Clawhoof offers a number of noble beasts, each no more than ten gold coins.$B$BGood journeys, Kar"
280,"You want to ride even FASTER, $n? Then you come see me in Senjin Village. I teach you Journeyman Riding for only fifty gold coins.$B$BMaybe then you want a swift raptor to ride even FASTER on? You talk to Zjolnir. He sell you one for ten gold coins, maybe less.$B$BStay away from the voodoo!$B$BXar'Ti"
281,"Good $gSir:Lady; $n,$B$BI write once more to remind you of my services as a riding trainer. Should you wish to learn Journeyman Riding for faster mounts, you need only visit me in Brill. My fee is a modest fifty gold coins.$B$BIf you'd care to purchase a swift mount, Zachariah Post has gathered a number of horses suitable to our needs and sells them for no more than ten gold coins per head.$B$BYours, Velma Warnam"
282,"Hey there, $n.$B$BIf you want to learn Expert Riding for flying mounts, visit me at Thrallmar in Hellfire Peninsula. My fee is two hundred and fifty gold coins.$B$BIf you want to buy a flying mount once you learn, Bana Wildmane sells them for no more than fifty gold coins.$B$B- Jahubo"
283,"Ho there, $glad:lass;! Looking to learn Expert Riding for flying mounts? Then come visit me at Honor Hold in Hellfire Peninsula.$B$BMy fee's two hundred and fifty gold coins, and if you want a flying mount, my goodly spouse Grunda raises and sells gryphons for no more than fifty gold coins a piece.$B$B- Hargen"
284,"Hey there, $glad:lass;! Looking to learn Artisan Riding for faster flying mounts? Then visit me at Valiance Keep in Borean Tundra.$B$BMy fee's five thousand gold coins, plus a thousand for more Cold Weather Flying training if you want to ride in Northrend.$B$BIf you want a swift flying mount, the good Durgan Thunderbeak offers them for no more than one hundred gold coins a piece.$B$B- Maigra$B$BP.S. If you can't make it to Northrend, visit Hargen Bronzewing at Honor Hold in Hellfire Peninsula."
285,"How you doing, $n.$B$BIf you want to learn Artisan Riding for faster flying mounts, visit me at Warsong Hold in Borean Tundra. My fee is five thousand gold coins, plus a thousand for more Cold Weather Flying training if you want to ride in Northrend.$B$BIf you want a swift flying mount once you learn, Tohfo Skyhoof sells them for no more than one hundred gold coins.$B$B- Sabamba$B$BP.S. If you can't make it to Northrend, visit Wind Rider Jahubo at Thrallmar in Hellfire Peninsula."
286,"On behalf of the Steamwheedle Fighting Circuit, we congratulate you for your successes in this arena season.$B$BIn recognition of your skill and savagery, we hereby bestow upon you this Relentless Gladiator's Frost Wyrm.  May it serve you well."
287,"On behalf of the Steamwheedle Fighting Circuit, we congratulate you for your successes in this arena season.$B$BIn recognition of your skill and savagery, we hereby bestow upon you this Wrathful Gladiator's Frost Wyrm.  May it serve you well."
288,"Good Sir/Madame,

As a proud member of the Alliance, duty compels you to journey to Ironforge with haste and submit yourself to the will of High Tinker Mekkatorque, King of Gnomes.*

The end of of our exile draws nigh - Operation: Gnomeregan is about to begin!**

* Lawyerbot 2000 informs me that I actually possess no legal authority whatsoever - over gnomes or otherwise - but still, you have to admit that sounded impressive!

** Seriously, please come help out if you can. Many thanks!"
289,"Brothas and Sistas,
In de name of all de ancestors, Vol'jin, de son of Sen'jin, issues de call to war! For too long, de traitor Zalazane been usin' his black magic to desecrate our dead, to lull us into believin' him defeated, and to keep de Echo Isles from de Darkspears. 
De time has come to deal wit' him once and for all. I be helpin' Vol'jin gather his forces outside Sen'jin Village. Join me dere an' help us bring long-awaited justice to dis renegade!
In service to Vol'jin,
Vanira
"
290,"On behalf of the Steamwheedle Fighting Circuit, we congratulate you upon your successes in the latest Arena Tournament.$B$BIn recognition of your skill and savagery, we hereby bestow upon you the title of Vanquisher.  May you wear it proudly."
291,"TO: $n$B$BFROM: B.O.O.M. Rocket Works$B$BCONTENTS OF CRATE:$B$B- One (1) X-53 Nether-Rocket, Touring Model$B$B- One (1) Rocket Ignition Key$B$B- One (1) Rear-Mounted Ejector Seat$B$B- Zero (0) Parachutes"
310,Your guild has moved to a new realm and/or changed factions! Follow your guild to its new home by purchasing a character service in the shop. You will rejoin your guild automatically once your character service is complete.
311,Your Guild Master has changed your guild name.
333,"On behalf of the Steamwheedle Fighting Circuit, we congratulate you for your successes in this arena season.$B$BIn recognition of your skill and savagery, we hereby bestow upon you this Vicious Gladiator's Twilight Drake.  May it serve you well."
334,"On behalf of the Steamwheedle Fighting Circuit, we congratulate you for your successes in this arena season.$B$BIn recognition of your skill and savagery, we hereby bestow upon you this Ruthless Gladiator's Twilight Drake.  May it serve you well."
335,"Because you have not logged in for an extended time, another guild member has been promoted to Guild Master in your place."
336,Your guild has moved to a new realm and/or changed factions! Follow your guild to its new home by purchasing a character service in the shop. You will rejoin your guild automatically once your character service is complete.
338,"Greetings,
This character recently purchased PvP gear (item level 365) that was phased out with the start of Season 10, when more powerful gear became available. To help transition to the newly released items, 4,000 honor points have been credited.
The reimbursement may put you over the 4,000 honor point limit. Please spend the honor promptly, as additional honor will not be earned until you are once again below the limit. Thank you and good luck!
Regards,
Blizzard Entertainment"
343,"Hello!

Please give a warm welcome to your new cuddly cub!

I'm so happy you could give this ferocious little flyer a home.

--Breanni"
344,"Welcome back to the World of Warcraft!

We've supplied you with a whole new set of high-level gear, but attached you'll find all the old items and equipment you once carried.

 - The WoW Dev Team"
345,"TO: $n$B$BFROM: Your Favorite Spirit Healer$B$BCONTENTS OF CRATE:$B$B- One (1) Spectral Mount$B$BWARNING: DO NOT PLUG AIRHOLES$B$BActually, never mind. It's already dead."
347,I refuse to accept defeat! You haven't heard the last of me!
348,"I heard you beat Minh Do-Tan. Well, I've been training, too.$b$bI've asked Thelonius to set up a rematch between you and I. This time, we'll see who's really the better fighter!"
349,"Before your match today, Ellia Ravenmane swelled with hope and pride. After your victory, she lost a lot of that hope.$b$bYour lesson for today is that hope can turn into dispair in a heartbeat. Ellia is learning this lesson the hard way."
350,You are strong. This is good.
351,"Greetings, $n.$b$bThis is Fat Long-Fat. We fought a few days ago, atop Angkhal Pavilion.$b$bI have a question for you. You do not need to answer me, but you should seek the answer within your mind. The question is this:$b$bWhy do you fight?"
352,"Greetings, $n.$b$bThis is Fat Long-Fat again. We fought atop Angkhal Pavilion. I am writing to deliver some advice.$b$bDo not give up your training. I have spoken with Thelonius, and he will do his best to make sure you are adequately challenged. We may need to call on you in the future, and in that eventuality, you must be ready.$b$bI must disappear for a while. I will be in touch in the future.$b$bLong-Fat"
353,"I heard you beat Kuo-Na. Impressive stuff... RIVAL. Well, I've been training, too. And I've got a few surprises for you.$b$bSee you soon, $n..."
354,"Tukka-Tuk heard people saying you strong.$b$bTukka-Tuk watched you fight. Three of your fights, you just beat up little girl. Not very strong, Tukka-Tuk thinks.$b$bTukka-Tuk challenge you, $n!"
355,Tukka-Tuk is sorry for saying you only fight little girl. Tukka-Tuk thinks you are strong.$b$bTukka-Tuk hopes you win all your fights.
356,"I am concerned about Ellia Ravenmane. She has not appeared for her training in several days. I fear she has crossed that narrow threshold from hope into despair.$b$bIf you see her, let me know.$b$b-Thelonius"
357,"You have defeated every student that had a chance of beating you. But you have not yet defeated me.$b$bI may be one of your trainers, but I am not too proud to test my skills against a student.$b$bI challenge you to a duel, $n. See you in the Cradle."
358,"Greetings, $n.$b$bThis is Fat Long-Fat. We fought on top of Angkhal Pavilion. Do you remember me?$b$bI will be returning from my absence shortly. When I return, I would like to fight with you again. Perhaps this time, we fight atop Dome Balrissa?$b$b- Long-Fat"
359,"Fat Long-Fat is not what he seems. He is testing you. He is testing both of us, actually.$b$bYour next duel will be against me. The victor will perform a special task for the Red Crane himself.$b$bI haven't fought in ages. I suppose I'd better start limbering up. See you on the battlefield, $n."
360,"I'm back, $n.$b$bI was a fool to follow the path of the Red Crane. You are all fools - babies, fighting over a Cradle.$b$bI will show you how fragile your precious Chi-Ji is. He fell once into the depths of despair. He will fall again."
361,"Under the guise of Fat Long-Fat, I once asked you, ""Why do you fight?"" Some of us fight out of fear. Some fight for a sheer love of violence. Some in anger. In hatred. In doubt.$b$bEllia Ravenmane fought out of despair.$b$bBut you... I don't see any of this in you. Which is why I chose you to protect my people.$b$bYou will always hold a place of honor among the heroes of my order, $n. You have our gratitude.$b$b- Chi-Ji, the Red Crane"
364,"Grasped tightly and clutched to one's breast, this enchanted heart of volcanic glass can transform the bearer into an Obsidian Nightwing."
365,"Yo, $n!$B$BSince we're neighbors now, I thought it was right to celebrate!$B$BCome on down to the Halfhill Market anytime and take a load off!$B$BI'll even let you shoot off these fireworks at the market. Just don't set anything on fire, like Chee Chee did that one time...$B$BAnyways, see you soon!$B$BYour neighbor,$B$BGina Mudclaw$B$BHalfhill Market: The best local market with the best local prices!"
366,"TEMP TEXT!!
I didn't have room for this pet in my journal and my bags were all full, so I mailed it to myself!"
367,"On behalf of the Steamwheedle Fighting Circuit, we congratulate you for your successes in this arena season.$B$BIn recognition of your skill and savagery, we hereby bestow upon you this Cataclysmic Gladiator's Twilight Drake.  May it serve you well."
372,"Greetings $n,

Thank you again for you help with our excavation in the Vale of Eternal Blossoms.

As expected, Warchief Hellscream was more than pleased to learn of the Empyreal Ledger that you excavated from the stone guardian.

I thought you might be interested in receiving a copy of the relevant factual data that you recovered.

I trust, of course, that you will not share this sensitive information with just anyone.

- Fanlyr Silverthorn"
375,"On behalf of the Steamwheedle Fighting Circuit, we congratulate you for your successes in this arena season.$B$BIn recognition of your skill and savagery, we hereby bestow upon you this Malevolent Gladiator's Cloud Serpent.  May it serve you well."
385,"On behalf of the Steamwheedle Fighting Circuit, we congratulate you upon your successes in the latest Arena Tournament.$B$BIn recognition of your skill and savagery, we hereby bestow upon you the title of Vanquisher.  May you wear it proudly."
386,"On behalf of the Steamwheedle Fighting Circuit, we thank you for your participation in the latest Arena Tournament.$B$BIn appreciation, we hereby bestow upon you the companion Murkimus Tyrannicus! May he stand alongside you in future battles."
392,Your Iron Hitching Post has arrived.
393,"Congratulations, $n!

You are now the proud owner of the latest lovingly-assembled and hand-tooled Wonderworks original: the X-241 Teeter Board, aka THE SEESAW!

Have fun!

 - Jepetto

WARNING: Seesaw may not support fully grown and/or armored adventurers. Seesaw may launch overly enthusiastic riders into the lower atmosphere. Seesaw may result in bruised egos and/or fannies."
396,"On behalf of the Steamwheedle Fighting Circuit, we congratulate you for your successes in this arena season.$B$BIn recognition of your skill and savagery, we hereby bestow upon you this Tyrannical Gladiator's Cloud Serpent.  May it serve you well."
397,"On behalf of the Steamwheedle Fighting Circuit, we congratulate you for your successes in this arena season.$B$BIn recognition of your skill and savagery, we hereby bestow upon you this Grievous Gladiator's Cloud Serpent.  May it serve you well."
398,"On behalf of the Steamwheedle Fighting Circuit, we congratulate you for your successes in this arena season.$B$BIn recognition of your skill and savagery, we hereby bestow upon you this Prideful Gladiator's Cloud Serpent.  May it serve you well."
399,"Some feel that the Emerald Hippogryph is the most majestic of these noble creatures.

Even if one does not agree, they are certainly a striking sight nonetheless!

--Mei Francis - Exotic Mounts"
401,"Great news! Your recruited friend logged in during your absence with a character named %s. Add this character to your friend list to see them next time they log in. Have fun, and happy hunting"
402,"Great news! Your recruited friend logged in during your absence with a character named %s on the realm named %s. Add this character to your friend list to see them next time they log in. Have fun, and happy hunting"
403,"We've supplied you with a whole new set of high-level gear, but attached you'll find all the old items and equipment you once carried.

 - The WoW Dev Team"
406,For a complete failure. Perhaps this box of trinkets will help you in achieving victory next time.$B$BTry not to lose so badly again.$B$BJust remember that second place is first loser.$B$B- Gharg$B$BP.S. It might also just be a box full of junk. Who knows?
407,"Dear Contract Worker,

It has come to our attention that one Greblin Fastfizzle recently employed your assistance in recovering a number of artifacts from northern Nagrand. After an exhaustive review of his receipts and invoices from this expedition, we have determined that his monetary valuation of your rescue from his malfunctioned glider was improperly high. Therefore we have issued this refund in your favor.

Sincerely,
Your friends at the Steamwheedle Preservation Society Board of Insight and Inquiry

NOTE: By accepting this payroll adjustment you forfeit your right to future arbitration or dispute on this matter."
408,"I thought these mechanical abominations might make for decent chew toys but the goblin stench lingers, and my beasts will have no part. I hope you can make better use of this scrap heap than I can."
409,"Just wanted to let yeh know I've set up one of me spare mole machines outside yer garrison. It'll take ye to your outpost in Gorgrond whenever yeh want, free o' charge!."
410,"Hey pal, just wanted you to know we managed to strike a deal with Thaelin Darkanvil to lease one of his mole machines to take you to from your garrison to your outpost in Gorgrond whenever you want.

Just turn right after leaving the main entrance!

You should probably be aware that the price was some product placement, but I don't think you'll really notice."
411,"Commander, I've gone over all da information ya retrieved from da Warsong outpost. It looks like even with all da forces ya've gathered, we gonna have to do a lot of work before we can stop Azuka and Grommash. I'll be plannin' up how we can dismantle da Iron Horde for ya in da comin' weeks."
412,"Commander, the duty of bearing bad news falls to me this day. The information you've retrieved from the Warsong outpost is dire indeed. Our current strength is nowhere near sufficient to confront the Iron Horde directly, and there's something this Azuka character is up to that concerns me. I'll come up with a plan for us to take the Iron Horde apart piece by piece in the coming weeks."
413,"I believe you misplaced this in the void. Be more careful next time, $n."
417,"Our records indicate an item of exceptional value has been requested for you.  You will find it packaged with this message, unaltered and otherwise in pristine condition.

Sincerely,
The Master of the Vaults"
418,"Your new pet has arrived!  Please know it was hand-carried and cared for while awaiting your pickup.

Breanni"
419,"A special mount recently arrived at our stables intended for you.  We have expediently shipped it with our personal assurances that it traveled received the protection and comforts we give to all our mounts.  A stable boy has kept it safe while awaiting your pickup.

Thank you,
Mei Francis"
422,"Dearest $n,

I look back upon our adventures together as if they happened yesterday. 

Several of my admirers informed me that you looked rather... sullen... when last we met. While I see no reason for such behavior when you had the pleasure of working with the world-renowned Johnny Awesome, I did feel a twang of... what was it... pity?

Being as such, I felt it appropriate to send you this tip as a token of my appreciation for your efforts. 

Do people still tip? If people do NOT still tip, please return all attachments to me at once, along with a small amount of coin to cover my shipping costs.

-Johnny"
423,"$n,

It is through your actions and heroism that the mail continues to flow successfully throughout Azeroth and beyond. 

However, I must come clean - I have not been completely honest with you. 

The events which first brought you here were orchestrated - I knew you were the only one that could save the post office from an undue end.

I cannot rely on you forever - the mail must be able to operate without your aid. I must ask you to help me orchestrate once more to guide more into these stamped halls to give me aid.

Take the attached message and send it to someone you deem worthy to carry the torch forward. I've included a whistle to call Katy to your side should you need her aid.

I trust you to the end.

- The Postmaster"
424,"$ct $n,

Please read the enclosed message at your earliest convenience.

- The Six"
425,"Squire of Azeroth, I write to you in our darkest hour. From the depths of Un'Goro Crater, I have returned!

My fleet has made landfall on the beaches of the Broken Isles. I am prepared to pierce the Legions lines like a sharp, pointy lance and drive them back to the nether that spawned them.

I await you at our fortifications, we look upon some very high mountains. Make haste!

Maximillian of Northshire
Knight-Errant"
427,"$n,

In your absence, things at the office have gone quite awry. There is mail everywhere - and I do mean everywhere!

Katy and I will never sort all of this in a timely manner without your aid. I am afraid I must ask you to return to the office at once.

We have a job to do.

- The Postmaster"
528,"A parrot trainer from Freehold -- Rodrigo -- is trying to offload some of his birds, and I needed to diversify my stock; so we formed a business partnership! You should stop by my shop, Ruff Waters, the next time you're in Boralus."
529,"I found something you might like, scurrying out of the Rusted Vault. You should stop by my shop, Ruff Waters, the next time you're in Boralus."
530,"Hey $Umister:miss;! When I was exploring Carver's Harbor, I found a bunch of pigs running around. Including a little guy you might like! Drop by the treehouse next time you're in Drustvar."
531,"Hi $n! When I was adventuring through the woods around Glenbrook, I found a cave with a bunch of rabbits inside! I brought some back with me to my treehouse. Come visit me if you want a cute pet rabbit!"
533,"I went to visit my friend in Glenbrook, but she wasn't home. Then her pet cat followed me all the way back to my treehouse! He looked... different. Maybe he'd want to follow you around too?"
534,My grandpa told me you're the one who got rid of all the mean ladies. That's great! I got to go exploring around Corlain. I even found a little critter you might like. I'll show her to you next time you visit my treehouse in Drustvar.
535,"$n, Good news, we are already seeing the results of Ben'jin and Ma'fon's ""chemistry""!  The runt of the litter is proving a tad problematic, she won't stop biting Jangalar! We sent her over to Holaua, but maybe she'd be happier with you."
536,"Hi $n, Beastmaster L'kala sent me a new friend! Apparently he had too much energy for them to train at the Kral.  It feels wrong to keep him cooped up here all day. If you are interested in taking him with you, swing by the Hall of Beasts and check him out!"
537,"Hi $n!  This saurid showed up at the Hall of Beasts with a note around his neck, ""Send to Rich-mon"".  Could this be you? He's been causing mayhem with the other trainers all week!  If you're interested in adding him to your team, stop by the Hall of Beasts.  Please."
538,"Hey $n, I ran into a little ranishu while I was out walking my cobras. She must love the sound of the flute, she followed us home. Would you be interested in her? I only train cobras.  Stop by the Cracked Coast if you want to check her out."
539,"Hey $n, you won't believe what happened today. While out looking for food, a frog jumped right onto Kajosh's head, and knocked him into the mud! Then he followed us all the way home. I'll show him to you next time you visit Gloom Hollow."
540,"$n, I've got a new story to tell you! While exploring some ruins I made a spooky little friend. He and Kajosh don't get along so well, so I probably shouldn't keep him. Next time you're in Gloom Hollow, maybe you can give him a good home?"
543,"Huntmaster $n,

No doubt your adventures keep you very busy, but a matter has arisen that I fear requires someone of your unique expertise.

I hope you will meet me with all available haste. A dear friend of mine is in danger!

For the sake of discretion, I will meet you in the harbor of the city you've been frequenting. A change of scenery should do me good.

Cordially yours,

Death Hunter Moorgoth

P.S. I am much less fixated on death these days, but everyone knows my title, and such things are difficult to shake once established. I'm certain you understand."
544,"$n,

Your persistence within the arenas and battlegrounds of Azeroth has not escaped notice. Your name is revered within the canyons of Orgrimmar and feared by our enemies on every continent.

Come see me in Orgrimmar in front of the Hall of Legends. On behalf of the Horde, I would like to present you with a mount befitting your champion status.

  - Deathguard Netharian"
545,"$n,

Your persistence within the arenas and battlegrounds of Azeroth has not escaped notice. Your exploits are the talk of Stormwind, and the fear your name provokes amongst the Horde is legendary.

Come see me in Stormwind in front of the Champion's Hall. On behalf of the Alliance, I would like to present you with a mount befitting your champion status.

   - Necrolord Sipe"
546,"$n,

Your persistence within the arenas and battlegrounds of Azeroth has not escaped notice. Your name is revered by your allies and feared by your enemies on every continent.

Come see me in in the capital. I would like to present you with a mount befitting your status.

  - Combatant Mount Quartermaster"
548,"Solesa Naksu [DNT] Body
Bah, blah blah blah."
550,"In order to reactivate your account using gold, we withdrew some uncollected money from your mail. Because of this, you may notice less money in the mail than you expected. Don't be alarmed, as no money was lost.

Thanks, and welcome back to Azeroth!

- The WoW Dev Team"
551,[DNT] $gSir:Lady;
552,"My beautiful $p,

I was most pleased to receive your letter, for I have been thinking of you as well.

I simply cannot wait to tell you what happened to a certain duke at my latest court.

It is positively hilarious. I thought of you immediately when it happened.

Until then,
The Countess"
553,"My beautiful $p,

Although I would rather speak with you in person, I always welcome your messages.

I fear I have nothing of particular import of which to inform you since last we spoke.

It has been positively dull out here in the Redelav District.

Perhaps I shall stir up a little excitement...

Devilishly yours,
The Countess"
554,"My beautiful $p,

Imagine my joy when I discovered your message amongst the letters Alfryd brought me this morning.

It was, of course, the first to which I replied.

As to your question, I cannot say. I will see what gossip I may uncover amongst the socialites and nobles of the Redelav District in regard to it.

Come see me soon and I shall share what I learn.

Sincerely,
The Countess"
555,"<The vast majority of words on the page are crossed out and misspelled.>

Dear Best Bud,

Lost Sybille read me letter.

Lost Sybille teach me write back.

You still best bud!

Greetings,
Stonehead"
556,"<The vast majority of words on the page are crossed out and misspelled.>

Best Bud,

Me no read letter.

Lost Sybille not here.

Okay bye.

Me,
Stonehead"
557,"<The vast majority of words on the page are crossed out and misspelled.>

Best Bud,

Me need snacks.

Your letter bad snack.

Send snack letter.

Need snacks,
Stonehead"
558,"Hey $p,

Why'd you write us a letter? We're right here in Sinfall.

Cudgelface don't read so good. Just stop by and say hi next time.

--Rendle"
559,"Hey $p,

This what it feels like be a fancy noble, gettin' letters all the time?

Not sure I like it. Talkin's easier and I'm a lot better at it.

You see the fancy calligraphy I did on your name at the top?

Took too long, so I stopped after that. But it looks great, yeah?

Anyway, gotta run. How do dem fancy fangs end letters?

Probably some big swirly calligraphy, right?

<The rest of the page is covered in excessively large swirls.>"
560,"This is Cudgelface.

Thanks for letter.

I like letters now.

I write letters now.

I'm learning new things.

This is Cudgelface."
561,"Greetings old friend,

I am certain you would be amused to know that your letter surprised me. Quite literally.

The stone fiend threw it at me while I was locking up one of the crypts.

That particular messenger must have had a grudge against me.

You never can fully trust a stone fiend. Stone fiends must obey our orders, but they are devilishly good at finding loopholes when they want to.

I have ordered my messenger directly to not throw, toss, or lob this letter at you. Hopefully it works.

Sincerely,
Cryptkeeper Kassir"
562,"Greetings old friend,

I was encouraged by your letter. I am confident that Sinfall is in capable hands.

Would you please ask the Accuser to stop by my crypts the next time she travels to the Halls of Atonement?

I could use her advice on a certain situation with one of the souls we found in the crypts.

Most unusual...

Sincerely,
Cryptkeeper Kassir"
563,"Greetings old friend,

You must forgive my short reply. The Chamberlain's thugs have cracked open one of my crypts again!

They stole the soul that I was tending to, and put a mirror in the crypt instead.

Do not worry, I did not follow them through it.

I know better than to wander into a mirror when I do not know its destination.

Sincerely,
Cryptkeeper Kassir"
564,"If you can read this, you must really be $p.

I enchanted the parchment to reveal my true message only to you.

Everyone else will see a drawing of Bwonsamdi's behind--ha!

That's what they deserve for reading someone else's letter!

Anyway, I don't really have anything to say, I just really wanted to trick someone into looking at the drawing.

Leave it somewhere that the Prince will find it. That'd be hilarious!

See you soon,
Lady Moonberry"
565,"Heya $p,

Thanks for the letter. I read it to Lemonseed and the gang and everyone here loved it!

They're all so jealous that I get to attend the Ember Court with you. They're begging me to take them to the next one.

What a great opportunity to play some tricks on them all...

See? Even when the Ember Court isn't happening, it's still fun!

Talk to you soon,
Lady Moonberry"
566,"$p,

We're best friends, right?

And best friends don't ask uncomfortable questions when asked for a favor, right?

Right?

Okay, good.

I need you to send me twenty dredgers in a crate. Give them all muckbombs and confetti, with orders to shout ""Gotcha!"" when the crate is opened.

I'll owe you one,
Lady Moonberry"
567,"To $p,

Thank you for sending an exhaustive report of your recent hunts.

Not all of them appear relevant to the Wild Hunt's current endeavors, but they are impressive regardless.

I held the line against an enraged eggtender from Gormhive today. Watcher Ver'lo got the killing blow with a perfectly aimed arrow from the balcony above.

It's a shame you weren't there to see it. You would've appreciated the accuracy of his shot.

Continue the hunt,
Hunt-Captain Korayn"
568,"To $p,

I won't contest the accuracy of your current tally of kills, as reported in your previous letter.

But I do find them suspiciously high. I suppose you are the Maw Walker...

Still, I enjoy our contests and will attempt to keep up with you.

I have recorded one-hundred thirty-eight killing blows since I received your previous letter, and have--

<Hunt-Captain Korayn's writing trails off the page.>

Make that one-hundred fifty-two kills! Sure, a few in that last wave were mites, but I can't afford to be picky when you're so far ahead!

Beat that,
Hunt-Captain Korayn"
569,"$p, I received your letter in a rare moment of quiet here at Claw's Edge.

The tales of your recent adventures were most welcome, both to me and the few hunters and grovewardens recovering alongside me.

I hope you don't mind: I shared your stories with them. Your legend is growing faster than you might imagine.

There's no doubt that tales of the mighty Maw Walker will be told around Wild Hunt campfires for a long time in Ardenweald.

I am proud to be a part of your story.

Until we hunt together again,
Hunt-Captain Korayn"
570,"Dear $p,

I hope this letter eventually reaches you. I've learned to be wary of faeries offering to help, but this one brought a letter from you!

Or least a very good imitation of one...

Still, I think we know each other well enough by now to identify one another's writing style.

As to the content of your letter, I trust you know that my grove is always welcome to you. Many have found peace and safety here after troubles in their past, myself included.

Whenever you need respite from the heavy burdens of being the Maw Walker, you will always find it here in Hibernal Hollow.

Sincerely,
Aliothe"
571,"Dear $p,

Your previous letter was the talk of the grove.

Guardian Molan was impressed by the tales of your recent battles. He requests that you send more details, including sketches of the tactical positioning used during the fight.

Na'lor was breathless at the description of the vistas you witnessed on your travels. There is wanderlust in that one...

Taiba and the crafters are eager to inspect your new equipment the next time you visit. They hope to learn a thing or two while repairing it for you.

Your willingness to spread knowledge between the realms has inspired us all.

Thank you,
Aliothe"
572,"Dear $p,

Anima falls like stars in the grove as I write this letter to you. Dazzlewing weaves between them in the sky, giggling.

Teendynneetll remains still, but has not yet noticed that a single star has landed on their shoulder. Or perhaps, they do not mind.

It is moments like this that make the fighting worthwhile. Remember that as you strive toward your next endeavor.

From your previous letter, it sounds like it will be a most worthwhile one.

But as you walk your path and embrace your role as Maw Walker, do not forget to rest in the peaceful moments as well.

They remind us why we must fight.

In rest,
Aliothe"
