ID,Type,SplineType,Red,Green,Blue,Alpha,Flags
17457,2,2,255,0,255,255,2
17458,2,2,255,0,255,255,2
17465,2,2,255,0,255,255,2
17466,2,2,255,0,255,255,2
17467,3,0,255,0,255,255,2
17468,5,3,255,255,0,255,2
17470,2,2,255,0,255,255,2
17471,2,2,255,0,255,255,2
17472,2,2,255,0,255,255,2
17473,2,2,255,0,255,255,2
17474,2,2,255,0,255,255,2
17475,2,2,255,0,255,255,2
17476,3,0,0,0,255,255,2
17477,3,0,0,68,255,255,2
17478,3,0,0,0,255,255,2
17479,3,0,0,0,255,255,2
17480,3,0,0,255,73,255,2
17481,3,0,0,0,255,255,2
17487,2,2,255,0,255,255,2
17488,2,2,255,0,255,255,2
17489,2,2,255,0,255,255,2
17490,3,0,0,0,255,255,2
17491,2,2,255,0,255,255,2
17492,2,2,255,0,255,255,2
17493,2,2,255,0,255,255,2
17494,2,2,255,0,255,255,2
17495,2,2,255,0,255,255,2
17496,2,2,255,0,255,255,2
17497,2,2,255,0,255,255,2
17498,2,2,255,0,255,255,2
17502,3,0,0,0,255,255,2
17503,3,0,30,255,0,255,2
17504,3,0,255,12,0,255,2
17508,3,0,255,119,0,255,2
17509,3,0,140,0,255,255,2
17510,2,2,255,0,255,255,2
17512,3,0,0,255,238,255,2
17523,4,1,0,255,255,255,2
17524,4,1,0,255,255,255,2
17526,4,1,0,255,255,255,2
17527,4,1,0,255,255,255,2
17528,4,1,0,255,255,255,2
17529,4,1,0,255,255,255,2
17538,5,3,255,255,0,255,2
17539,3,0,255,0,211,255,2
17542,2,2,255,0,255,255,2
17543,3,0,0,0,255,255,2
17546,5,3,255,255,0,255,3
17552,3,0,255,0,255,255,2
17563,2,2,255,0,255,255,2
17564,4,1,0,255,255,255,2
17565,3,1,0,255,255,255,2
17566,4,1,0,255,255,255,2
17567,3,1,0,255,255,255,2
17568,4,1,0,255,255,255,2
17569,3,1,0,255,255,255,2
17570,2,2,255,0,255,255,2
17571,2,2,255,0,255,255,2
17572,2,2,255,0,255,255,2
17573,2,2,255,0,255,255,2
17574,2,2,255,0,255,255,2
17575,2,2,255,0,255,255,2
17576,4,1,0,255,255,255,2
17577,3,1,0,255,255,255,2
17578,4,1,0,255,255,255,2
17579,3,1,0,255,255,255,2
17632,3,0,0,0,255,255,2
17634,2,2,255,0,255,255,2
17635,2,2,255,0,255,255,2
17636,2,2,255,0,255,255,2
17637,2,2,255,0,255,255,2
17638,2,2,255,0,255,255,2
17641,4,1,0,255,255,255,2
17642,3,1,0,255,255,255,2
17645,4,1,0,255,255,255,2
17646,3,1,0,255,255,255,2
17648,4,1,0,255,255,255,2
17649,3,1,0,255,255,255,2
17651,4,1,0,255,255,255,2
17652,3,1,0,255,255,255,2
17653,4,1,0,255,255,255,2
17658,2,2,255,0,255,255,3
17660,4,1,0,255,255,255,2
17661,4,1,255,0,237,255,2
17662,4,1,255,244,0,255,2
17663,4,1,255,36,0,255,2
17664,5,3,255,255,0,255,3
17665,5,3,255,255,0,255,3
17666,3,0,0,0,255,255,2
17667,3,0,0,0,255,255,2
17668,3,0,0,0,255,255,2
17672,2,2,0,255,255,255,2
17674,2,2,255,0,255,255,2
17675,2,2,255,0,255,255,2
17777,4,1,0,255,255,255,2
17778,4,1,0,255,255,255,2
17779,5,3,255,255,0,255,3
17780,4,1,0,255,255,255,2
17781,4,1,0,255,255,255,2
17782,5,3,255,0,255,255,2
17784,4,1,173,0,255,255,2
17785,4,1,173,0,255,255,2
17787,4,1,0,255,255,255,2
17788,4,1,0,255,255,255,2
17789,4,1,173,0,255,255,2
17790,4,1,0,255,255,255,2
17791,4,1,0,255,255,255,2
17792,4,1,0,255,255,255,2
17793,4,1,0,255,255,255,2
17794,4,1,0,255,255,255,2
17817,2,2,227,188,17,255,2
17818,2,2,255,94,0,255,2
17819,2,2,255,239,0,255,2
17820,2,2,255,58,0,255,2
17821,2,2,255,0,255,255,2
17824,4,1,255,0,255,255,2
17825,4,1,255,0,255,255,2
17826,3,0,0,0,255,255,2
17827,3,0,0,0,255,255,2
17828,3,0,0,0,255,255,2
17829,3,0,0,0,255,255,2
17830,3,0,0,0,255,255,2
17831,3,0,0,0,255,255,3
17832,3,0,0,0,255,255,3
17833,3,0,0,0,255,255,3
17834,3,0,0,0,255,255,2
17835,3,0,0,0,255,255,2
17858,4,1,0,255,255,255,2
17859,4,1,0,255,255,255,2
17860,2,2,255,0,255,255,2
17861,2,2,255,0,255,255,2
17862,2,2,255,0,255,255,2
17863,2,2,255,0,255,255,2
17864,2,2,255,0,255,255,2
17865,2,2,255,0,255,255,2
17899,2,2,255,0,255,255,2
17900,4,1,0,255,255,255,2
17901,4,1,255,0,255,255,2
17902,4,1,0,255,255,255,2
17903,4,1,0,255,255,255,2
17904,4,1,0,255,255,255,2
17905,4,1,0,255,255,255,2
17906,4,1,0,255,255,255,2
17907,4,1,0,255,255,255,2
17908,4,1,0,255,255,255,2
17909,4,2,255,0,255,255,2
17910,4,1,0,255,255,255,2
17911,2,2,255,0,255,255,2
17912,2,2,255,0,255,255,2
17913,3,0,0,0,255,255,2
17914,3,0,0,0,255,255,2
17915,2,2,255,0,255,255,2
17916,2,2,255,0,255,255,2
17917,2,2,255,0,255,255,2
17918,3,0,0,0,255,255,2
17919,3,0,15,255,0,255,2
17923,3,0,0,0,255,255,2
17924,4,1,0,255,255,255,2
17925,4,1,0,255,255,255,2
17926,4,1,173,0,255,255,2
17928,3,0,0,0,255,255,2
17930,3,0,162,255,0,255,3
17931,3,0,255,69,0,255,3
17933,4,1,119,255,0,255,3
17934,2,2,255,0,255,255,2
17935,4,1,0,255,255,255,2
17936,4,1,0,255,255,255,2
17937,4,1,0,255,255,255,2
17938,4,0,0,255,255,255,2
17939,2,2,255,0,255,255,2
17940,2,2,255,0,255,255,2
17941,2,2,255,0,255,255,2
17942,4,1,0,255,255,255,2
17943,4,1,0,255,255,255,2
17944,4,1,0,255,255,255,2
17945,2,2,255,0,255,255,2
17946,2,2,255,0,255,255,2
17947,4,1,0,255,255,255,2
17948,4,1,0,255,255,255,2
17995,4,1,0,255,255,255,2
17997,4,1,173,0,255,255,2
17998,4,1,0,255,255,255,2
17999,4,1,173,0,255,255,2
18000,4,1,173,0,255,255,2
18003,4,1,0,255,255,255,2
18004,4,1,0,255,255,255,2
18005,4,1,0,255,255,255,2
18007,4,1,0,255,255,255,2
18008,4,1,0,255,255,255,2
18009,4,1,0,255,255,255,2
18010,4,1,0,255,255,255,2
18011,4,1,0,255,255,255,2
18012,4,1,0,255,255,255,2
18013,4,1,0,255,255,255,2
18014,4,1,0,255,255,255,2
18015,4,1,0,255,255,255,2
18016,4,1,0,255,255,255,2
18017,4,1,0,255,255,255,2
18024,2,2,255,0,255,255,2
18025,2,2,255,0,255,255,2
18026,2,2,255,0,255,255,2
18027,2,2,255,0,255,255,2
18028,2,2,255,0,255,255,2
18029,2,2,255,0,255,255,2
18030,2,2,255,0,255,255,2
18031,2,2,255,0,255,255,2
18032,2,2,255,0,255,255,2
18045,5,3,255,255,0,255,2
18046,2,2,255,0,255,255,2
18047,3,0,0,0,255,255,2
18048,2,2,0,255,255,255,2
18049,2,2,0,255,255,255,2
18050,2,2,255,0,255,255,2
18051,2,2,0,255,255,255,2
18052,4,1,119,255,0,255,3
18053,4,1,119,255,0,255,3
18054,3,0,162,255,0,255,3
18055,4,1,119,255,0,255,3
18056,3,0,162,255,0,255,3
18057,3,0,162,255,0,255,3
18058,3,0,162,255,0,255,3
18059,4,1,119,255,0,255,3
18060,2,2,255,0,255,255,2
18061,2,2,255,0,255,255,2
18062,2,2,255,0,255,255,2
18063,2,2,255,0,255,255,2
18064,2,2,255,0,255,255,2
18065,2,2,255,0,255,255,2
18066,2,2,255,0,255,255,2
18067,2,2,255,0,255,255,2
18068,3,0,0,0,255,255,2
18069,3,0,255,250,0,255,2
18070,3,0,129,255,0,255,2
18071,3,0,255,222,114,255,2
18072,3,0,255,0,23,255,2
18073,3,0,209,0,255,255,2
18074,3,0,0,164,255,255,2
18075,2,2,255,0,255,255,2
18076,2,2,255,0,255,255,2
18081,4,1,0,255,255,255,2
18082,4,1,0,255,255,255,2
18084,2,2,255,0,255,255,2
18085,2,2,255,0,255,255,2
18086,2,2,255,0,255,255,2
18087,2,2,255,0,255,255,2
18088,2,2,255,0,255,255,2
18089,4,1,0,255,255,255,2
18090,4,1,0,255,255,255,2
18093,4,1,0,255,255,255,2
18094,4,1,0,255,255,255,2
18095,2,2,255,0,255,255,2
18096,2,2,255,0,255,255,2
18097,4,1,0,255,255,255,2
18098,4,1,255,0,255,255,2
18099,2,2,255,0,255,255,2
18100,2,2,255,0,255,255,2
18101,2,2,255,0,255,255,2
18102,2,2,255,0,255,255,2
18103,2,2,255,0,255,255,2
18104,2,2,255,0,255,255,2
18105,2,2,255,0,255,255,2
18106,2,2,255,0,255,255,2
18107,2,2,255,0,255,255,2
18108,2,2,255,0,255,255,2
18109,2,2,255,0,255,255,2
18110,3,0,0,0,255,255,3
18111,3,0,0,0,255,255,3
18113,4,1,0,255,255,255,2
18114,3,1,0,255,255,255,2
18141,4,1,0,255,255,255,2
18142,3,0,0,255,255,255,2
18143,4,1,0,255,255,255,2
18144,4,1,0,255,255,255,2
18145,3,0,0,255,255,255,2
18147,3,1,0,255,255,255,2
18148,4,1,0,255,255,255,2
18149,3,1,0,255,255,255,2
18150,4,1,0,255,255,255,2
18151,3,1,0,255,255,255,2
18152,4,1,0,255,255,255,2
18153,3,1,0,255,255,255,2
18154,4,1,0,255,255,255,2
18155,3,0,0,255,255,255,2
18156,4,1,0,255,255,255,2
18157,3,0,0,255,255,255,2
18158,4,1,0,255,255,255,2
18159,3,0,0,255,255,255,2
18160,4,1,0,255,255,255,2
18161,3,1,0,255,255,255,2
18162,3,1,0,255,255,255,2
18163,4,1,0,255,255,255,2
18164,4,1,0,255,255,255,2
18165,3,1,0,255,255,255,2
18166,4,1,0,255,255,255,2
18167,3,1,0,255,255,255,2
18168,4,1,0,255,255,255,2
18169,3,0,0,255,255,255,2
18170,4,1,0,255,255,255,2
18171,3,0,0,255,255,255,2
18172,4,1,0,255,255,255,2
18173,3,1,0,255,255,255,2
18174,4,1,0,255,255,255,2
18175,3,0,0,255,255,255,2
18176,4,1,0,255,255,255,2
18177,3,0,0,255,255,255,2
18178,4,1,0,255,255,255,2
18179,3,1,0,255,255,255,2
18181,2,2,255,0,255,255,2
18183,2,2,255,0,255,255,2
18184,2,2,255,0,255,255,2
18185,3,0,0,0,255,255,2
18186,3,0,0,0,255,255,2
18187,3,0,0,0,255,255,2
18188,3,0,0,0,255,255,2
18189,3,0,0,0,255,255,2
18190,3,0,0,0,255,255,2
18191,2,2,255,0,255,255,2
18192,2,2,255,0,255,255,2
18193,2,2,255,0,255,255,2
18196,5,3,10,255,0,255,3
18198,5,3,255,0,255,255,2
18199,4,1,0,255,255,255,2
18200,3,0,0,255,255,255,2
18202,5,3,255,255,0,255,3
18203,5,3,255,0,24,255,3
18204,5,3,0,15,255,255,3
18261,2,2,255,0,255,255,2
18267,5,3,255,0,255,255,3
18268,5,3,255,255,0,255,3
18270,5,3,255,255,0,255,3
18271,5,3,4,255,0,255,3
18273,5,3,0,234,255,255,3
18274,5,3,255,132,0,255,3
18282,5,3,255,255,0,255,2
18283,5,3,255,255,0,255,2
18284,5,3,255,255,0,255,2
18285,5,3,255,255,0,255,2
18286,5,3,255,255,0,255,2
18287,5,3,255,255,0,255,2
18288,5,3,255,255,0,255,2
18289,5,3,255,255,0,255,2
18291,2,2,255,0,255,255,2
18292,2,2,255,0,255,255,2
18294,4,1,0,255,255,255,2
18295,3,1,0,255,255,255,2
18296,5,3,255,255,0,255,2
18297,5,3,255,255,0,255,2
18298,5,3,255,255,0,255,2
18299,5,3,255,255,0,255,2
18300,5,3,255,255,0,255,2
18301,5,3,255,255,0,255,2
18302,5,3,255,255,0,255,2
18303,5,3,255,255,0,255,2
18304,4,1,0,255,255,255,2
18305,3,1,0,255,255,255,2
18306,4,1,0,255,255,255,2
18307,3,1,0,255,255,255,2
18308,4,1,0,255,255,255,2
18309,3,1,0,255,255,255,2
18310,4,1,0,255,255,255,2
18311,3,1,0,255,255,255,2
18312,4,1,0,255,255,255,2
18313,3,1,0,255,255,255,2
18314,4,1,0,255,255,255,2
18315,3,1,0,255,255,255,2
18317,4,1,0,255,255,255,2
18318,3,1,0,255,255,255,2
18319,4,1,0,255,255,255,2
18320,3,1,0,255,255,255,2
18321,4,1,0,255,255,255,2
18322,3,1,0,255,255,255,2
18323,4,1,0,255,255,255,2
18324,3,1,0,255,255,255,2
18325,4,1,0,255,255,255,2
18326,3,1,0,255,255,255,2
18327,4,1,0,255,255,255,2
18328,3,1,0,255,255,255,2
18329,4,1,0,255,255,255,2
18330,3,1,0,255,255,255,2
18331,4,1,0,255,255,255,2
18332,3,1,0,255,255,255,2
18333,4,1,0,255,255,255,2
18334,3,1,0,255,255,255,2
18337,4,1,0,0,255,255,2
18338,4,1,0,255,255,255,2
18340,4,1,0,255,255,255,2
18341,4,1,0,255,255,255,2
18406,4,1,0,255,255,255,2
18407,3,1,0,255,255,255,2
18408,4,1,0,255,255,255,2
18409,3,1,0,255,255,255,2
18414,3,0,0,0,255,255,2
18415,3,0,0,0,255,255,2
18416,3,0,0,0,255,255,2
18417,3,0,0,0,255,255,2
18418,2,2,255,0,255,255,2
18419,2,2,255,0,255,255,2
18420,2,2,255,0,255,255,2
18421,2,2,255,0,255,255,2
18422,2,2,255,0,255,255,2
18423,2,2,255,0,255,255,2
18424,2,2,255,0,255,255,2
18425,2,2,255,0,255,255,2
18426,2,2,255,0,255,255,2
18427,2,2,255,0,255,255,2
18428,2,2,255,0,255,255,2
18429,3,0,0,0,255,255,2
18430,2,2,255,0,255,255,2
18483,2,2,255,0,255,255,2
18484,2,2,255,0,255,255,2
18485,2,2,255,0,255,255,2
18486,3,0,0,0,255,255,2
18487,3,0,0,0,255,255,2
18488,3,0,0,0,255,255,2
18489,3,0,0,0,255,255,2
18490,3,0,0,0,255,255,2
18491,2,2,255,0,255,255,2
18492,4,1,0,255,255,255,2
18493,4,1,0,255,255,255,2
18494,2,2,255,0,255,255,2
18501,2,2,255,0,255,255,2
18502,2,2,255,0,255,255,2
18510,4,1,0,255,255,255,2
18512,4,1,0,255,255,255,2
18542,5,3,255,255,0,255,2
18543,5,3,255,255,0,255,2
18544,4,0,0,255,255,255,2
18559,2,2,255,0,255,255,2
18560,2,2,255,0,255,255,2
18563,3,0,98,242,170,255,2
18564,4,1,0,255,255,255,2
18565,4,1,0,255,255,255,2
18566,2,2,255,0,255,255,2
18567,2,2,255,0,255,255,2
18568,2,2,255,0,255,255,2
18572,4,1,0,255,255,255,2
18573,3,0,0,0,255,255,2
18574,2,2,255,0,255,255,2
18575,4,1,0,255,255,255,2
18576,4,1,0,255,255,255,2
18577,4,1,0,255,255,255,2
18578,4,1,0,255,255,255,2
18579,4,1,0,255,255,255,2
18580,4,1,0,255,255,255,2
18581,4,1,0,255,255,255,2
18582,3,0,0,0,255,255,2
18583,4,1,0,255,255,255,2
18584,2,2,255,0,255,255,2
18585,2,2,255,0,255,255,2
18586,2,2,255,0,255,255,2
18587,2,2,255,0,255,255,2
18588,2,2,255,0,255,255,2
18589,2,2,255,0,255,255,2
18590,5,3,255,0,255,255,3
18591,5,3,255,255,0,255,2
18603,2,2,255,0,255,255,2
18604,2,2,255,0,255,255,2
18605,2,2,255,0,255,255,2
18606,2,2,255,0,255,255,2
18607,2,2,255,0,255,255,2
18613,2,2,255,0,255,255,2
18614,2,2,255,0,255,255,2
18620,2,2,255,0,255,255,2
18622,2,2,255,0,255,255,2
18623,2,2,255,0,255,255,2
18626,2,2,255,0,255,255,2
18627,2,2,255,0,255,255,2
18628,2,2,255,0,255,255,2
18629,2,2,255,0,255,255,2
18630,2,2,255,0,255,255,2
18631,3,0,0,0,255,255,2
18632,3,0,0,0,255,255,2
18657,2,2,255,0,255,255,2
18658,3,0,0,0,255,255,2
18660,2,2,255,0,255,255,2
18661,2,2,255,0,255,255,2
18662,2,2,255,0,255,255,2
18663,4,1,0,255,255,255,2
18664,3,0,0,0,255,255,2
18665,3,0,0,0,255,255,2
18666,2,2,255,0,255,255,2
18667,3,0,0,0,255,255,2
18668,2,2,255,0,255,255,2
18669,2,2,255,0,255,255,2
18670,3,0,0,0,255,255,2
18671,2,2,255,0,255,255,2
18672,4,1,0,255,255,255,2
18673,3,0,0,0,255,255,2
18676,3,0,0,0,255,255,2
18677,3,0,0,0,255,255,2
18678,3,0,0,0,255,255,2
18679,3,0,255,0,49,255,2
18680,3,0,255,0,51,255,2
18681,3,0,255,0,24,255,2
18682,2,2,255,0,41,255,2
18683,3,0,255,0,37,255,2
18684,2,2,255,0,255,255,2
18685,2,2,255,0,255,255,2
18686,2,2,255,0,255,255,2
18698,3,0,0,0,255,255,2
18699,3,0,255,0,44,255,2
18703,2,2,255,0,255,255,2
18739,2,2,255,0,255,255,2
18740,5,3,255,255,0,255,2
18742,3,0,0,0,255,255,2
18833,2,2,255,0,255,255,2
18836,2,2,255,0,255,255,2
18837,3,0,0,0,255,255,2
18838,3,0,255,0,255,255,2
18840,3,0,255,0,255,255,2
18841,2,2,255,0,255,255,2
18845,2,2,255,0,255,255,2
18846,2,2,255,0,255,255,2
18848,3,0,0,0,255,255,2
18849,3,0,23,255,0,255,2
18850,2,2,255,0,255,255,2
18851,2,2,255,0,255,255,2
18854,3,0,0,0,255,255,2
18855,3,0,23,255,0,255,2
18857,3,0,0,0,255,255,2
18858,3,0,0,0,255,255,2
18859,3,0,0,0,255,255,2
18860,3,0,23,255,0,255,2
18861,3,0,23,255,0,255,2
18865,3,0,23,255,0,255,2
18866,3,0,0,0,255,255,2
18868,3,0,23,255,0,255,2
18869,3,0,0,0,255,255,2
18870,3,0,89,255,0,255,2
18872,3,0,0,0,255,255,2
18873,3,0,89,255,0,255,2
18874,3,0,0,0,255,255,2
18875,3,0,71,255,0,255,2
18879,4,1,0,255,255,255,2
18880,3,0,0,0,255,255,2
18883,3,0,0,0,255,255,2
18884,3,0,0,0,255,255,2
18886,5,3,255,255,0,255,1
18889,2,2,255,0,255,255,2
18932,5,3,255,0,255,255,3
18939,2,2,0,98,255,255,2
18953,2,2,255,0,255,255,2
18956,3,0,253,255,0,255,2
18968,5,3,255,255,0,255,2
18975,5,3,255,255,0,255,2
18977,5,3,60,255,0,255,2
19057,5,3,255,255,0,255,2
19061,2,2,0,255,0,255,2
19062,2,2,255,255,0,255,2
19063,2,2,255,132,0,255,2
19064,2,2,255,36,0,255,2
19065,3,0,255,0,230,255,2
19066,3,0,0,0,255,255,2
19067,4,0,0,10,255,255,2
19068,4,0,0,244,255,255,2
19069,4,0,19,255,0,255,2
19070,3,0,255,44,0,255,2
19071,4,0,176,255,0,255,2
19072,3,0,0,0,60,255,2
19073,3,0,0,111,120,255,2
19075,4,0,255,0,255,255,2
19076,3,0,0,0,255,255,2
19077,3,0,255,0,255,255,2
19078,3,0,255,0,255,255,2
19079,2,2,255,0,255,255,2
19080,4,0,255,0,255,255,2
19081,4,0,0,0,255,255,2
19083,5,3,0,251,255,255,3
19088,5,3,0,251,255,255,3
19092,5,3,255,255,0,255,3
19093,5,3,255,255,0,255,2
19094,5,3,255,255,0,255,2
19095,2,2,0,255,0,255,2
19096,4,1,0,255,255,255,2
19097,3,0,0,0,255,255,2
19099,3,0,0,0,255,255,2
19101,3,0,255,44,0,255,2
19111,3,0,0,135,255,255,2
19112,3,0,0,135,255,255,2
19113,3,0,0,135,255,255,2
19114,3,0,0,135,255,255,2
19126,3,0,0,23,255,255,2
19127,3,0,255,35,0,255,2
19129,3,0,199,235,131,255,2
19130,3,0,199,235,131,255,2
19131,3,0,199,235,131,255,2
19132,3,0,199,235,131,255,2
19133,3,0,199,235,131,255,2
19135,3,0,139,32,179,255,2
19136,3,0,0,255,246,255,2
19137,3,0,255,184,0,255,2
19138,3,0,0,255,246,255,2
19139,3,0,250,255,0,255,2
19141,3,0,0,255,46,255,2
19146,3,0,13,255,0,255,2
19147,2,2,86,0,255,255,2
19148,3,0,255,66,0,255,2
19149,3,0,13,255,0,255,2
19150,3,0,48,184,41,255,2
19152,3,0,13,255,0,255,2
19153,3,0,184,125,41,255,2
19154,3,0,255,248,0,255,2
19162,2,2,255,0,255,255,2
19163,2,2,255,0,255,255,2
19164,2,2,255,0,255,255,2
19165,3,0,0,0,255,255,2
19166,3,0,0,0,255,255,2
19168,3,0,0,0,255,255,2
19169,3,0,0,0,255,255,2
19170,3,0,0,0,255,255,2
19171,3,0,0,0,255,255,2
19173,5,3,255,255,0,255,2
19176,3,0,0,0,255,255,2
19177,3,0,0,0,255,255,2
19178,2,2,255,0,255,255,2
19179,2,2,255,0,255,255,2
19181,5,3,255,255,0,255,2
19188,2,2,255,0,255,255,2
19189,3,0,0,0,255,255,2
19190,3,0,255,0,255,255,2
19192,2,2,255,0,255,255,2
19193,2,2,255,0,255,255,2
19194,2,2,255,0,255,255,2
19195,3,0,255,0,255,255,2
19197,3,0,0,0,255,255,2
19198,2,2,255,0,255,255,2
19199,2,2,255,0,255,255,2
19200,2,2,255,0,255,255,2
19205,2,2,255,0,255,255,2
19206,4,1,0,255,255,255,2
19207,2,2,255,0,255,255,2
19210,5,3,255,255,0,255,2
19211,5,3,255,0,207,255,2
19212,3,0,0,0,255,255,2
19213,3,0,0,0,255,255,2
19214,2,2,255,0,255,255,2
19219,3,0,0,0,255,255,3
19220,3,0,255,0,141,255,3
19250,4,0,0,255,255,255,2
19251,3,0,0,0,255,255,2
19253,4,0,0,255,255,255,2
19254,3,1,0,0,255,255,2
19258,3,0,0,0,255,255,2
19259,4,1,0,255,255,255,2
19264,3,0,0,0,255,255,2
19265,3,0,0,0,255,255,2
19266,3,0,0,0,255,255,2
19267,3,0,0,0,255,255,2
19268,3,0,0,0,255,255,2
19269,3,0,0,0,255,255,2
19270,3,0,0,0,255,255,2
19271,3,0,0,0,255,255,2
19272,3,0,0,0,255,255,2
19273,3,0,0,0,255,255,2
19274,3,0,0,0,255,255,2
19275,3,0,0,0,255,255,2
19276,3,0,0,0,255,255,2
19277,3,0,0,0,255,255,2
19278,4,1,0,255,255,255,2
19279,3,1,0,255,255,255,2
19280,3,0,255,0,255,255,2
19281,5,3,255,255,0,255,2
19282,2,2,255,144,0,255,2
19283,2,2,255,132,0,255,2
19291,2,2,255,154,0,255,2
19292,2,2,72,208,255,255,2
19293,3,0,0,255,29,255,2
19295,3,1,0,255,255,255,2
19296,4,1,0,255,255,255,2
19297,4,1,0,255,255,255,2
19298,3,1,0,255,255,255,2
19299,3,0,0,189,255,255,2
19300,3,0,0,0,255,255,2
19302,5,3,255,255,0,255,3
19303,4,1,0,255,255,255,2
19304,3,1,0,255,255,255,2
19305,4,1,0,255,255,255,2
19306,3,1,0,255,255,255,2
19307,4,1,0,255,255,255,2
19308,3,1,0,255,255,255,2
19309,4,1,0,255,255,255,2
19310,3,1,0,255,255,255,2
19311,4,1,0,255,255,255,2
19312,3,1,0,255,255,255,2
19314,4,1,0,255,255,255,2
19315,3,1,0,255,255,255,2
19316,4,1,0,255,255,255,2
19317,3,1,0,255,255,255,2
19318,4,1,0,255,255,255,2
19319,3,1,0,255,255,255,2
19320,4,1,0,255,255,255,2
19321,3,1,0,255,255,255,2
19322,4,1,0,255,255,255,2
19323,3,1,0,255,255,255,2
19324,2,2,255,0,255,255,2
19325,3,0,0,153,255,255,2
19326,4,1,0,255,255,255,2
19327,3,1,0,255,255,255,2
19328,4,1,0,255,255,255,2
19329,3,1,0,255,255,255,2
19330,3,0,218,255,0,255,2
19338,3,0,255,0,255,255,2
19349,5,3,255,255,0,255,2
19351,4,1,0,255,255,255,2
19353,4,1,0,255,255,255,2
19354,4,1,0,255,255,255,2
19355,3,1,0,255,255,255,2
19356,3,1,0,255,255,255,2
19370,4,1,0,255,255,255,2
19371,3,1,255,0,18,255,2
19372,4,1,0,255,255,255,2
19373,3,1,0,255,255,255,2
19374,4,1,0,255,255,255,2
19375,3,1,255,3,0,255,2
19376,4,1,0,255,255,255,2
19377,3,1,255,0,42,255,2
19378,4,1,255,0,255,255,2
19379,3,1,255,0,5,255,2
19380,4,1,0,255,255,255,2
19381,3,0,255,0,36,255,2
19382,4,1,255,0,255,255,2
19383,3,1,255,0,40,255,2
19384,4,1,0,255,255,255,2
19386,4,1,0,255,255,255,2
19387,3,0,255,0,17,255,2
19436,3,1,0,255,255,255,2
19438,3,1,0,255,255,255,2
19439,4,1,0,255,255,255,2
19440,4,1,0,255,255,255,2
19441,4,1,0,255,255,255,2
19442,4,1,0,255,255,255,2
19443,3,1,0,255,255,255,2
19444,3,1,0,255,255,255,2
19445,3,1,0,255,255,255,2
19446,3,1,0,255,255,255,2
19448,4,1,0,255,255,255,2
19449,4,1,0,255,255,255,2
19450,4,0,255,17,0,255,2
19451,3,0,208,255,0,255,2
19452,4,1,0,255,255,255,2
19453,3,1,0,255,255,255,2
19454,4,1,0,255,255,255,2
19455,3,1,0,255,255,255,2
19456,4,1,0,255,255,255,2
19457,3,1,0,255,255,255,2
19458,4,1,32,111,150,255,2
19459,3,0,0,0,255,255,2
19460,3,0,255,172,0,255,2
19464,4,0,0,255,255,255,2
19465,3,1,0,255,255,255,2
19466,3,0,0,0,255,255,2
19467,3,0,0,0,255,255,2
19468,3,0,0,0,255,255,3
19469,3,0,255,172,0,255,2
19471,3,1,0,0,255,255,2
19472,3,0,0,0,255,255,2
19473,4,1,0,255,255,255,2
19474,3,1,0,255,255,255,2
19475,4,1,0,255,255,255,2
19476,3,0,0,0,255,255,2
19478,2,2,4,255,0,255,2
19479,3,1,255,0,40,255,2
19481,2,2,255,0,20,255,2
19482,4,1,0,255,255,255,2
19483,2,2,255,0,20,255,2
19484,4,1,0,255,255,255,2
19485,4,1,0,255,255,255,2
19486,4,1,0,255,255,255,2
19487,3,1,255,0,255,255,2
19503,3,1,255,0,255,255,2
19504,4,1,0,255,255,255,2
19505,3,1,255,4,0,255,2
19506,4,1,0,255,255,255,2
19507,3,1,255,0,15,255,2
19508,4,1,0,255,255,255,2
19509,3,1,255,12,0,255,2
19510,3,1,255,0,255,255,2
19511,4,1,0,255,255,255,2
19512,3,0,255,0,48,255,2
19513,4,1,0,255,255,255,2
19514,3,1,255,0,32,255,2
19515,3,1,255,0,255,255,2
19516,3,1,255,0,255,255,2
19522,2,2,0,98,255,255,2
19523,5,3,255,255,0,255,2
19528,4,1,0,255,255,255,2
19529,3,1,255,12,0,255,2
19530,2,2,255,0,255,255,2
19531,4,1,0,255,255,255,2
19532,3,1,255,12,0,255,2
19533,4,1,0,255,255,255,2
19534,3,1,255,0,15,255,2
19535,2,2,255,0,255,255,2
19536,3,1,255,0,15,255,2
19537,2,2,255,0,255,255,2
19538,3,1,255,0,15,255,2
19539,2,2,255,0,255,255,2
19540,2,2,255,0,255,255,2
19541,2,2,0,255,15,255,2
19545,2,2,0,255,255,255,2
19546,3,1,255,0,255,255,2
19548,2,2,255,0,255,255,2
19549,4,1,0,255,255,255,2
19550,3,1,0,255,255,255,2
19551,2,2,255,0,255,255,2
19553,4,1,0,255,255,255,2
19554,3,1,0,255,255,255,2
19555,4,1,0,255,255,255,2
19556,3,1,0,255,255,255,2
19557,2,2,255,0,255,255,2
19558,2,2,255,0,255,255,2
19559,4,1,0,255,255,255,2
19560,3,1,0,255,255,255,2
19562,4,1,0,255,255,255,0
19563,3,1,255,0,255,255,2
19564,4,1,0,255,255,255,2
19565,2,2,255,0,255,255,2
19566,3,1,255,0,255,255,2
19571,5,3,255,255,0,255,2
19572,4,1,0,255,255,255,2
19573,3,1,255,0,255,255,2
