ID,Level,ClassID,ContentSetID,BaseMana,Field_1_60_1_69876_005,Field_1_60_1_69876_006,CritPerAgility,SpellCritPerIntellect
590,98,5,0,1703,10,571,0.000313,9.1E-05
591,99,5,0,1697,10,571,0.000308,8.9E-05
592,100,5,0,1691,10,571,0.000308,8.8E-05
593,101,5,0,2500000,10,571,0.000308,8.8E-05
594,102,5,0,2500000,10,571,0.000308,8.8E-05
595,103,5,0,2500000,10,571,0.000308,8.8E-05
596,104,5,0,2500000,10,571,0.000308,8.8E-05
597,105,5,0,2500000,10,571,0.000308,8.8E-05
598,106,5,0,2500000,10,571,0.000308,8.8E-05
599,107,5,0,2500000,10,571,0.000308,8.8E-05
600,108,5,0,2500000,10,571,0.000308,8.8E-05
601,109,5,0,2500000,10,571,0.000308,8.8E-05
602,110,5,0,2500000,10,571,0.000308,8.8E-05
603,111,5,0,2500000,10,571,0.000308,8.8E-05
604,112,5,0,2500000,10,571,0.000308,8.8E-05
605,113,5,0,2500000,10,571,0.000308,8.8E-05
606,114,5,0,2500000,10,571,0.000308,8.8E-05
607,115,5,0,2500000,10,571,0.000308,8.8E-05
608,116,5,0,2500000,10,571,0.000308,8.8E-05
609,117,5,0,2500000,10,571,0.000308,8.8E-05
610,118,5,0,2500000,10,571,0.000308,8.8E-05
611,119,5,0,2500000,10,571,0.000308,8.8E-05
612,120,5,0,2500000,10,571,0.000308,8.8E-05
613,121,5,0,2500000,10,571,0.000308,8.8E-05
614,122,5,0,2500000,10,571,0.000308,8.8E-05
615,123,5,0,2500000,10,571,0.000308,8.8E-05
739,1,7,0,55,10,1,0.00165,0.001286
740,2,7,0,61,10,2,0.00165,0.001227
741,3,7,0,68,10,3,0.001571,0.001174
742,4,7,0,91,10,4,0.001571,0.001174
743,5,7,0,100,10,5,0.0015,0.001125
744,6,7,0,110,10,6,0.0015,0.00108
745,7,7,0,121,10,7,0.0015,0.001038
746,8,7,0,133,10,9,0.001435,0.001
747,9,7,0,161,10,11,0.001435,0.000964
748,10,7,0,175,10,13,0.001375,0.000964
749,11,7,0,190,10,18,0.001375,0.0009
750,12,7,0,206,10,24,0.00132,0.000844
751,13,7,0,223,10,29,0.00132,0.000771
752,14,7,0,241,10,35,0.001269,0.00073
753,15,7,0,260,10,40,0.001222,0.000675
754,16,7,0,280,10,46,0.001179,0.000643
755,17,7,0,301,10,51,0.001179,0.000614
756,18,7,0,323,10,57,0.001138,0.000574
757,19,7,0,346,10,62,0.001138,0.000551
758,20,7,0,370,10,68,0.001065,0.000519
759,21,7,0,395,10,73,0.001065,0.0005
760,22,7,0,421,10,79,0.001031,0.000482
761,23,7,0,448,10,84,0.001031,0.000458
762,24,7,0,476,10,90,0.001,0.000443
763,25,7,0,505,10,95,0.000971,0.000422
764,26,7,0,535,10,101,0.000943,0.000409
765,27,7,0,566,10,106,0.000943,0.000397
766,28,7,0,598,10,112,0.000917,0.00038
767,29,7,0,631,10,117,0.000917,0.00037
768,30,7,0,665,10,123,0.000868,0.000355
769,31,7,0,699,10,128,0.000868,0.000342
770,32,7,0,733,10,134,0.000846,0.000333
771,33,7,0,767,10,139,0.000825,0.000321
772,34,7,0,786,10,145,0.000825,0.000314
773,35,7,0,820,10,150,0.000786,0.000303
774,36,7,0,854,10,156,0.000767,0.000293
775,37,7,0,888,10,161,0.000767,0.000287
776,38,7,0,922,10,167,0.00075,0.000278
777,39,7,0,941,10,172,0.00075,0.000273
778,40,7,0,975,10,178,0.000717,0.000262
779,41,7,0,1009,10,183,0.000702,0.000257
780,42,7,0,1028,10,188,0.000702,0.000252
781,43,7,0,1062,10,194,0.000688,0.000245
782,44,7,0,1096,10,199,0.000673,0.000239
783,45,7,0,1115,10,205,0.00066,0.000233
784,46,7,0,1149,10,210,0.000647,0.000227
785,47,7,0,1183,10,216,0.000635,0.000223
786,48,7,0,1202,10,221,0.000623,0.000218
787,49,7,0,1236,10,227,0.000623,0.000213
788,50,7,0,1255,10,232,0.0006,0.000208
789,51,7,0,1289,10,238,0.000589,0.000203
790,52,7,0,1323,10,243,0.000579,0.0002
791,53,7,0,1342,10,249,0.000579,0.000194
792,54,7,0,1376,10,254,0.000569,0.000191
793,55,7,0,1395,10,260,0.00055,0.000186
794,56,7,0,1414,10,265,0.000541,0.000184
795,57,7,0,1448,10,271,0.000532,0.00018
796,58,7,0,1467,10,276,0.000532,0.000175
797,59,7,0,1501,10,282,0.000524,0.000173
798,60,7,0,1520,10,287,0.000508,0.000169
799,61,7,0,1539,10,293,0.0005,0.000166
800,62,7,0,1573,10,298,0.000493,0.000164
801,63,7,0,1592,10,304,0.000485,0.00016
802,64,7,0,1611,10,309,0.000485,0.000157
803,65,7,0,1630,10,315,0.000471,0.000153
804,66,7,0,1664,10,320,0.000465,0.000152
805,67,7,0,1683,10,326,0.000458,0.000149
806,68,7,0,1702,10,331,0.000452,0.000146
807,69,7,0,1721,10,337,0.000446,0.000144
808,70,7,0,1740,10,342,0.000434,0.000141
809,71,7,0,1774,10,365,0.000429,0.000138
810,72,7,0,1793,10,388,0.000423,0.000136
811,73,7,0,1812,10,411,0.000418,0.000134
812,74,7,0,1831,10,434,0.000413,0.000132
813,75,7,0,1850,10,457,0.000402,0.000129
814,76,7,0,1869,10,480,0.000398,0.000127
815,77,7,0,1888,10,503,0.000393,0.000126
816,78,7,0,1907,10,526,0.000388,0.000123
817,79,7,0,1926,10,549,0.000384,0.000122
818,80,7,0,1930,10,571,0.000375,0.000119
819,81,7,0,1949,10,571,0.000371,0.000118
820,82,7,0,1968,10,571,0.000363,0.000116
821,83,7,0,1987,10,571,0.000359,0.000114
822,84,7,0,2006,10,571,0.000355,0.000113
823,85,7,0,2010,10,571,0.000347,0.000111
824,86,7,0,2029,10,571,0.000344,0.000109
825,87,7,0,2048,10,571,0.00034,0.000108
826,88,7,0,2052,10,571,0.000333,0.000106
827,89,7,0,2071,10,571,0.00033,0.000104
828,90,7,0,2090,10,571,0.000324,0.000103
829,91,7,0,2094,10,571,0.00032,0.000101
830,92,7,0,2113,10,571,0.000314,0.0001
831,93,7,0,2117,10,571,0.000311,9.8E-05
832,94,7,0,2136,10,571,0.000308,9.7E-05
833,95,7,0,2140,10,571,0.0003,9.5E-05
834,96,7,0,2159,10,571,0.000297,9.4E-05
835,97,7,0,2163,10,571,0.000295,9.3E-05
836,98,7,0,2167,10,571,0.000289,9.2E-05
837,99,7,0,2171,10,571,0.000287,9E-05
838,100,7,0,2190,10,571,0.000282,8.9E-05
839,101,7,0,2500000,10,571,0.000282,8.9E-05
840,102,7,0,2500000,10,571,0.000282,8.9E-05
841,103,7,0,2500000,10,571,0.000282,8.9E-05
842,104,7,0,2500000,10,571,0.000282,8.9E-05
843,105,7,0,2500000,10,571,0.000282,8.9E-05
844,106,7,0,2500000,10,571,0.000282,8.9E-05
845,107,7,0,2500000,10,571,0.000282,8.9E-05
846,108,7,0,2500000,10,571,0.000282,8.9E-05
847,109,7,0,2500000,10,571,0.000282,8.9E-05
848,110,7,0,2500000,10,571,0.000282,8.9E-05
849,111,7,0,2500000,10,571,0.000282,8.9E-05
850,112,7,0,2500000,10,571,0.000282,8.9E-05
851,113,7,0,2500000,10,571,0.000282,8.9E-05
852,114,7,0,2500000,10,571,0.000282,8.9E-05
853,115,7,0,2500000,10,571,0.000282,8.9E-05
854,116,7,0,2500000,10,571,0.000282,8.9E-05
855,117,7,0,2500000,10,571,0.000282,8.9E-05
856,118,7,0,2500000,10,571,0.000282,8.9E-05
857,119,7,0,2500000,10,571,0.000282,8.9E-05
858,120,7,0,2500000,10,571,0.000282,8.9E-05
859,121,7,0,2500000,10,571,0.000282,8.9E-05
860,122,7,0,2500000,10,571,0.000282,8.9E-05
861,123,7,0,2500000,10,571,0.000282,8.9E-05
862,1,8,0,100,10,1,0.0009,0.00192
863,2,8,0,110,10,2,0.0009,0.001846
864,3,8,0,121,10,3,0.0009,0.001778
865,4,8,0,118,10,4,0.000857,0.001655
866,5,8,0,131,10,5,0.000857,0.0016
867,6,8,0,145,10,6,0.000857,0.001548
868,7,8,0,160,10,7,0.000857,0.0015
869,8,8,0,161,10,9,0.000857,0.001455
870,9,8,0,178,10,11,0.000857,0.001371
871,10,8,0,196,10,13,0.000818,0.001333
872,11,8,0,215,10,18,0.000818,0.001231
873,12,8,0,220,10,24,0.000818,0.001091
874,13,8,0,241,10,29,0.000818,0.001021
875,14,8,0,263,10,35,0.000818,0.000857
876,15,8,0,271,10,40,0.000783,0.000787
877,16,8,0,295,10,46,0.000783,0.00075
878,17,8,0,305,10,51,0.000783,0.000706
879,18,8,0,331,10,57,0.000783,0.000667
880,19,8,0,343,10,62,0.000783,0.000632
881,20,8,0,371,10,68,0.00075,0.000593
882,21,8,0,385,10,73,0.00075,0.000571
883,22,8,0,415,10,79,0.00075,0.000539
884,23,8,0,431,10,84,0.00075,0.000522
885,24,8,0,463,10,90,0.00072,0.000495
886,25,8,0,481,10,95,0.00072,0.000475
887,26,8,0,515,10,101,0.00072,0.000457
888,27,8,0,535,10,106,0.00072,0.000436
889,28,8,0,556,10,112,0.00072,0.000397
890,29,8,0,592,10,117,0.000692,0.000381
891,30,8,0,613,10,123,0.000692,0.000366
892,31,8,0,634,10,128,0.000692,0.000358
893,32,8,0,670,10,134,0.000692,0.000345
894,33,8,0,691,10,139,0.000667,0.000336
895,34,8,0,712,10,145,0.000667,0.000327
896,35,8,0,733,10,150,0.000667,0.000316
897,36,8,0,754,10,156,0.000643,0.000308
898,37,8,0,790,10,161,0.000643,0.000298
899,38,8,0,811,10,167,0.000643,0.000291
900,39,8,0,832,10,172,0.000643,0.000282
901,40,8,0,853,10,178,0.000621,0.000276
902,41,8,0,874,10,183,0.000621,0.00027
903,42,8,0,895,10,188,0.000621,0.000253
904,43,8,0,916,10,194,0.000621,0.000247
905,44,8,0,937,10,199,0.0006,0.000241
906,45,8,0,958,10,205,0.0006,0.000235
907,46,8,0,979,10,210,0.0006,0.000231
908,47,8,0,1000,10,216,0.000581,0.000225
909,48,8,0,1021,10,221,0.000581,0.00022
910,49,8,0,1042,10,227,0.000581,0.000215
911,50,8,0,1048,10,232,0.000563,0.000211
912,51,8,0,1069,10,238,0.000563,0.000207
913,52,8,0,1090,10,243,0.000563,0.000203
914,53,8,0,1111,10,249,0.000545,0.000199
915,54,8,0,1117,10,254,0.000545,0.000194
916,55,8,0,1138,10,260,0.000545,0.00019
917,56,8,0,1159,10,265,0.000529,0.000181
918,57,8,0,1165,10,271,0.000529,0.000177
919,58,8,0,1186,10,276,0.000529,0.000175
920,59,8,0,1192,10,282,0.000514,0.000171
921,60,8,0,1213,10,287,0.000514,0.000168
922,61,8,0,1219,10,293,0.000514,0.000166
923,62,8,0,1240,10,298,0.0005,0.000162
924,63,8,0,1246,10,304,0.0005,0.000159
925,64,8,0,1267,10,309,0.0005,0.000157
926,65,8,0,1273,10,315,0.000486,0.000154
927,66,8,0,1279,10,320,0.000486,0.000152
928,67,8,0,1300,10,326,0.000474,0.000149
929,68,8,0,1306,10,331,0.000474,0.000147
930,69,8,0,1312,10,337,0.000474,0.000144
931,70,8,0,1318,10,342,0.000462,0.000142
932,71,8,0,1339,10,365,0.000462,0.00014
933,72,8,0,1345,10,388,0.00045,0.000138
934,73,8,0,1351,10,411,0.00045,0.000136
935,74,8,0,1357,10,434,0.000439,0.000133
936,75,8,0,1363,10,457,0.000439,0.000131
937,76,8,0,1369,10,480,0.000439,0.000129
938,77,8,0,1375,10,503,0.000429,0.000127
939,78,8,0,1366,10,526,0.000429,0.000126
940,79,8,0,1372,10,549,0.000419,0.000124
941,80,8,0,1378,10,571,0.000419,0.000122
942,81,8,0,1384,10,571,0.000409,0.00012
943,82,8,0,1390,10,571,0.000409,0.000118
944,83,8,0,1381,10,571,0.0004,0.000117
945,84,8,0,1387,10,571,0.0004,0.000115
946,85,8,0,1378,10,571,0.000391,0.000113
947,86,8,0,1384,10,571,0.000391,0.000112
948,87,8,0,1375,10,571,0.000383,0.00011
949,88,8,0,1381,10,571,0.000383,0.000109
950,89,8,0,1372,10,571,0.000375,0.000107
951,90,8,0,1378,10,571,0.000375,0.000105
952,91,8,0,1369,10,571,0.000367,0.000104
953,92,8,0,1360,10,571,0.000367,0.000103
954,93,8,0,1351,10,571,0.00036,0.000101
955,94,8,0,1357,10,571,0.000353,0.0001
956,95,8,0,1348,10,571,0.000353,9.9E-05
957,96,8,0,1339,10,571,0.000346,9.8E-05
958,97,8,0,1330,10,571,0.000346,9.6E-05
959,98,8,0,1321,10,571,0.00034,9.5E-05
960,99,8,0,1312,10,571,0.00034,9.4E-05
961,100,8,0,1288,10,571,0.000333,9.2E-05
962,101,8,0,2500000,10,571,0.000333,9.2E-05
963,102,8,0,2500000,10,571,0.000333,9.2E-05
964,103,8,0,2500000,10,571,0.000333,9.2E-05
965,104,8,0,2500000,10,571,0.000333,9.2E-05
966,105,8,0,2500000,10,571,0.000333,9.2E-05
967,106,8,0,2500000,10,571,0.000333,9.2E-05
968,107,8,0,2500000,10,571,0.000333,9.2E-05
969,108,8,0,2500000,10,571,0.000333,9.2E-05
970,109,8,0,2500000,10,571,0.000333,9.2E-05
971,110,8,0,2500000,10,571,0.000333,9.2E-05
972,111,8,0,2500000,10,571,0.000333,9.2E-05
973,112,8,0,2500000,10,571,0.000333,9.2E-05
974,113,8,0,2500000,10,571,0.000333,9.2E-05
975,114,8,0,2500000,10,571,0.000333,9.2E-05
976,115,8,0,2500000,10,571,0.000333,9.2E-05
977,116,8,0,2500000,10,571,0.000333,9.2E-05
978,117,8,0,2500000,10,571,0.000333,9.2E-05
979,118,8,0,2500000,10,571,0.000333,9.2E-05
980,119,8,0,2500000,10,571,0.000333,9.2E-05
981,120,8,0,2500000,10,571,0.000333,9.2E-05
982,121,8,0,2500000,10,571,0.000333,9.2E-05
983,122,8,0,2500000,10,571,0.000333,9.2E-05
984,123,8,0,2500000,10,571,0.000333,9.2E-05
985,1,9,0,90,10,1,0.0015,0.0015
986,2,9,0,98,10,2,0.0015,0.001435
987,3,9,0,107,10,3,0.001429,0.001375
988,4,9,0,117,10,4,0.001429,0.00132
989,5,9,0,128,10,5,0.001429,0.001269
990,6,9,0,140,10,6,0.001364,0.001222
991,7,9,0,153,10,7,0.001364,0.001179
992,8,9,0,167,10,9,0.001364,0.001138
993,9,9,0,182,10,11,0.001304,0.0011
994,10,9,0,198,10,13,0.001304,0.001065
995,11,9,0,200,10,18,0.00125,0.000971
996,12,9,0,218,10,24,0.00125,0.000892
997,13,9,0,237,10,29,0.00125,0.000825
998,14,9,0,257,10,35,0.0012,0.000767
999,15,9,0,278,10,40,0.001154,0.000717
1000,16,9,0,300,10,46,0.001111,0.000688
1001,17,9,0,308,10,51,0.001111,0.000635
1002,18,9,0,332,10,57,0.001111,0.0006
1003,19,9,0,357,10,62,0.001071,0.000569
1004,20,9,0,383,10,68,0.001034,0.000541
1005,21,9,0,395,10,73,0.001,0.000516
1006,22,9,0,423,10,79,0.001,0.000493
1007,23,9,0,452,10,84,0.000968,0.000471
1008,24,9,0,467,10,90,0.000968,0.000446
1009,25,9,0,498,10,95,0.000909,0.000429
1010,26,9,0,530,10,101,0.000909,0.000418
1011,27,9,0,548,10,106,0.000909,0.000398
1012,28,9,0,582,10,112,0.000882,0.000384
1013,29,9,0,602,10,117,0.000882,0.000367
1014,30,9,0,638,10,123,0.000833,0.000355
1015,31,9,0,674,10,128,0.000833,0.000347
1016,32,9,0,695,10,134,0.000811,0.000333
1017,33,9,0,731,10,139,0.000811,0.000324
1018,34,9,0,752,10,145,0.000789,0.000311
1019,35,9,0,788,10,150,0.000769,0.000303
1020,36,9,0,809,10,156,0.00075,0.000295
1021,37,9,0,830,10,161,0.000732,0.000284
1022,38,9,0,866,10,167,0.000732,0.000277
1023,39,9,0,887,10,172,0.000714,0.000268
1024,40,9,0,923,10,178,0.000698,0.000262
1025,41,9,0,944,10,183,0.000682,0.000256
1026,42,9,0,965,10,188,0.000682,0.000248
1027,43,9,0,1001,10,194,0.000667,0.000243
1028,44,9,0,1022,10,199,0.000667,0.000236
1029,45,9,0,1043,10,205,0.000638,0.000229
1030,46,9,0,1064,10,210,0.000625,0.000224
1031,47,9,0,1100,10,216,0.000625,0.00022
1032,48,9,0,1121,10,221,0.000612,0.000214
1033,49,9,0,1142,10,227,0.0006,0.000209
1034,50,9,0,1163,10,232,0.000588,0.000204
1035,51,9,0,1184,10,238,0.000577,0.0002
1036,52,9,0,1205,10,243,0.000577,0.000195
1037,53,9,0,1226,10,249,0.000566,0.000191
1038,54,9,0,1247,10,254,0.000556,0.000186
1039,55,9,0,1268,10,260,0.000545,0.000182
1040,56,9,0,1289,10,265,0.000536,0.000179
1041,57,9,0,1310,10,271,0.000526,0.000176
1042,58,9,0,1331,10,276,0.000517,0.000172
1043,59,9,0,1352,10,282,0.000517,0.000168
1044,60,9,0,1373,10,287,0.0005,0.000165
1045,61,9,0,1394,10,293,0.000492,0.000163
1046,62,9,0,1415,10,298,0.000492,0.000159
1047,63,9,0,1421,10,304,0.000484,0.000156
1048,64,9,0,1442,10,309,0.000476,0.000153
1049,65,9,0,1463,10,315,0.000462,0.00015
1050,66,9,0,1484,10,320,0.000455,0.000148
1051,67,9,0,1490,10,326,0.000455,0.000145
1052,68,9,0,1511,10,331,0.000448,0.000142
1053,69,9,0,1532,10,337,0.000441,0.00014
1054,70,9,0,1538,10,342,0.000429,0.000137
1055,71,9,0,1559,10,365,0.000423,0.000135
1056,72,9,0,1565,10,388,0.000423,0.000133
1057,73,9,0,1586,10,411,0.000417,0.00013
1058,74,9,0,1592,10,434,0.000411,0.000128
1059,75,9,0,1613,10,457,0.0004,0.000126
1060,76,9,0,1619,10,480,0.000395,0.000124
1061,77,9,0,1625,10,503,0.00039,0.000122
1062,78,9,0,1646,10,526,0.000385,0.00012
1063,79,9,0,1652,10,549,0.00038,0.000118
1064,80,9,0,1658,10,571,0.00037,0.000116
1065,81,9,0,1679,10,571,0.000366,0.000115
1066,82,9,0,1685,10,571,0.000366,0.000113
1067,83,9,0,1691,10,571,0.000361,0.000111
1068,84,9,0,1697,10,571,0.000357,0.000109
1069,85,9,0,1703,10,571,0.000349,0.000107
1070,86,9,0,1709,10,571,0.000345,0.000106
1071,87,9,0,1715,10,571,0.000341,0.000104
1072,88,9,0,1721,10,571,0.000333,0.000102
1073,89,9,0,1727,10,571,0.00033,0.000101
1074,90,9,0,1733,10,571,0.000323,9.9E-05
1075,91,9,0,1739,10,571,0.000319,9.8E-05
1076,92,9,0,1745,10,571,0.000316,9.7E-05
1077,93,9,0,1736,10,571,0.000313,9.5E-05
1078,94,9,0,1742,10,571,0.000309,9.4E-05
1079,95,9,0,1748,10,571,0.000303,9.2E-05
1080,96,9,0,1739,10,571,0.0003,9.1E-05
1081,97,9,0,1745,10,571,0.000297,9E-05
1082,98,9,0,1736,10,571,0.000291,8.8E-05
1083,99,9,0,1742,10,571,0.000288,8.7E-05
1084,100,9,0,1733,10,571,0.000283,8.6E-05
1085,101,9,0,2500000,10,571,0.000283,8.6E-05
1086,102,9,0,2500000,10,571,0.000283,8.6E-05
1087,103,9,0,2500000,10,571,0.000283,8.6E-05
1088,104,9,0,2500000,10,571,0.000283,8.6E-05
1089,105,9,0,2500000,10,571,0.000283,8.6E-05
1090,106,9,0,2500000,10,571,0.000283,8.6E-05
1091,107,9,0,2500000,10,571,0.000283,8.6E-05
1092,108,9,0,2500000,10,571,0.000283,8.6E-05
1093,109,9,0,2500000,10,571,0.000283,8.6E-05
1094,110,9,0,2500000,10,571,0.000283,8.6E-05
1095,111,9,0,2500000,10,571,0.000283,8.6E-05
1096,112,9,0,2500000,10,571,0.000283,8.6E-05
1097,113,9,0,2500000,10,571,0.000283,8.6E-05
1098,114,9,0,2500000,10,571,0.000283,8.6E-05
1099,115,9,0,2500000,10,571,0.000283,8.6E-05
1100,116,9,0,2500000,10,571,0.000283,8.6E-05
1101,117,9,0,2500000,10,571,0.000283,8.6E-05
1102,118,9,0,2500000,10,571,0.000283,8.6E-05
1103,119,9,0,2500000,10,571,0.000283,8.6E-05
1104,120,9,0,2500000,10,571,0.000283,8.6E-05
1105,121,9,0,2500000,10,571,0.000283,8.6E-05
1106,122,9,0,2500000,10,571,0.000283,8.6E-05
1107,123,9,0,2500000,10,571,0.000283,8.6E-05
1231,1,11,0,50,10,1,0.00205,0.001455
1232,2,11,0,57,10,2,0.00205,0.001391
1233,3,11,0,65,10,3,0.001952,0.001333
1234,4,11,0,74,10,4,0.001952,0.00128
1235,5,11,0,84,10,5,0.001864,0.001231
1236,6,11,0,95,10,6,0.001864,0.001185
1237,7,11,0,107,10,7,0.001783,0.001143
1238,8,11,0,120,10,9,0.001783,0.001143
1239,9,11,0,134,10,11,0.001708,0.001103
1240,10,11,0,149,10,13,0.001577,0.001
1241,11,11,0,165,10,18,0.001519,0.000941
1242,12,11,0,182,10,24,0.001519,0.000865
1243,13,11,0,200,10,29,0.001464,0.000821
1244,14,11,0,219,10,35,0.001464,0.000762
1245,15,11,0,239,10,40,0.001367,0.000696
1246,16,11,0,260,10,46,0.001367,0.000667
1247,17,11,0,282,10,51,0.001323,0.000627
1248,18,11,0,305,10,57,0.001281,0.000604
1249,19,11,0,329,10,62,0.001281,0.000571
1250,20,11,0,354,10,68,0.001139,0.000525
1251,21,11,0,380,10,73,0.001139,0.000508
1252,22,11,0,392,10,79,0.001108,0.000485
1253,23,11,0,420,10,84,0.001079,0.000471
1254,24,11,0,449,10,90,0.001079,0.000444
1255,25,11,0,479,10,95,0.001025,0.000427
1256,26,11,0,509,10,101,0.001025,0.000416
1257,27,11,0,524,10,106,0.001,0.0004
1258,28,11,0,554,10,112,0.000976,0.00039
1259,29,11,0,584,10,117,0.000976,0.000372
1260,30,11,0,614,10,123,0.000891,0.000352
1261,31,11,0,629,10,128,0.000872,0.000344
1262,32,11,0,659,10,134,0.000872,0.00033
1263,33,11,0,689,10,139,0.000854,0.000323
1264,34,11,0,704,10,145,0.000837,0.000314
1265,35,11,0,734,10,150,0.00082,0.000302
1266,36,11,0,749,10,156,0.000804,0.000296
1267,37,11,0,779,10,161,0.000788,0.000288
1268,38,11,0,809,10,167,0.000788,0.000281
1269,39,11,0,824,10,172,0.000774,0.000274
1270,40,11,0,854,10,178,0.000719,0.00026
1271,41,11,0,869,10,183,0.000707,0.000256
1272,42,11,0,899,10,188,0.000707,0.000248
1273,43,11,0,914,10,194,0.000695,0.000244
1274,44,11,0,944,10,199,0.000683,0.000237
1275,45,11,0,959,10,205,0.000661,0.000232
1276,46,11,0,989,10,210,0.000651,0.000227
1277,47,11,0,1004,10,216,0.000651,0.000222
1278,48,11,0,1019,10,221,0.000641,0.000218
1279,49,11,0,1049,10,227,0.000631,0.000212
1280,50,11,0,1064,10,232,0.000594,0.000205
1281,51,11,0,1079,10,238,0.000586,0.000201
1282,52,11,0,1109,10,243,0.000577,0.000196
1283,53,11,0,1124,10,249,0.000569,0.000194
1284,54,11,0,1139,10,254,0.000569,0.000189
1285,55,11,0,1154,10,260,0.000554,0.000185
1286,56,11,0,1169,10,265,0.000547,0.000182
1287,57,11,0,1199,10,271,0.000539,0.000179
1288,58,11,0,1214,10,276,0.000532,0.000176
1289,59,11,0,1229,10,282,0.000526,0.000172
1290,60,11,0,1244,10,287,0.0005,0.000167
1291,61,11,0,1259,10,293,0.000494,0.000164
1292,62,11,0,1274,10,298,0.000488,0.000161
1293,63,11,0,1289,10,304,0.000482,0.000158
1294,64,11,0,1304,10,309,0.000477,0.000155
1295,65,11,0,1319,10,315,0.000466,0.000152
1296,66,11,0,1334,10,320,0.000461,0.00015
1297,67,11,0,1349,10,326,0.000456,0.000147
1298,68,11,0,1364,10,331,0.000451,0.000145
1299,69,11,0,1379,10,337,0.000446,0.000143
1300,70,11,0,1394,10,342,0.000436,0.00014
1301,71,11,0,1394,10,365,0.000432,0.000139
1302,72,11,0,1409,10,388,0.000423,0.000136
1303,73,11,0,1424,10,411,0.000418,0.000134
1304,74,11,0,1439,10,434,0.000414,0.000132
1305,75,11,0,1439,10,457,0.000406,0.00013
1306,76,11,0,1454,10,480,0.000402,0.000127
1307,77,11,0,1469,10,503,0.000398,0.000125
1308,78,11,0,1469,10,526,0.00039,0.000124
1309,79,11,0,1484,10,549,0.000387,0.000122
1310,80,11,0,1484,10,571,0.00038,0.00012
1311,81,11,0,1499,10,571,0.000376,0.000118
1312,82,11,0,1499,10,571,0.000369,0.000116
1313,83,11,0,1514,10,571,0.000366,0.000115
1314,84,11,0,1514,10,571,0.000363,0.000113
1315,85,11,0,1529,10,571,0.000353,0.000111
1316,86,11,0,1529,10,571,0.00035,0.00011
1317,87,11,0,1529,10,571,0.000347,0.000108
1318,88,11,0,1529,10,571,0.000342,0.000107
1319,89,11,0,1544,10,571,0.000339,0.000105
1320,90,11,0,1544,10,571,0.000333,0.000104
1321,91,11,0,1544,10,571,0.000328,0.000102
1322,92,11,0,1544,10,571,0.000325,0.000101
1323,93,11,0,1544,10,571,0.00032,9.9E-05
1324,94,11,0,1544,10,571,0.000318,9.8E-05
1325,95,11,0,1544,10,571,0.000311,9.6E-05
1326,96,11,0,1544,10,571,0.000308,9.5E-05
1327,97,11,0,1544,10,571,0.000304,9.4E-05
1328,98,11,0,1544,10,571,0.000299,9.3E-05
1329,99,11,0,1544,10,571,0.000297,9.1E-05
1330,100,11,0,1544,10,571,0.000291,9E-05
1331,101,11,0,2500000,10,571,0.000291,9E-05
1332,102,11,0,2500000,10,571,0.000291,9E-05
1333,103,11,0,2500000,10,571,0.000291,9E-05
1334,104,11,0,2500000,10,571,0.000291,9E-05
1335,105,11,0,2500000,10,571,0.000291,9E-05
1336,106,11,0,2500000,10,571,0.000291,9E-05
1337,107,11,0,2500000,10,571,0.000291,9E-05
1338,108,11,0,2500000,10,571,0.000291,9E-05
1339,109,11,0,2500000,10,571,0.000291,9E-05
1340,110,11,0,2500000,10,571,0.000291,9E-05
1341,111,11,0,2500000,10,571,0.000291,9E-05
1342,112,11,0,2500000,10,571,0.000291,9E-05
1343,113,11,0,2500000,10,571,0.000291,9E-05
1344,114,11,0,2500000,10,571,0.000291,9E-05
1345,115,11,0,2500000,10,571,0.000291,9E-05
1346,116,11,0,2500000,10,571,0.000291,9E-05
1347,117,11,0,2500000,10,571,0.000291,9E-05
1348,118,11,0,2500000,10,571,0.000291,9E-05
1349,119,11,0,2500000,10,571,0.000291,9E-05
1350,120,11,0,2500000,10,571,0.000291,9E-05
1351,121,11,0,2500000,10,571,0.000291,9E-05
1352,122,11,0,2500000,10,571,0.000291,9E-05
1353,123,11,0,2500000,10,571,0.000291,9E-05
