ID,TextureType,Layer,Flags,BlendMode,TextureSectionTypeBitMask,TextureSectionTypeBitMask2,Field_9_0_1_34365_006[0],Field_9_0_1_34365_006[1],Field_9_0_1_34365_006[2],ChrModelTextureTargetID[0],ChrModelTextureTargetID[1],CharComponentTextureLayoutsID
551,6,2,0,1,-1,-1,0,0,0,10,0,149
552,1,3,0,15,32,-1,0,0,0,13,0,149
553,1,4,0,15,512,-1,0,0,0,4,0,149
554,1,5,0,15,1024,-1,0,0,0,5,0,149
555,1,6,0,15,1024,-1,0,0,0,11,0,149
556,1,7,0,15,512,-1,0,0,0,12,0,149
557,1,8,0,15,1024,-1,0,0,0,7,0,149
558,1,9,0,15,512,-1,0,0,0,8,0,149
560,1,0,0,1,-1,-1,0,0,0,1,0,150
561,8,1,0,1,-1,-1,0,0,0,2,0,150
562,6,2,0,1,-1,-1,0,0,0,10,0,150
563,1,3,0,15,32,-1,0,0,0,13,0,150
564,1,4,0,15,8,-1,0,0,0,14,0,150
565,1,5,0,15,512,-1,0,0,0,4,0,150
566,1,6,0,15,1024,-1,0,0,0,5,0,150
567,1,7,0,15,1024,-1,0,0,0,11,0,150
568,1,8,0,15,512,-1,0,0,0,12,0,150
569,1,9,0,15,1024,-1,0,0,0,7,0,150
570,1,10,0,15,512,-1,0,0,0,8,0,150
572,19,10,0,1,-1,-1,0,0,0,25,0,112
573,1,11,0,15,512,-1,0,0,0,8,0,108
574,19,10,0,1,-1,-1,0,0,0,25,0,116
575,19,10,0,1,-1,-1,0,0,0,25,0,120
576,1,0,0,1,-1,-1,0,0,0,1,0,1
577,8,1,0,1,-1,-1,0,0,0,2,0,1
578,6,2,0,1,-1,-1,0,0,0,10,0,1
579,1,3,0,15,512,-1,0,0,0,4,0,1
580,1,4,0,15,1024,-1,0,0,0,5,0,1
581,1,5,0,9,4096,-1,0,0,0,16,0,1
582,1,6,0,15,32,-1,0,0,0,13,0,1
583,1,7,0,15,8,-1,0,0,0,14,0,1
584,1,8,0,15,1024,-1,0,0,0,11,0,1
585,1,9,0,15,512,-1,0,0,0,12,0,1
586,1,10,0,15,1024,-1,0,0,0,7,0,1
587,1,11,0,15,512,-1,0,0,0,8,0,1
593,19,10,0,1,-1,-1,0,0,0,25,0,121
594,19,12,0,1,-1,-1,0,0,0,25,0,122
595,1,13,0,7,512,-1,0,0,0,36,0,122
596,20,11,0,1,-1,-1,0,0,0,38,0,136
597,19,9,0,1,-1,-1,0,0,0,25,0,135
598,1,14,0,15,16384,-1,0,0,0,26,0,122
599,1,11,0,7,512,-1,0,0,0,36,0,121
609,19,12,0,1,-1,-1,0,0,0,25,0,108
610,19,10,0,1,-1,-1,0,0,0,25,0,107
611,19,11,0,1,-1,-1,0,0,0,25,0,144
612,19,9,0,1,-1,-1,0,0,0,25,0,124
613,19,9,0,1,-1,-1,0,0,0,25,0,125
614,19,10,0,1,-1,-1,0,0,0,25,0,126
615,1,10,0,15,1024,-1,0,0,0,7,0,113
616,1,11,0,15,1024,-1,0,0,0,7,0,114
617,1,11,0,15,512,-1,0,0,0,8,0,113
618,1,12,0,15,512,-1,0,0,0,8,0,114
620,19,12,0,1,-1,-1,0,0,0,25,0,113
621,19,13,0,1,-1,-1,0,0,0,25,0,114
624,1,10,0,6,512,-1,0,0,0,36,0,125
625,1,11,0,6,512,-1,0,0,0,36,0,126
626,1,11,0,15,1024,-1,0,0,0,7,0,109
627,1,13,0,15,512,-1,0,0,0,8,0,110
628,19,10,0,1,-1,-1,0,0,0,25,0,142
629,19,9,0,1,-1,-1,0,0,0,25,0,141
630,1,9,0,15,1024,-1,0,0,0,11,0,105
631,1,10,0,15,512,-1,0,0,0,12,0,106
632,1,10,0,15,1024,-1,0,0,0,7,0,118
633,19,10,0,1,-1,-1,0,0,0,25,0,129
634,19,11,0,1,-1,-1,0,0,0,25,0,130
635,19,11,0,1,-1,-1,0,0,0,25,0,133
636,19,12,0,1,-1,-1,0,0,0,25,0,134
640,19,11,0,1,-1,-1,0,0,0,25,0,140
641,19,11,0,1,-1,-1,0,0,0,25,0,146
642,19,10,0,1,-1,-1,0,0,0,25,0,148
643,19,10,0,1,-1,-1,0,0,0,25,0,149
644,19,11,0,1,-1,-1,0,0,0,25,0,150
645,19,14,0,1,-1,-1,0,0,0,25,0,110
646,1,12,0,15,512,-1,0,0,0,8,0,109
650,19,13,0,1,-1,-1,0,0,0,25,0,109
651,1,14,0,6,512,-1,0,0,0,36,0,109
653,10,15,0,1,-1,-1,0,0,0,31,0,109
654,1,15,0,6,512,-1,0,0,0,36,0,110
655,10,16,0,1,-1,-1,0,0,0,31,0,110
656,1,10,0,15,512,-1,0,0,0,8,0,117
657,19,11,0,1,-1,-1,0,0,0,25,0,117
658,1,11,0,15,512,-1,0,0,0,8,0,118
659,19,12,0,1,-1,-1,0,0,0,25,0,118
660,20,15,0,1,-1,-1,0,0,0,38,0,122
661,20,10,0,1,-1,-1,0,0,0,38,0,124
662,20,10,0,1,-1,-1,0,0,0,38,0,123
663,20,11,0,1,-1,-1,0,0,0,38,0,116
664,20,13,0,1,-1,-1,0,0,0,38,0,113
665,20,14,0,1,-1,-1,0,0,0,38,0,114
666,20,10,0,1,-1,-1,0,0,0,38,0,119
667,20,11,0,1,-1,-1,0,0,0,38,0,120
668,1,10,0,15,512,-1,0,0,0,12,0,105
669,1,11,0,15,1024,-1,0,0,0,7,0,105
670,1,12,0,15,512,-1,0,0,0,8,0,105
671,1,11,0,15,1024,-1,0,0,0,7,0,106
672,1,12,0,15,512,-1,0,0,0,8,0,106
673,19,13,0,1,-1,-1,0,0,0,25,0,106
674,19,13,0,1,-1,-1,0,0,0,25,0,105
676,1,0,0,1,-1,-1,0,0,0,1,0,151
677,8,1,0,1,-1,-1,0,0,0,2,0,151
678,6,2,0,1,-1,-1,0,0,0,10,0,151
679,1,3,0,15,512,-1,0,0,0,4,0,151
680,1,4,0,15,1024,-1,0,0,0,5,0,151
681,1,5,0,9,4096,-1,0,0,0,16,0,151
682,1,6,0,15,32,-1,0,0,0,13,0,151
683,1,7,0,15,8,-1,0,0,0,14,0,151
684,1,8,0,15,1024,-1,0,0,0,11,0,151
685,1,9,0,15,512,-1,0,0,0,12,0,151
686,1,10,0,15,1024,-1,0,0,0,7,0,151
687,1,11,0,15,512,-1,0,0,0,8,0,151
688,1,0,0,1,-1,-1,0,0,0,1,0,152
689,8,1,0,1,-1,-1,0,0,0,2,0,152
690,6,2,0,1,-1,-1,0,0,0,10,0,152
691,1,3,0,15,512,-1,0,0,0,4,0,152
692,1,4,0,15,1024,-1,0,0,0,5,0,152
693,1,5,0,9,4096,-1,0,0,0,16,0,152
694,1,6,0,15,32,-1,0,0,0,13,0,152
695,1,7,0,15,8,-1,0,0,0,14,0,152
696,1,8,0,15,1024,-1,0,0,0,11,0,152
697,1,9,0,15,512,-1,0,0,0,12,0,152
698,1,10,0,15,1024,-1,0,0,0,7,0,152
699,1,11,0,15,512,-1,0,0,0,8,0,152
700,1,0,0,1,-1,-1,0,0,0,1,0,153
701,8,1,0,1,-1,-1,0,0,0,2,0,153
702,6,2,0,1,-1,-1,0,0,0,10,0,153
703,1,3,0,15,512,-1,0,0,0,5,0,153
704,1,4,0,15,1024,-1,0,0,0,4,0,153
705,1,5,0,15,32,-1,0,0,0,13,0,153
706,1,6,0,15,8,-1,0,0,0,14,0,153
707,1,7,0,15,1024,-1,0,0,0,11,0,153
708,1,8,0,15,512,-1,0,0,0,12,0,153
709,1,9,0,15,1024,-1,0,0,0,7,0,153
710,1,10,0,15,512,-1,0,0,0,8,0,153
712,20,15,0,1,-1,-1,0,0,0,28,0,104
713,1,11,0,7,512,-1,0,0,0,36,0,103
714,1,12,0,7,512,-1,0,0,0,36,0,139
715,1,12,0,7,512,-1,0,0,0,36,0,140
720,1,0,0,1,-1,-1,0,0,0,1,0,154
721,8,1,0,16,-1,-1,0,0,0,2,0,154
722,6,2,0,1,-1,-1,0,0,0,10,0,154
723,1,3,0,15,512,-1,0,0,0,5,0,154
724,1,4,0,15,1024,-1,0,0,0,4,0,154
725,1,5,0,9,4096,-1,0,0,0,16,0,154
726,1,6,0,15,32,-1,0,0,0,13,0,154
727,1,7,0,15,8,-1,0,0,0,14,0,154
728,1,8,0,15,1024,-1,0,0,0,11,0,154
729,1,9,0,15,512,-1,0,0,0,12,0,154
730,1,10,0,15,1024,-1,0,0,0,7,0,154
731,1,11,0,15,512,-1,0,0,0,8,0,154
744,19,12,0,1,-1,-1,0,0,0,25,0,136
746,20,8,0,1,-1,-1,0,0,0,38,0,132
752,20,12,0,1,-1,-1,0,0,0,38,0,133
753,20,13,0,1,-1,-1,0,0,0,38,0,134
754,1,11,0,9,-1,-1,0,16,17,22,0,132
755,1,0,0,1,2048,-1,0,0,0,1,0,155
756,7,1,0,1,-1,-1,0,0,0,2,0,155
757,10,2,0,1,-1,-1,0,0,0,3,0,155
758,1,3,0,15,4096,-1,0,0,0,4,0,155
759,1,4,0,6,2048,-1,0,0,0,30,0,155
760,1,5,0,9,2048,-1,0,0,0,16,0,155
761,7,6,0,9,-1,-1,0,0,0,17,0,155
762,10,7,0,9,-1,-1,0,0,0,18,0,155
763,1,8,0,9,2048,-1,0,0,0,19,0,155
764,10,9,0,9,-1,-1,0,0,0,21,0,155
765,1,10,0,9,2048,-1,0,0,0,5,0,155
766,1,11,0,9,2048,-1,0,0,0,22,0,155
767,7,12,0,9,-1,-1,0,0,0,23,0,155
769,1,10,0,9,-1,-1,0,16,17,22,0,131
775,10,13,0,9,-1,-1,0,0,0,24,0,155
776,1,14,0,9,2048,-1,0,0,0,6,0,155
777,9,15,0,1,-1,-1,0,0,0,10,0,155
778,10,16,0,9,-1,-1,0,0,0,12,0,155
794,1,0,0,1,-1,-1,0,0,0,1,0,157
795,8,1,0,1,-1,-1,0,0,0,2,0,157
796,1,2,0,4,-1,-1,0,0,0,3,0,157
797,6,3,0,1,-1,-1,0,0,0,10,0,157
798,7,4,0,1,-1,-1,0,0,0,16,0,157
799,19,5,0,1,-1,-1,0,0,0,25,0,157
800,1,0,0,1,-1,-1,0,0,0,1,0,158
801,1,1,0,9,4096,-1,0,0,0,2,0,158
802,6,2,0,1,-1,-1,0,0,0,10,0,158
803,6,3,0,15,-1,-1,0,0,0,12,0,158
804,9,4,0,1,-1,-1,0,0,0,11,0,158
805,1,5,0,15,512,-1,0,0,0,4,0,158
806,1,6,0,15,512,-1,0,0,0,5,0,158
807,1,7,0,15,512,-1,0,0,0,6,0,158
808,1,8,0,15,1024,-1,0,0,0,7,0,158
816,1,0,0,1,-1,-1,0,0,0,1,0,159
817,1,1,0,9,4096,-1,0,0,0,2,0,159
818,6,2,0,1,-1,-1,0,0,0,10,0,159
819,6,3,0,15,-1,-1,0,0,0,12,0,159
820,9,4,0,1,-1,-1,0,0,0,11,0,159
821,1,5,0,15,512,-1,0,0,0,4,0,159
822,1,6,0,15,512,-1,0,0,0,5,0,159
823,1,7,0,15,512,-1,0,0,0,6,0,159
824,1,8,0,15,1024,-1,0,0,0,7,0,159
825,1,9,0,15,32,-1,0,0,0,13,0,159
826,1,10,0,15,8,-1,0,0,0,14,0,159
827,19,11,0,1,-1,-1,0,0,0,25,0,159
828,19,12,0,9,-1,-1,0,0,0,44,0,159
832,1,17,0,9,8192,-1,0,0,0,11,0,155
834,1,9,0,15,32,-1,0,0,0,13,0,158
835,1,10,0,15,8,-1,0,0,0,14,0,158
836,19,11,0,1,-1,-1,0,0,0,25,0,158
837,19,12,0,9,-1,-1,0,0,0,44,0,158
838,19,18,0,1,-1,-1,0,0,0,25,0,155
839,19,19,0,9,-1,-1,0,0,0,44,0,155
840,19,6,0,9,-1,-1,0,0,0,44,0,157
841,20,20,0,1,-1,-1,0,0,0,38,0,155
842,8,21,0,1,-1,-1,0,0,0,31,0,155
843,25,22,0,1,-1,-1,0,0,0,20,0,155
844,20,13,0,1,-1,-1,0,0,0,38,0,159
845,20,13,0,1,-1,-1,0,0,0,38,0,158
846,26,23,0,1,32,512,0,0,0,39,0,155
848,26,24,0,1,8,-1,0,0,0,41,0,155
849,26,25,0,1,16,-1,0,0,0,42,0,155
850,1,0,0,1,-1,-1,0,0,0,1,0,161
851,8,1,0,1,-1,-1,0,0,0,2,0,161
852,1,2,0,4,-1,-1,0,0,0,3,0,161
853,6,3,0,1,-1,-1,0,0,0,10,0,161
854,7,4,0,1,-1,-1,0,0,0,16,0,161
855,19,5,0,1,-1,-1,0,0,0,25,0,161
856,19,6,0,9,-1,-1,0,0,0,44,0,161
859,11,0,0,1,-1,-1,0,0,0,1,0,164
3932,19,12,0,9,-1,-1,0,0,0,44,0,121
4008,19,12,0,9,-1,-1,0,0,0,44,0,103
4009,19,16,0,9,-1,-1,0,0,0,44,0,104
4010,19,14,0,9,-1,-1,0,0,0,44,0,105
4011,19,14,0,9,-1,-1,0,0,0,44,0,106
4012,19,11,0,9,-1,-1,0,0,0,44,0,107
4013,19,13,0,9,-1,-1,0,0,0,44,0,108
4014,19,16,0,9,-1,-1,0,0,0,44,0,109
4015,19,17,0,9,-1,-1,0,0,0,44,0,110
4016,19,10,0,9,-1,-1,0,0,0,44,0,111
4017,19,11,0,9,-1,-1,0,0,0,44,0,112
4018,19,14,0,9,-1,-1,0,0,0,44,0,113
4019,19,15,0,9,-1,-1,0,0,0,44,0,114
4020,19,10,0,9,-1,-1,0,0,0,44,0,115
4021,19,12,0,9,-1,-1,0,0,0,44,0,116
4022,19,12,0,9,-1,-1,0,0,0,44,0,117
4023,19,13,0,9,-1,-1,0,0,0,44,0,118
4024,19,11,0,9,-1,-1,0,0,0,44,0,119
4025,19,12,0,9,-1,-1,0,0,0,44,0,120
4027,19,16,0,9,-1,-1,0,0,0,44,0,122
4028,19,11,0,9,-1,-1,0,0,0,44,0,123
4029,19,11,0,9,-1,-1,0,0,0,44,0,124
4030,19,11,0,9,-1,-1,0,0,0,44,0,125
4031,19,12,0,9,-1,-1,0,0,0,44,0,126
4032,19,11,0,9,-1,-1,0,0,0,44,0,129
4033,19,12,0,9,-1,-1,0,0,0,44,0,130
4034,19,9,0,9,-1,-1,0,0,0,44,0,131
4035,19,10,0,9,-1,-1,0,0,0,44,0,132
4036,19,13,0,9,-1,-1,0,0,0,44,0,133
4037,19,14,0,9,-1,-1,0,0,0,44,0,134
4038,19,10,0,9,-1,-1,0,0,0,44,0,137
4039,19,10,0,9,-1,-1,0,0,0,44,0,138
4040,19,13,0,9,-1,-1,0,0,0,44,0,139
4041,19,13,0,9,-1,-1,0,0,0,44,0,140
4042,19,10,0,9,-1,-1,0,0,0,44,0,141
4043,19,11,0,9,-1,-1,0,0,0,44,0,142
4044,19,12,0,9,-1,-1,0,0,0,44,0,143
4045,19,12,0,9,-1,-1,0,0,0,44,0,144
4046,19,12,0,9,-1,-1,0,0,0,44,0,145
4047,19,12,0,9,-1,-1,0,0,0,44,0,146
4048,19,12,0,9,-1,-1,0,0,0,44,0,147
4049,19,12,0,9,-1,-1,0,0,0,44,0,148
4050,19,11,0,9,-1,-1,0,0,0,44,0,149
4051,19,12,0,9,-1,-1,0,0,0,44,0,150
4057,19,14,0,9,-1,-1,0,0,0,44,0,136
4058,19,11,0,9,-1,-1,0,0,0,44,0,135
4059,1,0,0,1,-1,-1,0,0,0,1,0,166
4061,9,3,0,1,-1,-1,0,0,0,3,0,166
4063,7,4,0,1,-1,-1,0,0,0,16,0,166
4064,19,5,0,1,-1,-1,0,0,0,25,0,166
4066,8,2,0,1,-1,-1,0,0,0,2,0,166
4067,10,1,0,1,-1,-1,0,0,0,30,0,166
4068,1,9,0,6,512,-1,0,0,0,36,0,132
4069,1,8,0,6,512,-1,0,0,0,36,0,131
4070,1,13,0,6,512,-1,0,0,0,36,0,136
4071,1,10,0,6,512,-1,0,0,0,36,0,135
4072,1,11,0,6,512,-1,0,0,0,36,0,148
4073,1,11,0,6,512,-1,0,0,0,36,0,147
4074,12,1,0,1,-1,-1,0,0,0,2,0,164
4075,11,0,0,1,-1,-1,0,0,0,1,0,167
4076,12,1,0,1,-1,-1,0,0,0,2,0,167
4077,13,2,0,1,-1,-1,0,0,0,3,0,167
4078,11,0,0,1,-1,-1,0,0,0,1,0,168
4079,12,1,0,1,-1,-1,0,0,0,2,0,168
4080,13,2,0,1,-1,-1,0,0,0,3,0,168
4081,11,0,0,1,-1,-1,0,0,0,1,0,169
4082,12,1,0,1,-1,-1,0,0,0,2,0,169
4083,13,2,0,1,-1,-1,0,0,0,3,0,169
4084,11,0,0,1,-1,-1,0,0,0,1,0,170
4085,12,1,0,1,-1,-1,0,0,0,2,0,170
4086,13,2,0,1,-1,-1,0,0,0,3,0,170
4087,11,0,0,1,-1,-1,0,0,0,1,0,171
4088,12,1,0,1,-1,-1,0,0,0,2,0,171
4089,13,2,0,1,-1,-1,0,0,0,3,0,171
4090,11,0,0,1,-1,-1,0,0,0,1,0,172
4091,12,1,0,1,-1,-1,0,0,0,2,0,172
4092,13,2,0,1,-1,-1,0,0,0,3,0,172
4093,1,0,0,1,-1,-1,0,0,0,1,0,173
4094,8,1,0,1,-1,-1,0,0,0,2,0,173
4095,7,2,0,1,-1,-1,0,0,0,16,0,173
4097,5,3,0,1,-1,-1,0,0,0,19,0,173
4098,13,4,0,1,-1,-1,0,0,0,20,0,173
4099,1,8,0,15,4096,-1,0,0,0,18,0,110
4100,1,7,0,4,4096,-1,0,0,0,18,0,109
4101,1,0,0,1,-1,-1,0,0,0,1,0,174
4102,1,0,0,1,-1,-1,0,0,0,1,0,175
4103,1,0,0,1,-1,-1,0,0,0,1,0,176
4104,1,0,0,1,-1,-1,0,0,0,1,0,177
4105,1,0,0,1,-1,-1,0,0,0,1,0,178
4106,11,0,0,1,-1,-1,0,0,0,1,0,179
4107,1,0,0,1,-1,-1,0,0,0,1,0,180
4108,8,1,0,1,-1,-1,0,0,0,2,0,180
4109,7,2,0,1,-1,-1,0,0,0,16,0,180
4110,5,3,0,1,-1,-1,0,0,0,19,0,180
4111,13,4,0,1,-1,-1,0,0,0,20,0,180
4112,12,1,0,1,-1,-1,0,0,0,10,0,179
4113,13,2,0,1,-1,-1,0,0,0,26,0,179
4114,5,3,0,1,-1,-1,0,0,0,16,0,179
4115,11,0,0,1,-1,-1,0,0,0,1,0,181
4116,12,1,0,1,-1,-1,0,0,0,2,0,181
4117,13,2,0,1,-1,-1,0,0,0,3,0,181
4118,11,0,0,1,-1,-1,0,0,0,1,0,182
4119,12,1,0,1,-1,-1,0,0,0,2,0,182
4120,13,2,0,1,-1,-1,0,0,0,3,0,182
4121,1,0,0,1,-1,-1,0,0,0,1,0,183
4122,6,1,0,1,-1,-1,0,0,0,10,0,183
4123,1,3,0,15,512,-1,0,0,0,4,0,183
4124,1,4,0,15,1024,-1,0,0,0,5,0,183
4125,1,5,0,15,512,-1,0,0,0,7,0,183
4129,1,7,0,15,32,-1,0,0,0,13,0,183
4130,6,2,0,15,-1,-1,0,0,0,11,0,183
4134,19,8,0,1,-1,-1,0,0,0,25,0,183
4138,1,6,0,15,-1,-1,0,0,0,2,0,183
4139,7,11,0,1,-1,-1,0,0,0,16,0,183
4140,20,12,0,1,-1,-1,0,0,0,38,0,183
4141,19,9,0,17,-1,-1,0,0,0,36,0,183
4142,1,0,0,1,-1,-1,0,0,0,1,0,184
4143,1,8,0,15,32,-1,0,0,0,13,0,184
4144,1,7,0,15,8,-1,0,0,0,14,0,184
4145,6,1,0,1,-1,-1,0,0,0,10,0,184
4146,1,3,0,15,512,-1,0,0,0,4,0,184
4147,1,4,0,15,1024,-1,0,0,0,5,0,184
4148,1,5,0,15,512,-1,0,0,0,7,0,184
4149,1,6,0,15,-1,-1,0,0,0,2,0,184
4150,6,2,0,15,-1,-1,0,0,0,11,0,184
4151,19,9,0,1,-1,-1,0,0,0,25,0,184
4152,19,10,0,17,-1,-1,0,0,0,36,0,184
4153,7,12,0,1,-1,-1,0,0,0,16,0,184
4154,20,13,0,1,-1,-1,0,0,0,38,0,184
4155,1,0,0,1,-1,-1,0,0,0,1,0,185
4156,8,1,0,1,-1,-1,0,0,0,2,0,185
4157,6,2,0,1,-1,-1,0,0,0,10,0,185
4158,1,3,0,1,512,-1,0,0,0,4,0,185
4159,1,4,0,1,1024,-1,0,0,0,5,0,185
4160,9,5,0,1,-1,-1,0,0,0,16,0,185
4161,1,6,0,15,32,-1,0,0,0,13,0,185
4162,1,7,0,15,1024,-1,0,0,0,11,0,185
4163,1,8,0,15,512,-1,0,0,0,12,0,185
4164,1,9,0,1,1024,-1,0,0,0,7,0,185
4165,1,10,0,1,512,-1,0,0,0,8,0,185
4166,19,11,0,1,-1,-1,0,0,0,25,0,185
4167,19,12,0,9,-1,-1,0,0,0,44,0,185
4181,1,0,0,1,-1,-1,0,0,0,1,0,187
4182,6,1,0,1,-1,-1,0,0,0,10,0,187
4183,1,2,0,1,512,-1,0,0,0,4,0,187
4184,1,3,0,1,1024,-1,0,0,0,5,0,187
4185,9,4,0,1,-1,-1,0,0,0,16,0,187
4186,1,5,0,15,32,-1,0,0,0,13,0,187
4187,1,6,0,15,8,-1,0,0,0,14,0,187
4188,1,7,0,1,1024,-1,0,0,0,11,0,187
4189,1,8,0,1,512,-1,0,0,0,12,0,187
4190,1,9,0,1,1024,-1,0,0,0,7,0,187
4191,1,10,0,1,512,-1,0,0,0,8,0,187
4192,19,11,0,1,-1,-1,0,0,0,25,0,187
4193,19,12,0,9,-1,-1,0,0,0,44,0,187
4194,19,10,0,9,-1,-1,0,0,0,44,0,183
4195,19,11,0,9,-1,-1,0,0,0,44,0,184
4203,1,0,0,1,-1,-1,0,0,0,1,0,189
4205,7,1,0,1,-1,-1,0,0,0,16,0,189
4210,9,2,0,1,-1,-1,0,0,0,17,0,189
4211,10,3,0,1,-1,-1,0,0,0,2,0,189
