Name_lang,InitialRotation[0],InitialRotation[1],InitialRotation[2],ID,Field_12_0_0_63534_003,GameObjectID,Flags,Type,ModelType,ModelFileDataID,ThumbnailFileDataID,WeightCost,ItemID,InitialScale,Field_12_0_0_63534_013,OrderIndex,Field_12_0_0_63534_015,Field_12_0_0_63534_016,UiModelSceneID
Rusting Bolted Bench,0,0,0,1260,0,541711,3,1,1,5689818,7416871,3,245312,1,10,222,2,0,0
Very Reliable Undermine Lamppost,0,0,0,1261,0,0,2,1,1,5689822,7416881,3,245320,1,10,223,2,0,0
Undermine Fencepost,0,0,0,1262,0,0,3,1,1,5689824,7416889,1,245319,1,10,224,2,0,0
Undermine Fence,0,0,0,1263,0,0,3,1,1,5689825,7416893,1,245318,1,10,225,2,0,0
Rust-Plated Storage Crate,0,0,0,1264,0,0,131,1,1,5689832,7416897,1,245322,1,10,226,0,0,0
Rust-Plated Storage Barrel,0,0,0,1265,0,0,3,1,1,5689835,7416901,1,245321,1,10,227,2,0,0
Undermine Market Stall,0,0,0,1266,0,0,3,1,1,5689844,7416905,5,245325,1,10,228,2,0,0
Cartel Head's Schmancy Desk,0,0,0,1267,0,0,3,1,1,5700691,7416909,3,243321,1,10,229,2,0,0
Undermine Bookcase,0,0,0,1268,0,0,3,1,1,5721326,7416913,3,245307,1,10,230,2,0,0
Undermine Wall Shelf,0,0,0,1269,0,0,3,1,1,5721328,7416917,1,245311,1,10,231,2,0,0
Shredderwheel Storage Chest,0,0,0,1270,0,0,3,1,1,5788112,7416921,3,245323,1,10,232,2,0,0
Rocket-Powered Fountain,0,0,0,1271,0,0,3,1,1,5788117,7416925,5,245324,1,10,233,2,0,0
Trashfire Barrel,0,0,0,1272,0,0,2,1,1,5788649,7416929,5,245315,0.8,10,234,2,0,0
Zhevra-Stripe Rug,0,0,0,1273,0,0,3,4,1,5793046,7416933,5,243327,1,10,235,2,0,0
"""Elegant"" Lawn Flamingo",0,0,0,1274,0,0,3,1,1,5793083,7416937,3,245308,1,10,236,2,0,0
Undermine Bean Bag Chair,0,0,0,1275,0,554705,3,1,1,5793097,7416941,1,245305,1,10,237,2,0,0
Reinforced Goblin Umbrella,0,0,0,1276,0,0,3,1,1,5793102,7416945,3,245310,1,10,238,2,0,0
Rusty Patchwork Tub,0,0,0,1277,0,0,3,1,1,5793104,7416949,3,245309,1,10,239,2,0,0
[DNT] Spring-Powered Pointer - DO NOT USE - new asset coming,0,0,0,1279,0,0,192,1,1,6161221,7416953,1,245317,1,10,240,0,0,0
Reinforced Wooden Chest,0,0,0,1280,0,0,3,1,1,6390437,7416957,1,243334,1,0,241,1,0,0
Tauren Bluff Rug,0,0,0,1281,0,0,3,4,1,6711674,7416963,3,243335,1,10,242,2,0,0
Elder Rise Rug,0,0,0,1282,0,0,3,4,1,6711675,7416965,3,243336,1,10,243,2,0,0
Open Silvermoon Drapes,0,0,0,1283,0,0,131,1,1,6872663,7416969,3,243337,1,10,244,0,0,0
Small Silvermoon Drapes,0,0,0,1284,0,0,131,1,1,6872664,7416973,3,243338,1,10,245,0,0,0
Warbrave's Brazier,0,0,0,1287,0,0,2,1,1,1253406,7416977,5,245456,1,10,246,2,0,0
[DNT] Tauren Hanging Brazier - DO NOT USE - new asset,0,0,0,1288,0,563486,192,1,1,1253698,7416983,3,245455,1,0,247,0,0,0
Tauren Vertical Windmill,0,0,0,1291,0,0,3,1,1,1305130,7416985,5,245461,0.6,10,248,2,0,0
Tauren Windmill,0,0,0,1292,0,0,3,1,1,1305135,7416987,5,243359,0.6,10,249,2,0,0
Small Highmountain Drum,0,0,0,1293,0,0,3,1,1,1318477,7416995,1,245454,1,10,250,2,0,0
Riverbend Netting,0,0,0,1294,0,0,3,1,1,1323065,7416989,5,245457,1,10,251,2,0,0
Riverbend Jar,0,0,0,1295,0,0,3,1,1,1327167,7416993,3,245458,1,10,252,2,0,0
Highmountain Totem,0,0,0,1297,0,0,2,1,1,1861620,7417005,5,245450,1,10,253,3,0,0
Skyhorn Storage Chest,0,0,0,1307,0,0,3,1,1,1402222,7417009,3,245460,1,10,254,2,0,0
Tauren Storage Chest,0,0,0,1308,0,0,3,1,1,1402225,7417013,3,245459,1,10,255,2,0,0
Dried Whitewash Corn,0,0,0,1309,0,0,3,1,1,6877680,7417017,1,245409,1,10,256,2,0,0
Akunda the Tapestry,0,0,0,1310,0,0,3,1,1,6877803,7417021,3,245417,1,10,257,2,0,0
Zanchuli Tapestry,0,0,0,1311,0,0,3,1,1,6877804,7417025,3,245418,1,10,258,2,0,0
Zuldazar Fencepost,0,0,0,1312,0,0,3,1,1,6877805,7417029,1,245416,1,10,259,2,0,0
Zuldazar Fence,0,0,0,1313,0,0,3,1,1,6877806,7417033,1,245415,1,10,260,2,0,0
Tauren Soup Pot,0,0,0,1314,0,565727,35,1,1,6877807,7417037,3,245408,1,10,261,2,0,0
Shadowforge Wooden Box,0,0,0,1315,0,0,3,1,1,6877809,7417041,1,245333,1,10,262,2,0,0
Draenor Cookpot,0,0,0,1317,0,566047,35,1,1,879812,7417045,3,245431,1,10,263,2,0,0
Frostwolf Bookcase,0,0,0,1318,0,0,3,1,1,971699,7417049,3,245438,1,10,264,2,0,0
Durotar Signal Brazier,0,0,0,1319,0,0,130,1,1,979934,7417053,3,245439,1,10,265,0,0,0
Durotar Hanging Brazier,0,0,0,1320,0,0,130,1,1,979936,7417069,1,245440,1,10,266,0,0,0
Blackrock Bunkbed,0,0,0,1321,0,0,3,1,1,1005469,7417067,5,245432,1,10,267,2,0,0
Blackrock Strongbox,0,0,0,1322,0,0,3,1,1,1005490,7417057,3,245433,1,10,268,2,0,0
Orgrimmar Sconce,0,0,0,1323,0,0,2,1,1,1005503,7417059,5,245434,1,10,269,2,0,0
Horde Battle Emblem,0,0,0,1324,0,0,2,1,1,1005505,7417073,1,245435,1,10,270,2,0,0
Blackrock Weapon Rack,0,0,0,1325,0,0,3,1,1,1005512,7417077,3,245436,1,10,271,2,0,0
Orc-Forged Weaponry,0,0,0,1326,0,0,3,1,1,1005516,7417081,3,245437,1,10,272,2,0,0
Elegant Padded Divan,0,0,0,1329,0,570876,3,1,1,6435020,7417093,3,243495,1,0,908,1,0,0
Rectangular Elegant Table,0,0,0,1350,0,0,3,1,1,6435836,7417101,3,244118,1,0,850,1,0,0
Orcish Fencepost,0,0,0,1351,0,0,3,1,1,969535,7417107,1,245441,1,10,273,2,0,0
Warsong Footrest,0,0,0,1352,0,554698,3,1,1,971718,7417109,1,245442,1,10,274,2,0,0
Frostwolf Round Table,0,0,0,1353,0,0,3,1,1,971720,7417113,3,245443,1,10,275,2,0,0
Orcish Communal Stove,0,0,0,1354,0,566048,35,1,1,996155,7417117,3,245444,1,10,276,3,0,0
Frostwolf Axe-Dart Board,0,0,0,1355,0,0,3,1,1,996162,7417121,5,245445,1,10,277,2,0,0
Elegant Almond Table,0,0,0,1356,0,0,3,1,1,6435023,7417127,3,244169,1,0,949,1,0,0
Orcish Fence,0,0,0,1405,0,0,3,1,1,969529,7417129,3,244313,1,10,278,2,0,0
Frostwall Architect's Table,0,0,0,1406,0,0,3,1,1,979341,7417133,3,244314,1,10,279,2,0,0
Orcish Warlord's Planning Table,0,0,0,1407,0,0,3,1,1,979433,7417137,3,244315,1,10,280,3,0,0
Warsong Workbench,0,0,0,1408,0,0,3,1,1,984690,7417143,3,244316,1,10,281,2,0,0
Orcish Banded Barrel,0,0,0,1409,0,0,3,1,1,986851,7417151,1,244317,1,10,282,2,0,0
Wine Barrel,0,0,0,1410,0,0,3,1,1,987248,7417145,1,244318,1,10,283,2,0,0
Wooden Shipping Crate,0,0,0,1411,0,0,3,1,1,987255,7417157,1,244319,1,10,284,2,0,0
Youngling's Courser Toys,0,0,0,1412,0,0,3,1,1,996200,7417153,1,244320,2,10,285,2,0,0
Orcish Lumberjack's Stool,0,0,0,1413,0,554699,3,1,1,996210,7417161,1,244321,1,10,286,2,0,0
Frostwolf Banded Stool,0,0,0,1414,0,554700,3,1,1,996214,7417165,1,244322,1,10,287,2,0,0
Orcish Sleeping Cot,0,0,0,1415,0,0,3,1,1,1013304,7417169,3,244323,1,10,288,2,0,0
Peon's Work Bucket,0,0,0,1416,0,0,3,1,1,1021574,7417173,1,244324,1,10,289,2,0,0
Zuldazar Cook's Griddle,0,0,0,1417,0,566044,35,1,1,6877808,7417177,3,244325,1,10,290,2,0,0
Zandalari Wall Shelf,0,0,0,1418,0,0,3,1,1,6877810,7417181,1,244326,1,10,291,2,0,0
Sturdy Wall Rack,0,0,0,1434,0,0,3,2,1,6390438,7468046,3,244530,1,0,292,1,0,0
Sturdy Fireplace,0,0,0,1435,0,547193,2,1,1,6390441,7417223,5,244531,1,0,293,1,1,0
Rugged Stool,0,0,0,1436,0,554707,3,1,1,6379059,7417233,1,244532,1,0,294,1,0,0
Iron Chain Chandelier,0,0,0,1437,0,0,2,3,1,6379085,7417237,3,244533,1,0,295,1,2,0
Iron-Reinforced Door,0,0,0,1438,0,547194,3,1,1,6379088,7417241,5,244534,1,0,296,1,1,0
Tusked Gazebo,0,0,0,1439,0,0,3,1,1,6435780,7417245,5,244535,1,0,297,1,0,0
Nightborne Fireplace,0,0,0,1440,0,0,2,1,1,6905475,7417249,5,244536,1,10,298,2,0,0
Orcish Scribe's Drafting Table,0,0,0,1443,0,0,3,1,1,974442,7417261,3,244653,1,10,299,2,0,0
Small Purple Suramar Seat Cushion,0,0,0,1444,0,0,3,1,1,1361687,7417265,1,244654,1,10,300,2,0,0
Gilnean Circular Rug,0,0,0,1445,0,0,3,4,1,1379266,7417269,5,244655,1,10,301,2,0,0
Wide Silvermoon Seat Cushion,0,0,0,1446,0,0,131,1,1,4239029,7417273,1,244656,1,10,302,0,0,0
Small Silvermoon Seat Cushion,0,0,0,1447,0,0,131,1,1,4239030,7417277,1,244657,1,10,303,0,0,0
Triangular Silvermoon Seat Cushion,0,0,0,1448,0,0,131,1,1,4239031,7417281,1,244658,1,10,304,0,0,0
Circular Silvermoon Seat Cushion,0,0,0,1449,0,0,131,1,1,4382562,7417285,1,244659,1,10,305,0,0,0
Silvermoon Pillow Roll,0,0,0,1450,0,0,131,1,1,4382563,7417289,1,244660,1,10,306,0,0,0
Tied-Open Leather Curtains,0,0,0,1451,0,0,3,1,1,6379081,7417448,3,244661,1,0,307,1,0,0
Closed Leather Curtains,0,0,0,1452,0,0,2,1,1,6379082,7417452,5,244662,1,0,308,1,0,0
Leather Valance,0,0,0,1453,0,0,3,1,1,6379083,7417456,3,244663,1,0,309,1,0,0
Tied-Open Folk Curtains,0,0,0,1454,0,0,3,1,1,6390445,7417460,5,244664,1,0,310,1,0,0
Closed Folk Curtains,0,0,0,1455,0,0,2,1,1,6390446,7426266,5,244665,1,0,311,1,0,0
Durable Folk Valance,0,0,0,1456,0,0,3,1,1,6390447,7417464,5,244666,1,0,312,1,0,0
Restful Wooden Bench,0,0,0,1457,0,554709,3,1,1,6390452,7417468,3,244667,1,0,313,1,0,0
Light-Infused Fountain,0,0,0,1458,0,0,259,1,1,6905005,7417472,5,244668,1,0,314,3,0,0
Tiny String of Schmancy Goblin Lights,0,0,0,1459,0,0,131,1,1,6914978,7417478,1,244669,1,10,315,0,0,0
Small String of Schmancy Goblin Lights,0,0,0,1460,0,0,131,1,1,6914979,7417482,1,244670,1,10,316,0,0,0
Drooping String of Schmancy Goblin Lights,0,0,0,1461,0,0,131,1,1,6914981,7421813,3,244671,1,10,317,0,0,0
Very Long String of Schmancy Goblin Lights,0,0,0,1462,0,0,131,1,1,6914982,7421817,3,244672,1,10,318,0,0,0
Long String of Schmancy Goblin Lights,0,0,0,1463,0,0,131,1,1,6914983,7421821,3,244673,1,10,319,0,0,0
Teal Suramar Seat Cushion,0,0,0,1464,0,0,3,1,1,1361698,7421825,1,244676,1,10,320,2,0,0
Purple Suramar Seat Cushion,0,0,0,1465,0,0,3,1,1,1361699,7421829,1,244677,1,10,321,2,0,0
Small Red Suramar Seat Cushion,0,0,0,1466,0,0,3,1,1,1390429,7421833,1,244678,1,10,322,2,0,0
Surwich Peddler's Wagon,0,0,0,1481,0,0,3,1,1,304416,7421837,5,244777,1,10,323,2,0,0
Sethraliss Priest's Pillow,0,0,0,1482,0,0,3,1,1,1591071,7421841,1,244778,1,10,324,2,0,0
Sethrak Neckroll Pillow,0,0,0,1484,0,0,131,1,1,1591072,7421845,1,244779,1,10,325,0,0,0
Circular Elven Table,0,0,0,1486,0,0,3,1,1,6435022,7421849,3,244780,1,0,946,1,1,0
Elegant Wall Drape,0,0,0,1487,0,0,2,1,1,6435039,7421853,3,244781,1,0,950,1,0,0
Elven Floral Window,0,0,0,1488,0,0,2,2,1,6435041,7421857,3,244782,1,0,951,1,2,0
Head of the Broodmother,0,0,0,1674,0,0,3,1,1,6927099,7421869,3,244852,1,10,326,4,0,0
Val'sharah Bookcase,0,0,0,1692,0,0,3,1,1,1096759,7421873,3,245258,1,10,327,2,0,0
Small Val'sharah Bookcase,0,0,0,1693,0,0,3,1,1,1096761,7421877,1,245259,1,10,328,2,0,0
Kaldorei Chef's Table,0,0,0,1694,0,0,3,1,1,1240419,7421881,3,245260,1,10,329,2,0,0
Kaldorei Washbasin,0,0,0,1695,0,0,3,1,1,1244321,7421885,1,245261,1,10,330,2,0,0
Zocalo Drinks,0,0,0,1697,0,0,3,1,1,1707340,7421889,1,245263,1,10,331,2,0,0
Round Stitched Cushion,0,0,0,1698,0,0,3,1,1,6379077,7421893,1,245264,1,0,332,1,0,0
Stitched Pillow Roll,0,0,0,1699,0,0,3,1,1,6379078,7421897,1,245265,1,0,333,1,0,0
Iron-Studded Wooden Window,0,0,0,1700,0,0,2,2,1,6379084,7421901,3,245266,1,0,334,1,2,0
Charming Seat Cushion,0,0,0,1701,0,0,3,1,1,6390442,7421905,1,245267,1,0,335,1,0,0
Checkered Charming Seat Cushion,0,0,0,1702,0,0,3,1,1,6435011,7421909,1,245268,1,0,336,1,0,0
Thunder Totem Kiln,0,0,0,1703,0,0,3,1,1,6892736,7421913,5,245270,0.7,10,337,2,0,0
Old Salt's Fireplace,0,0,0,1704,0,0,2,1,1,6905476,7421917,5,245271,1,10,338,2,0,0
[DNT] Schmancy Goblin String Lights - DO NOT USE,0,0,0,1717,0,0,192,0,0,0,7011617,1,245349,1,0,339,0,0,0
[DNT] Schmancy Goblin String Lights - DO NOT USE,0,0,0,1718,0,0,192,0,0,0,7011617,1,132822,1,0,340,0,0,0
[DNT] Zuldazar Cook's Griddle - DO NOT USE,0,0,0,1719,0,0,192,0,0,0,0,1,135567,1,0,341,0,0,0
[DNT] Zuldazar Cook's Griddle - DO NOT USE,0,0,0,1720,0,0,192,0,0,0,0,1,245492,1,0,342,0,0,0
Orgrimmar Chair,0,0,0,1723,0,547907,3,1,1,6379057,7421925,1,245532,1,0,343,1,2,0
Rugged Brazier,0,0,0,1724,0,0,2,1,1,6379087,7421929,1,245533,1,0,344,1,0,0
Frostwall Elevated Brazier,0,0,0,1725,0,549172,2,1,1,6711645,7421941,3,245534,1,10,345,2,0,0
Orgrimmar Nightstand,0,0,0,1736,0,0,3,1,1,6379068,7421957,1,245545,1,0,346,1,0,0
Durable Wooden Chest,0,0,0,1737,0,0,3,1,1,6379069,7421961,1,245546,1,0,347,1,0,0
Wide Charming Couch,0,0,0,1738,0,554835,3,1,1,6390431,7421965,3,245547,1,0,348,1,0,0
Iron-Reinforced Cupboard,0,0,0,1739,0,0,3,1,1,6390435,7421969,3,245548,1,0,349,1,0,0
Trueshot Lodge Fireplace,0,0,0,1740,0,0,2,1,1,6905474,7421973,5,245549,1,10,350,2,0,0
Runed Dreamweaver Moonstone,0,0,0,1741,0,0,3,1,1,7515605,7521260,3,245550,1,10,351,2,0,0
Worker's Wooden Desk,0,0,0,1742,0,0,3,1,1,6390433,7421981,3,245551,1,0,352,1,0,0
[DNT] Cornerstone 02 - DO NOT USE,0,0,0,1743,0,0,192,1,1,6935311,7421985,3,245552,1,0,353,0,0,0
Orgrimmar Tusked Bed,0,0,0,1744,0,0,3,1,1,6379056,7421991,5,245555,1,0,354,1,1,0
Iron-Reinforced Standing Mirror,0,0,0,1745,0,0,3,1,1,6390439,7421995,3,245556,1,0,355,1,0,0
Shaded Suramar Window,0,0,0,1746,0,0,2,1,1,6924249,7421997,3,245557,1,10,356,2,0,0
Elaborate Suramar Window,0,0,0,1747,0,0,2,1,1,6924250,7422001,3,245558,1,10,357,2,0,0
Octagonal Ochre Window,0,0,0,1748,0,0,2,1,1,6924251,7422005,3,245559,1,10,358,2,0,0
Meadery Ochre Window,0,0,0,1749,0,0,2,1,1,6924252,7422009,5,245560,1,10,359,3,0,0
Ornate Ochre Window,0,0,0,1750,0,0,2,1,1,6924253,7422013,3,245561,1,10,360,2,0,0
[DNT] Cornerstone 01 - DO NOT USE,0,0,0,1751,0,0,192,1,1,6935310,7422017,3,245562,1,0,361,0,0,0
Bel'ameth Interior Wall,0,0,0,1770,0,0,2,1,2,6892458,7135465,3,245575,1,0,362,1,10,0
Bel'ameth Round Interior Pillar,0,0,0,1771,0,0,2,1,2,6892456,7135463,3,245576,1,0,363,1,10,0
Bel'ameth Interior Doorway,0,0,0,1772,0,0,2,1,2,6892457,7135464,3,245578,1,0,364,1,3,0
Bel'ameth Interior Narrow Wall,0,0,0,1773,0,0,2,1,2,6892459,7135466,3,245579,1,0,365,1,5,0
Silvermoon Round Interior Pillar,0,0,0,1774,0,0,2,1,2,6892371,7135441,3,245581,1,0,366,1,10,0
Silvermoon Interior Narrow Wall,0,0,0,1775,0,0,2,1,2,6892374,7135444,3,245582,1,0,367,1,5,0
Silvermoon Interior Wall,0,0,0,1776,0,0,2,1,2,6892373,7135443,3,245583,1,0,368,1,10,0
Frostwall Forge,0,0,0,1791,0,0,3,1,1,6905311,7422021,5,245600,1,10,369,2,0,0
Ancestral Signal Brazier,0,0,0,1792,0,0,2,1,1,6905328,7422041,3,245601,1,10,370,2,0,0
Gilnean Problem Solver,0,0,0,1793,0,0,3,1,1,6930893,7422031,5,245602,1,10,371,2,0,0
Gilnean Noble's Trellis,0,0,0,1794,0,0,3,1,1,6930895,7422049,3,245603,1,10,372,2,0,0
Arched Rose Trellis,0,0,0,1795,0,0,3,1,1,6930896,7422027,3,245604,1,10,373,2,0,0
Gilnean Stone Wall,0,0,0,1796,0,0,3,1,1,6930898,7422043,5,245605,1,10,374,2,0,0
Bradensbrook Smoke Lantern,0,0,0,1801,0,0,2,1,1,6930894,7422039,1,245615,1,10,375,2,0,0
Bradensbrook Thorned Well,0,0,0,1802,0,0,3,1,1,6930897,7422051,5,245616,1,10,376,2,0,0
Gilnean Stocks,0,0,0,1826,0,0,3,1,1,304631,7422033,1,245617,1,10,377,2,0,0
Surwich Expedition Tent,0,0,0,1827,0,0,3,1,1,305226,7422057,5,245618,1,10,378,2,0,0
[DNT] Smoke Sconce - DO NOT USE - new asset,0,0,0,1828,0,0,192,1,1,311598,7422061,3,245619,1,0,379,0,0,0
Little Wolf's Loo,0,0,0,1829,0,0,3,1,1,321660,7422065,5,245620,1,10,380,2,0,0
Gilnean Wooden Table,0,0,0,1830,0,0,3,1,1,322293,7422069,3,245621,1,10,381,2,0,0
Gilnean Wall Shelf,0,0,0,1831,0,0,3,1,1,322355,7422073,3,245622,1,10,382,2,0,0
Gilnean Rocking Chair,0,0,0,1832,0,549183,3,1,1,322635,7422077,1,245623,1,10,383,2,0,0
Waning Wood Fence,0,0,0,1833,0,0,3,1,1,464019,7422081,1,245624,1,10,384,2,0,0
Bel'ameth Bench,0,0,0,1834,0,549184,3,1,1,4690348,7422085,3,245625,1,10,385,2,0,0
[DNT] Ornamental Kaldorei Glaive - DO NOT USE - new asset coming,90,0,0,1835,0,0,192,1,1,4756262,7422089,1,245626,1,0,386,3,0,0
Elven Temple Brazier,0,0,0,1836,0,0,2,1,1,6938369,7422093,1,245627,1,10,387,2,0,0
Silvermoon Interior Doorway,0,0,0,1844,0,0,2,1,2,6892372,7135442,3,245649,1,0,388,1,3,0
Filigree Moon Lamp,0,0,0,1861,0,0,2,1,1,1114215,7422097,1,245655,1,10,389,2,0,0
Wooden Gazebo,0,0,0,1862,0,0,3,1,1,6390449,7422101,5,245656,1,0,390,1,0,0
Stonework Fountain,0,0,0,1863,0,0,3,1,1,6390451,7422105,5,245657,1,0,391,1,0,0
Elwynn Cobblestone Round,0,0,0,1864,0,0,3,1,1,6795024,7422109,1,245658,1,0,392,1,0,0
Elwynn Cobblestone,0,0,0,1865,0,0,3,1,1,6795025,7422113,1,245659,1,0,393,1,0,0
Elwynn Cobblestone Pair,0,0,0,1866,0,0,3,1,1,6795026,7422117,1,245660,1,0,394,1,0,0
Elwynn Cobblestone Cluster,0,0,0,1867,0,0,3,1,1,6795027,7422121,1,245661,1,0,395,1,0,0
Carved Wooden Bar Table,0,0,0,1878,0,0,3,1,1,6390434,7422125,5,245662,1,0,396,1,0,0
Orgrimmar Bureaucrat's Desk,0,0,0,1879,0,0,3,1,1,6379065,7422129,3,245680,1,0,397,1,0,0
Tidesage's Fireplace,0,0,0,1880,0,549363,2,1,1,6980179,7422133,5,245681,1,10,398,2,0,0
Shala'nir Feather Bed,0,0,0,1881,0,0,3,1,1,1108752,7422137,3,245697,1,10,399,2,0,0
Kaldorei Stone Fence,0,0,0,1882,0,0,3,1,1,1096764,7422141,1,245698,1,10,400,2,0,0
Kaldorei Stone Fencepost,0,0,0,1883,0,0,3,1,1,1096766,7422145,1,245699,1,10,401,2,0,0
Kaldorei Cushioned Seat,0,0,0,1884,0,618819,3,1,1,7508794,7514889,1,245700,1,10,402,2,0,0
Elven Round Table,0,0,0,1885,0,0,3,1,1,1096883,7422153,1,245701,1,10,403,2,0,0
Kaldorei Wall Shelf,0,0,0,1886,0,0,3,1,1,1128060,7422157,3,245702,1,10,404,2,0,0
Kaldorei Treasure Trove,0,0,0,1887,0,0,3,1,1,1349622,7422161,3,245703,1,10,405,2,0,0
Bel'ameth Barrel,0,0,0,1888,0,0,3,1,1,4690345,7422165,1,245704,1,10,406,2,0,0
Crescent Moon Lamppost,0,0,0,1889,0,0,2,1,1,1096777,7422169,3,245739,1,10,407,2,0,0
Overgrown Arathi Trellis,0,0,0,1893,0,0,3,1,1,5360239,7422173,5,245938,1,10,408,2,0,0
Void-Corrupted Fountain,0,0,0,1894,0,0,259,1,1,6905006,7422177,5,245939,1,0,409,3,0,0
Sagehold Window,0,0,0,1900,0,0,2,1,1,6988296,7422189,3,245984,1,10,410,2,0,0
Orange Suramar Seat Cushion,0,0,0,1919,0,0,3,1,1,1390430,7422229,1,246001,1,10,411,2,0,0
Red Suramar Seat Cushion,0,0,0,1920,0,0,3,1,1,1390431,7422233,1,246002,1,10,412,2,0,0
[DNT] Silvermoon Small Platform - WMO - DO NOT USE,0,0,0,1938,0,0,192,1,2,6892407,7135448,3,246014,1,0,413,0,0,0
[DNT] Silvermoon Large Platform - WMO - DO NOT USE,0,0,0,1943,0,0,192,1,2,6892408,7135447,5,246017,1,0,414,0,5,0
[DNT] Silvermoon Round Platform - WMO - DO NOT USE,0,0,0,1944,0,0,192,1,2,6892410,7135446,5,246018,1,0,415,0,4,0
[DNT] Silvermoon Beam Platform - WMO - DO NOT USE,0,0,0,1948,0,0,192,1,2,6892409,7135445,3,246019,1,0,416,0,5,0
[DNT] Silvermoon Angled Platform - WMO - DO NOT USE,0,0,0,1950,0,0,192,1,2,6892411,7135449,5,246020,1,0,417,0,0,0
[DNT] Bel'ameth Beam Platform - WMO - DO NOT USE,0,0,0,1952,0,0,192,1,2,6892494,7135467,3,246021,1,0,418,0,5,0
[DNT] Bel'ameth Round Platform - WMO - DO NOT USE,0,0,0,1953,0,0,192,1,2,6892495,7135468,5,246022,1,0,419,0,4,0
[DNT] Bel'ameth Large Platform - WMO - DO NOT USE,0,0,0,1954,0,0,192,1,2,6892493,7135469,5,246023,1,0,420,0,5,0
[DNT] Bel'ameth Small Platform - WMO - DO NOT USE,0,0,0,1955,0,0,192,1,2,6892492,7135470,3,246024,1,0,421,0,0,0
[DNT] Bel'ameth Angled Platform - WMO - DO NOT USE,0,0,0,1956,0,0,192,1,2,6892496,7135471,5,246025,1,0,422,0,0,0
[DNT] Orgrimmar Beam Platform - WMO - DO NOT USE,0,0,0,1957,0,0,192,1,2,6921725,7135489,3,246026,1,0,423,0,5,0
[DNT] Orgrimmar Round Platform - WMO - DO NOT USE,0,0,0,1958,0,0,192,1,2,6921726,7135490,5,246027,1,0,424,0,4,0
[DNT] Orgrimmar Large Platform - WMO - DO NOT USE,0,0,0,1959,0,0,192,1,2,6921727,7135491,5,246028,1,0,425,0,5,0
[DNT] Orgrimmar Small Platform - WMO - DO NOT USE,0,0,0,1960,0,0,192,1,2,6921728,7135492,3,246029,1,0,426,0,0,0
[DNT] Orgrimmar Angled Platform - WMO - DO NOT USE,0,0,0,1961,0,0,192,1,2,6921729,7135493,5,246030,1,0,427,0,0,0
[DNT] Stormwind Beam Platform - WMO - DO NOT USE,0,0,0,1962,0,0,192,1,2,6904656,7135454,3,246031,1,0,428,0,5,0
[DNT] Stormwind Round Platform - WMO - DO NOT USE,0,0,0,1963,0,0,192,1,2,6904657,7135455,5,246032,1,0,429,0,4,0
[DNT] Stormwind Large Platform - WMO - DO NOT USE,0,0,0,1964,0,0,192,1,2,6904658,7135456,5,246033,1,0,430,0,5,0
[DNT] Stormwind Small Platform - WMO - DO NOT USE,0,0,0,1965,0,0,192,1,2,6904659,7135457,3,246034,1,0,431,0,0,0
[DNT] Stormwind Angled Platform - WMO - DO NOT USE,0,0,0,1966,0,0,192,1,2,6904660,7135458,5,246035,1,0,432,0,0,0
High-Backed Orgrimmar Chair,0,0,0,1977,0,553606,3,1,1,6379058,7422253,3,246036,1,0,433,1,0,0
Iron-Reinforced Wooden Rack,0,0,0,1978,0,0,3,1,1,6379073,7422257,1,246037,1,0,434,1,0,0
Stitched Leather Rug,0,0,0,1979,0,0,3,4,1,6389812,7422261,5,246038,1,0,435,1,1,0
Schmancy Goblin String Lights,0,0,0,1984,0,0,3,3,1,6914980,7422265,1,246066,1,10,436,2,0,0
Bel'ameth Wooden Table,0,0,0,1987,0,0,3,1,1,4690346,7422269,3,246089,1,10,437,2,0,0
[DNT] Amirdrassil Stool - DO NOT USE - new asset,0,0,0,1988,0,553743,128,1,1,4690350,7422273,1,246090,1,0,438,2,0,0
Bel'ameth Crafter's Tent,0,0,0,1989,0,0,3,1,1,4871267,7422277,5,246091,0.8,10,439,2,0,0
Small Bel'ameth Tent,0,0,0,1990,0,0,3,1,1,4196083,7422281,5,246100,1,10,440,2,0,0
Small Wooden Stool,0,0,0,1991,0,553787,3,1,1,6390428,7422285,1,246101,1,0,441,1,0,0
Large Covered Wooden Table,0,0,0,1992,0,0,3,1,1,6390432,7422289,5,246102,1,0,442,1,0,0
Small Wooden Nightstand,0,0,0,1993,0,0,3,1,1,6390436,7422293,1,246103,1,0,443,1,0,0
Carved Wooden Crate,0,0,0,1994,0,0,3,1,1,6390443,7422297,1,246104,1,0,444,1,0,0
Sturdy Weapon Rack,0,0,0,1995,0,0,3,1,1,6390448,7422301,3,246105,1,0,445,1,0,0
Wooden Chamberstick,0,0,0,1996,0,567758,2,1,1,6390548,7422305,1,246106,1,0,446,1,1,0
Large Sturdy Wooden Table,0,0,0,1997,0,0,3,1,1,6435012,7422309,5,246107,1,0,447,1,0,0
Embellished Dwarven Tome,0,0,0,1998,0,0,3,1,1,6436349,7422313,1,246108,1,10,448,2,0,0
Open Carved Wooden Crate,0,0,0,1999,0,0,3,1,1,6712066,7422317,1,246109,1,0,449,1,0,0
Filigree Moon Sconce,0,0,0,2000,0,0,2,2,1,6980565,7422321,1,246110,1,10,450,2,0,0
