ID,SpellID,StanceBarOrder,ShapeshiftExclude[0],ShapeshiftExclude[1],ShapeshiftMask[0],ShapeshiftMask[1]
4203,194002,1,0,0,0,0
4204,194005,1,0,0,0,0
4205,194007,1,0,0,0,0
4206,194016,1,0,0,0,0
4207,194018,1,0,0,0,0
4208,194022,1,0,0,0,0
4209,194024,1,0,0,0,0
4210,194025,1,0,0,0,0
4211,194026,1,0,0,0,0
4222,194153,0,0,0,1073741826,0
4223,194179,1,0,0,0,0
4224,194182,1,0,0,0,0
4225,194200,1,0,0,0,0
4226,194223,0,335544332,256,0,0
4227,194225,1,0,0,0,0
4229,194230,1,0,0,0,0
4230,194238,1,0,0,0,0
4232,194429,0,0,0,536870912,0
4233,194509,0,134217728,0,-2147483648,0
4245,195122,0,2,0,0,0
4246,195243,1,0,0,0,0
4247,195244,1,0,0,0,0
4251,195263,1,0,0,0,0
4252,195265,1,0,0,0,0
4253,195266,1,0,0,0,0
4254,195267,1,0,0,0,0
4255,195269,1,0,0,0,0
4256,195291,1,0,0,0,0
4257,195295,1,0,0,0,0
4258,195298,1,0,0,0,0
4260,195312,1,0,0,0,0
4261,195318,1,0,0,0,0
4263,195380,1,0,0,0,0
4264,195381,1,0,0,0,0
4265,195399,1,0,0,0,0
4268,195599,1,0,0,0,0
4269,195605,1,0,0,0,0
4274,195650,1,0,0,0,0
4275,195651,1,0,0,0,0
4276,195653,1,0,0,0,0
4277,195949,0,335544320,0,0,0
4278,196082,1,0,0,0,0
4280,196166,0,0,0,-2147483648,0
4281,196355,1,0,0,0,0
4282,196356,1,0,0,0,0
4283,196358,1,0,0,0,0
4284,196416,1,0,0,0,0
4285,196418,1,0,0,0,0
4286,196419,1,0,0,0,0
4287,196422,1,0,0,0,0
4288,196429,1,0,0,0,0
4289,196430,1,0,0,0,0
4290,196434,1,0,0,0,0
4291,196437,1,0,0,0,0
4292,196463,1,0,0,0,0
4293,196488,0,0,0,-2147483648,0
4294,196489,1,0,0,0,0
4295,196490,1,0,0,0,0
4296,196492,1,0,0,0,0
4300,196529,1,0,0,0,0
4301,196532,1,0,0,0,0
4302,196537,1,0,0,0,0
4303,196539,1,0,0,0,0
4304,196547,1,0,0,0,0
4305,196548,1,0,0,0,0
4306,196551,1,0,0,0,0
4307,196578,1,0,0,0,0
4308,196644,1,0,0,0,0
4309,196684,1,0,0,0,0
4310,196685,1,0,0,0,0
4311,196687,1,0,0,0,0
4312,196705,1,0,0,0,0
4313,196779,1,0,0,0,0
4314,196781,1,0,0,0,0
4315,196809,1,0,0,0,0
4316,196810,1,0,0,0,0
4317,196811,1,0,0,0,0
4318,196812,1,0,0,0,0
4319,196813,1,0,0,0,0
4320,196816,1,0,0,0,0
4321,196817,1,0,0,0,0
4323,196910,0,2,0,1073741824,0
4326,197038,1,0,0,0,0
4327,197047,1,0,0,0,0
4328,197080,1,0,0,0,0
4329,197138,1,0,0,0,0
4330,197139,1,0,0,0,0
4331,197140,1,0,0,0,0
4332,197160,1,0,0,0,0
4333,197161,1,0,0,0,0
4334,197162,1,0,0,0,0
4335,197163,1,0,0,0,0
4336,197178,1,0,0,0,0
4337,197199,1,0,0,0,0
4338,197205,1,0,0,0,0
4339,197248,1,0,0,0,0
4340,197249,1,0,0,0,0
4341,197278,1,0,0,0,0
4345,197343,1,0,0,0,0
4346,197344,1,0,0,0,0
4347,197354,1,0,0,0,0
4348,197370,1,0,0,0,0
4349,197371,1,0,0,0,0
4350,197465,1,0,0,0,0
4351,197466,1,0,0,0,0
4355,197625,4,2,0,0,0
4357,197628,0,335544341,8,0,0
4359,197630,0,0,0,0,4
4360,197708,1,0,0,0,0
4361,197711,1,0,0,0,0
4362,197713,1,0,0,0,0
4363,197715,1,0,0,0,0
4364,197716,1,0,0,0,0
4365,197727,1,0,0,0,0
4366,197729,1,0,0,0,0
4367,197762,1,0,0,0,0
4368,197763,1,0,0,0,0
4369,197766,1,0,0,0,0
4370,197767,1,0,0,0,0
4371,197772,1,0,0,0,0
4372,197775,1,0,0,0,0
4373,197779,1,0,0,0,0
4375,197781,1,0,0,0,0
4377,197815,1,0,0,0,0
4378,197846,1,0,0,0,0
4381,197914,1,0,0,0,0
4382,197917,1,0,0,0,0
4383,197918,1,0,0,0,0
4386,198069,1,0,0,0,0
4387,198074,1,0,0,0,0
4388,198076,1,0,0,0,0
4395,198228,1,0,0,0,0
4396,198236,1,0,0,0,0
4397,198238,1,0,0,0,0
4398,198240,1,0,0,0,0
4399,198247,1,0,0,0,0
4400,198248,1,0,0,0,0
4401,198249,1,0,0,0,0
4402,198292,1,0,0,0,0
4403,198293,1,0,0,0,0
4404,198296,1,0,0,0,0
4405,198299,1,0,0,0,0
4406,198300,1,0,0,0,0
4407,198349,1,0,0,0,0
4408,198361,1,0,0,0,0
4409,198367,1,0,0,0,0
4410,198434,1,0,0,0,0
4411,198453,1,0,0,0,0
4412,198455,1,0,0,0,0
4413,198480,1,0,0,0,0
4414,198483,1,0,0,0,0
4415,198485,1,0,0,0,0
4416,198486,1,0,0,0,0
4417,198505,1,0,0,0,0
4418,198735,1,0,0,0,0
4419,198736,1,0,0,0,0
4422,198832,0,2,0,1073741824,0
4423,198837,0,2,0,1073741824,0
4428,199019,1,0,0,0,0
4429,199022,1,0,0,0,0
4430,199053,1,0,0,0,0
4431,199054,1,0,0,0,0
4432,199055,1,0,0,0,0
4433,199107,1,0,0,0,0
4434,199116,1,0,0,0,0
4435,199121,1,0,0,0,0
4439,199364,1,0,0,0,0
4440,199365,1,0,0,0,0
4441,199366,1,0,0,0,0
4442,199367,1,0,0,0,0
4443,199372,1,0,0,0,0
4444,199373,0,0,0,64,0
4445,199377,1,0,0,0,0
4446,199380,1,0,0,0,0
4447,199384,1,0,0,0,0
4448,199387,1,0,0,0,0
4449,199391,1,0,0,0,0
4450,199401,1,0,0,0,0
4451,199407,1,0,0,0,0
4452,199485,1,0,0,0,0
4455,199563,1,0,0,0,0
4456,199565,1,0,0,0,0
4457,199573,1,0,0,0,0
4458,199640,1,0,0,0,0
4459,199641,1,0,0,0,0
4460,199656,1,0,0,0,0
4461,199665,1,0,0,0,0
4462,199668,1,0,0,0,0
4463,199671,1,0,0,0,0
4465,199806,1,0,0,0,0
4466,199875,1,0,0,0,0
4467,199877,1,0,0,0,0
4468,199878,1,0,0,0,0
4469,199879,1,0,0,0,0
4470,199880,1,0,0,0,0
4471,199881,1,0,0,0,0
4472,199882,1,0,0,0,0
4473,199887,1,0,0,0,0
4474,199888,1,0,0,0,0
4475,199894,1,0,0,0,0
4478,200174,0,0,0,134217728,0
4480,200196,0,134217728,0,0,0
4481,200200,0,134217728,0,0,0
4482,200294,1,0,0,0,0
4483,200296,1,0,0,0,0
4484,200298,1,0,0,0,0
4485,200302,1,0,0,0,0
4486,200311,1,0,0,0,0
4487,200315,1,0,0,0,0
4488,200316,1,0,0,0,0
4492,200326,1,0,0,0,0
4495,200373,1,0,0,0,0
4496,200376,1,0,0,0,0
4499,200407,1,0,0,0,0
4501,200421,1,0,0,0,0
4502,200423,1,0,0,0,0
4503,200430,1,0,0,0,0
4507,200474,1,0,0,0,0
4508,200482,1,0,0,0,0
4518,200652,1,0,0,0,0
4519,200653,1,0,0,0,0
4520,200654,1,0,0,0,0
4521,200656,1,0,0,0,0
4522,200657,1,0,0,0,0
4524,200845,1,0,0,0,0
4525,200846,1,0,0,0,0
4526,200847,1,0,0,0,0
4527,200849,1,0,0,0,0
4528,200853,1,0,0,0,0
4529,200856,1,0,0,0,0
4530,200857,1,0,0,0,0
4531,200859,1,0,0,0,0
4532,200860,1,0,0,0,0
4533,200861,1,0,0,0,0
4534,200863,1,0,0,0,0
4535,200870,1,0,0,0,0
4536,200871,1,0,0,0,0
4537,200872,1,0,0,0,0
4538,200874,1,0,0,0,0
4539,200875,1,0,0,0,0
4540,200876,1,0,0,0,0
4541,200951,1,0,0,0,0
4542,200953,1,0,0,0,0
4543,200954,1,0,0,0,0
4544,200977,1,0,0,0,0
4545,200979,1,0,0,0,0
4546,200980,1,0,0,0,0
4547,200986,1,0,0,0,0
4548,200996,1,0,0,0,0
4549,201009,1,0,0,0,0
4560,202028,0,0,0,17,0
4561,202085,0,0,0,16,0
4562,202246,0,0,0,16,0
4565,202359,0,335544479,0,0,0
4566,202390,-1,0,0,0,0
4568,202794,0,0,0,17,0
4572,203123,0,0,0,1,0
4573,203126,0,0,0,1,0
4576,204023,-1,0,0,0,0
4577,204054,-1,0,0,0,0
4580,204077,-1,0,0,0,0
4581,204139,-1,0,0,0,0
4582,204197,0,134217728,0,0,0
4584,204213,0,134217728,0,0,0
4585,204215,0,134217728,0,0,0
4590,204880,1,0,0,0,0
4591,204883,0,134217728,0,-2147483648,0
4595,204945,1,0,0,0,0
4596,205065,1,0,0,0,0
4597,205084,1,0,0,0,0
4598,205243,0,2,0,0,0
4599,205320,1,0,0,0,0
4600,205364,0,0,0,134217728,0
4601,205406,1,0,0,0,0
4602,205414,1,0,0,0,0
4603,205636,0,335544320,256,0,0
4611,206910,1,0,0,0,0
4612,206959,2,0,0,0,0
4613,207068,1,0,0,0,0
4614,207081,1,0,0,0,0
4615,207088,1,0,0,0,0
4616,207092,1,0,0,0,0
4617,207094,1,0,0,0,0
4618,207097,1,0,0,0,0
4619,207118,1,0,0,0,0
4620,207206,1,0,0,0,0
4621,207255,1,0,0,0,0
4623,207285,1,0,0,0,0
4624,207348,1,0,0,0,0
4625,207351,1,0,0,0,0
4626,207354,1,0,0,0,0
4627,207355,1,0,0,0,0
4628,207356,1,0,0,0,0
4629,207357,1,0,0,0,0
4630,207358,1,0,0,0,0
4631,207360,1,0,0,0,0
4632,207362,1,0,0,0,0
4633,207364,1,0,0,0,0
4637,48438,0,1073741845,4,0,0
4638,207553,1,0,0,0,0
4639,207778,1,0,0,0,0
4647,207903,0,335544320,0,134217728,0
4648,207946,1,0,0,0,0
4649,207947,1,0,0,0,0
4650,207948,1,0,0,0,0
4651,208039,1,0,0,0,0
4652,208065,1,0,0,0,0
4653,200851,0,0,0,16,0
4654,208899,1,0,0,0,0
4656,209069,1,0,0,0,0
4662,209351,0,134217728,0,0,0
4665,209843,1,0,0,0,0
4667,210029,1,0,0,0,0
4668,210030,1,0,0,0,0
4669,210031,1,0,0,0,0
4670,210032,1,0,0,0,0
4671,210033,1,0,0,0,0
4672,210053,6,1073741826,0,0,0
4673,210065,0,0,0,1,0
4675,210110,1,0,0,0,0
4679,210557,1,0,0,0,0
4680,210570,1,0,0,0,0
4681,210571,1,0,0,0,0
4682,210575,1,0,0,0,0
4683,210579,1,0,0,0,0
4684,210583,1,0,0,0,0
4685,210590,1,0,0,0,0
4686,210593,1,0,0,0,0
4687,210631,1,0,0,0,0
4688,210637,1,0,0,0,0
4689,210638,1,0,0,0,0
4690,210649,1,0,0,0,0
4691,210650,1,0,0,0,0
4692,210655,1,0,0,0,0
4693,210663,1,0,0,0,0
4694,210664,1,0,0,0,0
4695,210666,1,0,0,0,0
4696,210670,1,0,0,0,0
4697,210676,1,0,0,0,0
4698,210686,1,0,0,0,0
4699,210687,1,0,0,0,0
4700,210702,1,0,0,0,0
4705,210722,1,0,0,1,0
4706,210723,1,0,0,0,0
4708,210979,1,0,0,0,0
4709,210980,1,0,0,0,0
4710,210994,1,0,0,0,0
4712,211138,1,0,0,0,0
4713,211141,0,0,0,1,0
4714,211210,1,0,0,0,0
4715,211370,0,335544320,0,0,0
4716,211422,1,0,0,0,0
4717,211426,1,0,0,0,0
4718,212027,0,2,0,1073741824,0
4719,212036,0,134217728,0,0,0
4720,212040,0,1073741824,0,0,0
4721,212198,0,335544320,0,0,0
4723,212332,0,0,0,64,0
4724,212333,0,0,0,64,0
4725,212335,0,0,0,64,0
4726,212336,0,0,0,64,0
4727,212337,0,0,0,64,0
4728,212338,0,0,0,64,0
4730,212383,0,0,0,64,0
4731,212384,0,0,0,64,0
4732,212385,0,0,0,64,0
4736,212468,0,0,0,64,0
4737,212469,0,0,0,64,0
4738,212472,0,0,0,64,0
4740,212528,0,0,0,64,0
4741,212620,0,0,0,134217728,0
4743,212676,0,0,0,1073741824,0
4744,212947,1,0,0,0,0
4746,213066,0,134217728,0,0,0
4748,213109,0,134217728,0,0,0
4755,213557,1,0,0,0,0
4756,213634,0,0,0,-2013265920,0
4760,213762,0,134217728,0,0,0
4761,213764,0,0,0,17,0
4762,213771,0,0,0,16,0
4763,213797,0,2,0,1073741824,0
4764,213826,0,0,0,1,0
4765,213844,-1,0,0,0,0
4768,213985,0,0,0,536870912,0
4769,213986,0,0,0,536870912,0
4770,214274,1,0,0,0,0
4771,214284,1,0,0,0,0
4772,214411,1,0,0,0,0
4773,214478,1,0,0,0,0
4774,214483,1,0,0,0,0
4775,214501,1,0,0,0,0
4776,214502,1,0,0,0,0
4777,214516,1,0,0,0,0
4778,214736,1,0,0,0,0
4782,215322,1,0,0,0,0
4784,215381,1,0,0,0,0
4785,215769,0,134217728,0,0,0
4786,215774,0,0,0,134217728,0
4787,215779,1,0,0,0,0
4788,215795,1,0,0,0,0
4789,216122,1,0,0,0,0
4790,216135,1,0,0,0,0
4794,216212,1,0,0,0,0
4795,216273,1,0,0,0,0
4797,216318,1,0,0,0,0
4798,217020,-1,0,0,0,0
4800,217058,-1,0,0,0,0
4801,217363,1,0,0,0,0
4802,218312,0,0,0,16,0
4803,218589,0,134217728,0,-2147483648,0
4804,218605,0,1073741826,0,0,0
4805,218607,1,0,0,0,0
4807,218635,1,0,0,0,0
4808,218638,1,0,0,0,0
4809,218796,0,0,0,1073741842,0
4810,218797,0,0,0,1073741842,0
4812,218822,1,0,0,0,0
4813,218826,1,0,0,0,0
4814,218834,1,0,0,0,0
4815,218835,1,0,0,0,0
4816,218836,1,0,0,0,0
4817,218850,1,0,0,0,0
4818,218877,1,0,0,0,0
4820,219222,1,0,0,0,0
4821,219223,1,0,0,0,0
4822,219376,1,0,0,0,0
4823,219377,1,0,0,0,0
4824,219380,1,0,0,0,0
4825,219396,1,0,0,0,0
4826,219397,1,0,0,0,0
4829,219692,0,0,0,536870912,0
4836,220058,1,0,0,0,0
4837,220073,1,0,0,0,0
4838,220103,1,0,0,0,0
4839,220108,1,0,0,0,0
4840,220110,1,0,0,0,0
4841,220111,1,0,0,0,0
4842,220112,1,0,0,0,0
4843,220113,1,0,0,0,0
4844,220115,1,0,0,0,0
4845,220116,1,0,0,0,0
4846,220164,1,0,0,0,0
4847,220166,1,0,0,0,0
4848,220193,1,0,0,0,0
4849,220209,1,0,0,0,0
4850,220287,1,0,0,0,0
4851,220335,1,0,0,0,0
4852,220356,1,0,0,0,0
4854,220665,1,0,0,0,0
4855,220668,1,0,0,0,0
4856,220682,1,0,0,0,0
4857,220698,1,0,0,0,0
4858,220700,1,0,0,0,0
4859,220711,1,0,0,0,0
4860,220714,1,0,0,0,0
4861,220722,1,0,0,0,0
4862,220730,1,0,0,0,0
4863,220746,1,0,0,0,0
4864,220792,1,0,0,0,0
4865,220856,1,0,0,0,0
4866,220865,1,0,0,0,0
4867,220887,1,0,0,0,0
4869,220931,1,0,0,0,0
4870,220932,1,0,0,0,0
4871,220939,1,0,0,0,0
4872,221392,0,0,0,17,0
4873,221413,0,0,0,17,0
4874,221415,0,0,0,17,0
4875,221416,0,0,0,17,0
4877,221514,0,0,0,17,0
4879,222029,1,0,0,0,0
4880,222088,0,134217728,0,-2147483648,0
4883,222630,1,0,0,0,0
4884,222646,1,0,0,0,0
4885,222648,1,0,0,0,0
4888,223039,1,0,0,0,0
4889,223253,0,-2147483648,0,0,0
4890,223254,0,-2147483648,0,0,0
4893,224127,1,0,0,0,0
4894,224435,0,0,0,1,0
4896,224841,1,0,0,0,0
4907,225795,1,0,0,0,0
4908,226015,1,0,0,0,0
4909,226034,0,1073741826,0,0,0
4910,226277,2,0,0,-2145386496,0
4911,226452,0,0,0,134217728,0
4912,226681,2,0,0,0,0
4917,190491,0,1429266655,6,0,0
4918,227511,0,2,0,0,0
4939,202767,0,335544343,0,0,0
4940,202768,0,335544343,0,0,0
4941,202771,0,335544343,0,0,0
4942,185438,0,0,0,536870912,0
4991,213981,0,0,0,536870912,0
5022,232698,1,0,0,134217728,0
5023,232989,0,1073741824,0,0,0
5043,197721,0,1073741824,4,0,0
5044,208253,0,1073741824,4,0,0
5048,234568,0,335544320,0,0,0
5055,236025,0,0,0,1,0
5056,236026,0,0,0,1,0
5057,236188,0,0,0,1,0
5058,236187,0,0,0,0,4
5064,236716,0,0,0,16,0
5082,238636,0,1073741824,0,0,0
5126,241980,0,1073741826,4,0,0
5127,241849,0,1073741826,4,0,0
5147,245438,0,134217728,0,-2147483648,0
5148,245448,0,134217728,0,-2147483648,0
5149,245452,0,134217728,0,-2147483648,0
5150,245453,0,134217728,0,-2147483648,0
5156,246097,0,134217728,0,-2147483648,0
5224,248011,1,0,0,0,0
5225,248019,1,0,0,0,0
5226,248022,1,0,0,0,0
5227,248023,1,0,0,0,0
5229,248219,1,0,0,0,0
5230,248280,0,335544320,0,0,0
5231,248312,0,2,0,1073741824,0
5233,248527,0,1412489439,14,0,0
5237,248774,0,335544320,0,0,0
5238,248776,1,0,0,536870912,0
5241,207017,0,0,0,16,0
5253,250729,-1,0,0,0,0
5256,251320,0,1073741826,0,0,0
5260,252555,0,-2147483648,0,0,0
5261,252620,0,335544320,0,134217728,0
5262,252920,0,134217728,0,-2147483648,0
5268,254224,0,0,0,134217728,0
5270,254232,0,0,0,134217728,0
5273,254316,0,-2147483648,0,0,0
5280,255222,1,0,0,0,0
5281,255227,1,0,0,0,0
5282,255274,0,134217728,0,0,0
5283,240159,0,-2147483648,0,0,0
5284,240160,0,-2147483648,0,0,0
5285,247587,0,-2147483648,0,0,0
5286,255312,0,0,0,-2013265920,0
5287,255352,0,134217728,0,-2147483648,0
5288,255354,0,134217728,0,-2147483648,0
5299,256591,0,0,0,64,0
5335,257738,0,0,0,536870912,0
5336,257740,0,0,0,536870912,0
5342,256486,0,-2147483648,0,0,0
5344,258306,0,-2147483648,0,0,0
5345,258409,0,-2147483648,0,0,0
5360,260563,0,0,0,64,0
5364,261683,1,0,0,0,0
5368,261767,1,0,0,0,0
5369,261769,1,0,0,0,0
5370,261857,0,-2147483648,0,0,0
5371,261947,1,0,0,0,0
19904,261977,1,0,0,0,0
19905,261978,1,0,0,0,0
29595,262107,1,0,0,0,0
29596,262112,1,0,0,0,0
29597,262114,1,0,0,0,0
29598,262117,1,0,0,0,0
29599,262421,0,1073741826,8,0,0
29600,262624,1,0,0,0,0
29601,262629,1,0,0,0,0
29605,262717,1,0,0,0,0
44145,264125,0,-2147483648,0,0,0
44146,264189,0,134217728,0,0,0
44156,265202,0,134217728,0,-2147483648,0
44157,265417,0,1412489439,14,0,0
44158,265564,0,1412489439,14,0,0
44165,266970,0,-2147483648,0,0,0
44166,267109,-1,0,0,0,0
44167,268597,0,1412489439,14,0,0
44171,268762,-1,0,0,0,0
44191,271232,1,0,0,0,0
44199,272681,-1,0,0,0,0
44200,273381,-1,0,0,0,0
44201,273382,-1,0,0,0,0
44202,273574,0,1412489439,14,0,0
44203,274281,0,335544343,256,0,0
44204,274282,0,335544343,256,0,0
44205,274283,0,335544343,256,0,0
44208,274837,1,0,0,1,0
44209,274838,1,0,0,0,0
44211,274963,1,0,0,0,0
44212,274964,1,0,0,0,0
44316,277572,0,335544320,0,0,0
44317,277905,1,0,0,0,0
44318,278074,1,0,0,0,0
44319,278075,1,0,0,0,0
44320,278082,1,0,0,0,0
44321,279526,0,0,0,1,0
44324,280744,0,0,0,0,2
44326,281265,0,134217728,0,0,0
44328,282143,1,0,0,0,0
44330,283580,-1,0,0,0,0
44332,283655,0,0,0,536870912,0
44333,283695,2,0,0,0,0
44334,283699,0,0,0,1,0
44335,283700,0,0,0,1,0
44336,283708,0,0,0,1,0
44337,283719,0,0,0,1,0
44338,283720,0,0,0,1,0
44339,283762,0,335544320,0,0,0
44341,284414,0,0,0,134217728,0
44344,285594,1,0,0,0,0
44345,285643,0,0,0,134217728,0
44346,285646,1,0,0,0,0
44348,286556,0,0,0,134217728,0
44349,285381,0,0,0,1,0
44352,288546,0,0,0,64,0
44353,288548,0,0,0,64,0
44354,289022,0,1073741981,0,0,0
44355,289045,0,0,0,144,0
44356,289576,0,1073741826,0,0,0
44357,289657,0,134217728,0,-2147483648,0
44358,289666,0,134217728,0,-2147483648,0
44359,290097,0,-2147483648,0,0,0
44360,290099,0,134217728,0,0,0
44361,290109,0,-2147483648,0,0,0
44362,290110,0,134217728,0,0,0
44364,290114,0,134217728,0,0,0
44365,290106,0,0,0,-2147483648,0
44366,290108,0,0,0,-2147483648,0
44367,290111,0,0,0,-2147483648,0
44368,290112,0,0,0,-2147483648,0
44369,290504,-1,0,0,0,0
44370,290505,-1,0,0,0,0
44371,290640,0,0,0,1,0
44372,69070,0,-2147483648,0,0,0
44373,255647,0,-2147483648,0,0,0
44374,259930,0,-2147483648,0,0,0
44375,260364,0,-2147483648,0,0,0
44376,69046,0,-2147483648,0,0,0
44377,69041,0,-2147483648,0,0,0
44378,256948,0,-2147483648,0,0,0
44379,257040,0,-2147483648,0,0,0
44380,232633,0,-2147483648,0,0,0
44383,290754,0,1073741845,4,2,0
44387,291391,0,0,0,536870912,0
44388,291463,0,-2147483648,0,0,0
44389,292055,0,134217728,0,0,0
44390,292449,0,134217728,0,0,0
44391,292450,0,134217728,0,0,0
44396,292608,2,0,0,0,0
44410,293840,0,0,0,1073741826,0
44411,294072,-1,0,0,0,0
44414,295678,0,-2147483648,0,0,0
44415,295727,0,2,0,0,0
44417,295966,0,0,0,1,0
44421,293019,0,-1275035644,0,0,0
44422,293031,0,-1275035644,0,0,0
44423,293032,0,-1275035644,0,0,0
44424,294926,0,-1275035644,0,0,0
44425,295258,0,-1811906556,0,0,0
44426,295337,0,-1811906556,0,0,0
44427,295373,0,-1811906556,0,0,0
44428,295746,0,-1275035644,0,0,0
44429,295186,0,-1811906556,0,0,0
44430,295828,0,-1275035644,0,0,0
44431,295840,0,-1811906556,0,0,0
44432,296036,0,872448029,0,0,0
44433,296072,0,-1275035644,0,0,0
44434,296094,0,-1275035644,0,0,0
44435,296197,0,-1275035644,0,0,0
44436,296230,0,-1275035644,0,0,0
44437,297108,0,-1811906556,0,0,0
44438,297375,0,872448021,0,0,0
44439,298168,0,-1275035644,0,0,0
44440,298309,0,-1275035644,0,0,0
44441,298312,0,-1275035644,0,0,0
44442,298628,0,-1275035644,0,0,0
44443,299258,0,134217728,0,-2147483648,0
44444,299334,0,-1275035644,0,0,0
44445,299336,0,-1275035644,0,0,0
44446,299338,0,-1275035644,0,0,0
44447,299345,0,-1275035644,0,0,0
44448,299347,0,-1275035644,0,0,0
44449,299349,0,-1275035644,0,0,0
44450,299353,0,-1275035644,0,0,0
44451,299355,0,-1275035644,0,0,0
44452,299358,0,-1275035644,0,0,0
44453,299360,0,-1275035644,0,0,0
44454,299364,0,-1275035644,0,0,0
44455,299624,0,-1275035644,0,0,0
44456,299875,0,-1275035644,0,0,0
44457,299876,0,-1275035644,0,0,0
44458,299882,0,-1275035644,0,0,0
44459,299883,0,-1275035644,0,0,0
44460,299932,0,-1275035644,0,0,0
44461,299933,0,-1275035644,0,0,0
44462,299943,0,-1275035644,0,0,0
44463,299944,0,-1275035644,0,0,0
44464,299958,0,-1275035644,0,0,0
44465,299959,0,-1275035644,0,0,0
44466,300002,0,-1275035644,0,0,0
44467,300003,0,-1275035644,0,0,0
44468,300009,0,-1275035644,0,0,0
44469,300010,0,-1275035644,0,0,0
44470,300015,0,-1275035644,0,0,0
44471,300016,0,-1275035644,0,0,0
44472,300091,0,-1275035644,0,0,0
44473,300566,0,-1275035644,0,0,0
44475,301092,0,2,0,0,0
44477,302731,0,-1811906556,0,0,0
44478,302732,0,-2147483648,0,0,0
44479,302770,0,-2147483648,0,0,0
44480,302982,0,-1811906556,0,0,0
44481,302983,0,-1811906556,0,0,0
44487,305140,0,134217728,0,0,0
44493,307054,0,0,0,134217728,0
44494,307067,0,-2147483648,0,0,0
44495,307068,0,-2147483648,0,0,0
44496,307397,0,134217728,0,0,0
44498,309389,-1,0,0,0,0
44499,309390,-1,0,0,0,0
44500,310425,0,-1275035644,0,0,0
44501,310442,0,-1275035644,0,0,0
44504,310592,0,-1811906556,0,0,0
44505,310595,0,-1811906556,0,0,0
44506,310597,0,-1811906556,0,0,0
44507,310599,0,-1811906556,0,0,0
44509,310601,0,-1811906556,0,0,0
44510,310602,0,-1811906556,0,0,0
44512,310604,0,-1811906556,0,0,0
44513,310605,0,-1811906556,0,0,0
44514,310606,0,-1811906556,0,0,0
44515,310607,0,-1811906556,0,0,0
44516,310608,0,-1811906556,0,0,0
44517,310609,0,-1811906556,0,0,0
44518,310690,0,-1811906556,0,0,0
44521,310705,0,-1811906556,0,0,0
44522,310710,0,-1811906556,0,0,0
44523,310711,0,-1811906556,0,0,0
44525,311166,0,-1811906556,0,0,0
44526,311167,0,-1811906556,0,0,0
44527,311177,0,-1811906556,0,0,0
44528,311192,0,-1811906556,0,0,0
44529,311194,0,-1811906556,0,0,0
44530,311195,0,-1811906556,0,0,0
44531,311197,0,-1811906556,0,0,0
44532,311198,0,-1811906556,0,0,0
44533,311201,0,-1811906556,0,0,0
44534,311202,0,-1811906556,0,0,0
44535,311203,0,-1811906556,0,0,0
44536,311206,0,-1811906556,0,0,0
44537,311207,0,-1811906556,0,0,0
44538,311209,0,-1811906556,0,0,0
44540,311211,0,-1811906556,0,0,0
44541,311212,0,-1811906556,0,0,0
44542,311213,0,-1811906556,0,0,0
44545,311302,0,-1811906556,0,0,0
44546,311303,0,-1811906556,0,0,0
44547,311304,0,-1811906556,0,0,0
44548,311306,0,-1811906556,0,0,0
44549,311371,0,-1811906556,0,0,0
44550,311372,0,-1811906556,0,0,0
44551,311651,0,134217728,0,-2147483648,0
44552,311680,0,335544320,0,134217728,0
44553,311706,0,0,0,536870912,0
44554,311930,0,2,0,1073741824,0
44555,311947,0,-1811906556,0,0,0
44556,311959,0,-1811906556,0,0,0
44557,311964,0,-2147483648,0,0,0
44560,312107,0,-1811906556,0,0,0
44561,312114,0,-1811906556,0,0,0
44562,312129,0,-1275035644,0,0,0
44563,312137,0,-1275035644,0,0,0
44564,312138,0,-1275035644,0,0,0
44565,312139,0,-1275035644,0,0,0
44566,312140,0,-1275035644,0,0,0
44567,312141,0,-1275035644,0,0,0
44568,312143,0,-1275035644,0,0,0
44569,312144,0,-1275035644,0,0,0
44570,312145,0,-1275035644,0,0,0
44571,312146,0,-1275035644,0,0,0
44572,312147,0,-1275035644,0,0,0
44573,312148,0,-1275035644,0,0,0
44576,312725,0,-1811906556,0,0,0
44577,312734,0,-1811906556,0,0,0
44578,312764,0,-1811906556,0,0,0
44579,312768,0,-1811906556,0,0,0
44580,312770,0,-1811906556,0,0,0
44582,312773,0,-1811906556,0,0,0
44583,312774,0,-1811906556,0,0,0
44584,312775,0,-1811906556,0,0,0
44585,312915,0,-1811906556,0,0,0
44586,313310,0,-1811906556,0,0,0
44587,313643,0,-2147483648,0,0,0
44590,313919,0,-1811906556,0,0,0
44591,313920,0,-1811906556,0,0,0
44592,313921,0,-1811906556,0,0,0
44593,313922,0,-1811906556,0,0,0
44598,465,2,0,0,0,0
44599,32223,1,0,0,0,0
44600,183435,3,0,0,0,0
44604,316262,0,0,0,134217728,0
44607,316818,1,0,0,0,0
44608,316826,1,0,0,0,0
44609,311796,0,-1811906531,0,0,0
44610,313001,0,-2147483648,0,0,0
44612,317429,0,134217728,0,0,0
44613,317434,0,134217728,0,0,0
44614,317435,0,134217728,0,0,0
44615,312411,0,-2147483648,0,0,0
44616,317791,0,0,0,64,0
44617,317792,0,0,0,64,0
44618,317920,3,0,0,0,0
