ID,Name_lang,Description_lang,Cooldown,Duration,Flags,SchoolMask,IconFileDataID
248,Infectious Soulbite,"Bites the closest enemy, dealing $s1 Shadow damage and an additional $s2 Shadow damage each round for 4 rounds.",5,4,0,32,1029737
249,Shield Bash,"Slams the closest enemy in melee with their shield, dealing $s1 damage and reducing their damage by 50% for one turn.",3,1,0,1,132360
250,Thorned Slingshot,"Fires a thorny projectile at the furthest foe, hitting them for $s1 Nature damage.",4,0,1,8,840197
251,Doom of the Drust,"Lukir uses strange Drust magic to weaken all enemies, reducing their damage done by 20% for two rounds.",5,2,0,32,348276
252,Viscous Sweep,"Sweeps wildly with their Drust Blade, dealing $s1 Shadow damage to all adjacent enemies, and increasing their damage taken by $s2% for two turns.",4,2,0,32,456578
253,Drust Claws,"Claws at the front rank of enemies, dealing $s1 Shadow damage.",3,0,0,32,132141
254,Drust Thorns,"Starts on Cooldown. Drust magic forms a sharp edged barrier around all allies, which deals $s1 Nature damage to anyone attacking them for three turns.",3,3,1,8,415052
255,Defense of the Drust,"Shields an adjacent friendly target, reducing their damage taken by 50% for one round.",3,1,0,32,463829
256,Drust Blast,"Fires Drust magic out in a cone attack, dealing $s1 Shadow damage in a cone emitting from the closest enemy.",2,0,0,32,3180367
257,Dread Roar,"The Brute emits a dread roar, chilling enemies to the bone, making them fearful to attack the brute for two turns.",4,2,0,32,236169
258,Dark Gouge,"Bites into the closest enemy, dealing $s1 Shadow damage, and causing the target to bleed for $s2 for three turns.",5,3,0,32,132133
259,Anima Flame,This attack deals $s1 Arcane damage over two turns to the closest enemy.,2,3,0,64,3528278
260,Anima Burst,A concentrated blast of stolen anima deals $s1 Arcane damage to the furthest enemy.,3,0,0,64,3528280
261,Surgical Advances,"Infuses an adjacent ally with increased power, buffing their damage by $s1% for two turns.",4,2,0,32,3528291
262,Putrid Stomp,"The construct stomps the ground, unleashing a wave of acid that strikes all enemies in melee, dealing $s1 Nature damage.",3,0,0,8,840405
263,Acidic Vomit,"Spews out an acidic stream in a cone from the closest enemy, dealing $s1 Nature damage.",4,0,0,8,840199
264,Meat Hook,"Baron Halis lashes out with his hook, damaging the furthest enemy at range with a mighy blast of $s1 damage.",4,0,0,1,132109
265,Toxic Claws,"Toxic claws tear in a line from the closest enemy, dealing $s1 Nature damage.",4,0,0,8,136022
266,Colossal Strike,"Genghis strikes down with both arm blades, damaging an adjacent enemy for a colossal $s1 damage.",3,0,0,1,132338
267,Acidic Volley,"Fires an acidic bolt at the furthest enemy, dealing $s1 Nature damage.",3,0,0,8,840199
268,Acidic Spray,"Sprays all enemies in melee with a viscous acid, reducing their damage by 30% for three rounds.",4,3,0,8,132104
269,Acidic Stomp,"The Feaster launches itself in the air, coming down and splashing up a wave of acid that strikes all enemies in melee, dealing $s1 Nature damage.",4,0,0,8,840405
270,Spidersong Webbing,"Fires out a stream of spidersilk that webs the closest enemy, reducing their damage done by 50% for two rounds.",4,2,0,1,237430
271,Ambush,"Ambushes the furthest enemy at range, damaging them for $s1 Nature damage for three turns.",4,3,0,8,132105
272,Soulfrost Shard,"Fires an icy bolt at the furthest enemy, dealing $s1 Nature damage.",3,0,0,8,236209
273,Ritual Curse,"Curses an adjacent enemy, reducing their damage by 50% for one round.",2,1,0,32,3528291
274,Stomp Flesh,"Decadious slams down, sending chunks of Flesh in every direction, striking all enemies in melee, dealing $s1 Nature damage.",4,0,0,8,840405
275,Necromantic Infusion,"Infuses an adjacent ally with increased power, buffing their damage by $s1% for two turns.",4,2,0,32,3528291
276,Rot Volley,"Fires a necromatic bolt at the furthest enemy, dealing $s1 Shadow damage instantly, and a further $s2 Shadow damage over three turns.",3,3,0,32,840199
277,Seething Rage,"The Stitched Vanguard enrages, boosting their own damage by $s1% for two turns.",4,2,0,8,132277
278,Memory Displacement,"Inspires doubt in the mind of an enemy at range, increasing the damage they take by $s1% for two turns.",3,2,0,64,3528284
279,Painful Recollection,Creates an aura of mental anguish that deals $s1 Arcane damage to all enemies at range.,4,0,0,64,3528281
280,Quills,Fires out a a cascade of razor sharp quills that deal $s1 damage to all enemies in Melee.,6,0,0,1,657490
281,Anima Spit,"Vyrm spits out a concentrated globule of anima, dealing $s1 Arcane damage to the furthest enemy.",3,0,0,64,3528278
282,Charged Javelin,"Starts on Cooldown. Aella charges her divine Javelin, damaging an adjacent enemy for a colossal $s1 damage.",5,0,1,1,136013
283,Anima Claws,"Claws laden with Anima tear in a line from the closest enemy, dealing $s1 Arcane damage.",4,0,0,64,3528274
284,Empyreal Reflexes,"Releases an aura of anima that infuses its allies with improved reflexes, reducing damage taken by 50% for one round.",4,1,0,64,3528285
285,Forsworn's Wrath,"Starts on Cooldown. Curses all their enemies, causing them to take $s1% extra damage for two turns.",4,2,1,32,3528284
286,CHARGE!,"Commands an adjacent ally to try harder, boosting their damage by $s1% for two turns.",3,2,0,1,132337
287,Elusive Duelist,"The footman takes a defensive stance, reducing their damage taken by 50% for one round.",3,1,0,1,132331
288,Stone Swipe,"The Bladewing sweeps down, raking claws of stone across all enemies at range for $s1 Nature damage.",4,0,0,1,136025
289,Toxic Bolt,"Fires a bolt laced with poison at an enemy at range, causing a damage over time effect for $s1 Shadow damage over three turns.",2,3,0,32,132272
290,Ashen Bolt,"Launches a bolt of elemental ash, dealing $s1 Arcane damage to the furthest enemy.",3,0,0,64,3528302
291,Ashen Blast,"Fires a torrent of elemental ash, dealing $s1 Arcane damage to all enemies in melee.",3,0,0,64,3528304
292,Master's Surprise,"Duelmaster Rowyn uses an ancient bladed technique, striking at the heart of the closest enemy, dealing $s2 damage, and exposing them to $s1% more damage for two turns.",2,2,0,1,132090
293,Stone Crush,"The Sinstone hurls a large rock, hitting all enemies in melee for $s1 damage.",3,0,0,1,136025
294,Stone Bash,"Bashes into the closest enemy, dealing $s1 damage.",3,0,0,1,136024
295,Dreadful Exhaust,"The closest enemy gets caught in a torrent of released sin, exposing them to $s1% more damage for two turns.",2,2,0,32,3528313
296,Death Bolt,Blasts all enemies at range with $s1 Shadow damage.,3,0,1,32,3528311
297,Anima Thirst,"Draws anima from the furthest enemy, dealing $s1 Shadow damage and healing itself for $s2.",4,0,0,32,3528308
298,Anima Leech,"Bites at a random enemy, dealing $s1 Shadow damage and healing itself for some of the damage.",4,0,0,32,3528312
299,Plague Blast,Deals $s1 Shadow damage to the farthest enemy.,2,0,0,32,136182
300,Wave of Eternal Death,"Powerful death magic rolls across the Planes of Torment, causing a stacking damage over time effect to all of your party.",1,3,0,32,136160
301,Bombardment of Dread,"The Jailer sends a bombardment of missles across Calcis, dealing $s1% of their Health as Shadow damage to a random enemy every turn.",1,0,0,32,3528302
302,Bramble Trap,"Winding tendrils ensnare all enemies, dealing $s1 Nature damage and reducing their damage by 20% for this round.",1,1,0,8,1535071
303,Plague Song,"Scream at enemies at range, inflicting $s1 Nature damage each round.",0,0,0,8,136147
305,Roots of Submission,"Roots strike all enemies at range, inflicting $s1 Nature damage.",1,0,0,8,134187
306,Arcane Empowerment,Increases the damage of the closest ally by $s1 Arcane and their maximum health by $s2 for 3 rounds.,3,3,0,64,1033914
307,Fist of Nature,"Smashes the ground, dealing $s1 Nature damage to enemies in a cone emitting from the closest enemy.",3,0,0,8,135602
308,Spore of Doom,"Every 3 rounds, deals $s1 Nature damage to the farthest enemy. This ability does not immediately activate.",3,0,1,8,132371
309,Threads of Fate,Heals all allies for $s1 Nature and increases their damage by 30% for 1 round.,4,1,0,8,237428
310,Axe of Determination,Deals $s1 Holy damage to the closest enemy and increases his damage by 20% for 1 round.,2,2,0,2,132431
311,Wings of Mending,Heals the closest ally for $s1 and increases their maximum health for $s2 for 2 rounds.,2,2,0,2,2103870
312,Panoptic Beam,Deals $s1 Holy damage to enemies in a cone emanating from the closest enemy.,3,0,0,2,135972
313,Spirit's Guidance,Heals all allies for $s1 each round.,0,0,0,2,135977
314,Purifying Light,Heals the closest ally for $s1 and increases their damage by $s2 Holy for 2 rounds.,3,2,0,2,571554
315,Resounding Message,Blasts the furthest enemy for $s1 Fire damage and reduces their damage dealt by 30% for 2 rounds.,3,2,0,4,237247
316,Self Replication,Deals $s1 Shadow damage to the closest enemy and heals for $s2.,1,0,0,32,1391773
317,Shocking Fist,Deals $s1 Nature damage to all enemies in melee and increases the damage they take this round by $s2.,3,1,0,32,135599
318,Inspiring Howl,Increases the damage all allies deal by $s1 Physical for 3 rounds.,3,3,0,1,2011120
319,Shattering Blows,"Shatters the armor of enemies in melee range, dealing $s1 Shadow damage and an additional $s2 Shadow damage each round for 3 rounds.",4,3,0,32,311430
320,Hailstorm,Blasts all enemies at range with $s1 Frost damage.,0,0,0,16,135857
321,Adjustment,Heals the closest ally for $s1.,1,0,0,16,3386335
322,Balance In All Things,"Deals $s1 Shadow damage, heals himself for $s2, and increases his maximum health by $s3 for 1 round.",2,1,0,16,132950
323,Anima Shatter,Deals $s1 Shadow damage to all enemies at range and reduces the damage they deal by 10% for 2 rounds.,3,2,0,0,3528311
324,Protective Parasol,Heals all adjacent allies for $s1.,1,0,0,32,644385
325,Vision of Beauty,All adjacent allies deal an additional 60% damage for 2 rounds.,3,2,0,32,1021866
326,Shiftless Smash,Deals $s1 Frost damage to all adjacent enemies.,4,0,0,16,446910
327,Inspirational Teachings,Increases the damage of all other allies by $s1 Shadow for 3 rounds.,5,3,0,32,136224
328,Applied Lesson,Deals $s1 Shadow damage to the closest enemy.,2,0,0,33,306487
329,Muscle Up,Reduces all damage taken by 50% for 3 rounds.,5,3,0,4,136101
330,Oversight,Increases damage dealt by $s1 Fire for 2 rounds.,5,2,0,4,511044
331,Supporting Fire,Allies deal an additional $s1 Fire damage.,3,3,0,4,236639
332,Emptied Mug,Thunk!  Deals $s1 Shadow damage to the furthest enemy.,2,0,0,32,463489
333,Overload,Increases damage dealt by $s1 for 3 rounds.,5,3,0,64,132860
334,Hefty Package,"Deals $s1 Shadow Damage to the closest enemy. Oof, packages this heavy are Evil.",2,0,0,32,1506462
335,Errant Package,Deals $s1 Arcane damage to all enemies at range.,2,0,0,64,1506463
336,Evidence of Wrongdoing,Heal an adjacent ally for $s1.,3,0,0,4,237109
337,Wavebender's Tide,"Deals $s1 Frost damage to the furthest enemy, and an additional $s2 Frost damage each round for 3 rounds.",4,3,0,16,237590
338,Scallywag Slash,Deals $s1 Physical damage to the closest enemy.,2,0,0,1,135343
339,Cannon Barrage,Deals $s1 Fire damage to all enemies. Does not cast immediately.,3,0,1,4,1373903
340,Tainted Bite,Deals $s1 Fire damage.,3,0,0,4,840199
341,Tainted Bite,Deals $s1 Shadow damage to the furthest enemy and increases their damage taken by $s2 for 3 rounds.,5,3,0,32,133726
342,Regurgitated Meal,Deals $s1 Nature damage to the closest enemy each round and reduces their damage dealt by $s2 for the next round.,1,1,0,8,136007
343,Sharptooth Snarl,Deals $s1 Arcane damage to enemies in melee and increases all damage dealt by 20% for 1 round.,3,1,0,64,132214
344,Razorwing Buffet,"Smashes all enemies with ice, dealing $s1 Frost damage.",1,0,0,4,574790
345,Protective Wings,Modifies the damage all allies take by $s1 for 3 rounds.,4,3,0,64,2103868
346,Heel Bite,Deals $s1 Nature damage to the closest enemy and reduces their damage by $s2 for 2 rounds.,4,2,0,8,236167
347,Darkness from Above,Deals $s1 Shadow damage to all enemies in a cone emitting from the closest enemy.,2,0,0,32,457655
348,Tainted Bite,Deals $s1 Shadow damage to the furthest enemy and increases their damage taken by $s2 for 3 rounds.,5,3,0,32,133726
349,Anima Swell,Deals $s1 Arcane damage to all enemies,4,0,0,64,3528285
350,Attack Wave,Deals $s1 Arcane damage to all adjacent enemies.,4,0,0,64,446910
351,Attack Pulse,Deals a powerful burst of $s1 Arcane damage to an enemy at range. This ability starts on cooldown.,4,0,1,64,613397
352,Active Shielding,Activates a shield that prevents $s1% damage for two turns.,4,0,0,64,132315
353,Disruptive Field,Projects a disruption field that reduces damage done by an enemy at range for $s1% damage for two turns.,4,0,0,64,636332
354,Energy Blast,Deals a powerful burst of $s1 Arcane damage to all enemies in melee. This ability starts on cooldown.,5,0,1,64,613397
355,Mitigation Aura,"The Automa projects an aura that disrupts it's opponents, reducing the damage done by the furthest enemy at range by 25%.",0,0,0,64,132315
356,Bone Ambush,"Hidden allies shoot bone shards at all enemies at range, dealing $s1 Physical damage.",2,0,0,1,135537
357,Mitigation Aura,The Wordleater projects an aura that disrupts it's opponents. Reducing the damage done by the closest enemy by 50%.,0,0,0,64,132315
358,Deconstructive Slam,"The Worldeater slams the ground, sending out a powerful seismic wave. Dealing $s1 damage to all enemies in melee. This ability starts on cooldown.",5,0,1,1,613397
359,Pain Projection,A projection of mental pain that deals  $s1 % Shadow damage for three turns.,5,3,0,32,136184
360,Anima Draw,"A violent attempt to draw anima directly from their foe, dealing $s1 Arcane damage to all enemies in melee.",3,0,0,64,3528281
361,Geostorm,Whips up a viscious sandstorm that damages all enemies in melee for $s1 damage.,4,0,0,1,606549
362,Anima Stinger,"Strikes out with their stinger, dealing $s1 Arcane damage to the furthest enemy.",4,0,0,64,3528281
363,Pack Instincts,"Lets out a snarling howl, inspiring their pack mates, increasing their damage by $s1% for two turns.",5,2,0,8,132214
364,Intimidating Presence,"The Orb Smasher looms ominously, forcing all enemies to target them for two turns.",6,2,0,1,841383
365,Mawsworn Strength,"Intimidates the closest enemy, causing them to take $s1% more damage for one turn.",3,1,0,32,3528299
366,Domination Lash,"Lashes out with Domination magic,striking at all enemies in melee for $s1 Shadow Damage.",4,0,0,32,3528301
367,Domination Thrust,"Lashes out with their spear in a cone from the closest enemy, dealing $s1 shadow damage.",4,0,0,32,3528302
368,Domination Bombardment,"Targets enemies at range, calling down a storm of Domination magic, dealing $s1 Shadow damage.",3,0,0,32,3528302
369,Power of Domination,"Stomps on the ground causing a wave of destructive force to ripple outwards, dealing $s1 damage over two turns to all enemies.",4,2,0,1,3528299
370,Dominating Presence,"Strikes fear in it's opponents, reducing their damage by 50% for two rounds.",5,2,0,1,3528299
371,Acceleration Field,"Releases an aura of anima that infuses its allies with improved reflexes, reducing damage taken by 25% for two rounds.",5,2,0,8,3528285
372,Mace Smash,"Makes a powerful swing with their mace, striking all enemies in melee for $s1 damage.",4,0,0,1,132310
373,Repurpose Anima Flow,"Draws anima from the furthest enemy, dealing $s1 Arcane damage and healing itself for $s2.",5,0,0,64,3528275
374,Anima Thirst,"Draws anima from the furthest enemy, dealing $s1 Shadow damage and healing itself for $s2.",5,0,0,32,3528294
375,Tangling Roots,"The overgrowth impedes all enemies, reducing their damage by 20% for two rounds.",4,2,0,8,463521
