OverrideName_lang,OverrideSubtext_lang,OverrideDescription_lang,ID,SpellID,OverrideIcon,OverridesSpellID,VisibleSpellID
,,,121969,97462,0,0,0
,,,121970,390725,0,0,0
,,,121971,46968,0,0,0
,,,121972,382940,0,0,0
,,,121973,383082,0,0,0
,,,121974,382767,0,0,0
,,,121975,382896,0,0,0
,,,121976,103827,0,0,0
,,,121977,382900,0,0,0
,,,121978,391572,0,0,0
,,,121979,384318,0,0,0
,,,121980,382946,0,0,0
,,,121981,391270,0,0,0
,,,121982,382549,0,0,0
,,,121983,392792,0,0,0
,,,121984,12323,0,0,0
,,,121985,384100,0,18499,0
,,,121986,18499,0,0,0
,,,121987,386284,0,0,0
,,,121988,376079,0,0,0
,,,121989,392777,0,0,0
,,,121990,382956,0,0,0
,,,121991,383082,0,0,0
,,,121992,107570,0,0,0
,,,121993,6343,0,0,0
,,,121994,382260,0,0,0
,,,121995,262231,0,0,0
,,,121996,394329,0,0,0
,,,121997,391683,0,0,0
,,,121998,385059,0,0,0
,,,121999,383295,0,0,0
,,,122000,383605,0,0,0
,,,122001,383916,0,85288,0
,,,122002,388903,0,0,0
,,,122003,390563,0,0,0
,,,122004,382953,0,0,0
,,,122005,228920,0,0,0
,,,122006,383297,0,0,0
,,,122007,388049,0,0,0
,,,122008,392936,0,0,0
,,,122009,392931,0,0,0
,,,122010,383854,0,0,0
,,,122011,316402,0,0,0
,,,122012,383293,0,0,0
,,,122013,845,0,1680,0
,,,122014,334779,0,0,0
,,,122015,385512,0,0,0
,,,122016,389306,0,0,0
,,,122017,383292,0,0,0
,,,122018,386634,0,0,0
,,,122019,383341,0,0,0
,,,122020,390713,0,0,0
,,,122021,227847,0,0,0
,,,122022,383338,0,0,0
,,,122023,262150,0,0,0
,,,122024,772,0,0,0
,,,122025,383287,0,0,0
,,,122026,260643,0,0,0
,,,122027,386357,0,400321,0
,,,122028,389308,0,0,0
,,,122029,383154,0,0,0
,,,122030,383703,0,0,0
,,,122035,415021,0,0,0
,,,122036,416792,0,0,0
,,,122091,0,135787,0,0
,,,122095,0,236223,0,0
,,,122096,0,136170,0,0
,,,122097,0,458224,0,0
,,,122098,0,1717106,0,0
,,,122099,0,2126034,0,0
,,,122110,0,4640498,0,0
,,,122111,0,1723997,0,0
,,,122112,1240188,0,0,0
,,,122116,1226140,0,0,0
,,,122117,400533,0,0,0
,,,122118,423054,0,0,0
,,,122141,423136,0,0,0
,,,122142,1250325,0,0,0
,,,122143,381801,0,0,0
,,,122144,457512,0,0,0
,,,122145,457512,0,0,0
,,,122146,196861,0,0,0
,,,122147,255544,0,0,0
,,,122148,381627,0,0,0
,,,122149,381673,0,0,0
,,,122150,0,0,0,0
,,,122151,1247227,0,0,0
,,,122155,379005,0,0,0
,,,122156,400804,0,0,0
,,,122157,1267216,0,0,0
,,,122158,423662,0,0,0
,,,122159,381894,0,0,0
,,,122160,51690,0,0,0
,,,122161,51690,0,0,0
,,,122162,381543,0,0,0
,,,122163,423701,0,0,0
,,,122164,381621,0,0,0
,,,122174,196937,0,0,0
,,,122175,0,0,0,0
,,,122176,425539,0,0,0
,,,122177,425537,0,0,0
,,,122178,0,0,0,0
,,,122179,425782,0,0,0
,,,122180,426594,0,0,0
,,,122181,426591,0,0,0
,,,122182,385722,0,0,0
,,,122183,385408,0,0,0
,,,122184,426555,0,0,0
,,,122185,131511,0,0,0
Druid of the Claw,,Not yet implemented!||n||nCome back later!,122186,0,134296,0,0
Wildstalker,,Not yet implemented!||n||nCome back later!,122187,0,1394966,0,0
,,,122188,428655,0,0,0
,,,122189,429539,0,0,0
,,,122190,429540,0,0,0
,,,122191,424113,0,0,0
,,,122192,424113,0,0,0
,,,122193,429530,0,0,0
Keeper of the Grove,,Take inspiration from the mighty Keepers of the Grove to protect the balance and safeguard the Dream. Channel overwhelming natural power into your spells and summon enhanced treants to protect your allies and crush your enemies.,122194,0,4067364,0,0
,,,122195,429523,0,0,0
,,,122196,429215,0,0,0
,,,122197,434220,0,0,0
,,,122198,433748,0,0,0
,,,122199,429533,0,0,0
,,,122200,429420,0,0,0
,,,122201,429402,0,0,0
,,,122202,429668,0,0,0
,,,122203,425617,0,0,0
,,,122204,429538,0,0,0
,,,122205,429520,0,0,0
,,,122206,428544,0,0,0
,,,122207,433831,0,0,0
,,,122208,429433,0,0,0
,,,122209,429399,0,0,0
Elune's Chosen,,"Dedicate yourself to the Moon Goddess, increasing your control over the moon and stars. Infuse your abilities with astral might and call down potent lunar magic from the sky.",122210,0,135900,0,0
,,,122211,455797,0,0,0
,,,122212,429227,0,0,0
,,,122213,428859,0,0,0
,,,122214,429215,0,0,0
,,,122215,428731,0,0,0
,,,122216,429532,0,0,0
,,,122217,424058,0,0,0
,,,122218,441583,0,0,0
,,,122219,441678,0,0,0
,,,122220,441841,0,0,0
,,,122221,441691,0,0,0
,,,122222,441689,0,0,0
,,,122223,441835,0,0,0
,,,122224,0,0,0,0
,,,122225,441846,0,0,0
,,,122226,441845,0,0,0
,,,122227,441844,0,0,0
,,,122228,441829,0,0,0
,,,122229,393771,0,0,0
,,,122230,441675,0,0,0
,,,122231,1271839,0,0,0
,,,122232,441809,0,0,0
,,,122233,439926,0,0,0
,,,122234,439895,0,0,0
,,,122235,439890,0,0,0
,,,122236,455461,0,0,0
,,,122237,439929,0,0,0
,,,122238,439528,0,0,0
,,,122239,440119,0,0,0
,,,122240,0,0,0,0
,,,122241,440118,0,0,0
,,,122242,440117,0,0,0
,,,122243,439868,0,0,0
,,,122244,1270592,0,0,0
,,,122245,439882,0,0,0
,,,122246,439880,0,0,0
,,,122247,431178,0,0,0
,,,122248,431067,0,0,0
,,,122249,1248014,0,0,0
,,,122250,431095,0,0,0
,,,122251,431044,0,116,0
,,,122252,1248016,0,0,0
,,,122253,1248002,0,0,0
,,,122254,431166,0,0,0
,,,122255,431117,0,0,0
,,,122256,431176,0,0,0
,,,122257,431066,0,0,0
,,,122258,1260272,0,0,0
,,,122259,451035,0,0,0
,,,122260,449382,0,0,0
,,,122261,449619,0,0,0
,,,122262,448601,0,0,0
,,,122263,449596,0,0,0
,,,122264,449330,0,0,0
,,,122265,449412,0,0,0
,,,122266,449627,0,0,0
,,,122267,448658,0,0,0
,,,122268,449293,0,0,0
,,,122269,443783,0,0,0
,,,122270,444986,0,0,0
,,,122271,444483,0,0,0
,,,122272,444675,0,0,0
,,,122273,444968,0,0,0
,,,122274,444752,0,0,0
,,,122275,444827,0,0,0
,,,122276,444256,0,0,0
,,,122277,1280165,0,0,0
,,,122278,444719,0,0,0
,,,122279,443739,0,0,0
Frostfire,,NYI,122280,0,429384,0,0
Conjurer,,NYI,122281,0,135862,0,0
Sunfury,,NYI,122282,0,135820,0,0
,,,122283,451840,0,0,0
,,,122284,450612,0,0,0
,,,122285,448278,0,0,0
Voice of the Old Gods,,NYI,122286,0,1022950,0,0
TBD,,NYI,122287,0,4913234,0,0
,,,122288,1246799,0,0,0
,,,122289,440671,0,0,0
,,,122290,440670,0,0,0
,,,122291,453845,0,0,0
,,,122292,453917,0,0,0
,,,122293,449874,0,0,0
,,,122294,440681,0,0,0
,,,122295,1272308,0,0,0
,,,122296,453109,0,0,0
,,,122297,0,463836,0,0
,,,122298,1248423,0,0,0
,,,122299,263165,0,0,0
,,,122300,453828,0,0,0
,,,122301,453852,0,0,0
,,,122302,440742,0,0,0
,,,122303,453799,0,0,0
,,,122304,440738,0,0,0
,,,122305,433905,0,0,0
,,,122306,440766,0,0,0
,,,122307,1266845,0,0,0
No Escape,,,122308,451204,0,0,0
,,,122309,448403,0,0,0
,,,122310,449912,0,0,0
,,,122311,451311,0,0,0
,,,122312,120644,0,0,0
,,,122313,440662,0,0,0
,,,122314,453783,0,0,0
,,,122315,1246802,0,0,0
Oracle,,NYI,122316,0,135934,0,0
,,,122317,449806,0,0,0
,,,122318,450405,0,0,0
,,,122393,444771,0,0,0
,,,122394,435607,0,0,0
,,,122395,444778,0,0,0
,,,122396,444773,0,0,0
,,,122397,444769,0,0,0
,,,122398,429639,0,0,0
,,,122399,391090,0,0,0
Colossus,,NYI,122400,0,298660,0,0
,,,122401,436201,0,0,0
,,,122402,429636,0,0,0
,,,122403,431548,0,0,0
,,,122404,444776,0,0,0
,,,122405,429647,0,0,0
,,,122406,437079,0,0,0
,,,122407,438590,0,0,0
,,,122408,429637,0,0,0
,,,122409,436148,0,0,0
,,,122410,444779,0,0,0
Blademaster,,NYI,122411,0,1380678,0,0
,,,122412,434969,0,0,0
Mountain Thane,,NYI,122413,0,839979,0,0
,,,122414,437134,0,0,0
,,,122415,429642,0,0,0
,,,122416,437118,0,0,0
,,,122417,437068,0,0,0
,,,122418,444775,0,0,0
,,,122419,444772,0,0,0
,,,122420,429641,0,0,0
,,,122421,429638,0,0,0
,,,122422,444770,0,0,0
,,,122423,444767,0,0,0
,,,122424,429644,0,0,0
,,,122425,436707,0,0,0
,,,122426,436162,0,0,0
,,,122427,436358,0,0,0
,,,122428,429634,0,0,0
,,,122429,444780,0,0,0
,,,122430,449631,0,0,0
,,,122431,440057,0,0,0
,,,122432,449704,0,0,0
,,,122433,449707,0,0,0
,,,122434,449620,0,0,0
,,,122435,428518,0,0,0
,,,122436,391090,0,0,0
Diabolist,,NYI,122437,0,136219,0,0
,,,122438,440055,0,0,0
,,,122439,428522,0,0,0
,,,122440,429581,0,0,0
,,,122441,449629,0,0,0
,,,122442,429657,0,0,0
,,,122443,440046,0,0,0
,,,122444,440065,0,0,0
,,,122445,428911,0,0,0
,,,122446,440043,0,0,0
,,,122447,449637,0,0,0
Soul Harvester,,NYI,122448,0,828455,0,0
,,,122449,445465,0,0,445468
Hellcaller,,NYI,122450,0,4914676,0,0
,,,122451,430014,0,0,442726
,,,122452,429899,0,0,0
,,,122453,440045,0,0,0
,,,122454,440040,0,0,0
,,,122455,449634,0,0,0
,,,122456,449624,0,0,0
,,,122457,429902,0,0,0
,,,122458,428517,0,0,0
,,,122459,449701,0,0,0
,,,122460,449614,0,0,0
,,,122461,429115,0,0,0
,,,122462,440044,0,0,0
,,,122463,440048,0,0,0
,,,122464,428514,0,0,0
,,,122465,429893,0,0,0
,,,122466,449638,0,0,0
,,,122467,443442,0,0,0
,,,122468,445026,0,0,0
,,,122469,443448,0,0,0
,,,122470,443425,0,0,0
,,,122471,443449,0,0,0
,,,122472,467778,0,0,0
,,,122473,391090,0,0,0
Farseer,,NYI,122474,0,136034,0,0
,,,122475,445032,0,0,0
,,,122476,455129,0,0,0
,,,122477,455123,0,0,0
,,,122478,443418,0,0,0
,,,122479,454919,0,0,0
,,,122480,445028,0,0,0
,,,122481,445035,0,0,0
,,,122482,455088,0,0,0
,,,122483,445029,0,0,0
,,,122484,443446,0,0,0
Stormbringer,,NYI,122485,0,136111,0,0
,,,122486,455630,0,0,444995
Totemic,,NYI,122487,0,4667425,0,0
,,,122488,445024,0,0,0
,,,122489,454027,0,0,0
,,,122490,445036,0,0,0
,,,122491,445034,0,0,0
,,,122492,443447,0,0,0
,,,122493,443444,0,0,0
,,,122494,455096,0,0,0
,,,122495,454391,0,0,0
,,,122496,443451,0,0,0
,,,122497,443450,0,0,0
,,,122498,454026,0,0,0
,,,122499,445025,0,0,0
,,,122500,445031,0,0,0
,,,122501,454009,0,0,0
,,,122502,454021,0,0,0
,,,122503,448861,0,0,443454
,,,122504,442492,0,0,0
,,,122505,442714,0,0,0
,,,122506,442806,0,0,0
,,,122507,442497,0,0,0
,,,122508,452406,0,0,0
,,,122509,391090,0,0,0
,,,122510,452415,0,0,0
,,,122511,452412,0,0,0
,,,122512,442679,0,0,0
,,,122513,452411,0,0,0
,,,122514,452408,0,0,0
,,,122515,1272153,0,0,0
Aldrachi Hunter,,NYI,122516,0,1302006,0,0
Fel-scarred,,NYI,122517,0,1247263,0,0
,,,122518,452414,0,0,0
,,,122519,442718,0,0,0
,,,122520,444926,0,0,0
,,,122521,452409,0,0,0
,,,122522,452403,0,0,0
,,,122523,442683,0,0,0
,,,122524,442290,0,0,0
,,,122525,452410,0,0,0
,,,122526,452402,0,0,0
,,,122527,452405,0,0,0
,,,122528,442686,0,0,0
,,,122529,445625,0,0,0
,,,122530,441176,0,0,0
,,,122531,444088,0,0,0
,,,122532,1218447,0,0,0
Expanded Lungs,,Fire Breath's damage over time is increased by 15%. Dream Breath's heal over time is increased by 15%.,122533,0,136120,0,0
,,,122534,431615,0,0,0
,,,122535,391090,0,0,0
Chronowarden,,,122536,0,4622479,0,0
,,,122537,441212,0,0,0
,,,122538,431875,0,0,0
,,,122539,431840,0,0,0
,,,122540,444322,0,0,0
,,,122541,431874,0,0,0
,,,122542,441180,0,0,0
,,,122543,441246,0,0,0
,,,122544,431873,0,0,0
,,,122545,434300,0,0,0
,,,122546,444849,0,0,0
Scarlet Adept,,NYI,122547,0,4622459,0,0
,,,122548,436335,0,0,0
Scalecommander,,,122549,0,1394891,0,0
,,,122550,433871,0,0,0
,,,122551,432004,0,0,0
,,,122552,441253,0,0,0
,,,122553,441245,0,0,0
,,,122554,1264321,0,0,0
,,,122555,444020,0,0,0
,,,122556,431715,0,0,0
,,,122557,429483,0,0,0
,,,122558,444843,0,0,0
,,,122559,1264269,0,0,0
,,,122560,431657,0,0,0
,,,122561,441705,0,0,0
,,,122562,441206,0,0,0
,,,122563,431442,0,0,0
,,,122564,431695,0,0,0
,,,122565,444016,0,0,0
,,,122566,467902,0,0,0
,,,122567,1253751,0,0,0
,,,122568,430704,0,0,0
,,,122569,430712,0,0,0
,,,122570,467749,0,0,0
,,,122571,472357,0,0,0
,,,122572,391090,0,0,0
Primal Wildlord,,NYI,122573,0,236175,0,0
,,,122574,1253852,0,0,0
,,,122575,472741,0,0,0
,,,122576,472707,0,0,0
,,,122577,469638,0,0,0
,,,122578,472660,0,0,0
,,,122579,1253846,0,0,0
,,,122580,450379,0,0,0
,,,122581,472476,0,0,0
,,,122582,1253825,0,0,0
,,,122583,467911,0,0,0
Sentinel,,NYI,122584,0,132217,0,0
,,,122585,1253599,0,0,0
Dark Ranger,,NYI,122586,0,132323,0,0
,,,122587,1253732,0,0,0
,,,122588,472719,0,0,0
,,,122589,1253887,0,0,0
,,,122590,1253831,0,0,0
,,,122591,467936,0,0,0
,,,122592,430707,0,0,0
,,,122593,472550,0,0,0
,,,122594,472358,0,0,0
,,,122595,467897,0,0,0
,,,122596,466932,0,0,0
,,,122597,472639,0,0,0
,,,122598,450373,0,0,0
,,,122599,1253830,0,0,0
,,,122600,471876,0,0,0
,,,122601,472352,0,0,0
,,,122602,466990,0,0,0
,,,122603,0,136221,0,0
,,,122604,0,237563,0,0
,,,122605,0,237545,0,0
,,,122606,0,1386547,0,0
,,,122607,0,136120,0,0
,,,122608,450889,0,0,0
,,,122609,391090,0,0,0
Shado-Pan,,NYI,122610,0,627606,0,0
,,,122611,0,463836,0,0
,,,122612,450529,0,0,0
,,,122613,450912,0,0,0
,,,122614,0,135887,0,0
,,,122615,451024,0,0,0
,,,122616,0,136221,0,0
,,,122617,0,1386547,0,0
,,,122618,451041,0,0,0
,,,122619,0,236300,0,0
,,,122620,0,3614361,0,0
Zen Master,,NYI,122621,0,775462,0,0
,,,122622,0,1125255,0,0
Conduit of the Celestials,,NYI,122623,0,620832,0,0
,,,122624,0,252997,0,0
,,,122625,451017,0,0,0
,,,122626,0,3614361,0,0
,,,122627,0,135887,0,0
,,,122628,0,463836,0,0
,,,122629,0,236300,0,0
,,,122630,450892,0,0,0
,,,122631,450875,0,0,0
,,,122632,0,237563,0,0
,,,122633,0,1125255,0,0
,,,122634,451036,0,0,0
,,,122635,0,136120,0,0
,,,122636,0,237545,0,0
,,,122637,450508,0,0,0
,,,122638,450867,0,0,0
,,,122639,0,252997,0,0
,,,122641,443560,0,0,0
,,,122642,434143,0,0,0
,,,122643,434905,0,0,0
,,,122644,440476,0,0,0
,,,122645,439851,0,0,0
,,,122646,444074,0,0,0
,,,122647,391090,0,0,0
Rider of the Apocalypse,,NYI,122648,0,237534,0,0
,,,122649,434151,0,0,0
,,,122650,444040,0,0,0
,,,122651,444069,0,0,0
,,,122652,440031,0,0,0
,,,122653,444037,0,0,0
,,,122654,1280658,0,0,0
,,,122655,434260,0,0,0
,,,122656,444033,0,0,0
,,,122657,434033,0,0,0
,,,122658,437122,0,0,0
Deathbringer,,NYI,122659,0,879926,0,0
,,,122660,433901,0,0,0
San'layn,,NYI,122661,0,1392546,0,0
,,,122662,434152,0,0,0
,,,122663,444099,0,0,0
,,,122664,434261,0,0,0
,,,122665,434100,0,0,0
,,,122666,436687,0,0,0
,,,122667,441894,0,0,0
,,,122668,444052,0,0,0
,,,122669,444008,0,0,0
,,,122670,437161,0,0,0
,,,122671,439843,0,0,0
,,,122672,444097,0,0,0
,,,122673,433934,0,0,0
,,,122674,434075,0,0,0
,,,122675,444005,0,0,0
,,,122676,444047,0,0,0
,,,122677,441378,0,0,0
,,,122678,439760,0,0,0
,,,122680,445200,0,0,0
,,,122681,431413,0,0,0
,,,122682,431482,0,0,0
,,,122683,0,135887,0,0
,,,122684,391090,0,0,0
Lightsmith,,NYI,122685,0,613955,0,0
,,,122686,431730,0,0,0
,,,122687,0,252997,0,0
,,,122688,0,463836,0,0
,,,122689,431402,0,0,0
,,,122690,0,136221,0,0
,,,122691,0,136221,0,0
Amongst the Divine,,"Gaining Blessing of Dawn, reduces the cooldown of your Blessing of Freedom by 1 sec, and your other blessing abilities by 2 sec.",122692,0,135889,0,0
,,,122693,0,237563,0,0
,,,122694,431533,0,0,0
,,,122695,431474,0,0,0
Sunwalker,,NYI,122696,0,135958,0,0
Templar,,"Templars are renowned Paladins of the Light's Hope Chapel. Their connection to the light through the chapel allows them to fully unleash their potential Holy powers by empowering their most powerful attacks to take them one step further.||n||nThey unleash devastating combinations of physical and holy attacks in quick succession that overwhelm their enemies. However, this is a controlled and metho",122698,0,135962,0,0
,,,122699,425518,0,0,0
,,,122700,0,3614361,0,0
Endless Wrath,,Empyrean Hammer critical strikes increases the size and the damage of next Consecration by 10% up to 50%.,122701,0,236257,0,0
,,,122702,431551,0,0,0
,,,122703,1263782,0,0,0
,,,122704,156322,0,85673,0
,,,122705,0,237545,0,0
,,,122706,0,136120,0,0
,,,122707,431423,0,0,0
,,,122708,431377,0,0,0
,,,122709,0,1386547,0,0
,,,122710,431463,0,0,0
,,,122711,431687,0,0,0
,,,122712,0,1125255,0,0
,,,122713,0,236300,0,0
,,,122714,431425,0,0,0
,,,122715,457022,0,0,0
,,,122716,454419,0,0,0
,,,122717,1248785,0,0,0
,,,122718,457056,0,0,0
,,,122719,1248793,0,0,0
,,,122720,441321,0,0,0
,,,122721,391090,0,0,0
Trickster,,,122722,0,132331,0,0
,,,122723,1249190,0,0,0
,,,122724,441423,0,0,0
,,,122725,441429,0,0,0
,,,122726,457055,0,0,0
,,,122727,441274,0,0,0
,,,122728,1249194,0,0,0
,,,122729,453457,0,0,0
,,,122730,441273,0,0,0
,,,122731,453428,0,0,0
,,,122732,457057,0,0,0
Fatebound,,NYI,122733,0,236270,0,0
,,,122734,452536,0,0,0
Deathstalker,,NYI,122735,0,132282,0,0
,,,122736,1248970,0,0,0
,,,122737,441367,0,0,0
,,,122738,1249204,0,0,0
,,,122739,454432,0,0,0
,,,122740,457067,0,0,0
,,,122741,457054,0,0,0
,,,122742,441263,0,0,0
,,,122743,441403,0,0,0
,,,122744,1248774,0,0,0
,,,122745,457052,0,0,0
,,,122746,441346,0,0,0
,,,122747,1249201,0,0,0
,,,122748,1249215,0,0,0
,,,122749,441146,0,0,0
,,,122750,441247,0,0,0
,,,122751,457058,0,0,0
,,,122752,200733,0,0,0
,,,122753,427775,0,0,0
,,,122754,258925,0,0,0
,,,122755,328725,0,0,0
,,,122756,427640,0,0,0
,,,122760,427794,0,0,0
,,,122762,394150,0,0,117014
,,,122763,422054,0,0,0
,,,122764,428351,0,0,0
,,,122765,428387,0,0,0
,,,122766,428492,0,0,0
,,,122767,1266307,0,0,0
,,,122768,391429,0,0,0
,,,122769,0,0,0,0
,,,122770,1266497,0,0,0
,,,122771,320416,0,0,0
,,,122772,428557,0,0,0
,,,122773,428607,0,0,0
,,,122774,1266326,0,0,0
,,,122775,342817,0,0,0
,,,122776,388106,0,0,0
,,,122777,388112,0,0,0
,,,122778,0,463284,0,0
,,,122779,1266296,0,0,0
,,,122780,429211,0,0,0
,,,122781,429533,0,0,0
,,,122782,429523,0,0,0
Under Construction!,,,122783,0,0,0,0
,,,122784,429536,0,0,0
,,,122786,431117,0,0,0
,,,122787,431112,0,0,0
,,,122788,431131,0,0,0
,,,122789,431406,0,0,0
,,,122790,431480,0,0,0
,,,122791,431407,0,0,0
Sanctification,,"Damaging an enemy with Empyrean Hammer grants you a stack of Sanctification. At 8 stacks, you cast an additional Consecration 3 sec after casting your next Consecration.",122792,0,236260,0,0
Sanction,,"Grand Crusader and Art of War grants you a stack of Sanction. At 8 stacks, your next Avengers Shield or Judgment calls down an Empyrean Hammer on targets hit.",122793,0,135897,0,0
Passing Judgment,,"When Hammer of Wrath critically strikes, it calls down an Empyrean Hammer on the target and bounces to a nearby enemy up to 3 times.",122794,0,236256,0,0
Badazzling Hammers,,"You take 3% reduced damage from enemies struck by Empyrean Hammer for 8 sec, stacking up to 3 times.",122795,0,535595,0,0
,,,122796,432008,0,0,0
,,,122797,432004,0,0,0
,,,122798,431984,0,0,0
,,,122814,122278,0,0,0
,,,122815,432181,0,0,0
,,,122816,122278,0,0,0
,,,122817,432181,0,0,0
,,,122822,431551,0,0,0
,,,122823,431687,0,0,0
,,,122824,431730,0,0,0
,,,122825,427445,0,0,0
,,,122826,432992,0,0,0
,,,122827,425518,0,0,0
,,,122828,431463,0,0,0
Prejudgment,,Hammer of Wrath increases the critical strike chance of Empyrean Hammer by 50% for 6 sec.,122829,0,236256,0,0
,,,122830,432463,0,0,0
,,,122831,432977,0,0,0
,,,122832,432615,0,0,0
,,,122833,432626,0,0,0
,,,122834,432626,0,0,0
,,,122835,431533,0,0,0
,,,122837,421373,0,0,0
,,,122839,421371,0,0,0
,,,122840,421285,0,0,0
,,,122841,421378,0,0,0
,,,122843,421376,0,0,0
,,,122844,421395,0,0,0
,,,122848,432645,0,0,0
,,,122849,421382,0,0,0
,,,122850,421397,0,0,0
,,,122856,432645,0,0,0
,,,122857,421389,0,0,0
,,,122869,0,0,0,0
,,,122870,432990,0,0,0
,,,122871,432929,0,0,0
,,,122872,432645,0,0,0
,,,122874,421380,0,0,0
,,,122885,432802,0,0,0
,,,122886,432919,0,0,0
,,,122887,433011,0,0,0
,,,122888,432804,0,0,0
,,,122889,432964,0,0,0
,,,122890,469701,0,0,0
,,,122891,469886,0,0,0
,,,122892,433583,0,0,0
,,,122893,433568,0,0,0
Holy Armaments,,"Will the Light to coalesce and become manifest as a Holy Armament, wielded by your friendly target.|n|n$@spellicon432496 $@spellname432496: $@spelldesc432496|n|n$@spellicon432502 $@spellname432502: $@spelldesc432502",122894,432459,0,0,0
,,,122895,433015,0,0,0
,,,122896,433106,0,0,0
,,,122897,432866,0,0,0
,,,122898,432821,0,0,0
,,,122899,1271466,0,0,0
,,,122903,434136,0,0,0
,,,122904,434028,0,0,0
,,,122905,434263,0,0,0
,,,122906,434249,0,0,0
,,,122907,428937,0,0,0
,,,122909,434855,0,0,0
,,,122910,421381,0,0,0
,,,122911,434904,0,0,0
,,,122912,435154,0,0,0
,,,122913,435157,0,0,0
,,,122914,435163,0,0,0
,,,122922,381650,0,0,0
,,,123651,0,252267,0,0
,,,123652,0,236170,0,0
,,,123653,0,463286,0,0
,,,123654,0,132291,0,0
,,,123655,0,135735,0,0
,,,123656,0,135734,0,0
,,,123657,0,135742,0,0
,,,123658,0,236176,0,0
,,,123659,0,132256,0,0
,,,123660,0,132236,0,0
,,,123661,0,538516,0,0
,,,123662,0,136095,0,0
,,,123663,0,136078,0,0
,,,123664,0,135730,0,0
,,,123665,0,237590,0,0
,,,123666,0,136213,0,0
,,,123667,0,136099,0,0
,,,123668,0,136048,0,0
,,,123669,0,135780,0,0
,,,123670,152279,135786,0,0
,,,123671,0,839983,0,0
,,,123672,0,571586,0,0
,,,123673,0,236157,0,0
,,,123674,0,136059,0,0
,,,123675,0,135864,0,0
,,,123676,0,1033164,0,0
,,,123677,0,1052602,0,0
,,,123678,335036,0,0,0
,,,123679,0,236263,0,0
,,,123680,0,252269,0,0
,,,123681,0,236249,0,0
,,,123682,0,135908,0,0
,,,123683,0,135918,0,0
,,,123684,0,135878,0,0
,,,123685,0,135875,0,0
,,,123686,0,135874,0,0
,,,123687,0,135986,0,0
,,,123688,0,136000,0,0
,,,123689,0,136044,0,0
,,,123690,0,1723996,0,0
,,,123691,0,133938,0,0
,,,123692,0,535045,0,0
,,,123693,0,538515,0,0
,,,123694,0,512478,0,0
,,,123695,0,460952,0,0
,,,123696,0,136168,0,0
,,,123697,0,132352,0,0
,,,123698,0,135770,0,0
,,,123699,207230,135805,0,0
,,,123700,0,132208,0,0
,,,123701,0,132094,0,0
,,,123702,0,132270,0,0
,,,123703,0,132337,0,0
,,,123704,0,132143,0,0
,,,123705,0,132096,0,0
,,,123706,339991,0,0,0
,,,123707,437359,0,0,0
,,,123708,449666,0,0,449666
,,,123709,421387,0,0,0
,,,123710,437258,0,0,0
,,,123711,0,0,0,432645
,,,123712,0,0,0,437916
,,,123713,0,0,0,442149
,,,123714,420349,0,0,420349
,,,123715,432561,0,0,432561
,,,123716,437461,0,0,437461
,,,123718,437545,0,0,0
,,,123733,456270,0,0,0
,,,123734,436152,0,0,0
,,,123735,438597,0,0,0
,,,123736,434970,0,0,0
,,,123737,429072,0,0,0
,,,123738,429917,0,0,0
,,,123739,429130,0,0,0
,,,123740,445260,0,445260,445260
,,,123742,383115,0,0,0
,,,123743,383115,0,0,0
,,,123744,383115,0,0,0
,,,123745,384404,0,0,0
,,,123746,384404,0,0,0
,,,123747,383082,0,0,0
,,,123748,384404,0,0,0
,,,123749,383082,0,0,0
,,,123750,391271,0,0,0
,,,123751,391270,0,0,0
,,,123752,382461,0,0,0
,,,123753,203201,0,0,0
,,,123754,203201,0,0,0
,,,123755,384277,0,0,0
,,,123996,400803,0,0,0
,,,123997,439668,0,439668,439668
,,,123998,432838,0,432838,432838
,,,123999,439669,0,439669,439669
,,,124000,439674,0,439674,439674
,,,124001,439694,0,439694,439694
,,,124002,439693,0,439693,439669
,,,124003,439690,0,439690,439668
,,,124004,439689,0,439689,432838
,,,124005,439688,0,439688,439688
,,,124006,439694,0,439694,439694
,,,124007,439693,0,439693,439693
,,,124008,439690,0,439690,439690
,,,124009,439689,0,439689,439689
,,,124010,439688,0,439688,439688
,,,124012,440277,0,0,0
,,,124013,0,611425,0,0
,,,124014,0,236160,0,0
,,,124015,0,1408838,0,0
,,,124016,0,132128,0,0
,,,124017,0,1392544,0,0
,,,124018,0,132123,0,0
,,,124019,0,462651,0,0
,,,124020,0,644389,0,0
,,,124021,0,136062,0,0
,,,124022,0,1392545,0,0
,,,124023,0,132135,0,0
,,,124024,0,134221,0,0
,,,124025,0,136231,0,0
,,,124026,0,609897,0,0
,,,124027,0,533889,0,0
,,,124028,0,136112,0,0
,,,124029,0,136085,0,0
,,,124030,0,611424,0,0
,,,124031,0,514640,0,0
,,,124032,0,236163,0,0
,,,124033,0,136231,0,0
,,,124034,0,538515,0,0
,,,124035,0,136094,0,0
,,,124036,0,237560,0,0
,,,124037,0,136096,0,0
,,,124038,228920,0,0,0
,,,124039,396749,0,0,0
,,,124040,439948,0,0,0
,,,124041,440282,0,0,0
,,Learn to process herbs into $@spellname442990.,124076,442990,0,0,0
,,+$ev1 $en1 while gathering Lush herbs.,124077,0,0,0,0
,,+$ev1 $en1 while gathering Lush herbs.,124078,0,0,0,0
