Loc[0],Loc[1],Loc[2],ID,PathID,NodeIndex,ContinentID,Flags,Delay,ArrivalEventID,DepartureEventID
-3233.3445,-366.6867,0,6548,295,11,0,0,0,0,0
5981.685,840.93164,0,6549,295,12,1,0,0,0,0
6077.007,746.4824,0,6550,295,13,1,0,0,0,0
6189.727,702.8379,0,6551,295,14,1,0,0,0,0
6299.069,698.0727,0,6552,295,15,1,0,0,0,0
6376.472,761.3629,0,6553,295,16,1,0,0,0,0
6406.216,823.08093,0,6554,295,17,1,2,60,10304,0
6417.087,893.4494,0,6555,295,18,1,0,0,0,0
6385.4346,1000.5276,0,6556,295,19,1,0,0,0,0
6267.0894,1066.0321,0,6557,295,20,1,0,0,0,0
6132.979,1101.0049,0,6558,295,21,1,0,0,0,0
5999.856,1132.9052,0,6559,295,22,1,0,0,0,0
-1130.8694,245.60661,138.34468,6571,161,35,1,0,0,0,0
-1006.3139,110.26058,171.30959,6572,161,36,1,0,0,0,0
-1084.8801,17.790636,186.67288,6573,161,37,1,0,0,0,0
-1163.3672,21.241373,185.89543,6574,161,38,1,0,0,0,0
-1685.384,3120.6611,83.604744,6577,162,32,1,0,0,0,0
-1686.7927,3209.0034,43.971786,6578,162,33,1,0,0,0,0
-1732.6233,3256.0652,21.20185,6579,162,34,1,0,0,0,0
7618.907,-2504.5515,485.39523,6621,298,18,1,0,0,0,0
7658.002,-2584.6177,495.64523,6622,298,17,1,0,0,0,0
7561.132,-2633.3694,517.64545,6623,298,16,1,0,0,0,0
7379.184,-2659.556,559.92,6624,298,15,1,0,0,0,0
7233.077,-2656.1672,654.2455,6625,298,14,1,0,0,0,0
7102.9556,-2621.8064,698.2786,6626,298,13,1,0,0,0,0
7026.598,-2591.4316,695.63995,6627,298,12,1,0,0,0,0
6947.438,-2619.1113,693.23145,6628,298,11,1,0,0,0,0
6797.1675,-2733.876,661.47986,6629,298,10,1,0,0,0,0
6733.389,-2899.8723,653.4515,6630,298,9,1,0,0,0,0
6672.633,-3242.0496,695.5341,6631,298,8,1,0,0,0,0
6688.8184,-3667.247,759.0056,6632,298,7,1,0,0,0,0
6782.3457,-4121.9385,773.94965,6633,298,6,1,0,0,0,0
6821.54,-4474.2393,773.94965,6634,298,5,1,0,0,0,0
6839.292,-4579.9907,749.14105,6635,298,4,1,0,0,0,0
6835.9834,-4688.6274,719.7985,6636,298,3,1,0,0,0,0
6819.358,-4721.2134,709.30597,6637,298,2,1,0,0,0,0
6803.3687,-4738.1763,704.5931,6638,298,1,1,0,0,0,0
6797.492,-4742.6865,702.8043,6639,298,0,1,0,0,0,0
-12311.951,1121.4094,113.8653,6704,301,0,0,0,0,0,0
-12318.417,819.6671,153.80963,6705,301,1,0,0,0,0,0
-12381.276,424.21463,105.44864,6706,301,2,0,0,0,0,0
-12406.891,211.83768,49.698437,6707,301,3,0,2,60,15314,15315
-12366.496,34.187283,91.61497,6708,301,4,0,0,0,0,0
-12302.459,-85.87413,139.30954,6709,301,5,0,0,0,0,0
-12184.921,-257.31705,155.83774,6710,301,6,0,0,0,0,0
-12007.931,-390.69815,170.81026,6711,301,7,0,0,0,0,0
-11704.909,-408.35352,190.39482,6712,301,8,0,0,0,0,0
-11440.033,-401.01584,210.67252,6713,301,9,0,0,0,0,0
-11372.654,-402.0664,214.89449,6714,301,10,0,1,0,0,0
2299.363,-1001.7947,275.12137,6715,301,11,0,0,0,0,0
2301.0613,-944.44965,266.5936,6716,301,12,0,0,0,0,0
2302.6924,-821.1053,252.39925,6717,301,13,0,0,0,0,0
2311.1646,-510.73926,226.23274,6718,301,14,0,0,0,0,0
2298.257,-207.20149,181.45587,6719,301,15,0,0,0,0,0
2258.511,-39.34972,150.44499,6720,301,16,0,0,0,15312,0
2199.1565,102.46658,126.53947,6721,301,17,0,0,0,0,0
2130.2473,200.93977,118.37284,6722,301,18,0,0,0,0,0
2062.5989,235.26443,117.73363,6723,301,19,0,2,60,0,15313
1998.6884,229.35298,115.95595,6724,301,20,0,0,0,0,0
1954.7526,158.88141,117.78935,6725,301,21,0,0,0,0,0
1937.5494,87.24686,120.90037,6726,301,22,0,0,0,0,0
1918.882,-28.679688,134.65048,6727,301,23,0,0,0,0,0
1914.4913,-217.25565,157.59492,6728,301,24,0,0,0,0,0
1820.9645,-478.65842,201.3174,6729,301,25,0,0,0,0,0
1797.7759,-536.6353,211.15143,6730,301,26,0,0,0,0,0
1336.85,-5170.0767,71.08263,6740,302,0,1,0,0,0,0
1277.1749,-4934.849,71.08263,6741,302,1,1,0,0,0,0
1297.9117,-4773.0684,71.08263,6742,302,2,1,0,0,0,0
1309.8502,-4707.4004,71.08263,6743,302,3,1,0,0,0,0
1318.1068,-4658.047,71.86043,6744,302,4,1,2,60,15318,15319
1295.4192,-4555.8325,71.08263,6745,302,5,1,0,0,0,0
1263.461,-4536.2583,71.08263,6746,302,6,1,0,0,0,0
1223.9263,-4564.259,71.08263,6747,302,7,1,0,0,0,0
1218.9056,-4625.0254,71.08263,6748,302,8,1,0,0,0,0
1238.7067,-4700.2793,71.08263,6749,302,9,1,0,0,0,0
1255.5045,-4831.162,71.08263,6750,302,10,1,0,0,0,0
1267.8302,-4961.8735,71.08263,6751,302,11,1,0,0,0,0
1268.5409,-5140.135,71.08263,6752,302,12,1,0,0,0,0
2123.634,1023.3866,153.473,6753,302,13,0,0,0,0,0
2009.44,784.2274,153.94548,6754,302,14,0,0,0,0,0
1978.5934,626.7898,153.82686,6755,302,15,0,0,0,0,0
1974.8906,484.1148,148.25134,6756,302,16,0,0,0,0,0
1988.0251,342.53452,128.58395,6757,302,17,0,0,0,0,0
2062.376,292.99805,114.97295,6758,302,18,0,2,60,15320,15321
2201.2996,283.67383,120.97301,6759,302,19,0,0,0,0,0
2437.3645,270.8392,142.72314,6760,302,20,0,0,0,0,0
2632.6165,366.03433,142.72314,6761,302,21,0,0,0,0,0
113.27615,111.66971,124.21278,6777,280,14,1,0,0,0,0
50.271267,-70.70682,97.078735,6778,280,15,1,0,0,0,0
-10.232856,-190.93164,81.708405,6779,280,16,1,0,0,0,0
-113.40495,-338.67905,77.61564,6780,280,17,1,0,0,0,0
-208.19922,-568.5753,85.552956,6781,280,18,1,0,0,0,0
-199.09186,-740.0678,64.444,6782,280,19,1,0,0,0,0
-235.79732,-1045.276,56.162674,6783,280,20,1,0,0,0,0
-338.193,-1262.6195,103.30143,6784,280,21,1,0,0,0,0
-416.89886,-1548.3931,133.13503,6785,280,22,1,0,0,0,0
-408.02518,-1850.1392,116.57917,6786,280,23,1,0,0,0,0
-274.9299,-2090.6948,119.22762,6787,280,24,1,0,0,0,0
-271.5498,-2284.265,111.57917,6788,280,25,1,0,0,0,0
-340.5304,-2459.3623,122.68126,6789,280,26,1,0,0,0,0
-407.19815,-2538.017,123.89632,6790,280,27,1,0,0,0,0
-771.16785,-1213.2427,184.9397,6793,52,22,1,0,0,0,0
-870.3814,-1135.8052,148.67955,6794,52,23,1,0,0,0,0
-922.25867,-1031.6135,88.89012,6795,52,24,1,0,0,0,0
-852.35236,-883.32855,92.30222,6796,52,25,1,0,0,0,0
-775.505,-801.8553,108.87344,6797,52,26,1,0,0,0,0
-667.08734,-530.56433,138.16853,6798,52,27,1,0,0,0,0
-690.70294,-246.89268,175.76144,6799,52,28,1,0,0,0,0
-804.4549,-90.8852,176.38359,6800,52,29,1,0,0,0,0
-1064.7101,-11.56619,184.27788,6801,52,30,1,0,0,0,0
-1174.4703,25.795357,181.70686,6802,52,31,1,0,0,0,0
-60.77669,-437.0636,78.22245,6803,279,14,1,0,0,0,0
58.623806,-181.86241,92.22679,6804,279,15,1,0,0,0,0
140.85774,83.507164,109.37174,6805,279,16,1,0,0,0,0
318.1796,247.09636,126.99439,6806,279,17,1,0,0,0,0
603.79224,345.7129,144.88152,6807,279,18,1,0,0,0,0
836.07074,544.4315,170.3855,6808,279,19,1,0,0,0,0
929.4349,733.32434,169.57329,6809,279,20,1,0,0,0,0
383.3263,347.056,126.05146,6810,53,21,1,0,0,0,0
669.8588,436.00748,137.6468,6811,53,22,1,0,0,0,0
885.8666,650.39185,158.60533,6812,53,23,1,0,0,0,0
941.69946,828.76215,161.689,6813,53,24,1,0,0,0,0
916.6204,923.4669,145.18018,6814,53,25,1,0,0,0,0
927.1851,991.33496,122.93978,6815,53,26,1,0,0,0,0
-4195.8335,3466.6665,0,6816,303,0,1,0,0,0,0
-4197.307,3286.6284,0,6817,303,1,1,2,30,16399,0
-4196.4517,3066.6697,0,6818,303,2,1,0,0,0,0
-4199.9976,2899.998,0,6819,303,3,1,0,0,0,0
-4237.649,2588.0586,0,6820,303,4,1,0,0,0,0
-4267.326,2483.6555,0,6821,303,5,1,0,0,0,0
-4347.8135,2444.3706,0,6822,303,6,1,2,60,16400,0
-4448.167,2476.0862,0,6823,303,7,1,0,0,0,0
-4623.778,2579.7297,0,6824,303,8,1,0,0,0,0
-4905.6494,2778.3125,0,6825,303,9,1,0,0,0,0
-5053.608,2970.5334,0,6826,303,10,1,0,0,0,0
-5121.0503,3185.9626,0,6827,303,11,1,0,0,0,0
-5130.47,3471.4714,0,6828,303,12,1,0,0,0,0
-5089.3037,3705.9922,0,6829,303,13,1,0,0,0,0
-5009.8335,3853.3816,0,6830,303,14,1,0,0,0,0
-4880.222,3939.8958,0,6831,303,15,1,0,0,0,0
-4693.105,3962.0713,0,6832,303,16,1,0,0,0,0
-4417.3755,3903.9922,0,6833,303,17,1,0,0,0,0
-4196.236,3783.2908,0,6834,303,18,1,0,0,0,0
-4195.8335,3466.6665,0,6835,303,19,1,0,0,0,0
6812.002,-4611.047,711.95044,6837,306,0,1,0,0,0,0
6829.8853,-4571.2354,730.0664,6838,306,1,1,0,0,0,0
6893.3364,-4484.402,763.0714,6839,306,2,1,0,0,0,0
6905.028,-4299.619,773.8182,6840,306,3,1,0,0,0,0
6873.803,-4144.6562,745.15314,6841,306,4,1,0,0,0,0
6883.3726,-3926.5156,745.78864,6842,306,5,1,0,0,0,0
6818.9233,-3772.0308,756.9982,6843,306,6,1,0,0,0,0
6565.7085,-3533.9924,756.5032,6844,306,7,1,0,0,0,0
6483.509,-3276.8364,665.189,6845,306,8,1,0,0,0,0
6475.7915,-3015.668,650.6458,6846,306,9,1,0,0,0,0
6379.7676,-2824.9827,661.23004,6847,306,10,1,0,0,0,0
6453.1074,-2563.4866,643.2411,6848,306,11,1,0,0,0,0
6418.6367,-2370.2773,640.21246,6849,306,12,1,0,0,0,0
6460.1416,-2253.1516,654.1221,6850,306,13,1,0,0,0,0
6409.946,-2138.5657,658.07404,6851,306,14,1,0,0,0,0
6416.5254,-1997.897,618.9102,6852,306,15,1,0,0,0,0
6487.158,-1891.3861,603.1932,6853,306,16,1,0,0,0,0
6430.3267,-1734.6705,576.7214,6854,306,17,1,0,0,0,0
6427.2915,-1589.5135,527.64886,6855,306,18,1,0,0,0,0
6520.987,-1414.877,488.56613,6856,306,19,1,0,0,0,0
6546.4453,-1248.1885,482.10553,6857,306,20,1,0,0,0,0
6495.9795,-1068.4874,499.67145,6858,306,21,1,0,0,0,0
6395.0435,-860.6701,522.8801,6859,306,22,1,0,0,0,0
6293.2876,-754.53204,511.935,6860,306,23,1,0,0,0,0
6096.848,-724.6533,483.89758,6861,306,24,1,0,0,0,0
5923.123,-668.0695,458.58148,6862,306,25,1,0,0,0,0
5716.2593,-659.37177,422.7559,6863,306,26,1,0,0,0,0
5601.4707,-735.19806,424.9169,6864,306,27,1,0,0,0,0
5357.4556,-769.49274,411.44174,6865,306,28,1,0,0,0,0
5258.9087,-693.3597,408.98233,6866,306,29,1,0,0,0,0
5241.1157,-428.33844,401.20682,6867,306,30,1,0,0,0,0
5156.8125,-326.43588,391.21198,6868,306,31,1,0,0,0,0
5093.4644,-320.7397,380.17578,6869,306,32,1,0,0,0,0
5068.8105,-338.68695,368.91025,6870,306,33,1,0,0,0,0
6663.7393,-3097.755,669.84125,6881,307,25,1,0,0,0,0
6768.2944,-2806.895,653.0499,6882,307,24,1,0,0,0,0
6690.5767,-2488.827,613.5097,6883,307,23,1,0,0,0,0
6683.02,-2287.9104,644.4695,6884,307,22,1,0,0,0,0
6636.7974,-2161.634,658.2222,6885,307,21,1,0,0,0,0
6621.9634,-2086.944,657.2431,6886,307,20,1,0,0,0,0
6519.9775,-1949.7897,618.0472,6887,307,19,1,0,0,0,0
6535.416,-1788.819,595.4274,6888,307,18,1,0,0,0,0
6484.4497,-1690.2108,533.54034,6889,307,17,1,0,0,0,0
6347.8223,-1579.3563,496.4567,6890,307,16,1,0,0,0,0
6262.0884,-1430.7604,442.14883,6891,307,15,1,0,0,0,0
6023.66,-1246.5111,459.34396,6892,307,14,1,0,0,0,0
5775.519,-1217.2888,492.7145,6893,307,13,1,0,0,0,0
5623.4585,-1099.9897,479.2238,6894,307,12,1,0,0,0,0
5577.5166,-974.7016,436.0282,6895,307,11,1,0,0,0,0
5404.7227,-787.9977,404.51773,6896,307,10,1,0,0,0,0
5307.1665,-760.4435,378.97116,6897,307,9,1,0,0,0,0
5276.7495,-696.041,349.3879,6898,307,8,1,0,0,0,0
5267.6313,-569.6495,329.8317,6899,307,7,1,0,0,0,0
5256.6187,-440.60138,334.7761,6900,307,6,1,0,0,0,0
5264.025,-310.65543,341.13687,6901,307,5,1,0,0,0,0
5182.492,-233.426,363.21988,6902,307,4,1,0,0,0,0
5116.444,-233.59329,371.13647,6903,307,3,1,0,0,0,0
5076.8345,-291.2393,369.99762,6904,307,2,1,0,0,0,0
5070.3267,-326.5012,368.23206,6905,307,1,1,0,0,0,0
5071.4224,-336.87314,368.43808,6906,307,0,1,0,0,0,0
6515.218,-3247.798,650.50775,6907,307,26,1,0,0,0,0
6458.1313,-3662.9934,779.92914,6908,307,27,1,0,0,0,0
6540.6763,-4017.1892,723.4996,6909,307,28,1,0,0,0,0
6566.829,-4391.6836,748.99445,6910,307,29,1,0,0,0,0
6570.0024,-4556.6284,758.0972,6911,307,30,1,0,0,0,0
6719.9204,-4598.532,733.0202,6912,307,31,1,0,0,0,0
6809.5923,-4606.7075,712.7984,6913,307,32,1,0,0,0,0
-5408.2,-2415.2812,90.72665,6916,308,0,1,0,0,0,0
-5414.4707,-2413.8943,91.46421,6917,308,1,1,0,0,0,0
-5455.2866,-2401.9048,104.3784,6918,308,2,1,0,0,0,0
-5526.1157,-2395.9338,98.67086,6919,308,3,1,0,0,0,0
-5565.1543,-2499.523,94.56689,6920,308,4,1,0,0,0,0
-5505.849,-2769.0764,65.42809,6921,308,5,1,0,0,0,0
-5461.227,-2896.611,54.31699,6922,308,6,1,0,0,0,0
-5474.9536,-2991.49,47.067017,6923,308,7,1,0,0,0,0
-5552.397,-3120.649,38.31703,6924,308,8,1,0,0,0,0
-5563.234,-3302.8064,18.678171,6925,308,9,1,0,0,0,0
-5702.411,-3445.3767,-8.377378,6926,308,10,1,0,0,0,0
-5960.91,-3516.1672,-36.905178,6927,308,11,1,0,0,0,0
-6197.312,-3559.0305,-42.071857,6928,308,12,1,0,0,0,0
-6455.5566,-3521.137,-39.48852,6929,308,13,1,0,0,0,0
-6646.0654,-3672.6055,-35.07183,6930,308,14,1,0,0,0,0
-6756.264,-3699.5747,-2.26631,6931,308,15,1,0,0,0,0
-6801.3193,-3747.5833,37.094807,6932,308,16,1,0,0,0,0
-6882.268,-3760.0166,76.705986,6933,308,17,1,0,0,0,0
-6960.24,-3722.9006,62.75068,6934,308,18,1,0,0,0,0
-7022.9917,-3750.5815,30.791348,6935,308,19,1,0,0,0,0
-7049.3267,-3780.4011,11.346923,6936,308,20,1,0,0,0,0
-1198.0839,30.33903,180.4,6938,309,0,1,0,0,0,0
-1201.0702,30.846083,181.17145,6939,309,1,1,0,0,0,0
-1214.8203,34.030815,183.6319,6940,309,2,1,0,0,0,0
-1263.8907,51.24946,183.06995,6941,309,3,1,0,0,0,0
-1309.176,6.205512,164.67995,6942,309,4,1,0,0,0,0
-1381.2294,-198.33638,69.91648,6943,309,5,1,0,0,0,0
-1733.8112,-267.31033,6.57515,6944,309,6,1,0,0,0,0
-1965.9417,-367.5038,9.410509,6945,309,7,1,0,0,0,0
-2251.589,-382.54437,35.158463,6946,309,8,1,0,0,0,0
-2368.7588,-471.80426,29.455744,6947,309,9,1,0,0,0,0
-2386.5132,-665.3863,4.434793,6948,309,10,1,0,0,0,0
-2328.6746,-830.6681,8.019734,6949,309,11,1,0,0,0,0
-2493.479,-1036.4276,8.607949,6950,309,12,1,0,0,0,0
-2523.287,-1303.4054,11.52634,6951,309,13,1,0,0,0,0
-2460.0007,-1533.1797,123.32856,6952,309,14,1,0,0,0,0
-2460.073,-1650.9364,135.7034,6953,309,15,1,0,0,0,0
-2518.893,-1787.4816,100.55595,6954,309,16,1,0,0,0,0
-2737.9077,-1955.8049,106.58062,6955,309,17,1,0,0,0,0
-2932.3723,-2012.8225,99.66832,6956,309,18,1,0,0,0,0
-3130.2896,-2048.9915,100.19628,6957,309,19,1,0,0,0,0
-3425.2983,-2008.918,112.093,6958,309,20,1,0,0,0,0
-3753.059,-2053.497,99.666664,6959,309,21,1,0,0,0,0
-3993.894,-2038.5688,105.98026,6960,309,22,1,0,0,0,0
-4134.8037,-1966.8473,100.91525,6961,309,23,1,0,0,0,0
-4227.2705,-1894.267,99.772446,6962,309,24,1,0,0,0,0
-4383.2646,-1890.6063,95.03971,6963,309,25,1,0,0,0,0
-4523.4165,-1854.3685,102.10833,6964,309,26,1,0,0,0,0
-4623.2915,-1875.686,93.27055,6965,309,27,1,0,0,0,0
-4772.4624,-1978.6578,35.259556,6966,309,28,1,0,0,0,0
-4864.394,-2109.3782,28.339865,6967,309,29,1,0,0,0,0
-5049.431,-2214.2534,29.146702,6968,309,30,1,0,0,0,0
-5181.681,-2415.5354,55.006897,6969,309,31,1,0,0,0,0
-5347.2134,-2490.1863,65.08788,6970,309,32,1,0,0,0,0
-5444.4614,-2564.4626,70.62247,6971,309,33,1,0,0,0,0
-5500.1226,-2661.3538,68.983604,6972,309,34,1,0,0,0,0
-5505.849,-2769.0764,65.42809,6973,309,35,1,0,0,0,0
-5461.227,-2896.611,54.31699,6974,309,36,1,0,0,0,0
-5474.9536,-2991.49,47.067017,6975,309,37,1,0,0,0,0
-5552.397,-3120.649,38.31703,6976,309,38,1,0,0,0,0
-5563.234,-3302.8064,18.678171,6977,309,39,1,0,0,0,0
-5702.411,-3445.3767,-8.377378,6978,309,40,1,0,0,0,0
-5960.91,-3516.1672,-36.905178,6979,309,41,1,0,0,0,0
-6197.312,-3559.0305,-42.071857,6980,309,42,1,0,0,0,0
-6455.5566,-3521.137,-39.48852,6981,309,43,1,0,0,0,0
-6646.0654,-3672.6055,-35.07183,6982,309,44,1,0,0,0,0
-6756.264,-3699.5747,-2.26631,6983,309,45,1,0,0,0,0
-6801.3193,-3747.5833,37.094807,6984,309,46,1,0,0,0,0
-6882.268,-3760.0166,76.705986,6985,309,47,1,0,0,0,0
-6950.69,-3727.3433,63.01354,6986,309,48,1,0,0,0,0
-7022.9917,-3750.5815,30.791348,6987,309,49,1,0,0,0,0
-5423.6934,-2456.8647,105.14497,7000,310,16,1,0,0,0,0
-5456.51,-2530.872,96.84474,7001,310,15,1,0,0,0,0
-5534.0435,-2757.471,33.26147,7002,310,14,1,0,0,0,0
-5598.4844,-2940.8765,18.178148,7003,310,13,1,0,0,0,0
-5716.566,-3116.5886,7.928185,7004,310,12,1,0,0,0,0
-5772.1255,-3300.6555,-15.432941,7005,310,11,1,0,0,0,0
-5934.587,-3501.1243,-36.905178,7006,310,10,1,0,0,0,0
-6201.8003,-3600.1992,-42.071857,7007,310,9,1,0,0,0,0
-6484.822,-3642.1624,-38.48852,7008,310,8,1,0,0,0,0
-6688.5205,-3686.4502,-21.210772,7009,310,7,1,0,0,0,0
-6797.147,-3735.986,27.9837,7010,310,6,1,0,0,0,0
-6894.5557,-3746.7004,72.26161,7011,310,5,1,0,0,0,0
-7038.0757,-3648.9446,51.28719,7012,310,4,1,0,0,0,0
-7088.066,-3693.3806,36.680252,7013,310,3,1,0,0,0,0
-7084.962,-3746.2935,23.663729,7014,310,2,1,0,0,0,0
-7066.348,-3773.5273,16.62736,7015,310,1,1,0,0,0,0
-7049.323,-3781.0925,11.346923,7016,310,0,1,0,0,0,0
-7049.3267,-3780.4011,11.374701,7017,311,0,1,0,0,0,0
-7067.236,-3771.1914,15.542437,7018,311,1,1,0,0,0,0
-7092.1157,-3730.9932,25.782373,7019,311,2,1,0,0,0,0
-7088.7017,-3689.257,36.680252,7020,311,3,1,0,0,0,0
-7029.6772,-3654.9211,49.228775,7021,311,4,1,0,0,0,0
-6894.5557,-3746.7004,72.26161,7022,311,5,1,0,0,0,0
-6797.147,-3735.986,27.9837,7023,311,6,1,0,0,0,0
-6688.5205,-3686.4502,-21.210772,7024,311,7,1,0,0,0,0
-6484.822,-3642.1624,-38.48852,7025,311,8,1,0,0,0,0
-6201.8003,-3600.1992,-42.071857,7026,311,9,1,0,0,0,0
-5934.587,-3501.1243,-36.905178,7027,311,10,1,0,0,0,0
-5772.1255,-3300.6555,-15.432941,7028,311,11,1,0,0,0,0
-5716.566,-3116.5886,7.928185,7029,311,12,1,0,0,0,0
-5598.4844,-2940.8765,18.178148,7030,311,13,1,0,0,0,0
-5534.0435,-2757.471,33.26147,7031,311,14,1,0,0,0,0
-5494.193,-2565.5486,67.31694,7032,311,15,1,0,0,0,0
-5369.595,-2437.9885,76.448586,7033,311,16,1,0,0,0,0
-5337.339,-2273.9075,72.177086,7034,311,17,1,0,0,0,0
-5211.802,-2083.9045,66.9401,7035,311,18,1,0,0,0,0
-4985.991,-1987.2388,64.96671,7036,311,19,1,0,0,0,0
-4852.1567,-1832.8192,70.76713,7037,311,20,1,0,0,0,0
-4729.0522,-1809.8619,81.675186,7038,311,21,1,0,0,0,0
-4666.455,-1836.721,122.58445,7039,311,22,1,0,0,0,0
-4533.256,-1867.202,102.99795,7040,311,23,1,0,0,0,0
-4335.604,-1882.967,106.77953,7041,311,24,1,0,0,0,0
-4159.953,-1899.7544,115.77295,7042,311,25,1,0,0,0,0
-4072.1516,-1876.8268,126.22998,7043,311,26,1,0,0,0,0
-3952.198,-1886.3727,142.7973,7044,311,27,1,0,0,0,0
-3665.4827,-1899.6211,139.66698,7045,311,28,1,0,0,0,0
-3328.7888,-1793.8395,133.5421,7046,311,29,1,0,0,0,0
-3112.2458,-1991.7622,129.10237,7047,311,30,1,0,0,0,0
-2737.4426,-1953.0204,133.22102,7048,311,31,1,0,0,0,0
-2544.4287,-1819.2756,134.97823,7049,311,32,1,0,0,0,0
-2460.7656,-1532.5999,122.08274,7050,311,33,1,0,0,0,0
-2465.9333,-1299.2969,10.952458,7051,311,34,1,0,0,0,0
-2425.0027,-1200.9862,-0.500315,7052,311,35,1,0,0,0,0
-2416.341,-1033.8799,-1.424157,7053,311,36,1,0,0,0,0
-2402.4922,-831.2814,40.05616,7054,311,37,1,0,0,0,0
-2396.504,-615.53546,-1.02017,7055,311,38,1,0,0,0,0
-2366.6853,-467.17252,18.935509,7056,311,39,1,0,0,0,0
-2332.8867,-364.31207,37.8269,7057,311,40,1,0,0,0,0
-2166.773,-167.30486,29.991241,7058,311,41,1,0,0,0,0
-1817.0159,93.13824,44.92037,7059,311,42,1,0,0,0,0
-1440.6709,263.34378,56.760498,7060,311,43,1,0,0,0,0
-1180.9379,213.78296,138.80708,7061,311,44,1,0,0,0,0
-1119.3334,123.73779,171.58084,7062,311,45,1,0,0,0,0
-1122.5133,36.514053,190.63719,7063,311,46,1,0,0,0,0
-1181.1471,27.006077,180.53755,7064,311,47,1,0,0,0,0
-1196.8682,30.66645,180.16986,7065,311,48,1,0,0,0,0
-1335.3611,-319.30313,91.764404,7070,313,0,30,0,0,0,0
-1338.0597,-320.27777,93.19059,7071,313,1,30,0,0,0,0
-1346.6782,-324.3086,97.26161,7072,313,2,30,0,0,0,0
-1361.4062,-332.72363,107.23668,7073,313,3,30,0,0,0,0
-1374.7438,-389.2639,117.56998,7074,313,4,30,0,0,0,0
-1327.676,-495.87436,129.23665,7075,313,5,30,0,0,0,0
574.60504,-47.527073,38.715332,7076,312,0,30,0,0,0,0
566.2794,-39.616104,39.074234,7077,312,1,30,0,0,0,0
541.4935,-34.676216,46.641457,7078,312,2,30,0,0,0,0
443.5138,-40.933594,60.085903,7079,312,3,30,0,0,0,0
362.51926,-9.246962,91.14154,7080,312,4,30,0,0,0,0
286.1307,55.47944,132.39154,7081,312,5,30,0,0,0,0
252.81798,116.98389,154.28047,7082,312,6,30,0,0,0,0
-3938.9514,-1564.224,539.0083,7083,312,7,0,0,0,0,0
-3980.2114,-1574.8712,539.0083,7084,312,8,0,0,0,0,0
-4231.1763,-1626.0303,539.0083,7085,312,9,0,0,0,0,0
-4505.671,-1641.8373,539.0083,7086,312,10,0,0,0,0,0
-4719.1997,-1647.4093,539.78613,7087,312,11,0,0,0,0,0
-4850.0703,-1692.001,542.9808,7088,312,12,0,0,0,0,0
-4990.895,-1705.6411,542.9808,7089,312,13,0,0,0,0,0
-5228.34,-1630.8256,542.9808,7090,312,14,0,0,0,0,0
-5400.0894,-1575.3074,527.14764,7091,312,15,0,0,0,0,0
-5517.1807,-1505.9381,504.815,7092,312,16,0,0,0,0,0
-5619.471,-1350.4371,464.23166,7093,312,17,0,0,0,0,0
-5641.676,-1172.1078,458.23166,7094,312,18,0,0,0,0,0
-5507.9907,-911.6669,471.14835,7095,312,19,0,0,0,0,0
-5290.53,-774.02997,471.14835,7096,312,20,0,0,0,0,0
-5150.7764,-749.9823,516.5379,7097,312,21,0,0,0,0,0
-5028.625,-830.1604,508.17612,7098,312,22,0,0,0,0,0
-4964.352,-902.5166,545.4001,7099,312,23,0,0,0,0,0
-4952.961,-961.79535,542.95557,7100,312,24,0,0,0,0,0
-4925.966,-1002.0459,542.9833,7101,312,25,0,0,0,0,0
-4841.0674,-1062.2181,552.4836,7102,312,26,0,0,0,0,0
-4794.398,-1058.2832,553.12256,7103,312,27,0,0,0,0,0
-4749.7676,-1092.6707,532.791,7104,312,28,0,0,0,0,0
-4767.5728,-1142.7035,516.4847,7105,312,29,0,0,0,0,0
443.5138,-40.933594,60.085903,7107,314,29,30,0,0,0,0
362.51926,-9.246962,91.14154,7108,314,28,30,0,0,0,0
286.1307,55.47944,132.39154,7109,314,27,30,0,0,0,0
252.81798,116.98389,154.28047,7110,314,26,30,0,0,0,0
-3938.9514,-1564.224,539.0083,7111,314,25,0,1,0,0,0
-3980.2114,-1574.8712,539.0083,7112,314,24,0,0,0,0,0
-4231.1763,-1626.0303,539.0083,7113,314,23,0,0,0,0,0
-4505.671,-1641.8373,539.0083,7114,314,22,0,0,0,0,0
-4719.1997,-1647.4093,539.78613,7115,314,21,0,0,0,0,0
-4850.0703,-1692.001,542.9808,7116,314,20,0,0,0,0,0
-4990.895,-1705.6411,542.9808,7117,314,19,0,0,0,0,0
-5228.34,-1630.8256,542.9808,7118,314,18,0,0,0,0,0
-5400.0894,-1575.3074,527.14764,7119,314,17,0,0,0,0,0
-5517.1807,-1505.9381,504.815,7120,314,16,0,0,0,0,0
-5619.471,-1350.4371,464.23166,7121,314,15,0,0,0,0,0
-5641.676,-1172.1078,458.23166,7122,314,14,0,0,0,0,0
-5507.9907,-911.6669,471.14835,7123,314,13,0,0,0,0,0
-5290.53,-774.02997,471.14835,7124,314,12,0,0,0,0,0
-5150.7764,-749.9823,516.5379,7125,314,11,0,0,0,0,0
-5028.625,-830.1604,508.17612,7126,314,10,0,0,0,0,0
-4964.352,-902.5166,545.4001,7127,314,9,0,0,0,0,0
-4952.961,-961.79535,542.95557,7128,314,8,0,0,0,0,0
-4925.966,-1002.0459,542.9833,7129,314,7,0,0,0,0,0
