ID,PrimaryColor,SecondaryColor,Duration,Value,FadeInTime,FadeOutTime,AttachPos,Flags,InnerStrength,OuterStrength,InitialDelay,CurveID,Priority
1329,-16730113,-4523777,0.4,1,0.1,0.3,1,1,1,1,0,106,0
1331,3583,3583,0,0,0,1,22,0,1,1,0,106,0
1332,-15895347,0,0,1,0,0,-1,0,1,1,0,106,0
1333,16770048,16761630,0,1,0,1,-1,1,0.5,0.25,0,106,0
1334,16770048,16761630,0,1,0,1,-1,1,0.5,0.25,0,106,0
1335,6705135,7993708,0,1,0.2,0.2,-1,0,1,1,0,106,2
1336,33211,0,0,1,0.5,0,-1,1,0.8,0.5,0,106,0
1337,8324352,9256991,0,1,0.1,0.1,-1,1,1,1,0,106,0
1338,3146240,5903379,0,1,0.1,0.1,-1,1,1,1,0,106,0
1339,10093824,11094567,0,1,0.1,0.1,-1,1,1,1,0,106,0
1340,18902,0,0,0,0,0,34,0,1,1,0,106,0
1341,0,0,0,0,0,0,-1,0,1,1,0,106,0
1345,7864575,7629567,0,0.8,0,0,-1,1,1,1,0,106,0
1354,16777215,13828201,0,0.4,0,1,-1,1,0.3,0.7,0,106,0
1356,1769727,2425087,0,0.5,0,1,-1,1,0.3,1,0,106,0
1357,-9277516,-14213807,0.5,0.8,0,1,-1,1,1,1,0,106,0
1358,-9277516,-14213807,0.5,0.8,0,1,-1,1,1,1,0,106,0
1359,-9277516,-14213807,0.5,0.8,0,1,-1,1,1,1,0,106,0
1360,-9277516,-14213807,0.5,0.8,0,1,-1,1,1,1,0,106,0
1361,0,15331108,0,1,0,0,-1,0,0.3,0.8,0,106,0
1362,0,2399727,0,1,0,0,-1,0,0.3,0.8,0,106,0
1365,0,10879231,0,1,0,1,-1,1,0.8,0.2,0,106,0
1366,-9277516,-14213807,0.5,0.8,0,1,-1,1,1,1,0,106,0
1368,65279,2373359,0,1,0,0,-1,1,0.3,0.7,0,106,0
1369,16777215,13828201,0,0.4,0,1,-1,1,0.3,0.7,0,106,0
1370,-1395712,-589958,0,1,0,1,-1,1,0.8,0.2,0,106,0
1375,739030,65526,0,0.7,0,0,-1,1,1,1,0,106,0
1377,-16730113,-4523777,0.4,1,0.1,0.3,1,1,1,1,0,106,0
1378,1769727,2425087,0,0.5,0,1,-1,1,0.3,1,0,106,0
1379,0,15331108,0,1,0,0,-1,0,0.3,0.8,0,106,0
1380,0,2399727,0,1,0,0,-1,0,0.3,0.8,0,106,0
1382,16744576,16744576,0,0.65,0,0,-1,0,0.8,1,0,106,0
1385,0,16711680,0,0.5,0,0,-1,1,1,1,0,106,0
1386,16777215,13828201,0,0.4,0,1,-1,1,0.3,0.7,0,106,0
1393,16757504,16770202,1,1,0.1,0.8,1,1,1,1,0,106,0
1394,15904570,8312792,0,1,0,1,-1,1,0.3,0.6,0,106,0
1402,16757504,16770202,1,1,0.1,0.8,1,1,1,1,0,106,0
1407,16711680,16711873,0,1,0,0,2,1,1,1,0,106,0
1411,16762367,14301183,0,1,0,0,-1,17,0.1,0.1,0,10225,20
1412,-16777216,-16747521,0,1,0,0.1,-1,1,0.8,0.2,0,106,0
1413,-16777216,-16747521,0,1,0,0.1,-1,1,0.8,0.2,0,106,0
1424,0,0,0,0,0,0,20,0,1,1,0,106,0
1425,0,0,0,0,0,0,20,0,1,1,0,106,0
1426,0,0,0,0,0,0,20,0,1,1,0,106,0
1427,0,0,0,0,0,0,20,0,1,1,0,106,0
1428,16168451,15265293,0,0.75,0,0,-1,0,0.5,0.25,0,106,0
1434,6374211,-10403005,0,0,0,0,19,0,1,1,0,106,0
1435,-11372938,-13962771,0,1,0,1,-1,1,0.8,0.2,0,106,0
1442,0,11862264,0,1,0,0,-1,0,0,1,0,106,0
1447,46335,0,0,1,1,1,-1,1,0.25,0.25,0,106,0
1448,16777215,13828201,0,0.4,0,1,-1,1,0.3,0.7,0,106,0
1451,0,60159,0,1,0,1,-1,1,0.8,0.2,0,106,0
1454,0,16741632,0,1,0,1,-1,1,0.8,0.2,0,106,0
1455,14542347,1388531,0,0,0,0,19,0,1,1,0,106,0
1456,0,10617087,0,0.9,0,0,-1,0,1,1,0,106,0
1457,0,5263024,0,1,0,0,32,1,0.8,0.2,0,106,6
1459,0,5263024,0,1,0,0,33,1,0.8,0.2,0,106,6
1463,449787,4500665,0,1,0,0,19,0,0.5,0.75,0,106,0
1465,-57856,-53504,0.1,1,0,0.5,19,1,1,1,0,106,0
1467,5308671,14549247,0,0.8,2,0,-1,0,1,1,0,106,0
1470,-10738340,14440414,0,1,0,0,19,0,1,1,0,106,0
1471,-10738340,14440414,0,1,0,0,19,0,1,1,0,106,0
1472,8644095,1363710,0,0.9,0,0,-1,0,0.75,0.75,0,106,0
1473,2806234,1800169,0,0.5,0,0,-1,0,1,1,0,12657,0
1479,-16777216,-16747521,0,1,0,0.1,-1,1,0.8,0.2,0,106,0
1481,-16777216,-16747521,0,1,0,0.1,-1,1,0.8,0.2,0,106,0
1482,0,12910847,0,1,0,0,-1,1,1,1,0,106,0
1486,449787,4500665,0,1,0,0,-1,0,0.5,0.75,0,106,0
1490,449787,4500665,0,1,0,0,-1,0,0.5,0.75,0,106,0
1491,449787,4500665,0,1,0,0,19,0,0.5,0.75,0,106,0
1502,0,16776960,0,1,1,1,-1,1,1,1,0,106,0
1503,0,16776960,0,1,1,1,-1,1,1,1,0,106,0
1504,0,16776960,0,1,1,1,-1,1,1,1,0,106,0
1505,0,16776960,0,1,1,1,-1,1,1,1,0,106,0
1506,0,16776960,0,1,1,1,-1,1,1,1,0,106,0
1513,449787,4500665,0,1,0,0,-1,0,0.5,0.75,0,106,0
1519,0,15003691,0,1,0,0,19,1,0.8,0.2,0,106,0
1520,0,13075751,0,1,1,1,16,1,0.2,0.8,0,106,0
1522,-8355840,-327936,0,0.8,0,1,-1,1,0.8,0.7,0,106,0
1523,-7547905,-15661682,0,0.5,0,1,-1,1,1,1,0,3528,0
1524,-9804,-38400,0,0.5,0,1,-1,1,1,1,0,14854,0
1530,16777215,13828201,0,0.4,0,1,-1,1,0.3,0.7,0,106,0
1535,0,10645028,0,0.1,0.5,0.5,-1,1,0.8,0.3,0,106,1
1538,0,0,3,1,3,3,-1,0,1,1,0,106,1
1544,16728385,13828118,0,1,0,1,-1,0,0.3,0.7,0,106,0
1545,-7516070,-972209,0,1,0,1,-1,1,0.8,0.2,0,106,5
1546,23905,19554,0,1,0,0,-1,1,0.05,1,0,20237,0
1548,-7516070,-972209,0,0.5,0,1,-1,1,0.4,0.1,0,106,5
1549,16728385,13828118,0,1,0,1,-1,0,0.3,0.7,0,106,0
1550,0,10551296,0,0.75,0.5,0.5,-1,1,0.2,0.8,0,106,6
1559,39071,14456832,0,1,0,0,-1,1,0.35,0.3,0,106,20
1562,37887,16777215,4,1,0,0,-1,0,1,1,0,106,0
1565,13631488,0,0,1,0.5,0.5,-1,1,0.6,0.4,0,106,0
1568,0,-8646458,0,1,0,0,-1,1,0.8,0.2,0,106,0
1569,0,-8646458,0,1,0,0,-1,1,0.8,0.2,0,106,0
1570,0,-8646458,0,1,0,0,-1,1,0.8,0.2,0,106,0
1571,0,-8646458,4,1,0.2,0.2,-1,1,0.8,0.2,0,106,0
1573,-16777216,-16726017,0,0.4,1,1,-1,1,0.1,1,0,106,0
1576,-16777216,-5046017,0,0.4,1,1,-1,1,0.1,1,0,106,0
1577,-16777216,-1024,0,0.4,1,1,-1,1,0.1,1,0,106,0
1578,-7547905,-15661682,0,0.5,0,1,-1,1,1,1,0,106,0
1580,-16777216,-65533,0,0.4,1,1,-1,1,0.1,1,0,106,0
1583,16728385,13828118,0,1,0,1,-1,0,0.3,0.7,0,106,0
1586,1560453,1560453,0,1,0,0,1,0,1,1,0,106,20
1587,0,7613094,0,0.8,0,0,-1,1,0.8,0.2,0,106,0
1588,0,15018009,0,0.5,0,0,1,1,0.8,0.2,0,106,0
1590,0,15018009,0,0.5,0,0,2,1,0.8,0.2,0,106,0
1594,-9277516,-14213807,0.5,0.8,0,1,-1,1,1,1,0,106,0
1599,0,9559540,0,0.65,0,0,-1,1,0.4,0.8,0,106,0
1601,0,16711929,0,1,0,1,-1,1,0.8,0.5,0,106,0
1602,7999761,0,0,1,0,0,-1,0,1,1,0,106,1
1603,0,1759921,0,0,0,0,34,0,1,1,0,106,1
1604,0,-65520,0,1,0,0,-1,1,0.6,0.3,0,106,0
1605,0,15331108,0,0.5,0,0,-1,0,0.3,0.8,0,106,0
1606,16777215,13828201,0,0.4,0,1,-1,1,0.3,0.7,0,106,0
1609,0,4082192,4,0.4,0.5,1,19,1,0.8,0.2,0,106,0
1613,16777215,13828201,0,0.4,0,1,-1,1,0.3,0.7,0,106,0
1614,16757504,16770202,0.4,1,0.1,0.6,1,1,1,1,0,106,0
1619,39071,14456832,0,1,0,0,-1,1,0.35,0.3,0,106,20
1621,1560453,1560453,0,1,0,0,1,0,1,1,0,106,20
1623,442877,15266294,0,0.75,0,0,22,0,0.5,1,0,106,0
1624,2762792,8062360,0,0.75,0,0,19,0,1,1,0,106,0
1627,-13145088,0,0.35,0.9,0,0.15,2,0,1,1,0,106,0
1628,-13145088,0,0.35,0.6,0,0.15,1,0,1,1,0,106,0
1636,-13145088,0,0.35,0.9,0,0.15,2,0,1,1,0,106,0
1637,-13145088,0,0.35,0.6,0,0.15,1,0,1,1,0,106,0
1640,0,10919954,0,1,0,0,-1,1,0.8,0.2,0,106,0
1641,0,10919954,0,1,0,0,-1,1,0.8,0.2,0,106,0
1642,0,838353,0,1,0.1,0.1,20,1,0.8,0.2,0,106,0
1643,0,838353,0,1,0.1,0.1,20,1,0.8,0.2,0,106,0
1644,0,44463,2,0.75,0.25,0.5,38,1,0.8,0.2,0,106,1
1645,0,44463,2,0.75,0.25,0.5,38,1,0.8,0.2,0,106,1
1651,0,4327167,0,0.5,1,1,-1,1,0,1,0,106,0
1654,6033048,13716458,0,0.5,1,1,-1,1,1,0.6,0,106,0
1662,-11862305,-16547527,1,0.5,0.2,3,-1,1,1,1,0,106,0
1663,1927650,14018301,0,0.5,0.5,0.5,-1,0,1,1,0,106,0
1665,0,2591416,1,1,0.1,1,1,1,0.8,0.2,0,106,0
1667,12996114,16020736,0,1,0,1,-1,0,0.3,0.7,0,106,0
1668,-4980852,-14250491,0,0.5,0,1,-1,1,1,1,0,106,0
1669,2427706,4333663,2,0.1,1,1,-1,0,1,1,0,106,0
1670,1643807,3223348,0,1,0,0,-1,1,1,1,0,106,10
1671,14393432,15174441,0,1,0,1,-1,0,0.3,0.7,0,106,0
1674,-13145088,0,1.5,0.9,0.5,0.5,2,0,1,1,0,106,0
1675,-13145088,0,1.5,0.9,0.5,0.5,1,0,1,1,0,106,0
1676,7864575,7629567,1.5,0.5,0.5,0.5,2,0,1,1,0,106,0
1677,7864575,7629567,1.5,0.5,0.5,0.5,1,0,1,1,0,106,0
1680,-1018582,0,1.5,0.5,0.5,0.5,2,0,1,1,0,106,0
1681,-1018582,0,1.5,0.5,0.5,0.5,1,0,1,1,0,106,0
1682,-15895347,0,1.5,0.9,0.5,0.5,2,0,1,1,0,106,0
1683,-15895347,0,1.5,0.9,0.5,0.5,1,0,1,1,0,106,0
1684,-4523777,0,1.5,0.9,0.5,0.5,2,0,1,1,0,106,0
1685,-4523777,0,1.5,0.9,0.5,0.5,1,0,1,1,0,106,0
1686,0,11534336,0,1,0,0,-1,1,0.5,0.75,0,106,0
1688,16645629,16777215,0,1,1,0.1,1,0,1,1,0,106,20
1689,0,3287094,0,0.3,0.05,0.05,-1,1,0.8,0.2,0,106,0
1690,0,3287094,0,0.3,0.05,0.05,-1,1,0.8,0.2,0,106,0
1692,-10496,-56320,0,1,0.25,0.5,-1,1,1,1,0,106,0
1695,0,8224125,0,0.5,0.25,0.25,-1,1,0.8,0.2,0,106,0
1704,16742029,16761545,0,1,0,0,1,0,0.75,0.25,0,106,3
1705,16742029,16761545,0,1,0,0,2,0,0.75,0.25,0,106,3
1712,16699966,16699966,1.75,0.75,0.25,0.5,1,0,0.5,1,0,106,6
1719,0,0,0,0,0,0,19,0,1,1,0,106,0
1722,-11458855,-2087124,0,1,0.25,0.25,-1,1,1,1,0,106,0
1727,0,8224125,0,0.5,0.25,0.25,-1,1,0.8,0.2,0,106,0
1728,-3336519,-4186153,0,0.5,0,1,-1,1,0.9,0.9,0,106,0
1737,-7541249,-16431218,0,0.5,0,1,-1,1,1,1,0,106,0
1738,-1644826,-12763843,0,0.5,0,1,-1,1,1,1,0,106,0
1739,-65597,-8402,0,0.5,0,1,-1,1,1,1,0,106,0
1740,-16711695,-16747521,0,1,0,1,-1,1,0.5,0.1,0,106,0
1741,-4916481,-16731669,0,0.5,0,1,-1,1,1,1,0,106,0
1742,-4916481,-16731669,2,0.5,0,1,-1,1,1,1,0,106,0
1743,-11407876,-16506237,0,0.5,0,1,-1,1,1,1,0,106,0
1749,419365115,285276415,0,0.5,0,0,-1,0,1,1,0,106,1
1752,0,0,0,0,0,0,19,0,1,1,0,106,0
1754,0,0,0,0,0,0,19,0,1,1,0,106,0
1759,-16730113,-4523777,0.4,1,0.1,0.3,1,1,1,1,0,106,0
1760,14359323,14334907,0,0,0,0,1,0,1,1,0,106,0
1761,3791615,61436,0,1,0,1,1,0,1,1,0,106,0
1762,65280,65280,0,1,0.1,0,-1,0,1,1,0,106,1
1763,65280,65280,0,1,0.1,0,-1,0,1,1,0,106,1
1764,65280,65280,0,1,0.1,0,-1,0,1,1,0,106,1
1765,65280,65280,0,1,0.1,0,-1,0,1,1,0,106,1
1766,65280,65280,0,1,0.1,0,-1,0,1,1,0,106,1
1767,65280,65280,0,1,0.1,0,-1,0,1,1,0,106,1
1768,65280,65280,0,1,0.1,0,-1,0,1,1,0,106,1
1769,65280,65280,0,1,0.1,0,-1,0,1,1,0,106,1
1770,65280,65280,0,1,0.1,0,-1,0,1,1,0,106,1
1771,65280,65280,0,1,0.1,0,-1,0,1,1,0,106,1
1772,65280,65280,0,1,0.1,0,-1,0,1,1,0,106,1
1780,-3336519,-4186153,0,0.5,0,1,-1,1,0.9,0.9,0,106,0
1783,-16730113,-4523777,0.4,1,0.1,0.3,1,1,1,1,0,106,0
1784,-3336519,-4186153,0,0.5,0,1,-1,1,0.9,0.9,0,106,0
1785,0,-16768769,0,0.85,0,0,-1,1,0.8,0.4,0,106,0
1786,-768,-8192,0,1,0,0,-1,0,1,1,0,106,0
1793,1158604,3993343,0,1,1,1,-1,0,1,1,0,106,0
1795,58623,0,0,1,0,0,-1,1,1,0.5,0,106,1
1797,-10496,-56320,0,1,0.25,0.5,-1,1,1,1,0,106,0
1800,0,-16768769,0,0.85,0,0,-1,1,0.8,0.4,0,106,0
1801,15793407,16753393,0,1,1,1,-1,0,1,1,0,106,0
1803,-10157972,0,0.35,0.9,0,0.15,2,0,1,1,0,106,0
1804,-9699226,0,0.35,0.6,0,0.15,1,0,1,1,0,106,0
1806,-11372938,-13962771,0,1,0,1,-1,1,0.8,0.2,0,106,0
1807,-16730113,-4523777,0.5,1,0.1,0.3,1,1,1,1,0,106,0
1808,16766208,16776395,0,0,0,0,19,0,1,1,0,106,20
1809,419365115,285276415,0,0.5,0,0,-1,0,1,1,0,106,1
1811,-13145088,0,0.35,0.9,0,0.15,2,0,1,1,0,106,0
1812,-13145088,0,0.35,0.6,0,0.15,1,0,1,1,0,106,0
1813,-13145088,0,0,0.5,0,0.15,2,0,1,1,0,106,0
1814,-13145088,0,0,0.5,0,0.15,1,0,1,1,0,106,0
1822,-4740864,16770304,0,0,0,0,-1,0,0.5,0.5,0,106,0
1824,2130771820,-16711828,0,0.5,0,0,-1,0,1,1,0,106,0
1827,0,0,0,1,0,0,-1,0,1,1,0,106,0
1835,16768768,-655616,0,1,0,0,-1,0,1,1,0,106,0
1838,1048831,7001599,0,0.5,0,0,-1,1,0.3,1,0,63128,0
1840,0,16768000,0,0.8,0,0,-1,1,0.8,0.5,0,106,0
1844,0,2846077,0,0.5,0,0,-1,1,0.8,0.2,0,106,0
1845,5823290,5799751,0,0,0,0,-1,0,1,1,0,106,0
1847,0,16777215,0,0.5,0.25,0.25,-1,1,0.8,0.2,0,106,0
1850,16771072,16777215,0,1,0.25,0.25,-1,0,1,1,0,106,0
1851,-11372938,-13962771,0,1,0,1,-1,1,0.8,0.2,0,106,0
1854,-8756481,-5593601,0,0.5,0,1,-1,1,0.9,0.9,0,106,0
1855,-8454204,-6816781,0,0.5,0,1,-1,1,0.9,0.9,0,106,0
1856,-41261,-17422,0,0.5,0,1,-1,1,0.9,0.9,0,106,0
1857,0,16768000,0,0.8,0,0,-1,1,0.8,0.5,0,106,0
1858,-16730881,-16769025,0.5,1,0.1,0.2,2,1,1,1,0,106,0
1859,-16730881,-16769025,0.5,1,0.1,0.2,1,1,1,1,0,106,0
1860,-16730881,-16768769,0.5,1,0.1,0.2,1,1,1,1,0,106,0
1861,-16730881,-16769025,0.75,1,0.35,0.25,2,1,1,1,0,106,0
1862,-16730881,-16769025,0.75,1,0.35,0.25,1,1,1,1,0,106,0
1863,28927,28927,0,1,0,0,-1,1,1,1,0,106,0
1864,415837382,286839254,0,0.5,0,0,-1,0,1,1,0,106,1
1866,0,-8421,0,0.9,0,0,-1,1,0.8,0.5,0,106,0
1869,0,0,0,0,0,0,-1,0,1,1,0,106,0
1884,15433983,16777215,0,0,0,0,19,0,1,1,0,106,0
1887,0,13172991,0,1,1,1,-1,1,0.2,1,0,106,0
1895,16757504,16770202,0.6,1,0.1,0.4,1,1,1,1,0,106,0
1896,-16711738,-16725505,0,1,0.25,0.5,-1,1,1,1,0,106,0
1897,-10496,-56320,0,1,0.25,0.5,-1,1,1,1,0,106,0
1899,16757504,16770202,1,1,0.1,0.8,1,1,1,1,0,106,0
1901,6018815,19340,0,1,0,0,1,0,1,1,0,106,20
1903,16757504,16770202,1,1,0.1,0.8,1,1,1,1,0,106,0
1904,-3149782,0,0.6,1,0,0.2,1,0,1,1,0,106,0
1905,-1971432,0,0.6,1,0,0.2,2,0,1,1,0,106,0
1906,-13145088,0,0.35,0.9,0,0.15,2,0,1,1,0,106,0
1907,-13145088,0,0.35,0.6,0,0.15,1,0,1,1,0,106,0
1908,-13145088,0,0.35,0.9,0,0.15,2,0,1,1,0,106,0
1909,-13145088,0,0.35,0.6,0,0.15,1,0,1,1,0,106,0
1911,0,13172991,0,0.25,1,1,-1,1,0.2,1,0,106,0
1912,0,13172991,0,1,1,1,-1,1,0.2,1,0,106,0
1913,0,13172991,0,0.75,1,1,-1,1,0.2,1,0,106,0
1915,16757504,16770202,1,1,0,0.2,1,1,1,1,0,106,0
1921,-1601281,-1601281,0,0.5,0,1,-1,1,0.9,0.9,0,106,0
1923,0,0,0,1,0,0,-1,0,1,1,0,106,0
1924,0,0,0,0.15,0,0,-1,0,1,1,0,106,0
1927,16757504,16770202,1,1,0.1,0.8,1,1,1,1,0,106,0
1928,16757504,16770202,1,1,0.1,0.8,1,1,1,1,0,106,0
1931,50943,16767744,0,1,0,0,-1,0,1,1,0,106,0
1934,-16730113,-4523777,0.4,1,0.1,0.3,1,1,1,1,0,106,0
1970,-16730113,-4523777,0.4,1,0.1,0.3,1,1,1,1,0,106,0
1971,0,0,0,1,0,0,-1,0,1,0.8,0,106,0
1972,4342272,16645888,0,0.5,0,0,-1,0,1,1,0,106,0
1982,16711680,7395327,3,1,1,1,-1,0,1,0,0,106,1
1984,4325631,57855,0,1,0,1.5,-1,1,1,1,0,106,20
1985,-2739919,-2739919,0,1,0.25,0.75,-1,0,1,1,0,106,0
1987,255,1966335,0,1,0,0,-1,1,1,1,0,106,0
1993,0,0,0,1,0,0,-1,0,1,1,0,106,0
1994,-10496,-56320,0,1,0.25,0.5,-1,1,1,1,0,106,0
1995,10395294,10027263,0,0.2,0,0,-1,0,0.5,1,0,106,0
1998,0,15655216,0,1,0,0,19,1,0.2,0.8,0,106,0
1999,-786177,-16754433,0,1,0.25,0.5,-1,1,1,1,0,106,0
2000,10395294,14483200,0,0.5,0,0,-1,1,0.5,1,0,106,0
2004,-3336519,-4186153,0,0.5,0,1,-1,1,0.9,0.9,0,106,0
2005,-1601281,-1601281,0,0.5,0,1,-1,1,0.9,0.9,0,106,0
2007,-1601281,-1601281,0,0.5,0,1,-1,1,0.9,0.9,0,76742,0
2011,0,13172991,0,0.15,1,1,-1,1,0.1,1,0,106,0
2020,-8756481,-5593601,0,0.5,0,1,-1,1,0.9,0.9,0,106,0
2028,-1,-16762881,1,1,0.5,0.3,0,3,1,1,0,106,0
2029,4325631,57855,0,0.5,0,0.5,-1,1,1,1,0,106,20
2030,4325631,57855,1,1,0.2,1,-1,1,1,1,0,106,20
