ID,Display_lang,OverallQualityID,ExpansionID,MinFactionID,MinReputation,AllowableClass,RequiredLevel,RequiredSkill,RequiredSkillRank,RequiredAbility,ItemLevel,Flags[0],Flags[1],Flags[2],Flags[3],Flags[4],AllowableRaces[0],AllowableRaces[1]
4837,Strength of Will,2,0,0,0,-1,25,0,0,0,30,0,24580,0,0,0,-1,-1
4838,Orb of Power,2,0,0,0,-1,21,0,0,0,26,0,24580,0,0,0,-1,-1
4840,Long Bayonet,1,0,0,0,-1,0,0,0,0,10,0,24580,0,0,0,-1,-1
4854,Demon Scarred Cloak,1,0,0,0,-1,6,0,0,0,11,2048,24580,0,32,0,-1,-1
4899,Test Crossbow,0,0,0,0,-1,20,0,0,0,25,0,24580,0,0,0,-1,-1
4900,Test Spear,0,0,0,0,-1,20,0,0,0,25,0,24580,0,0,0,-1,-1
4901,Test Polearm,0,0,0,0,-1,20,0,0,0,25,0,24580,0,0,0,-1,-1
4906,Rainwalker Boots,1,0,0,0,-1,0,0,0,0,7,0,24580,0,32,0,-1,-1
4907,Woodland Tunic,1,0,0,0,-1,0,0,0,0,5,0,24580,0,32,0,-1,-1
4908,Nomadic Bracers,1,0,0,0,-1,0,0,0,0,5,0,24580,0,32,0,-1,-1
4909,Kodo Hunter's Leggings,2,0,0,0,-1,0,0,0,0,15,0,24580,0,32,0,-1,-1
4910,Painted Chain Gloves,1,0,0,0,-1,0,0,0,0,5,0,24580,0,32,0,-1,-1
4911,Thick Bark Buckler,1,0,0,0,-1,0,0,0,0,5,0,24580,0,0,0,-1,-1
4912,Test Wand JChow,0,0,0,0,-1,20,0,0,0,25,0,24580,0,0,0,-1,-1
4913,Painted Chain Belt,1,0,0,0,-1,0,0,0,0,5,0,24580,0,32,0,-1,-1
4914,Battleworn Leather Gloves,1,0,0,0,-1,0,0,0,0,5,0,24580,0,32,0,-1,-1
4915,Soft Wool Boots,1,0,0,0,-1,0,0,0,0,5,0,24580,0,32,0,-1,-1
4916,Soft Wool Vest,1,0,0,0,-1,0,0,0,0,5,0,24580,0,32,0,-1,-1
4917,Battleworn Chain Leggings,1,0,0,0,-1,0,0,0,0,5,0,24580,0,32,0,-1,-1
4919,Soft Wool Belt,1,0,0,0,-1,0,0,0,0,5,0,24580,0,32,0,-1,-1
4920,Battleworn Cape,1,0,0,0,-1,0,0,0,0,5,0,24580,0,32,0,-1,-1
4921,Dust-covered Leggings,1,0,0,0,-1,0,0,0,0,5,0,24580,0,32,0,-1,-1
4922,Jagged Chain Vest,1,0,0,0,-1,0,0,0,0,5,0,24580,0,32,0,-1,-1
4923,Primitive Hatchet,1,0,0,0,-1,0,0,0,0,5,0,24580,0,0,0,-1,-1
4924,Primitive Club,1,0,0,0,-1,0,0,0,0,5,0,24580,0,0,0,-1,-1
4925,Primitive Hand Blade,1,0,0,0,-1,0,0,0,0,5,0,24580,0,0,0,-1,-1
4928,Sandrunner Wristguards,1,0,0,0,-1,0,0,0,0,8,0,24580,0,32,0,-1,-1
4929,Light Scorpid Armor,1,0,0,0,-1,0,0,0,0,9,0,24580,0,32,0,-1,-1
4931,Hickory Shortbow,1,0,0,0,-1,0,0,0,0,11,0,24580,0,0,0,-1,-1
4932,Harpy Wing Clipper,1,0,0,0,-1,0,0,0,0,11,0,24580,0,0,0,-1,-1
4933,Seasoned Fighter's Cloak,1,0,0,0,-1,0,0,0,0,9,0,24580,0,32,0,-1,-1
4935,Wide Metal Girdle,1,0,0,0,-1,0,0,0,0,8,0,24580,0,32,0,-1,-1
4936,Dirt-trodden Boots,1,0,0,0,-1,0,0,0,0,8,0,24580,0,32,0,-1,-1
4937,Charging Buckler,1,0,0,0,-1,0,0,0,0,9,0,24580,0,0,0,-1,-1
4938,Blemished Wooden Staff,1,0,0,0,-1,0,0,0,0,11,0,24580,0,0,0,-1,-1
4939,Steady Bastard Sword,2,0,0,0,-1,0,0,0,0,11,0,24580,0,0,0,-1,-1
4940,Veiled Grips,1,0,0,0,-1,0,0,0,0,10,0,24580,0,32,0,-1,-1
4942,Tiger Hide Boots,1,0,0,0,-1,0,0,0,0,12,0,24580,0,32,0,-1,-1
4944,Handsewn Cloak,1,0,0,0,-1,0,0,0,0,12,0,24580,0,32,0,-1,-1
4946,Lightweight Boots,1,0,0,0,-1,0,0,0,0,10,0,24580,0,32,0,-1,-1
4947,Jagged Dagger,2,0,0,0,-1,0,0,0,0,11,0,24580,0,0,0,-1,-1
4948,Stinging Mace,2,0,0,0,-1,0,0,0,0,11,0,24580,0,0,0,-1,-1
4951,Squealer's Belt,1,0,0,0,-1,1,0,0,0,7,0,24580,0,32,0,-1,-1
4954,Nomadic Belt,1,0,0,0,-1,0,0,0,0,5,0,24580,0,32,0,-1,-1
4956,Test Totem,1,0,0,0,-1,2,0,0,0,5,64,24580,0,0,0,-1,-1
4958,Sun-beaten Cloak,1,0,0,0,-1,0,0,0,0,8,0,24580,0,32,0,-1,-1
4960,Flash Pellet,1,0,0,0,-1,0,0,0,0,7,0,24580,0,0,0,-1,-1
4961,Dreamwatcher Staff,1,0,0,0,-1,0,0,0,0,10,0,24580,0,0,0,-1,-1
4962,Double-layered Gloves,1,0,0,0,-1,0,0,0,0,8,0,24580,0,32,0,-1,-1
4963,Thunderhorn Cloak,1,0,0,0,-1,0,0,0,0,8,0,24580,0,32,0,-1,-1
4964,Goblin Smasher,2,0,0,0,-1,0,0,0,0,12,0,24580,0,0,0,288,0
4967,Tribal Warrior's Shield,1,0,0,0,-1,0,0,0,0,11,0,24580,0,0,0,-1,-1
4968,Bound Harness,1,0,0,0,-1,0,0,0,0,11,0,24580,0,32,0,-1,-1
4969,Fortified Bindings,1,0,0,0,-1,0,0,0,0,10,0,24580,0,32,0,-1,-1
4970,Rough-hewn Kodo Leggings,1,0,0,0,-1,0,0,0,0,9,0,24580,0,32,0,-1,-1
4971,Skorn's Hammer,2,0,0,0,-1,0,0,0,0,12,0,24580,0,0,0,-1,-1
4972,Cliff Runner Boots,1,0,0,0,-1,0,0,0,0,10,0,24580,0,32,0,-1,-1
4973,Plains Hunter Wristguards,1,0,0,0,-1,0,0,0,0,10,0,24580,0,32,0,-1,-1
4974,Compact Fighting Knife,2,0,0,0,-1,0,0,0,0,12,0,24580,0,0,0,-1,-1
4975,Vigilant Buckler,2,0,0,0,-1,0,0,0,0,39,0,24580,0,0,0,-1,-1
4976,Mistspray Kilt,2,0,0,0,-1,0,0,0,0,41,0,24580,0,32,0,-1,-1
4977,Sword of Hammerfall,2,0,0,0,-1,0,0,0,0,41,0,24580,0,0,0,-1,-1
4978,Ryedol's Hammer,2,0,0,0,-1,0,0,0,0,36,0,24580,0,0,0,-1,-1
4979,Enchanted Stonecloth Bracers,2,0,0,0,-1,0,0,0,0,42,0,24580,0,32,0,-1,-1
4982,Ripped Prospector Belt,0,0,0,0,-1,0,0,0,0,38,0,24580,0,32,0,-1,-1
4983,Rock Pulverizer,2,0,0,0,-1,0,0,0,0,42,0,8196,0,0,0,-1,-1
4984,Skull of Impending Doom,2,0,0,0,-1,0,0,0,0,41,0,24580,0,0,0,-1,-1
4985,Test Proc Wand,0,0,0,0,-1,20,0,0,0,25,0,24580,0,0,0,-1,-1
4987,Dwarf Captain's Sword,2,0,0,0,-1,0,0,0,0,45,0,24580,0,0,0,-1,-1
4989,Mage Dragon Robe,2,0,0,0,-1,0,0,0,0,50,0,24580,0,32,0,-1,-1
4991,"Monster - Sword2H, Broadsword",0,0,0,0,-1,1,0,0,0,1,0,24580,0,0,0,-1,-1
4993,"Monster - Item, Skull",0,0,0,0,-1,1,0,0,0,1,0,24580,0,0,0,-1,-1
4994,"Monster - Item, Gizmo",0,0,0,0,-1,1,0,0,0,1,0,24580,0,0,0,-1,-1
4996,Test Item 1,0,0,529,5,-1,5,0,0,0,10,0,24580,0,0,0,-1,-1
5016,Artisan's Trousers,2,0,0,0,-1,0,0,0,0,35,0,24580,0,32,0,-1,-1
5040,Shadow Hunter Knife,1,0,0,0,-1,27,0,0,0,32,0,24580,0,0,0,-1,-1
5092,Charred Razormane Wand,1,0,0,0,-1,18,0,0,0,23,0,24580,0,0,0,-1,-1
5093,Razormane Backstabber,1,0,0,0,-1,16,0,0,0,21,0,24580,0,0,0,-1,-1
5094,Razormane War Shield,1,0,0,0,-1,19,0,0,0,24,0,24580,0,0,0,-1,-1
5107,Deckhand's Shirt,1,0,0,0,-1,0,0,0,0,14,0,24580,0,0,0,-1,-1
5109,Stonesplinter Rags,1,0,0,0,-1,12,0,0,0,17,0,24580,0,32,0,-1,-1
5110,Dalaran Wizard's Robe,1,0,0,0,-1,13,0,0,0,18,0,24580,0,32,0,-1,-1
5208,Smoldering Wand,1,0,0,0,-1,15,0,0,0,20,0,24580,0,0,0,-1,-1
5209,Gloom Wand,1,0,0,0,-1,16,0,0,0,21,0,24580,0,0,0,-1,-1
5210,Burning Wand,1,0,0,0,-1,20,0,0,0,25,0,24580,0,0,0,-1,-1
5211,Dusk Wand,1,0,0,0,-1,20,0,0,0,25,0,24580,0,0,0,-1,-1
5236,Combustible Wand,1,0,0,0,-1,29,0,0,0,34,0,24580,0,0,0,-1,-1
5238,Pitchwood Wand,1,0,0,0,-1,40,0,0,0,45,0,24580,0,0,0,-1,-1
5239,Blackbone Wand,1,0,0,0,-1,41,0,0,0,46,0,24580,0,0,0,-1,-1
5240,Torchlight Wand,2,0,0,0,-1,0,0,0,0,21,0,24580,0,0,0,-1,-1
5241,Dwarven Flamestick,2,0,0,0,-1,0,0,0,0,18,0,24580,0,0,0,-1,-1
5242,Cinder Wand,2,0,0,0,-1,0,0,0,0,16,0,24580,0,0,0,-1,-1
5244,Consecrated Wand,2,0,0,0,-1,0,0,0,0,30,0,24580,0,0,0,-1,-1
5246,Excavation Rod,2,0,0,0,-1,0,0,0,0,30,0,24580,0,0,0,-1,-1
5247,Rod of Sorrow,2,0,0,0,-1,0,0,0,0,40,0,24580,0,0,0,-1,-1
5248,Flash Wand,2,0,0,0,-1,0,0,0,0,37,0,24580,0,0,0,-1,-1
5249,Burning Sliver,2,0,0,0,-1,0,0,0,0,40,0,24580,0,0,0,-1,-1
5250,Charred Wand,2,0,0,0,-1,0,0,0,0,28,0,24580,0,0,0,-1,-1
5252,Wand of Decay,2,0,0,0,-1,0,0,0,0,21,0,24580,0,0,0,-1,-1
5253,Goblin Igniter,2,0,0,0,-1,0,0,0,0,40,0,24580,0,0,0,-1,-1
5258,"Monster - Bow, Black",0,0,0,0,-1,1,0,0,0,1,0,24580,0,0,0,-1,-1
5259,"Monster - Bow, Red",0,0,0,0,-1,1,0,0,0,1,0,24580,0,0,0,-1,-1
5260,"Monster - Bow, Brown",0,0,0,0,-1,1,0,0,0,1,0,24580,0,0,0,-1,-1
5261,"Monster - Bow, Gray",0,0,0,0,-1,1,0,0,0,1,0,24580,0,0,0,-1,-1
5262,"Monster - Bow, Dark Brown",0,0,0,0,-1,1,0,0,0,1,0,24580,0,0,0,-1,-1
5274,Rose Mantle,2,0,0,0,-1,0,0,0,0,27,0,24580,0,32,0,-1,-1
5275,Binding Girdle,2,0,0,0,-1,0,0,0,0,15,0,24580,0,32,0,-1,-1
5276,"Monster - Staff, 3 Piece Taped Staff",0,0,0,0,-1,1,0,0,0,1,0,24580,0,0,0,-1,-1
5277,"Monster - Staff, Metal /w Spike Crystal",0,0,0,0,-1,1,0,0,0,1,0,24580,0,0,0,-1,-1
5278,"Monster - Dagger, Bowie Knife",0,0,0,0,-1,1,0,0,0,1,0,24580,0,0,0,-1,-1
5279,Harpy Skinner,2,0,0,0,-1,0,0,0,0,20,0,24580,0,0,0,-1,-1
5280,"Monster - Dagger, Gold Blade",0,0,0,0,-1,1,0,0,0,1,0,24580,0,0,0,-1,-1
5281,"Monster - Dagger, Broad/Flat Blade",0,0,0,0,-1,1,0,0,0,1,0,24580,0,0,0,-1,-1
5282,"Monster - Dagger, Fang Hook Curve",0,0,0,0,-1,1,0,0,0,1,0,24580,0,0,0,-1,-1
5283,"Monster - Dagger, Ornate Spikey Base",0,0,0,0,-1,1,0,0,0,1,0,24580,0,0,0,-1,-1
5284,"Monster - Dagger, Jeweled Hilt",0,0,0,0,-1,1,0,0,0,1,0,24580,0,0,0,-1,-1
5285,"Monster - Dagger, Curvey Blue Hilt",0,0,0,0,-1,1,0,0,0,1,0,24580,0,0,0,-1,-1
5286,"Monster - Axe, One-Handed Double Axe",0,0,0,0,-1,1,0,0,0,1,0,24580,0,0,0,-1,-1
5287,"Monster - Axe, 2H Large Double Bladed",0,0,0,0,-1,1,0,0,0,1,0,24580,0,0,0,-1,-1
5288,"Monster - Axe, 2H Rev. Bearded Single Bladed",0,0,0,0,-1,1,0,0,0,1,0,24580,0,0,0,-1,-1
5289,"Monster - Axe, 2H Single Bladed /w Pick",0,0,0,0,-1,1,0,0,0,1,0,24580,0,0,0,-1,-1
5291,"Monster - Mace, Jeweled Club",0,0,0,0,-1,1,0,0,0,1,0,24580,0,0,0,-1,-1
5292,"Monster - Mace2H, Basic Wooden Hammer",0,0,0,0,-1,1,0,0,0,1,0,24580,0,0,0,-1,-1
5293,"Monster - Mace2H, Wood Handle Spiked Head",0,0,0,0,-1,1,0,0,0,1,0,24580,0,0,0,-1,-1
5299,Gloves of the Moon,2,0,0,0,-1,0,0,0,0,20,0,24580,0,32,0,-1,-1
5300,"Monster - Mace2H, Wood Handle Large Spiked Head",0,0,0,0,-1,1,0,0,0,1,0,24580,0,0,0,-1,-1
5301,"Monster - Mace2H, Huge Wooden Maul",0,0,0,0,-1,1,0,0,0,1,0,24580,0,0,0,-1,-1
5302,Cobalt Buckler,2,0,0,0,-1,0,0,0,0,20,0,24580,0,0,0,-1,-1
5303,"Monster - Staff, Wooden Handle Rounded Head",0,0,0,0,-1,1,0,0,0,1,0,24580,0,0,0,-1,-1
5304,"Monster - Staff, Large Metal Shaft",0,0,0,0,-1,1,0,0,0,1,0,24580,0,0,0,-1,-1
5305,"Monster - Sword, Broadsword Silver Hilt",0,0,0,0,-1,1,0,0,0,1,0,24580,0,0,0,-1,-1
5306,Wind Rider Staff,2,0,0,0,-1,0,0,0,0,20,0,24580,0,0,768,-1,-1
5309,Privateer Musket,2,0,0,0,-1,0,0,0,0,20,0,24580,0,0,0,-1,-1
5310,Sea Dog Britches,2,0,0,0,-1,0,0,0,0,20,0,24580,0,32,0,-1,-1
5311,Buckled Boots,2,0,0,0,-1,0,0,0,0,21,0,24580,0,32,0,-1,-1
5312,Riveted Gauntlets,2,0,0,0,-1,0,0,0,0,21,0,24580,0,32,0,-1,-1
5314,Boar Hunter's Cape,2,0,0,0,-1,0,0,0,0,20,0,24580,0,32,0,-1,-1
5315,Timberland Armguards,2,0,0,0,-1,0,0,0,0,18,0,24580,0,32,0,-1,-1
5316,Barkshell Tunic,2,0,0,0,-1,0,0,0,0,25,0,24580,0,32,0,-1,-1
5317,Dry Moss Tunic,2,0,0,0,-1,0,0,0,0,25,0,24580,0,32,0,-1,-1
5318,Zhovur Axe,2,0,0,0,-1,0,0,0,0,20,0,24580,0,0,0,-1,-1
5319,Bashing Pauldrons,1,0,0,0,-1,15,0,0,0,20,0,24580,0,32,0,-1,-1
5320,Padded Lamellar Boots,2,0,0,0,-1,0,0,0,0,16,0,24580,0,32,0,-1,-1
5321,Elegant Shortsword,2,0,0,0,-1,0,0,0,0,20,0,24580,0,0,0,-1,-1
5322,Demolition Hammer,2,0,0,0,-1,0,0,0,0,26,0,24580,0,0,0,-1,-1
5323,Everglow Lantern,2,0,0,0,-1,0,0,0,0,25,0,24580,0,0,0,-1,-1
5324,Engineer's Hammer,2,0,0,0,-1,0,0,0,0,16,0,24580,0,0,0,-1,-1
5325,Welding Shield,2,0,0,0,-1,0,0,0,0,16,0,24580,0,0,0,-1,-1
5326,Flaring Baton,2,0,0,0,-1,0,0,0,0,18,0,24580,0,0,0,-1,-1
5327,Greasy Tinker's Pants,2,0,0,0,-1,0,0,0,0,18,0,24580,0,32,0,-1,-1
5328,Cinched Belt,2,0,0,0,-1,0,0,0,0,15,0,24580,0,32,0,-1,-1
5337,Wayfaring Gloves,2,0,0,0,-1,0,0,0,0,16,0,24580,0,32,0,-1,-1
5340,Cauldron Stirrer,2,0,0,0,-1,0,0,0,0,15,0,24580,0,0,768,-1,-1
5341,Spore-covered Tunic,2,0,0,0,-1,0,0,0,0,15,0,24580,0,32,0,-1,-1
5343,Barkeeper's Cloak,2,0,0,0,-1,0,0,0,0,18,0,24580,0,32,0,-1,-1
5344,Pointed Axe,2,0,0,0,-1,0,0,0,0,14,0,24580,0,0,0,-1,-1
5345,Stonewood Hammer,2,0,0,0,-1,0,0,0,0,14,0,24580,0,0,0,-1,-1
5346,Orcish Battle Bow,2,0,0,0,-1,0,0,0,0,14,0,24580,0,0,0,-1,-1
5347,Pestilent Wand,1,0,0,0,-1,30,0,0,0,35,0,24580,0,0,0,-1,-1
5355,Beastmaster's Girdle,2,0,0,0,-1,0,0,0,0,28,0,24580,0,32,0,-1,-1
5356,Branding Rod,2,0,0,0,-1,0,0,0,0,27,0,24580,0,0,0,-1,-1
5357,Ward of the Vale,2,0,0,0,-1,0,0,0,0,27,0,24580,0,0,0,-1,-1
5379,Boot Knife,0,0,0,0,-1,3,0,0,0,8,0,24580,0,0,0,-1,-1
5392,Thistlewood Dagger,1,0,0,0,-1,0,0,0,0,5,0,24580,0,0,0,-1,-1
5393,Thistlewood Staff,1,0,0,0,-1,0,0,0,0,5,0,24580,0,0,0,-1,-1
5394,Archery Training Gloves,1,0,0,0,-1,0,0,0,0,5,0,24580,0,32,0,-1,-1
5395,Woodland Shield,1,0,0,0,-1,0,0,0,0,5,0,24580,0,0,0,-1,-1
5398,Canopy Leggings,1,0,0,0,-1,0,0,0,0,5,0,24580,0,32,0,-1,-1
5399,Tracking Boots,1,0,0,0,-1,0,0,0,0,5,0,24580,0,32,0,-1,-1
5405,Draped Cloak,1,0,0,0,-1,0,0,0,0,5,0,24580,0,32,0,-1,-1
5419,Feral Bracers,1,0,0,0,-1,0,0,0,0,7,0,24580,0,32,0,-1,-1
5420,Banshee Armor,2,0,0,0,-1,0,0,0,0,14,0,24580,0,32,0,-1,-1
5439,Small Quiver,1,0,0,0,-1,1,0,0,0,5,0,24580,0,0,0,-1,-1
5458,Dirtwood Belt,1,0,0,0,-1,0,0,0,0,10,0,24580,0,32,0,-1,-1
5459,Defender Axe,2,0,0,0,-1,0,0,0,0,13,0,24580,0,0,0,-1,-1
5491,"Monster - Mace2H, Large Metal",0,0,0,0,-1,1,0,0,0,1,0,24580,0,0,0,-1,-1
5495,"Monster - Mace2H, Large Metal (1H, Special)",0,0,0,0,-1,1,0,0,0,1,0,24580,0,0,0,-1,-1
5502,"Monster - Sword2H, Broadsword (1H, Special)",0,0,0,0,-1,1,0,0,0,1,0,24580,0,0,0,-1,-1
5516,Threshadon Fang,0,0,0,0,-1,11,0,0,0,16,0,24580,0,0,0,-1,-1
5522,Spellstone,1,0,0,0,-1,0,0,0,0,36,66,24580,0,0,0,-1,-1
5532,Monster - Hot Iron Poker,0,0,0,0,-1,1,0,0,0,1,0,24580,0,0,0,-1,-1
5540,Pearl-handled Dagger,2,0,0,0,-1,18,0,0,0,23,0,24580,0,0,0,-1,-1
5541,Iridescent Hammer,2,0,0,0,-1,23,0,0,0,28,0,24580,0,0,0,-1,-1
5542,Pearl-clasped Cloak,2,0,0,0,-1,14,0,0,0,19,0,24580,0,32,0,-1,-1
5545,Fast Test Polearm,0,0,0,0,-1,1,0,0,0,45,0,24580,0,0,0,-1,-1
5546,Fast Test Crossbow,0,0,0,0,-1,1,0,0,0,70,0,24580,0,0,0,-1,-1
5548,Fast Test Bow,0,0,0,0,-1,1,0,0,0,70,0,24580,0,0,0,-1,-1
5549,Fast Test Dagger,0,0,0,0,-1,1,0,0,0,60,0,24580,0,0,0,-1,-1
5550,Fast Test Gun,0,0,0,0,-1,1,0,0,0,69,0,24580,0,0,0,-1,-1
5551,Fast Test 1H Axe,0,0,0,0,-1,1,0,0,0,60,0,24580,0,0,0,-1,-1
5552,Fast Test 2H Axe,0,0,0,0,-1,1,0,0,0,45,0,24580,0,0,0,-1,-1
5553,Fast Test 1H Mace,0,0,0,0,-1,1,0,0,0,60,0,24580,0,0,0,-1,-1
5554,Fast Test 2H Mace,0,0,0,0,-1,1,0,0,0,45,0,24580,0,0,0,-1,-1
5555,Fast Test 1H Sword,0,0,0,0,-1,1,0,0,0,60,0,24580,0,0,0,-1,-1
5556,Fast Test 2H Sword,0,0,0,0,-1,1,0,0,0,45,0,24580,0,0,0,-1,-1
5557,Fast Test Spear,0,0,0,0,-1,1,0,0,0,45,0,24580,0,0,0,-1,-1
5558,Fast Test Staff,0,0,0,0,-1,1,0,0,0,45,0,24580,0,0,0,-1,-1
5559,Fast Test Thrown,1,0,0,0,-1,1,0,0,0,43,0,24580,0,0,0,-1,-1
5560,Fast Test Wand,0,0,0,0,-1,1,0,0,0,33,0,24580,0,0,0,-1,-1
5561,Fast Test Generic,0,0,0,0,-1,1,0,0,0,1,0,24580,0,0,0,-1,-1
5568,Smooth Pebble,1,0,0,0,-1,13,0,0,0,18,0,24580,0,0,0,-1,-1
5579,Militia Warhammer,1,0,0,0,-1,0,0,0,0,5,0,24580,0,0,0,-1,-1
5580,Militia Hammer,1,0,0,0,-1,0,0,0,0,5,0,24580,0,0,0,-1,-1
5581,Smooth Walking Staff,1,0,0,0,-1,0,0,0,0,5,0,24580,0,0,0,-1,-1
5586,Thistlewood Blade,1,0,0,0,-1,0,0,0,0,5,0,24580,0,0,0,-1,-1
5587,Thornroot Club,2,0,0,0,-1,0,0,0,0,13,0,8196,0,0,768,-1,-1
5589,Moss-covered Gauntlets,1,0,0,0,-1,0,0,0,0,10,0,24580,0,32,0,-1,-1
5590,Cord Bracers,1,0,0,0,-1,0,0,0,0,11,0,24580,0,32,0,-1,-1
5591,Rain-spotted Cape,1,0,0,0,-1,0,0,0,0,11,0,24580,0,32,0,-1,-1
5592,Shackled Girdle,1,0,0,0,-1,0,0,0,0,11,0,24580,0,32,0,-1,-1
5593,Crag Buckler,1,0,0,0,-1,0,0,0,0,11,0,24580,0,0,0,-1,-1
5595,Thicket Hammer,1,0,0,0,-1,0,0,0,0,11,0,24580,0,0,0,-1,-1
5596,Ashwood Bow,1,0,0,0,-1,0,0,0,0,11,0,24580,0,0,0,-1,-1
5597,Monster - Glaive - 2 Blade Red,0,0,0,0,-1,1,0,0,0,1,0,24580,0,0,0,-1,-1
5598,Monster - Glaive - 3 Blade,0,0,0,0,-1,1,0,0,0,1,0,24580,0,0,0,-1,-1
5599,Monster - Glaive - 4 Blade,0,0,0,0,-1,1,0,0,0,1,0,24580,0,0,0,-1,-1
5600,Monster - Claw - Bear,0,0,0,0,-1,1,0,0,0,1,0,24580,0,0,0,-1,-1
5604,Elven Wand,2,0,0,0,-1,0,0,0,0,13,0,24580,0,0,0,-1,-1
5605,Pruning Knife,1,0,0,0,-1,0,0,0,0,10,0,24580,0,0,0,-1,-1
5606,Gardening Gloves,1,0,0,0,-1,0,0,0,0,9,0,24580,0,32,0,-1,-1
5609,Steadfast Cinch,2,0,0,0,-1,0,0,0,0,22,0,24580,0,32,0,-1,-1
5610,Gustweald Cloak,2,0,0,0,-1,0,0,0,0,15,0,24580,0,32,0,-1,-1
5611,Tear of Grief,2,0,0,0,-1,0,0,0,0,16,0,24580,0,0,0,-1,-1
5612,Ivy Cuffs,1,0,0,0,-1,0,0,0,0,13,0,24580,0,32,0,-1,-1
5613,Staff of the Purifier,2,0,0,0,-1,0,0,0,0,23,0,24580,0,0,768,-1,-1
5614,Seraph's Strike,2,0,0,0,-1,0,0,0,0,31,0,24580,0,0,0,-1,-1
5615,Woodsman Sword,2,0,0,0,-1,0,0,0,0,20,0,24580,0,0,0,-1,-1
5617,Vagabond Leggings,2,0,0,0,-1,0,0,0,0,13,0,24580,0,32,0,-1,-1
5618,Scout's Cloak,1,0,0,0,-1,0,0,0,0,11,0,24580,0,32,0,-1,-1
5626,Skullchipper,2,0,0,0,-1,0,0,0,0,20,0,24580,0,0,0,-1,-1
5627,Relic Blade,2,0,0,0,-1,0,0,0,0,20,0,24580,0,0,0,-1,-1
5629,Hammerfist Gloves,2,0,0,0,-1,0,0,0,0,20,0,24580,0,32,0,-1,-1
5630,Windfelt Gloves,2,0,0,0,-1,0,0,0,0,20,0,24580,0,32,0,-1,-1
5739,Barbaric Harness,2,0,0,0,-1,33,0,0,0,38,0,24580,0,32,0,-1,-1
5745,"Monster - Trident, Wood Handle",0,0,0,0,-1,1,0,0,0,1,0,24580,0,0,0,-1,-1
5746,"Monster - Trident, Copper",0,0,0,0,-1,1,0,0,0,1,0,24580,0,0,0,-1,-1
5747,"Monster - Trident, Ornate",0,0,0,0,-1,1,0,0,0,1,0,24580,0,0,0,-1,-1
5757,Hardwood Cudgel,2,0,0,0,-1,0,0,0,0,20,0,24580,0,0,0,-1,-1
5761,Anvilmar Sledge,1,0,0,0,-1,0,0,0,0,5,0,24580,0,0,0,-1,-1
5766,Lesser Wizard's Robe,2,0,0,0,-1,22,0,0,0,27,0,24580,0,32,0,-1,-1
5767,Violet Robes,1,0,0,0,-1,4,0,0,0,9,0,24580,0,32,0,-1,-1
5770,Robes of Arcana,2,0,0,0,-1,25,0,0,0,30,0,24580,0,32,0,-1,-1
5776,Elder's Cane,1,0,0,0,-1,0,0,0,0,5,0,24580,0,0,0,-1,-1
5777,Brave's Axe,1,0,0,0,-1,0,0,0,0,5,0,24580,0,0,0,-1,-1
5778,Primitive Walking Stick,1,0,0,0,-1,0,0,0,0,5,0,24580,0,0,0,-1,-1
5779,Forsaken Bastard Sword,1,0,0,0,-1,0,0,0,0,5,0,24580,0,0,0,-1,-1
5780,Murloc Scale Belt,2,0,0,0,-1,13,0,0,0,18,0,24580,0,32,0,-1,-1
5781,Murloc Scale Breastplate,2,0,0,0,-1,14,0,0,0,19,0,24580,0,32,0,-1,-1
5782,Thick Murloc Armor,2,0,0,0,-1,29,0,0,0,34,0,24580,0,32,0,-1,-1
5783,Murloc Scale Bracers,2,0,0,0,-1,33,0,0,0,38,0,24580,0,32,0,-1,-1
5812,Robes of Antiquity,2,0,0,0,-1,0,0,0,0,25,0,24580,0,32,0,-1,-1
5813,Emil's Brand,2,0,0,0,-1,0,0,0,0,32,0,24580,0,0,0,-1,-1
5814,Snapbrook Armor,2,0,0,0,-1,0,0,0,0,30,0,24580,0,32,0,-1,-1
5815,Glacial Stone,2,0,0,0,-1,0,0,0,0,31,0,24580,0,0,0,-1,-1
5817,Lunaris Bow,2,0,0,0,-1,0,0,0,0,30,0,24580,0,0,0,-1,-1
5818,Moonbeam Wand,2,0,0,0,-1,0,0,0,0,30,0,24580,0,0,0,-1,-1
5820,Faerie Mantle,2,0,0,0,-1,0,0,0,0,32,0,24580,0,32,0,-1,-1
5821,Darkstalker Boots,2,0,0,0,-1,0,0,0,0,24,0,24580,0,32,0,-1,-1
5822,Hedgeseed Gauntlets,2,0,0,0,-1,0,0,0,0,24,0,24580,0,32,0,-1,-1
5856,Monster - Throwing Axe,0,0,0,0,-1,1,0,0,0,1,0,24580,0,0,0,-1,-1
5870,Monster - Throwing Spear,0,0,0,0,-1,1,0,0,0,1,0,24580,0,0,0,-1,-1
5936,Animal Skin Belt,1,0,0,0,-1,0,0,0,0,8,0,24580,0,32,0,-1,-1
5939,Sewing Gloves,1,0,0,0,-1,0,0,0,0,8,0,24580,0,32,0,-1,-1
5940,Bone Buckler,1,0,0,0,-1,0,0,0,0,12,0,24580,0,0,0,-1,-1
5941,Brass Scale Pants,1,0,0,0,-1,0,0,0,0,11,0,24580,0,32,0,-1,-1
